objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
7743,20JH230,Massachusetts Ave,621 Massachusetts Ave,IS,,2010740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1080; METERED_FL=U; PLACEMENT=MIGRATED,20JH230,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1225152000000,{84D57569-16E9-56A5-BD44-FD529578E73E},-71.077827836999973,42.336708828000042,155 BACK (STREET_FEA 3095),STREET_FEA 3095,37,derived_0_50_ft,boston-sam,92512,621 Massachusetts Ave,Massachusetts Ave,42.33678867,-71.07774060,Comet Place & Northampton Street,136,nearest_address
7755,20JH22,E Lenox St,1 E Lenox St,IS,,2010740229,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=18; METERED_FL=U; PLACEMENT=MIGRATED,20JH22,,,KE,KEK81-A,1997,,,,1,,1177632000000,chalmersh,1225152000000,{E6D444BC-E51C-5035-B55A-4F2AF56FC2B3},-71.078780258999984,42.334880737000049,1884 (STREET_FEA 4400),STREET_FEA 4400,51,derived_50_100_ft,boston-sam,172785,1 E Lenox St,E Lenox St,42.33479089,-71.07863680,East Lenox Street & Lenox Street,66,nearest_address
7772,18JH132,Adams St,70-74 Adams St,IS,,1810740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1692; METERED_FL=U; PLACEMENT=MIGRATED,18JH132,,,KE,KEK81-A,1997,,,,1,,1177632000000,palaciolv,1231718400000,{1027A1AB-01AE-5B5C-B7EA-37DD16FE75D4},-71.077697810999950,42.327420580000080,STREET_FEA 129,STREET_FEA 129,28,derived_0_50_ft,boston-sam,355290,70-74 Adams St,Adams St,42.32740407,-71.07759784,Adams Street & Dudley Street,131,nearest_address
7780,20IH86,Hammond St,22 Hammond St,IS,,2009740175,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,20IH86,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1225152000000,{BEBF2F4B-4574-52CD-86A5-49E3FDC894B4},-71.082289288999959,42.334757507000063,26 (STREET_FEA 1993),STREET_FEA 1993,42,derived_0_50_ft,boston-sam,165928,22 Hammond St,Hammond St,42.33464880,-71.08234548,Hammond Street & Shawmut Avenue,149,nearest_address
7781,16IH20,Ruthven St,159 Ruthven St,IS,,1609740166,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2229; METERED_FL=U; PLACEMENT=MIGRATED,16IH20,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1231372800000,{6AAAEF98-DAE1-583C-8854-547CEDCBE21D},-71.088170415999969,42.311764221000033,159 (STREET_FEA 3727),STREET_FEA 3727,61,derived_50_100_ft,boston-sam,119990,159 Ruthven St,Ruthven St,42.31160866,-71.08825060,Pleasanton Street & Ruthven Street,312,nearest_address
7788,18JH196,Proctor St,69 Proctor St,IS,536457600000,1810740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3082; METERED_FL=U; PLACEMENT=MIGRATED,18JH196,,,DA,ADB-84-B,1986,,,,1,,1177632000000,palaciolv,1231718400000,{9361E07A-2659-5533-9C6B-DD8FE1CEF7D6},-71.070111091999934,42.326649092000025,69 (STREET_FEA 3425),STREET_FEA 3425,29,derived_0_50_ft,boston-sam,458010,69 Proctor St,Proctor St,42.32672444,-71.07007104,Kemble Street & Magazine Street,202,nearest_address
7798,20JH61,Massachusetts Ave,549-551 Massachusetts Ave,IS,,2010740031,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2806; METERED_FL=U; PLACEMENT=MIGRATED,20JH61,,,MU,MUCENT,1971,,,,1,,1177632000000,chalmersh,1225152000000,{C66B0B9A-769E-5861-8A37-9C59B31C0C2C},-71.079407346999972,42.337984482000024,551 (STREET_FEA 2746),STREET_FEA 2746,29,derived_0_50_ft,boston-sam,350702,549-551 Massachusetts Ave,Massachusetts Ave,42.33791200,-71.07945207,Camden Street & Peoples Baptists Place,361,nearest_address
7814,19IH126,Harrison Ave,1149-1155 Harrison Ave,IS,,1909740239,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4098; METERED_FL=U; PLACEMENT=MIGRATED,19IH126,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{63C37DDA-3980-5332-9F45-28E3374DDB58},-71.082310917999962,42.329828406000047,STREET_FEA 2031,STREET_FEA 2031,19,derived_0_50_ft,boston-sam,166060,1149-1155 Harrison Ave,Harrison Ave,42.32982057,-71.08238157,Harrison Avenue & Taber Street,60,nearest_address
7824,17HH130,Slayton Way,22-46 Slayton Way,IS,-2114380800000,1708740032,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4746; METERED_FL=U; PLACEMENT=MIGRATED,17HH130,,,DA,ADB-84-B,2001,,,,1,,1177632000000,palaciolv,1231459200000,{FBB8BD08-55F9-5330-BD39-170987C9BD40},-71.096814281999968,42.322063954000043,STREET_FEA 3601,STREET_FEA 3601,96,derived_50_100_ft,boston-sam,341836,22-46 Slayton Way,Slayton Way,42.32185615,-71.09703459,Ritchie Street & Weaver Way,280,nearest_address
7831,18IH224,Washington St,2565 Washington St,IS,,1809740222,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,18IH224,,,MU,U,,,,,1,,1240272000000,blundonr,1244419200000,{DCC4BCAE-168E-5665-B706-F52DAB54B3E4},-71.087714442999982,42.326485259000037,STREET_FEA 4398,STREET_FEA 4398,40,derived_0_50_ft,boston-sam,171107,2565 Washington St,Washington St,42.32650211,-71.08786077,Guild Street & Washington Street,110,nearest_address
7832,17JH128,Howard Ave,42 Howard Ave,IS,,1710740113,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4631; METERED_FL=U; PLACEMENT=MIGRATED,17JH128,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1244505600000,{81AFF518-E6B8-5FDB-8AC8-9A606556939B},-71.073014004999948,42.319156253000074,42 (STREET_FEA 2211),STREET_FEA 2211,39,derived_0_50_ft,boston-sam,75540,42 Howard Ave,Howard Ave,42.31904866,-71.07301059,Dean Street & Howard Avenue,87,nearest_address
7835,16IH122,Elm Hill Park,9-11 Elm Hill Park,IS,1117584000000,1609740129,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4385; METERED_FL=U; PLACEMENT=MIGRATED,16IH122,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1238371200000,{200706D3-EC4C-5A8B-B53A-1C72BFEE62BA},-71.082582473999935,42.312791189000052,9-11 (STREET_FEA 1503),STREET_FEA 1503,53,derived_50_100_ft,boston-sam,53263,9-11 Elm Hill Park,Elm Hill Park,42.31265866,-71.08250060,Elm Hill Park & Warren Street,203,nearest_address
7848,18IH223,Guild St,27 Guild St,IS,,1809740221,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,18IH223,,,MU,U,,,,,1,,1240272000000,blundonr,1244419200000,{90F537B8-850F-5F54-A0A8-FDBBCEDFB834},-71.089537750999966,42.327425387000062,STREET_FEA 4398,STREET_FEA 4398,68,derived_50_100_ft,boston-sam,439191,27 Guild St,Guild St,42.32724152,-71.08958470,Lambert Avenue & Lambert Street,138,nearest_address
7863,17JH158,Brook Ave,32 Brook Ave,IS,,1710740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3088; METERED_FL=U; PLACEMENT=MIGRATED,17JH158,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1231718400000,{96E61434-864B-52F8-A96F-98337DADABCB},-71.073985602999983,42.321720152000069,32 (STREET_FEA 689),STREET_FEA 689,47,derived_0_50_ft,boston-sam,21847,32 Brook Ave,Brook Ave,42.32177867,-71.07383059,Brook Avenue & North Avenue,47,nearest_address
7869,19JH134,Chesterton St,10 Chesterton St,IS,,1910740131,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2744; METERED_FL=U; PLACEMENT=MIGRATED,19JH134,,,MU,MUCENT,1990,,,,1,,1177632000000,mulline,1231718400000,{7EB26BA0-410E-53C4-BB61-F42C3B1E7186},-71.070693894999977,42.330142524000053,10 (STREET_FEA 959),STREET_FEA 959,23,derived_0_50_ft,boston-sam,30992,10 Chesterton St,Chesterton St,42.33009867,-71.07063059,Massachusetts Avenue & Pompeii Street,286,nearest_address
7882,19IH168,Harrison Ave,1132 Harrison Ave,IS,631152000000,1909740089,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3199; METERED_FL=U; PLACEMENT=MIGRATED,19IH168,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{C5AA9F10-2A99-517F-B88C-76BDD6E5F229},-71.081937266999944,42.330339945000048,STREET_FEA 2031,STREET_FEA 2031,98,derived_50_100_ft,boston-sam,374797,1132 Harrison Ave,Harrison Ave,42.33008867,-71.08181060,Harrison Avenue & Palmer Street,33,nearest_address
7887,19IH213,King Street,Near King Street & Malcolm X Boulevard,IS,,1909740249,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5798; METERED_FL=U; PLACEMENT=MIGRATED,19IH213,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{4A1B9FB3-3D64-5D01-B772-CDBF36872F7B},-71.092613779999965,42.330789986000070,18 OPP (STREET_FEA 2400),STREET_FEA 2400,185,intersection_preferred_150_plus_ft,boston-sam,342482,221 Roxbury St,Roxbury St,42.33070495,-71.09193761,King Street & Malcolm X Boulevard,198,nearest_intersection
7919,20IH4,Tremont St,1286 Tremont St,IS,,2009740234,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3378; METERED_FL=U; PLACEMENT=MIGRATED,20IH4,,,U,U,,,,,1,,1177632000000,BlundoNR,1291766400000,{ED6B52E5-9E16-53D5-86CE-39D75446B551},-71.091254991999961,42.333371737000050,1199 (STREET_FEA 4216),STREET_FEA 4216,126,derived_100_150_ft,boston-sam,342052,1286 Tremont St,Tremont St,42.33323219,-71.09082487,Prentiss Street & Tremont Street,341,nearest_address
7931,18IH12,Washington St,2731 Washington St,IS,,1809740185,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1241; METERED_FL=U; PLACEMENT=MIGRATED,18IH12,,,MU,MUCENT,2000,,,,1,,1177632000000,palaciolv,1231718400000,{625901B9-AA51-56BE-8D06-B96ECD9A8382},-71.090425274999973,42.322884697000063,STREET_FEA 4398,STREET_FEA 4398,41,derived_0_50_ft,boston-sam,144535,2731 Washington St,Washington St,42.32299581,-71.09040130,Dale Street & Oakland Street,289,nearest_address
7933,17IH184,Walnut Ave,92 Walnut Ave,IS,,1709740014,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3299; METERED_FL=U; PLACEMENT=MIGRATED,17IH184,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{7F8456D7-7351-526B-89B8-1EA6B6AFB602},-71.085224990999961,42.321807737000029,92 (STREET_FEA 4357),STREET_FEA 4357,45,derived_0_50_ft,boston-sam,141979,92 Walnut Ave,Walnut Ave,42.32171866,-71.08511060,Pickering Avenue & Walnut Avenue,38,nearest_address
7934,16IH28,Harold St,220 Harold St,IS,,1609740113,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2023; METERED_FL=U; PLACEMENT=MIGRATED,16IH28,,,MU,MUCENT,1976,,,,1,,1177632000000,palaciolv,1231372800000,{48B3A13B-7173-5B8A-AA93-8C1F6CDCC7F2},-71.091770313999973,42.313461769000071,54 OPP (STREET_FEA 3727),STREET_FEA 3727,45,derived_0_50_ft,boston-sam,166016,220 Harold St,Harold St,42.31345588,-71.09193909,Ruthven Park & Ruthven Street,58,nearest_address
7935,17IH216,Harold St,134 Harold St,IS,1248912000000,1709740253,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2190; METERED_FL=U; PLACEMENT=chings,17IH216,,,U,U,2009,,,,1,,1457049600000,chings,1457049600000,{DE1D817D-1934-52D8-9B08-BD54A9CD0C16},-71.090053921999981,42.316655114000071,139 OPP (STREET_FEA 2023),STREET_FEA 2023,56,derived_50_100_ft,boston-sam,451036,134 Harold St,Harold St,42.31662689,-71.08984852,Harold Street & Holworthy Street,40,nearest_address
7983,19IH92,Roxbury St,116-118 Roxbury St,IS,,1909740088,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4993; METERED_FL=U; PLACEMENT=MIGRATED,19IH92,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1231459200000,{BE73F22F-11F1-5EBA-8824-EDB19533B054},-71.088078472999939,42.330438538000067,STREET_FEA 5798,STREET_FEA 5798,58,derived_50_100_ft,boston-sam,352968,116-118 Roxbury St,Roxbury St,42.33032344,-71.08793039,Malcolm X Boulevard & Putnam Place,45,nearest_address
7998,17IH81,Humboldt Ct,18-20 Humboldt Ct,IS,,1709740142,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2229; METERED_FL=U; PLACEMENT=MIGRATED,17IH81,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231459200000,{D414A4ED-043D-561B-A995-D190EAC77A29},-71.085574828999938,42.318821052000033,18-40 (STREET_FEA 2729),STREET_FEA 2729,47,derived_0_50_ft,boston-sam,343561,18-20 Humboldt Ct,Humboldt Ct,42.31869263,-71.08558012,Humboldt Avenue & Martin Luther King Jr Boulevard,146,nearest_address
8034,17JH18,Southwood St,14-16 Southwood St,IS,,1710740167,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=568; METERED_FL=U; PLACEMENT=MIGRATED,17JH18,,,US,USMET250,1988,,,,1,,1177632000000,blundonr,1255478400000,{91180511-8BE7-5E81-B083-F099DDEF8E04},-71.078801433999956,42.317984691000049,14 (STREET_FEA 3951),STREET_FEA 3951,68,derived_50_100_ft,boston-sam,129209,14-16 Southwood St,Southwood St,42.31782866,-71.07866059,Edgewood Street & Southwood Street,236,nearest_address
8047,19IH214,Bartlett Station Dr,26 Bartlett Station Dr,IS,,1909740250,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,19IH214,,,MU,U,,,,,1,,1240272000000,blundonr,1244419200000,{DA07C544-664F-5164-9A92-6A3858437118},-71.088314592999950,42.327735442000062,STREET_FEA 4398,STREET_FEA 4398,51,derived_50_100_ft,boston-sam,459249,26 Bartlett Station Dr,Bartlett Station Dr,42.32784448,-71.08843285,Bartlett Station Drive & Saint James Street,353,nearest_address
8074,18IH126,Akron St,1 Akron St,IS,,1809740054,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=150; METERED_FL=U; PLACEMENT=MIGRATED,18IH126,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{71E39414-6C35-5344-AD9E-726B40D023DF},-71.086521610999966,42.325969998000062,23 OPP (STREET_FEA 216),STREET_FEA 216,40,derived_0_50_ft,boston-sam,161394,1 Akron St,Akron St,42.32589939,-71.08640812,Akron Street & Alpine Street,26,nearest_address
8079,19IH100,Dudley St,174 Dudley St,IS,694224000000,1909740237,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1390; METERED_FL=U; PLACEMENT=MIGRATED,19IH100,,,MU,MUCENT,1991,,,,1,,1177632000000,mulline,1231459200000,{D28D0C08-060E-5FE6-97A6-B3BED7E32029},-71.082553830999984,42.328895179000028,1180 (STREET_FEA 2031),STREET_FEA 2031,48,derived_0_50_ft,boston-sam,164551,174 Dudley St,Dudley St,42.32881643,-71.08240989,Dudley Street & Harrison Avenue,117,nearest_address
8086,20IH66,Brook Marshall Rd,1-21 Brook Marshall Rd,IS,,2009740163,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4217; METERED_FL=U; PLACEMENT=MIGRATED,20IH66,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{B274CD9C-4145-501E-843B-2693D2A31CB3},-71.085943971999939,42.335035267000080,5 (STREET_FEA 2806),STREET_FEA 2806,92,derived_50_100_ft,boston-sam,344031,1-21 Brook Marshall Rd,Brook Marshall Rd,42.33478999,-71.08603240,Brook Marshall Road & Raynor Circle,273,nearest_address
8137,19IH38,Bartlett St,37 Bartlett St,IS,1020124800000,1909740197,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2439; METERED_FL=U; PLACEMENT=MIGRATED,19IH38,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{3F1DB0F2-88F5-5FD8-83E9-686665A3EEE6},-71.088569500999938,42.328375714000060,33 (STREET_FEA 422),STREET_FEA 422,60,derived_50_100_ft,boston-sam,8523,37 Bartlett St,Bartlett St,42.32852867,-71.08865060,Bartlett Street & Lambert Avenue,223,nearest_address
8141,18JH18,Moreland St,100 Moreland St,IS,757382400000,1810740196,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=568; METERED_FL=U; PLACEMENT=MIGRATED,18JH18,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1231372800000,{7C8B3DBC-006A-550E-BB80-A0EA8C904504},-71.077057074999971,42.323089293000066,98 (STREET_FEA 2921),STREET_FEA 2921,56,derived_50_100_ft,boston-sam,97349,100 Moreland St,Moreland St,42.32318867,-71.07690059,Blue Hill Avenue & Moreland Street,122,nearest_address
8150,17IH24,Humboldt Ave,81-83 Humboldt Ave,IS,,1709740223,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2229; METERED_FL=U; PLACEMENT=MIGRATED,17IH24,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{4F07EBBD-35E3-5E63-9E3A-75BE1FDBEED6},-71.086681517999978,42.317064110000047,81-91 (STREET_FEA 4199),STREET_FEA 4199,42,derived_0_50_ft,boston-sam,343550,81-83 Humboldt Ave,Humboldt Ave,42.31700712,-71.08681930,Humboldt Avenue & Townsend Street,47,nearest_address
8152,19HH173,Anita Ter,21 Anita Ter,IS,,1908740190,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3245; METERED_FL=U; PLACEMENT=mulline,19HH173,,,KE,KEK81,2010,,,,1,,1247616000000,blundonr,1249430400000,{19E0466B-9051-50C8-B357-0D7B51B1BCDF},-71.095074371999942,42.329908918000058,STREET_FEA 254,STREET_FEA 254,99,derived_50_100_ft,boston-sam,3615,21 Anita Ter,Anita Ter,42.32969867,-71.09484060,Anita Terrace & Elmwood Street,199,nearest_address
8159,17HH193,Codman Park,88-118 Codman Park,IS,,1708740192,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,17HH193,,,U,U,,,,,1,,1281398400000,BlundoNR,1285027200000,{825B6E04-9DC4-54CC-A832-E77D3C661CB4},-71.094394980999937,42.318081429000074,STREET_FEA 0,STREET_FEA 0,84,derived_50_100_ft,boston-sam,353984,88-118 Codman Park,Codman Park,42.31785141,-71.09439084,Dimock Street & Washington Street,365,nearest_address
8161,19JH199,Albany St,815 Albany St,IS,1196726400000,1910740296,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1995; METERED_FL=U; PLACEMENT=BlundoNR,19JH199,,,KE,KEK81-A,2008,,,,1,,1302566400000,BlundoNR,1302566400000,{81AEF8D4-7943-5A8D-ACE4-4D5AF8771D11},-71.075388098999952,42.332083733000047,STREET_FEA 160,STREET_FEA 160,108,derived_100_150_ft,boston-sam,343020,815 Albany St,Albany St,42.33237542,-71.07547085,Albany Street & Hampden Street,82,nearest_address
8229,19JH144,Gerard St,11 Gerard St,IS,,1910740072,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2284; METERED_FL=U; PLACEMENT=MIGRATED,19JH144,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1231718400000,{46756B09-00EC-5DE9-97B7-9638A5D0602A},-71.071943733999944,42.331607135000070,13 (STREET_FEA 1811),STREET_FEA 1811,104,derived_100_150_ft,boston-sam,63523,11 Gerard St,Gerard St,42.33182867,-71.07219059,Gerard Street & Island Street,108,nearest_address
8237,20IH118,Hammond St,78 Hammond St,IS,,2009740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4083; METERED_FL=U; PLACEMENT=MIGRATED,20IH118,,,MH,MH929,1970,,,,1,,1177632000000,connorsm,1225152000000,{1D9DF63A-0403-5E52-9994-EDDD707771AD},-71.083236555999974,42.336144939000064,78 (STREET_FEA 1993),STREET_FEA 1993,27,derived_0_50_ft,boston-sam,68536,78 Hammond St,Hammond St,42.33611079,-71.08332440,Hammond Street & Sussex Street,40,nearest_address
8240,18JH140,Burrell St,59 Burrell St,IS,,1810740183,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=427; METERED_FL=U; PLACEMENT=MIGRATED,18JH140,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{30EBB72E-B0C8-513E-A153-C3F976A921BE},-71.069843013999957,42.323162596000031,57 (STREET_FEA 748),STREET_FEA 748,32,derived_0_50_ft,boston-sam,23965,59 Burrell St,Burrell St,42.32310867,-71.06975059,Batchelder Street & Burrell Street,167,nearest_address
8246,17IH40,Townsend St,47 Townsend St,IS,,1709740126,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1047; METERED_FL=U; PLACEMENT=MIGRATED,17IH40,,,US,USMET250,2000,,,,1,,1177632000000,palaciolv,1231459200000,{98A0A85A-243D-5A16-89E4-D636C72F3C4D},-71.092371994999951,42.319399937000071,47 (STREET_FEA 4199),STREET_FEA 4199,58,derived_50_100_ft,boston-sam,136479,47 Townsend St,Townsend St,42.31924166,-71.09238860,Codman Park & Townsend Street,290,nearest_address
8255,20JH50,Northampton St,89-113 Northampton St,IS,,2010740216,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4204; METERED_FL=U; PLACEMENT=MIGRATED,20JH50,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{978623FD-825F-59B4-88A6-F6A5494FA88C},-71.076440813999966,42.335095592000073,94 OPP (STREET_FEA 3095),STREET_FEA 3095,102,derived_100_150_ft,boston-sam,168252,89-113 Northampton St,Northampton St,42.33536467,-71.07654806,Northampton Street & Reed Street,52,nearest_address
8282,18JH156,Eustis St,237 Eustis St,IS,,1810740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1994; METERED_FL=U; PLACEMENT=MIGRATED,18JH156,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1244505600000,{8E701628-6959-59A4-85B7-F2F5EFA8741E},-71.075375904999987,42.327092675000074,237 (STREET_FEA 1564),STREET_FEA 1564,42,derived_0_50_ft,boston-sam,54591,237 Eustis St,Eustis St,42.32702467,-71.07550259,Eustis Street & Hampden Street,44,nearest_address
8302,19JH2,Mount Pleasant Ave,19 Mount Pleasant Ave,IS,,1910740266,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1692; METERED_FL=U; PLACEMENT=MIGRATED,19JH2,,,MU,MUCENT,1991,,,,1,,1177632000000,mulline,1231718400000,{DBC3CE91-36F1-5FC2-84F3-CA276ABE1505},-71.079360446999942,42.327705658000070,11 OPP (STREET_FEA 2952),STREET_FEA 2952,69,derived_50_100_ft,boston-sam,420930,19 Mount Pleasant Ave,Mount Pleasant Ave,42.32761798,-71.07958949,Forest Street & Mount Pleasant Avenue,53,nearest_address
8310,16IH66,Howland St,120 Howland St,IS,757382400000,1609740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2023; METERED_FL=U; PLACEMENT=MIGRATED,16IH66,,,MU,MUCENT,1976,,,,1,,1177632000000,chalmersh,1240531200000,{C6504FF9-C577-5CC9-A9DF-68A0B72E4B7E},-71.090405806999968,42.314541171000030,118 (STREET_FEA 2220),STREET_FEA 2220,34,derived_0_50_ft,boston-sam,75749,120 Howland St,Howland St,42.31453734,-71.09053263,Harold Street & Howland Street,216,nearest_address
8330,17JH56,Alaska St,23-25 Alaska St,IS,1249948800000,1710740042,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=568; METERED_FL=U; PLACEMENT=MIGRATED,17JH56,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1294876800000,{34034BD4-4A34-5715-9ED6-E999EF409007},-71.078693939999937,42.321006025000031,23 (STREET_FEA 155),STREET_FEA 155,44,derived_0_50_ft,boston-sam,1418,23-25 Alaska St,Alaska St,42.32089867,-71.07877059,Alaska Street & Perrin Street,293,nearest_address
8353,16IH132,Warren St,524 Warren St,IS,1181606400000,1609740101,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1789; METERED_FL=U; PLACEMENT=MIGRATED,16IH132,,,MU,MUCENT,2004,,,,1,,1177632000000,chalmersh,1251244800000,{980E2585-CA73-543C-8AF3-66E52D23A602},-71.083559547999982,42.313756007000052,524 (STREET_FEA 4385),STREET_FEA 4385,59,derived_50_100_ft,boston-sam,143297,524 Warren St,Warren St,42.31380866,-71.08335060,Gaston Street & Warren Street,80,nearest_address
8365,17IH82,Warren St,401 Warren St,IS,,1709740175,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4385; METERED_FL=U; PLACEMENT=MIGRATED,17IH82,,,DA,ADB-84-B,1992,,,,1,,1177632000000,palaciolv,1231459200000,{E116682B-CE74-5008-B4F3-CC444D185F4C},-71.083019831999934,42.318099389000054,STREET_FEA 2729,STREET_FEA 2729,128,derived_100_150_ft,boston-sam,143268,401 Warren St,Warren St,42.31775966,-71.08289860,Martin Luther King Jr Boulevard & Warren Street,241,nearest_address
8419,17HH114,Notre Dame St,8 Notre Dame St,IS,599616000000,1708740002,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1342; METERED_FL=U; PLACEMENT=MIGRATED,17HH114,,,DA,ADB-84-B,1991,,,,1,,1177632000000,blundonr,1255478400000,{37F75C7A-FDA5-52B8-B4C4-9387E00DDB87},-71.096280904999958,42.318832281000027,STREET_FEA 3107,STREET_FEA 3107,62,derived_50_100_ft,boston-sam,104190,8 Notre Dame St,Notre Dame St,42.31891866,-71.09608060,Dimock Street & Notre Dame Street,204,nearest_address
8423,18HH172,Highland Park Ave,25 Highland Park Ave,IS,,1808740038,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2145; METERED_FL=U; PLACEMENT=MIGRATED,18HH172,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1231718400000,{66AED9BE-9178-5BC6-A468-F442F248488C},-71.094949092999968,42.326531372000034,23 OPP (STREET_FEA 2144),STREET_FEA 2144,52,derived_50_100_ft,boston-sam,73848,25 Highland Park Ave,Highland Park Ave,42.32639047,-71.09498085,Beech Glen Street & Fort Avenue,183,nearest_address
