objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
2206,17JH114,Folsom St,10 Folsom St,IS,,1710740127,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2020; METERED_FL=U; PLACEMENT=MIGRATED,17JH114,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1231718400000,{8183C67D-F825-5F63-866A-57F690BA475E},-71.071289071999956,42.318867692000026,10 (STREET_FEA 1685),STREET_FEA 1685,30,derived_0_50_ft,boston-sam,59144,10 Folsom St,Folsom St,42.31881866,-71.07120059,Folsom Street & Harlow Street,25,nearest_address
2235,17IH46,Hazelwood St,16 Hazelwood St,IS,,1709740206,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4385; METERED_FL=U; PLACEMENT=MIGRATED,17IH46,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1231459200000,{FD18E97B-3640-5D67-BB70-BC3A86E59E16},-71.083348369999953,42.317453459000035,16 (STREET_FEA 2093),STREET_FEA 2093,41,derived_0_50_ft,boston-sam,72290,16 Hazelwood St,Hazelwood St,42.31735867,-71.08343060,Hazelwood Street & Warren Street,234,nearest_address
2242,17HH146,Washington St,2896-2906 Washington St,IS,,1708740060,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1342; METERED_FL=U; PLACEMENT=MIGRATED,17HH146,,,MU,MUCENT,2000,,,,1,,1177632000000,palaciolv,1231459200000,{1C821ADF-88E4-552A-8F0E-A5A064BE05E5},-71.095247716999950,42.318979663000050,STREET_FEA 4398,STREET_FEA 4398,94,derived_50_100_ft,boston-sam,353977,2896-2906 Washington St,Washington St,42.31888432,-71.09492199,Dimock Street & Washington Street,58,nearest_address
2244,13HH22,Cemetery Road,Near Cemetery Road & Morton Street,IS,,1308740006,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,13HH22,,,U,U,,,,,1,,1177632000000,denapolipd,1252627200000,{AA188E07-DB88-5AAA-AEF5-B5C98C3F923A},-71.100519716999941,42.299808611000060,STREET_FEA 2317,STREET_FEA 2317,389,intersection_preferred_150_plus_ft,boston-sam,341854,170 Morton St,Morton St,42.29960409,-71.10193923,Cemetery Road & Morton Street,1129,nearest_intersection
2249,19IH26,John Eliot Sq,10-18 John Eliot Sq,IS,,1909740133,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=422; METERED_FL=U; PLACEMENT=MIGRATED,19IH26,,,US,USMET250,1995,,,,1,,1177632000000,mulline,1231459200000,{B9581DF7-1F08-5A10-9585-71692E894839},-71.090393803999973,42.329539378000050,20 (STREET_FEA 1390),STREET_FEA 1390,72,derived_50_100_ft,boston-sam,79850,10-18 John Eliot Sq,John Eliot Sq,42.32936367,-71.09027260,Bartlett Street & Dudley Street,52,nearest_address
2250,18HH159,Highland St,145-147 Highland St,IS,,1808740095,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1702; METERED_FL=U; PLACEMENT=MIGRATED,18HH159,,,US,USSEN,1980,,,,1,,1177632000000,palaciolv,1231718400000,{9DA1E739-3C6D-573F-A35F-7354FF159E75},-71.093195179999952,42.324989807000065,145 OPP (STREET_FEA 2143),STREET_FEA 2143,48,derived_0_50_ft,boston-sam,73693,145-147 Highland St,Highland St,42.32501867,-71.09337060,Fort Avenue & Highland Street,44,nearest_address
2295,18HH78,Slayton Way,1-3 Slayton Way,IS,,1808740201,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3601; METERED_FL=U; PLACEMENT=MIGRATED,18HH78,,,MU,MUCENT,1982,,,,1,,1177632000000,blundonr,1255478400000,{C88D4881-C422-5E90-935D-D05B9F34C561},-71.098295973999939,42.322216958000070,5 (STREET_FEA 1076),STREET_FEA 1076,47,derived_0_50_ft,boston-sam,341837,1-3 Slayton Way,Slayton Way,42.32226733,-71.09813353,Centre Street & Columbus Avenue,120,nearest_address
2301,18IH176,Moreland St,22 Moreland St,IS,757382400000,1809740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1033; METERED_FL=U; PLACEMENT=MIGRATED,18IH176,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{552137E1-7000-5126-B751-54A545333732},-71.081938531999981,42.325713399000051,22 (STREET_FEA 2921),STREET_FEA 2921,54,derived_50_100_ft,boston-sam,97380,22 Moreland St,Moreland St,42.32586167,-71.08195960,Kearsarge Avenue & Winthrop Street,240,nearest_address
2341,18JH122,Dudley St,334-342 Dudley St,IS,820454400000,1810740023,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4313; METERED_FL=U; PLACEMENT=MIGRATED,18JH122,,,KE,KEK81-A,2011,,,,1,,1177632000000,palaciolv,1231718400000,{C644D6E8-D1ED-558F-84C5-31F121035D10},-71.076578201999951,42.327163105000068,366 (STREET_FEA 1390),STREET_FEA 1390,93,derived_50_100_ft,boston-sam,164557,334-342 Dudley St,Dudley St,42.32741363,-71.07650323,Dudley Street & Vine Street,25,nearest_address
2350,19JH182,Dearborn St,2 Dearborn St,IS,1020038400000,1910740279,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=159; METERED_FL=U; PLACEMENT=MIGRATED,19JH182,,,MU,MUCENT,2001,,,,1,,1177632000000,mulline,1231718400000,{61712567-44DD-54DA-8930-750F3FB7BEE3},-71.078312003999940,42.330125151000061,STREET_FEA 228,STREET_FEA 228,101,derived_100_150_ft,boston-sam,340952,2 Dearborn St,Dearborn St,42.32989977,-71.07852896,Albany Street & Webber Street,90,nearest_address
2355,20JH48,Harrison Ave,857 Harrison Ave,IS,,2010740242,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2032; METERED_FL=U; PLACEMENT=MIGRATED,20JH48,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1225152000000,{BE30A6BB-18A8-5307-97BD-2370EE56439A},-71.075920028999974,42.334670817000074,59 (STREET_FEA 3095),STREET_FEA 3095,43,derived_0_50_ft,boston-sam,70069,857 Harrison Ave,Harrison Ave,42.33471867,-71.07577460,Harrison Avenue & Northampton Street,95,nearest_address
2373,16IH170,Humboldt Ave,112 Humboldt Ave,IS,,1609740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1291; METERED_FL=U; PLACEMENT=MIGRATED,16IH170,,,MH,MH129,1970,,,,1,,1177632000000,chalmersh,1240531200000,{221BA43E-D476-5456-A34A-F3265D341124},-71.086702576999983,42.316362912000045,112 (STREET_FEA 2229),STREET_FEA 2229,47,derived_0_50_ft,boston-sam,166388,112 Humboldt Ave,Humboldt Ave,42.31642410,-71.08654988,Deckard Street & Harrishof Street,56,nearest_address
2396,18HH168,Beech Glen St,3-5 Beech Glen St,IS,,1808740056,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=467; METERED_FL=U; PLACEMENT=MIGRATED,18HH168,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231718400000,{3F7029B6-BE51-5F6A-8AFD-8113B18AA837},-71.095413145999942,42.326098049000052,51 OPP (STREET_FEA 1702),STREET_FEA 1702,62,derived_50_100_ft,boston-sam,13332,3-5 Beech Glen St,Beech Glen St,42.32597537,-71.09557502,Beech Glen Street & Fort Avenue,28,nearest_address
2401,15IH134,Georgia St,89-91 Georgia St,IS,,1509740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2897; METERED_FL=U; PLACEMENT=MIGRATED,15IH134,,,DA,ADB-84-B,1997,,,,1,,1177632000000,chalmersh,1233532800000,{48E76B40-D6E7-5AC2-96E4-EA2E47AD0E5C},-71.085746067999935,42.310603162000064,87 (STREET_FEA 2897),STREET_FEA 2897,43,derived_0_50_ft,boston-sam,63500,89-91 Georgia St,Georgia St,42.31071866,-71.08578060,Georgia Street & Montana Street,41,nearest_address
2403,19IH18,Highland St,34 Highland St,IS,,1909740166,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2143; METERED_FL=U; PLACEMENT=MIGRATED,19IH18,,,MU,MUCENT,1993,,,,1,,1177632000000,mulline,1231459200000,{D156D5F7-73E9-562D-AE7D-6087B63DCF95},-71.091537954999978,42.328927026000031,6 (STREET_FEA 3084),STREET_FEA 3084,92,derived_50_100_ft,boston-sam,73780,34 Highland St,Highland St,42.32875867,-71.09179060,Highland Street & Norfolk Street,74,nearest_address
2409,18HH176,Highland St,122 Highland St,IS,,1808740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1702; METERED_FL=U; PLACEMENT=MIGRATED,18HH176,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1231718400000,{31074C8E-D24B-5D22-9201-6B0B71B7D2B7},-71.093120696999961,42.325992818000032,120 (STREET_FEA 2143),STREET_FEA 2143,76,derived_50_100_ft,boston-sam,438127,122 Highland St,Highland St,42.32579396,-71.09303886,Highland Park Avenue & Highland Park Street,305,nearest_address
2414,15IH96,Blue Hill Ave,495-505 Blue Hill Ave,IS,1115942400000,1509740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=948; METERED_FL=U; PLACEMENT=MIGRATED,15IH96,,,MU,MUCENT,2000,,,,1,,1177632000000,chalmersh,1233532800000,{70DDB8DD-0107-5A05-B1D4-CA71370FC6F9},-71.083591759999933,42.308163309000065,493 (STREET_FEA 568),STREET_FEA 568,90,derived_50_100_ft,boston-sam,162150,495-505 Blue Hill Ave,Blue Hill Ave,42.30808689,-71.08390903,Blue Hill Avenue & Washington Street,80,nearest_address
2418,20JH14,Newcomb St,11 Newcomb St,IS,725846400000,2010740285,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,20JH14,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1225152000000,{BF0A9708-86F8-5673-9A3D-9E629EAF07BE},-71.078655883999943,42.334131658000047,10 (STREET_FEA 3054),STREET_FEA 3054,82,derived_50_100_ft,boston-sam,102028,11 Newcomb St,Newcomb St,42.33434867,-71.07857060,Newcomb Street & Reed Street,209,nearest_address
2419,17IH122,Kensington St,10 Kensington St,IS,,1709740049,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4398; METERED_FL=U; PLACEMENT=MIGRATED,17IH122,,,US,USSEN,1980,,,,1,,1177632000000,palaciolv,1231459200000,{516E9009-48C2-57B2-89BA-8827F613E4BF},-71.090615036999964,42.321055237000053,STREET_FEA 2729,STREET_FEA 2729,124,derived_100_150_ft,boston-sam,81355,10 Kensington St,Kensington St,42.32071866,-71.09068060,Elmore Street & Kensington Street,308,nearest_address
2444,19IH58,King Street,Near King Street & Malcolm X Boulevard,IS,,1909740052,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3698; METERED_FL=U; PLACEMENT=MIGRATED,19IH58,,,MU,MUCENT,2005,,,,1,,1177632000000,mulline,1231459200000,{AE1850B7-EC3F-5C20-9B79-DC2BC758F7CE},-71.091442023999946,42.331337483000027,STREET_FEA 5798,STREET_FEA 5798,260,intersection_preferred_150_plus_ft,boston-sam,347576,75 Malcolm X Blvd,Malcolm X Blvd,42.33191769,-71.09088009,King Street & Malcolm X Boulevard,397,nearest_intersection
2457,17JH194,E Cottage St,42 E Cottage St,IS,,1710740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=426; METERED_FL=U; PLACEMENT=MIGRATED,17JH194,,,DA,ADB-84-B,1998,,,,1,,1177632000000,blundonr,1244505600000,{87D340D6-47D3-5A4D-B24E-404F326ADD3B},-71.069085535999989,42.321474737000074,41 OPP (STREET_FEA 8),STREET_FEA 8,40,derived_0_50_ft,boston-sam,420827,42 E Cottage St,E Cottage St,42.32153969,-71.06896687,Batchelder Street & East Cottage Street,31,nearest_address
2488,20JH229,Massachusetts Ave,659 Massachusetts Ave,IS,,2010740175,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2746; METERED_FL=U; PLACEMENT=MIGRATED,20JH229,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1225324800000,{07C2A6E3-0EC6-50C6-AEA4-21BA70D7E129},-71.076796485999978,42.335908058000030,STREET_FEA 4759,STREET_FEA 4759,43,derived_0_50_ft,boston-sam,167475,659 Massachusetts Ave,Massachusetts Ave,42.33587021,-71.07664567,Parmelee Street & Trask Street,21,nearest_address
2494,16JH001,Beauford Ln,6 Beauford Ln,IS,,1610740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1237; METERED_FL=U; PLACEMENT=MIGRATED,16JH001,,,US,USMET250,1988,,,,1,,1177632000000,palaciolv,1231372800000,{B3131831-7ACD-5AEB-8877-A51920AE59D0},-71.076305229999946,42.316317493000042,6-8 (STREET_FEA 453),STREET_FEA 453,33,derived_0_50_ft,boston-sam,385116,6 Beauford Ln,Beauford Ln,42.31639866,-71.07636059,Beauford Lane & Dacia Street,147,nearest_address
2509,17IH85,Harold St,30 Harold St,IS,757382400000,1709740119,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2974; METERED_FL=U; PLACEMENT=MIGRATED,17IH85,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231459200000,{AE30A9EE-E28F-509B-BE01-71B039125C35},-71.088463684999965,42.319346622000069,30 (STREET_FEA 2023),STREET_FEA 2023,38,derived_0_50_ft,boston-sam,69609,30 Harold St,Harold St,42.31924866,-71.08851060,Harold Park & Harold Street,218,nearest_address
2515,17IH190,Mills St,9 Mills St,IS,1023667200000,1709740028,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1241; METERED_FL=U; PLACEMENT=MIGRATED,17IH190,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1231459200000,{6FE6D607-B86C-5AED-9B9A-8050B15A4D19},-71.083482383999979,42.321333094000067,9 (STREET_FEA 2858),STREET_FEA 2858,23,derived_0_50_ft,boston-sam,95614,9 Mills St,Mills St,42.32137867,-71.08354060,Mills Street & Rockland Street,218,nearest_address
2517,18JH74,Blue Hill Ave,1-5A Blue Hill Ave,IS,,1810740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1390; METERED_FL=U; PLACEMENT=MIGRATED,18JH74,,,US,USMET250,1990,,,,1,,1177632000000,mulline,1231372800000,{327E40B3-DBFF-5543-A077-653464D9D2E1},-71.075150254999983,42.325026052000055,1-5A OPP (STREET_FEA 568),STREET_FEA 568,64,derived_50_100_ft,boston-sam,16107,1-5A Blue Hill Ave,Blue Hill Ave,42.32515267,-71.07531459,Dudley Street & Magazine Street,89,nearest_address
2518,15IH152,Crawford St,5 Crawford St,IS,1161388800000,1509740015,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4385; METERED_FL=U; PLACEMENT=MIGRATED,15IH152,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1238371200000,{CFFB8FE1-0623-5B19-B024-17F8FE520C90},-71.083545607999952,42.310609832000068,5 (STREET_FEA 1176),STREET_FEA 1176,100,derived_50_100_ft,boston-sam,350382,5 Crawford St,Crawford St,42.31071737,-71.08388948,Crawford Street & Warren Street,79,nearest_address
2519,19HH142,Columbus Avenue,Near Columbus Avenue & Malcolm X Boulevard,IS,,1908740055,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5798; METERED_FL=U; PLACEMENT=MIGRATED,19HH142,,,MU,MUCENT,1987,,,,1,,1177632000000,mulline,1231372800000,{7BB00330-0F66-50B8-803D-913D66CF09AB},-71.094415321999975,42.331270732000064,STREET_FEA 4216,STREET_FEA 4216,163,intersection_preferred_150_plus_ft,boston-sam,163660,1170 Columbus Ave,Columbus Ave,42.33083711,-71.09457114,Columbus Avenue & Malcolm X Boulevard,52,nearest_intersection
2524,18JH134,Forest St,17 Forest St,IS,,1810740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2952; METERED_FL=U; PLACEMENT=MIGRATED,18JH134,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231718400000,{295078F6-5FC5-5A7C-A9B3-4A3170B39C65},-71.078547858999968,42.327253306000046,15 (STREET_FEA 1692),STREET_FEA 1692,38,derived_0_50_ft,boston-sam,59279,17 Forest St,Forest St,42.32716867,-71.07863060,Adams Street & Forest Street,105,nearest_address
2528,18JH90,Albion St,30 Albion St,IS,,1810740228,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2725; METERED_FL=U; PLACEMENT=MIGRATED,18JH90,,,MU,MUCENT,2005,,,,1,,1177632000000,mulline,1231372800000,{46D5F17A-9A36-5B5D-8003-84BDBCB2E055},-71.070626985999979,42.322425074000080,30 OPP (STREET_FEA 1039),STREET_FEA 1039,17,derived_0_50_ft,boston-sam,1719,30 Albion St,Albion St,42.32239867,-71.07068059,Clifton Street & Marshfield Street,23,nearest_address
2541,19JH14,Eustis St,159-161 Eustis St,IS,,1910740213,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3163; METERED_FL=U; PLACEMENT=MIGRATED,19JH14,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{1ECC7E1E-584A-51CB-B73E-3F1F1D0F4D17},-71.077421602999948,42.328553647000035,146-158 OP (STREET_FEA 1564),STREET_FEA 1564,26,derived_0_50_ft,boston-sam,437768,159-161 Eustis St,Eustis St,42.32849608,-71.07747834,Eustis Street & Orchard Park Street,118,nearest_address
2545,17JH63,Blue Hill Ave,106 Blue Hill Ave,IS,,1710740024,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4628; METERED_FL=U; PLACEMENT=MIGRATED,17JH63,,,US,USMET250,1998,,,,1,,1177632000000,palaciolv,1231718400000,{C67E56F3-20E9-51E2-8E68-56799EABB336},-71.077335928999958,42.321387913000081,108 (STREET_FEA 568),STREET_FEA 568,44,derived_0_50_ft,boston-sam,16128,106 Blue Hill Ave,Blue Hill Ave,42.32147867,-71.07723059,Blue Hill Avenue & Irwin Avenue,60,nearest_address
2546,20JH32,Reed St,5-15 Reed St,IS,,2010740248,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4204; METERED_FL=U; PLACEMENT=MIGRATED,20JH32,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1225152000000,{8CDF4E3E-F2C8-58EE-8487-9C21AE281632},-71.076757557999940,42.334576870000035,94 (STREET_FEA 3095),STREET_FEA 3095,96,derived_50_100_ft,boston-sam,419553,5-15 Reed St,Reed St,42.33479283,-71.07696007,Gage Street & Northampton Street,172,nearest_address
2549,16IH98,Harold St,174-176 Harold St,IS,,1609740055,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2220; METERED_FL=U; PLACEMENT=MIGRATED,16IH98,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1240531200000,{FBD4C013-7EB5-5522-9EDE-7FD3FCA398EE},-71.090875453999956,42.315014793000046,177 OPP (STREET_FEA 2023),STREET_FEA 2023,39,derived_0_50_ft,boston-sam,420733,174-176 Harold St,Harold St,42.31494796,-71.09076284,Harold Street & Howland Street,106,nearest_address
2552,20JH40,Shawmut Ave,575-585 Shawmut Ave,IS,,2010740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=795; METERED_FL=U; PLACEMENT=MIGRATED,20JH40,,,DA,ADB-84-B,2001,,,,1,,1177632000000,chalmersh,1225152000000,{5E42DA5E-5F98-521E-98AA-CF98C542682C},-71.079443194999953,42.336505171000056,575 (STREET_FEA 3868),STREET_FEA 3868,77,derived_50_100_ft,boston-sam,169656,575-585 Shawmut Ave,Shawmut Ave,42.33641203,-71.07970101,Camden Street & Shawmut Avenue,51,nearest_address
2563,19JH132,Pompeii St,17 Pompeii St,IS,,1910740148,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2744; METERED_FL=U; PLACEMENT=MIGRATED,19JH132,,,KE,KEK81-A,1900,,,,1,,1177632000000,blundonr,1255478400000,{86FB237C-ABCF-526C-A172-5867093ED3DA},-71.070381920999978,42.329776074000051,15-17 (STREET_FEA 3344),STREET_FEA 3344,28,derived_0_50_ft,boston-sam,111470,17 Pompeii St,Pompeii St,42.32984867,-71.07042059,Massachusetts Avenue & Pompeii Street,230,nearest_address
2574,17JH74,W Cottage St,84 W Cottage St,IS,,1710740062,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1792; METERED_FL=U; PLACEMENT=MIGRATED,17JH74,,,MU,MUCENT,2003,,,,1,,1177632000000,palaciolv,1231718400000,{F7CA15D8-53DC-5F9B-8C81-46287A0169F1},-71.076760068999988,42.320422834000055,91 OPP (STREET_FEA 78),STREET_FEA 78,67,derived_50_100_ft,boston-sam,43728,84 W Cottage St,W Cottage St,42.32041740,-71.07651278,Gayland Street & West Cottage Street,30,nearest_address
2584,18HH120,Highland St,235 Highland St,IS,,1808740161,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2693; METERED_FL=U; PLACEMENT=MIGRATED,18HH120,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{A2FFC165-D189-526B-89E5-21164EE37B0B},-71.095475105999981,42.323228421000067,STREET_FEA 2143,STREET_FEA 2143,105,derived_100_150_ft,boston-sam,73741,235 Highland St,Highland St,42.32346867,-71.09526060,Highland Street & Marcella Street,22,nearest_address
2595,17IH114,Bower St,50 Bower St,IS,,1709740241,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2229; METERED_FL=U; PLACEMENT=MIGRATED,17IH114,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1231459200000,{18B9ED0C-C5A4-51CE-9D7A-6C60F3FA7370},-71.086822497999947,42.319416743000033,50-52 (STREET_FEA 2729),STREET_FEA 2729,65,derived_50_100_ft,boston-sam,373914,50 Bower St,Bower St,42.31954867,-71.08666060,Harold Park & Harold Street,229,nearest_address
2599,17JH122,Dromey St,19 Dromey St,IS,,1710740132,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2347; METERED_FL=U; PLACEMENT=MIGRATED,17JH122,,,DA,ADB-84-B,1991,,,,1,,1177632000000,blundonr,1244505600000,{CD45698F-339F-54FA-9556-42FB4D7EA2DB},-71.075126522999938,42.318774445000031,19 (STREET_FEA 1383),STREET_FEA 1383,52,derived_50_100_ft,boston-sam,49562,19 Dromey St,Dromey St,42.31868867,-71.07528059,Dromey Street & Judson Street,91,nearest_address
2615,16JH86,Quincy St,118 Quincy St,IS,1149120000000,1610740079,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1237; METERED_FL=U; PLACEMENT=MIGRATED,16JH86,,,US,USMET250,1989,,,,1,,1177632000000,blundonr,1230076800000,{9C47618E-AA87-57EA-A8AC-4F6D9E3AE8CF},-71.077429157999973,42.314334533000078,120 BACK (STREET_FEA 3493),STREET_FEA 3493,60,derived_50_100_ft,boston-sam,114000,118 Quincy St,Quincy St,42.31417066,-71.07744059,Dacia Street & Wayland Street,41,nearest_address
2619,18JH138,Marshfield St,21 Marshfield St,IS,,1810740212,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=426; METERED_FL=U; PLACEMENT=MIGRATED,18JH138,,,US,USMET250,1987,,,,1,,1177632000000,mulline,1231372800000,{3BE5FFDD-D1F1-5C7A-94E7-B4AB60FCA61B},-71.069482757999936,42.322678178000047,21 (STREET_FEA 2725),STREET_FEA 2725,31,derived_0_50_ft,boston-sam,91698,21 Marshfield St,Marshfield St,42.32262867,-71.06939059,Batchelder Street & Marshfield Street,126,nearest_address
2650,20IH5,Tremont St,939-961 Tremont St,IS,,2009740035,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2507; METERED_FL=U; PLACEMENT=MIGRATED,20IH5,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{296D4D89-69CE-558B-846A-F379BB5BCFEE},-71.083135575999961,42.337688041000035,939 OPP (STREET_FEA 4217),STREET_FEA 4217,122,derived_100_150_ft,boston-sam,170452,939-961 Tremont St,Tremont St,42.33784023,-71.08353740,Douglass Park & Lenox Street,86,nearest_address
2652,15IH130,Maple St,8 Maple St,IS,,1509740048,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=948; METERED_FL=U; PLACEMENT=MIGRATED,15IH130,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1244505600000,{6175153E-83A3-5D0A-9608-B1416E90E7F4},-71.085008951999953,42.309741134000035,8 (STREET_FEA 2687),STREET_FEA 2687,52,derived_50_100_ft,boston-sam,89267,8 Maple St,Maple St,42.30964866,-71.08486060,Cheney Street & Maple Street,140,nearest_address
2677,19JH88,Farnham St,71 Farnham St,IS,,1910740194,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1811; METERED_FL=U; PLACEMENT=MIGRATED,19JH88,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1244505600000,{CEAF604C-46FA-522B-A2A5-4E4D3FA1439A},-71.071749888999989,42.328930281000055,72 (STREET_FEA 1611),STREET_FEA 1611,95,derived_50_100_ft,boston-sam,56384,71 Farnham St,Farnham St,42.32888867,-71.07209759,Allerton Street & Pompeii Street,196,nearest_address
2682,15HH36,Glen Rd,91 Glen Rd,IS,,1508740070,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1823; METERED_FL=U; PLACEMENT=MIGRATED,15HH36,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1233532800000,{565943DE-C381-5A13-82AD-D567AB58428A},-71.099809450999942,42.308117845000027,91 OPP (STREET_FEA 1828),STREET_FEA 1828,76,derived_50_100_ft,boston-sam,63977,91 Glen Rd,Glen Rd,42.30800866,-71.10005060,Glen Road & Sigourney Street,223,nearest_address
2691,20IH98,Hammond St,5-15 Hammond St,IS,,2009740178,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1993; METERED_FL=U; PLACEMENT=MIGRATED,20IH98,,,DA,ADB-84-B,1990,,,,1,,1177632000000,chalmersh,1225152000000,{94523718-925A-502E-BBF2-E8E5DE50A05D},-71.081757881999977,42.334717535000038,STREET_FEA 3868,STREET_FEA 3868,102,derived_100_150_ft,boston-sam,354384,5-15 Hammond St,Hammond St,42.33489233,-71.08205514,Hammond Street & Shawmut Avenue,107,nearest_address
2698,18HH124,Highland St,286 Highland St,IS,,1808740121,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=884; METERED_FL=U; PLACEMENT=MIGRATED,18HH124,,,US,USSEN,1985,,,,1,,1177632000000,palaciolv,1231718400000,{BE4D01C6-BCDB-5166-A2DB-22005E9297FF},-71.097067011999968,42.324157646000060,286-288 (STREET_FEA 2143),STREET_FEA 2143,32,derived_0_50_ft,boston-sam,73758,286 Highland St,Highland St,42.32412867,-71.09718060,Marcella Street & Oakview Avenue,293,nearest_address
