objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
2774,28JH58,Rutherford Ave,463 Rutherford Ave,IS,,2810740071,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=390; METERED_FL=U; PLACEMENT=MIGRATED,28JH58,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{90D1D494-BC55-52D1-9BFF-F7887DFFEF00},-71.071250944999974,42.380616180000061,437 (STREET_FEA 3043),STREET_FEA 3043,101,derived_100_150_ft,boston-sam,352179,463 Rutherford Ave,Rutherford Ave,42.38089329,-71.07125406,Baldwin Street & Rutherford Avenue,140,nearest_address
2799,28KH16,Green St,39 Green St,IS,,2811740216,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=421; METERED_FL=U; PLACEMENT=MIGRATED,28KH16,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1221004800000,{D22E58A0-FCCC-56BF-AD9C-D02211834A0F},-71.062954753999975,42.377317285000061,41 (STREET_FEA 1907),STREET_FEA 1907,29,derived_0_50_ft,boston-sam,66258,39 Green St,Green St,42.37733768,-71.06305959,Bartlett Street & Green Street,154,nearest_address
2824,27KH170,Chestnut St,21 Chestnut St,IS,,2711740140,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=126; METERED_FL=U; PLACEMENT=MIGRATED,27KH170,,,KE,KEK81,2012,,,,1,,1177632000000,chalmersh,1221177600000,{4D69387C-2B11-5AD8-AB7D-53879745B7E2},-71.058802884999977,42.374339790000079,27 (STREET_FEA 965),STREET_FEA 965,45,derived_0_50_ft,boston-sam,31536,21 Chestnut St,Chestnut St,42.37421668,-71.05878059,Adams Street & Chestnut Street,36,nearest_address
2855,30JH18,Alford Street,Near Alford Street & Sullivan Square Underpass,IS,,3010740026,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,30JH18,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{39B15B70-D04C-5133-A095-4CD6181D830E},-71.072856992999959,42.388478207000048,STREET_FEA 4385,STREET_FEA 4385,390,intersection_preferred_150_plus_ft,boston-sam,2035,70-80 Alford St,Alford St,42.38871868,-71.07426860,Alford Street & Sullivan Square Underpass,372,nearest_intersection
2893,27JH28,New Rutherford Avenue,Near New Rutherford Avenue & West School Street,IS,,2710740014,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3725; METERED_FL=U; PLACEMENT=MIGRATED,27JH28,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1271808000000,{888782D0-C5A3-531B-A20F-BDEE145DE5FD},-71.068868603999988,42.375591475000078,250 (STREET_FEA 3403),STREET_FEA 3403,244,intersection_preferred_150_plus_ft,boston-sam,119934,250-300 New Rutherford Ave,New Rutherford Ave,42.37534342,-71.06971287,New Rutherford Avenue & West School Street,284,nearest_intersection
2913,27KH222,Chelsea St,73 Chelsea St,IS,,2711740173,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1111; METERED_FL=U; PLACEMENT=MIGRATED,27KH222,,,MH,MH929,1994,,,,1,,1177632000000,chalmersh,1221177600000,{6853DD72-EC69-504C-8003-A369D56D5314},-71.058517675999951,42.373426950000066,73 (STREET_FEA 946),STREET_FEA 946,39,derived_0_50_ft,boston-sam,352830,73 Chelsea St,Chelsea St,42.37333747,-71.05843882,Chelsea Street & Constitution Road,102,nearest_address
2942,27KH106,Soley St,40 Soley St,IS,,2711740121,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2912; METERED_FL=U; PLACEMENT=MIGRATED,27KH106,,,KE,KEK81,2012,,,,1,,1177632000000,chalmersh,1221177600000,{9111E639-3C67-58A8-BE89-C9DE20E56010},-71.061221981999950,42.374854719000041,40 (STREET_FEA 3929),STREET_FEA 3929,13,derived_0_50_ft,boston-sam,460429,40 Soley St,Soley St,42.37487515,-71.06126182,Common Street & Winthrop Street,234,nearest_address
3016,27JH30,New Rutherford Avenue,Near New Rutherford Avenue & Rutherford Avenue,IS,,2710740006,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3395; METERED_FL=U; PLACEMENT=MIGRATED,27JH30,,,DA,ADB-84-B,1990,,,,1,,1177632000000,chalmersh,1221091200000,{CEFFB4C3-8E2A-5BDD-8FB3-602FC26FC7FD},-71.069379766999987,42.376442359000066,250 (STREET_FEA 3725),STREET_FEA 3725,354,intersection_preferred_150_plus_ft,boston-sam,340713,65-91 Dunstable St,Dunstable St,42.37725134,-71.06865034,New Rutherford Avenue & Rutherford Avenue,224,nearest_intersection
3069,29JH24,Caldwell St,9 Caldwell St,IS,,2910740033,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3725; METERED_FL=U; PLACEMENT=MIGRATED,29JH24,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1221004800000,{F09B43C6-B1CA-55B7-9347-F71FC2F8E575},-71.077509358999976,42.385748831000058,STREET_FEA 775,STREET_FEA 775,149,derived_100_150_ft,boston-sam,341628,9 Caldwell St,Caldwell St,42.38541439,-71.07782803,Brighton Street & Broadway,45,nearest_address
3097,29JH119,Charles St,27 Charles St,IS,943228800000,2910740140,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=MIGRATED,29JH119,,,MU,MUCENT,1999,,,,1,,1177632000000,BlundoNR,1291334400000,{9E7DCD35-31FB-5961-83C9-E561CC8D1C3A},-71.070574484999952,42.382542207000029,27 (STREET_FEA 917),STREET_FEA 917,52,derived_50_100_ft,boston-sam,29230,27 Charles St,Charles St,42.38267768,-71.07063460,Charles Street & School House Court,80,nearest_address
3103,28KH136,Sackville St,28 Sackville St,IS,536457600000,2811740033,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2152; METERED_FL=U; PLACEMENT=MIGRATED,28KH136,,,WA,WAWB67P,1987,,,,1,,1177632000000,denapolipd,1220918400000,{67D3050A-3642-5631-8BF1-186508D7E3CC},-71.064680720999945,42.381281257000069,28 (STREET_FEA 3735),STREET_FEA 3735,33,derived_0_50_ft,boston-sam,120388,28 Sackville St,Sackville St,42.38126868,-71.06480059,Medford Street & Sackville Street,255,nearest_address
3167,28JH90,Main St,419 Main St,IS,,2810740060,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2845; METERED_FL=U; PLACEMENT=MIGRATED,28JH90,,,MU,MUCENT,1996,,,,1,,1177632000000,chalmersh,1221177600000,{3F8977C8-72B7-5320-8988-F198EE7A93C8},-71.070634214999984,42.380864405000068,419 OPP (STREET_FEA 2652),STREET_FEA 2652,92,derived_50_100_ft,boston-sam,88594,419 Main St,Main St,42.38104868,-71.07040060,Armory Street & Main Street,52,nearest_address
3169,28JH143,Rutherford Avenue,Near Rutherford Avenue & Supertest Street,IS,,2810740182,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2876; METERED_FL=U; PLACEMENT=MIGRATED,28JH143,,,KE,KEK81-A,2009,,,,1,,1177632000000,mulline,1250121600000,{D3FE56FC-067A-5C81-AFEB-6696E42B6DDA},-71.072875635999935,42.382312623000075,STREET_FEA 3043,STREET_FEA 3043,188,intersection_preferred_150_plus_ft,boston-sam,119950,547 Rutherford Ave,Rutherford Ave,42.38260768,-71.07230060,Rutherford Avenue & Supertest Street,42,nearest_intersection
3203,27KH132,Cedar St,22 Cedar St,IS,,2711740006,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2465; METERED_FL=U; PLACEMENT=MIGRATED,27KH132,,,US,USSEN,1985,,,,1,,1177632000000,chalmersh,1221091200000,{F73B1CE2-8543-5B32-9844-2094D821E16F},-71.062031148999949,42.376805711000031,22 (STREET_FEA 855),STREET_FEA 855,33,derived_0_50_ft,boston-sam,26715,22 Cedar St,Cedar St,42.37685868,-71.06213059,Cedar Street & Laurel Street,11,nearest_address
3211,27KH188,Chestnut St,63 Chestnut St,IS,,2711740064,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2955; METERED_FL=U; PLACEMENT=MIGRATED,27KH188,,,US,USMET250,1981,,,,1,,1177632000000,chalmersh,1221177600000,{97D33F13-1614-5CE3-8087-12C7FFC507D2},-71.059237906999954,42.375798436000025,63 (STREET_FEA 965),STREET_FEA 965,30,derived_0_50_ft,boston-sam,31610,63 Chestnut St,Chestnut St,42.37581368,-71.05912859,Chestnut Street & Monument Square,231,nearest_address
3294,27KH136,High St,49 High St,IS,,2711740019,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1907; METERED_FL=U; PLACEMENT=MIGRATED,27KH136,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1221091200000,{6080E698-E576-5B3F-83A0-D8E140F62868},-71.063236095999969,42.376492601000052,49 (STREET_FEA 2133),STREET_FEA 2133,34,derived_0_50_ft,boston-sam,73421,49 High St,High St,42.37657268,-71.06317359,Green Street & High Street,51,nearest_address
3308,27JH42,New Rutherford Avenue,Near New Rutherford Avenue & West School Street,IS,,2710740022,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3043; METERED_FL=U; PLACEMENT=MIGRATED,27JH42,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{AC903326-90EC-5E51-82CA-4DA1B7F358F8},-71.067313548999948,42.375256464000074,29 (STREET_FEA 100),STREET_FEA 100,157,intersection_preferred_150_plus_ft,boston-sam,171631,75 W School St,W School St,42.37554736,-71.06774339,New Rutherford Avenue & West School Street,207,nearest_intersection
3311,28LH16,Thirteenth St,3 Thirteenth St,IS,,2812740022,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3912; METERED_FL=U; PLACEMENT=MIGRATED,28LH16,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1221004800000,{FDD9C998-F16D-5123-BDBC-5B5B360772EF},-71.051543630999959,42.378751893000072,STREET_FEA 1660,STREET_FEA 1660,122,derived_100_150_ft,boston-sam,345379,3 Thirteenth St,Thirteenth St,42.37899941,-71.05185093,Fifth Avenue & Sixteenth Street,186,nearest_address
3334,27KH168,Second Ave,150 Second Ave,IS,,2711740017,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3070; METERED_FL=U; PLACEMENT=MIGRATED,27KH168,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{1BC7F5A4-9B7B-5CE6-9225-431868FC205F},-71.053566352999951,42.376507713000080,150 OPP (STREET_FEA 4156),STREET_FEA 4156,75,derived_50_100_ft,boston-sam,156203,150 Second Ave,Second Ave,42.37643376,-71.05330707,Ninth Street & Third Avenue,145,nearest_address
3438,27KH10,Arrow Street,Near Arrow Street & Lynde Street,IS,,2711740217,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2269; METERED_FL=U; PLACEMENT=MIGRATED,27KH10,,,KE,KEK81,2011,,,,1,,1177632000000,blundonr,1255478400000,{339CFDDB-FD57-5FA0-9B58-E573BBA08BF7},-71.065460742999960,42.372428538000065,STREET_FEA 3043,STREET_FEA 3043,164,intersection_preferred_150_plus_ft,boston-sam,459641,100-110 New Rutherford Ave,New Rutherford Ave,42.37218407,-71.06597118,Arrow Street & Lynde Street,262,nearest_intersection
3456,28KH178,N Mead St,25-53 N Mead St,IS,,2811740244,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=40; METERED_FL=U; PLACEMENT=denapolipd,28KH178,,,KE,KEK81-A,1998,,,,1,,1247529600000,blundonr,1249430400000,{EEE5F55B-57D8-581F-9248-37FE479B3AE5},-71.065922079999950,42.382280639000044,420 (STREET_FEA 2795),STREET_FEA 2795,45,derived_0_50_ft,boston-sam,355428,25-53 N Mead St,N Mead St,42.38220169,-71.06605193,Medford Street & North Mead Street,124,nearest_address
3539,29KH4,Medford Street,Near Medford Street & Mystic Street,IS,,2911740007,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2795; METERED_FL=U; PLACEMENT=MIGRATED,29KH4,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{179034E1-6EB1-53DE-B5D7-13B6FA2275CC},-71.060254147999956,42.382872296000073,50 (STREET_FEA 4134),STREET_FEA 4134,172,intersection_preferred_150_plus_ft,boston-sam,134474,30-50 Terminal St,Terminal St,42.38240066,-71.06024264,Medford Street & Mystic Street,839,nearest_intersection
3545,29JH46,Charles St,1 Charles St,IS,,2910740131,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=910; METERED_FL=U; PLACEMENT=MIGRATED,29JH46,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{27B3F6EC-B43F-506A-9A4B-E19138471B92},-71.071851944999935,42.382656506000046,498 (STREET_FEA 2652),STREET_FEA 2652,74,derived_50_100_ft,boston-sam,29222,1 Charles St,Charles St,42.38261868,-71.07158060,Charles Street & Main Street,26,nearest_address
3551,29JH72,Alford Street,Near Alford Street & West Street,IS,1117584000000,2910740045,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4456; METERED_FL=U; PLACEMENT=MIGRATED,29JH72,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1220832000000,{20A9F53A-45F5-5E26-9829-0BAC76B00043},-71.073687024999970,42.385341881000045,32 (STREET_FEA 179),STREET_FEA 179,234,intersection_preferred_150_plus_ft,boston-sam,147857,27 West St,West St,42.38586968,-71.07418460,Alford Street & West Street,89,nearest_intersection
3579,28KH6,High St,102 High St,IS,,2811740184,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3266; METERED_FL=U; PLACEMENT=MIGRATED,28KH6,,,KE,KEK81,2000,,,,1,,1177632000000,blundonr,1255478400000,{2CAA81ED-18AD-5B7B-91EB-A9BFF5BD42D9},-71.065536834999989,42.377865139000050,105 (STREET_FEA 2133),STREET_FEA 2133,42,derived_0_50_ft,boston-sam,73296,102 High St,High St,42.37776868,-71.06562059,High Street & Pearl Street,21,nearest_address
3584,28KH56,School St,73 School St,IS,,2811740146,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=421; METERED_FL=U; PLACEMENT=MIGRATED,28KH56,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1221004800000,{5984B26B-B9CC-5E59-90B0-A15328E84BF7},-71.063536747999933,42.378683024000054,73 (STREET_FEA 3819),STREET_FEA 3819,23,derived_0_50_ft,boston-sam,123808,73 School St,School St,42.37866468,-71.06345459,Elm Street & Hancock Street,172,nearest_address
3628,27KH34,Main St,191 Main St,IS,,2711740062,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4602; METERED_FL=U; PLACEMENT=MIGRATED,27KH34,,,MU,MUCENT,1976,,,,1,,1177632000000,chalmersh,1221177600000,{9757C4A7-0A7F-5DEA-85B3-C2E9D9BD961F},-71.064975733999972,42.375836383000035,9 (STREET_FEA 2652),STREET_FEA 2652,76,derived_50_100_ft,boston-sam,88439,191 Main St,Main St,42.37602132,-71.06484261,Main Street & Wood Street,75,nearest_address
3641,30JH25,Alford St,172 Alford St,IS,,3010740032,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,30JH25,,,U,U,,,,,1,,1239926400000,blundonr,1244419200000,{D49ABA13-8827-5E48-A1D4-41F0028C2DB0},-71.070098155999972,42.391551881000055,172 (STREET_FEA 179),STREET_FEA 179,124,derived_100_150_ft,boston-sam,344564,172 Alford St,Alford St,42.39152316,-71.07055637,Alford Street & Broadway,1221,nearest_address
3690,28KH20,Elm St,16 Elm St,IS,,2811740211,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4049; METERED_FL=U; PLACEMENT=MIGRATED,28KH20,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{2B0E22FF-B4FF-5C8A-8944-42AD37809ED4},-71.063850445999947,42.377416895000067,16 (STREET_FEA 1498),STREET_FEA 1498,22,derived_0_50_ft,boston-sam,53048,16 Elm St,Elm St,42.37745868,-71.06391059,Elm Street & Summer Street,34,nearest_address
3722,28KH102,Old Ironsides Way,104-122 Old Ironsides Way,IS,,2811740100,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2913; METERED_FL=U; PLACEMENT=MIGRATED,28KH102,,,MU,MUCENT,2003,,,,1,,1177632000000,denapolipd,1220918400000,{8D82938A-9247-5C16-AE17-89986FAF47CE},-71.058417588999987,42.379376558000047,162 (STREET_FEA 2795),STREET_FEA 2795,105,derived_100_150_ft,boston-sam,353157,104-122 Old Ironsides Way,Old Ironsides Way,42.37956587,-71.05812182,Medford Street & Old Ironsides Way,82,nearest_address
3738,29JH90,Arlington Ave,90-92 Arlington Ave,IS,,2910740002,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1364; METERED_FL=U; PLACEMENT=MIGRATED,29JH90,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1221004800000,{158AB92F-D8FF-5CFB-86AA-78F4794BE983},-71.075596000999951,42.387726578000070,101 (STREET_FEA 298),STREET_FEA 298,98,derived_50_100_ft,boston-sam,4743,90-92 Arlington Ave,Arlington Ave,42.38745868,-71.07556060,Arlington Avenue & Sherman Street,170,nearest_address
3762,28KH26,Sullivan St,52 Sullivan St,IS,,2811740143,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4047; METERED_FL=U; PLACEMENT=MIGRATED,28KH26,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{737D9849-140A-588F-B5E1-A65770FD24CB},-71.065407151999977,42.378900071000032,94 (STREET_FEA 421),STREET_FEA 421,23,derived_0_50_ft,boston-sam,131831,52 Sullivan St,Sullivan St,42.37885868,-71.06547059,Bartlett Street & Sullivan Street,47,nearest_address
3771,29JH10,Brighton St,28 Brighton St,IS,1227139200000,2910740079,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3282; METERED_FL=U; PLACEMENT=MIGRATED,29JH10,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1311811200000,{3332C139-76B7-573E-90E1-6D85450CEEEE},-71.077752459999942,42.383861064000030,28 (STREET_FEA 673),STREET_FEA 673,52,derived_50_100_ft,boston-sam,20209,28 Brighton St,Brighton St,42.38391868,-71.07793060,Brighton Street & Perkins Street,45,nearest_address
3772,31JH2,Alford Street,Near Alford Street & Broadway,IS,,3110740001,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1334; METERED_FL=U; PLACEMENT=MIGRATED,31JH2,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1250208000000,{8D830DB5-7244-5F15-9447-9950B17FCC81},-71.067026539999972,42.394829253000069,STREET_FEA 179,STREET_FEA 179,206,intersection_preferred_150_plus_ft,boston-sam,2032,215 Alford St,Alford St,42.39427589,-71.06718960,Alford Street & Broadway,231,nearest_intersection
3790,27KH80,Warren St,91 Warren St,IS,,2711740127,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=6408; METERED_FL=U; PLACEMENT=MIGRATED,27KH80,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{CFD4B020-F78E-551A-8B8D-70D950E18E14},-71.063147712999978,42.374669953000080,91 OPP (STREET_FEA 4384),STREET_FEA 4384,62,derived_50_100_ft,boston-sam,143190,91 Warren St,Warren St,42.37475117,-71.06294350,Cordis Street & Warren Street,19,nearest_address
3829,29KH2,Medford Street,Near Medford Street & Monument Street,IS,,2911740002,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,29KH2,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{C1567908-06A2-5C83-BC31-F7F5237F1E3F},-71.056444345999978,42.383811759000025,STREET_FEA 3494,STREET_FEA 3494,336,intersection_preferred_150_plus_ft,boston-sam,343062,80 Terminal St,Terminal St,42.38411340,-71.05762665,Medford Street & Monument Street,1650,nearest_intersection
3869,27KH214,Decatur Street,Near Decatur Street & Vine Street,IS,1381363200000,2711740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4313; METERED_FL=U; PLACEMENT=MIGRATED,27KH214,,,KE,KEK81-A,2011,,,,1,,1177632000000,mulline,1440028800000,{719D2E5B-263F-5F60-92D7-5036450AA192},-71.055310693999957,42.376797544000055,50 OPP (STREET_FEA 1289),STREET_FEA 1289,173,intersection_preferred_150_plus_ft,boston-sam,167854,23 Moulton St,Moulton St,42.37709226,-71.05581473,Decatur Street & Vine Street,150,nearest_intersection
3894,29JH106,Medford St,494-500 Medford St,IS,,2910740085,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=390; METERED_FL=U; PLACEMENT=MIGRATED,29JH106,,,MU,MUCENT,1996,,,,1,,1177632000000,denapolipd,1221004800000,{FD618A2F-AF73-5233-9750-7ECB0B3714DE},-71.068848812999988,42.383707186000038,117 (STREET_FEA 2795),STREET_FEA 2795,35,derived_0_50_ft,boston-sam,445215,494-500 Medford St,Medford St,42.38361401,-71.06888343,Baldwin Street & Medford Street,52,nearest_address
3956,28KH86,Decatur St,82-98 Decatur St,IS,1357776000000,2811740174,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=5136; METERED_FL=U; PLACEMENT=MIGRATED,28KH86,,,KE,KEK81-A,2011,,,,1,,1177632000000,mulline,1440028800000,{B80D40F8-52E3-5CA2-8A2F-BF74FA5CCF9F},-71.053948159999948,42.378142650000029,82 OPP (STREET_FEA 1289),STREET_FEA 1289,123,derived_100_150_ft,boston-sam,341448,82-98 Decatur St,Decatur St,42.37847078,-71.05406056,Decatur Street & Walford Way,124,nearest_address
3958,28KH176,Sheafe St,4 Sheafe St,IS,1144195200000,2811740242,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1117; METERED_FL=U; PLACEMENT=chalmersh,28KH176,,,MU,MUCENT,2004,,,,1,,1192492800000,mulline,1250121600000,{9887D219-6315-597D-B2A3-7F7C0A8C5369},-71.064441341999952,42.380437645000029,4 OPP (STREET_FEA 3873),STREET_FEA 3873,44,derived_0_50_ft,boston-sam,126580,4 Sheafe St,Sheafe St,42.38032868,-71.06451059,Cook Street & Sheafe Street,90,nearest_address
3993,28JH102,Ludlow St,8 Ludlow St,IS,,2810740091,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2624; METERED_FL=U; PLACEMENT=MIGRATED,28JH102,,,MH,MH929,1986,,,,1,,1177632000000,chalmersh,1221177600000,{AAF157D7-831F-5ED7-BB6B-898476E69B18},-71.068421691999959,42.379963933000056,8 (STREET_FEA 2787),STREET_FEA 2787,37,derived_0_50_ft,boston-sam,87816,8 Ludlow St,Ludlow St,42.37999868,-71.06829059,Mead Street & Russell Street,239,nearest_address
4002,28KH50,Green St,73 Green St,IS,,2811740175,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1999; METERED_FL=U; PLACEMENT=MIGRATED,28KH50,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1221004800000,{8C1DD170-F487-50F3-B688-4C0C27CF9475},-71.062287873999935,42.378168860000073,73 (STREET_FEA 1907),STREET_FEA 1907,26,derived_0_50_ft,boston-sam,66297,73 Green St,Green St,42.37820868,-71.06236959,Green Street & Hancock Street,67,nearest_address
4017,27KH14,Washington St,52-66 Washington St,IS,,2711740191,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4252; METERED_FL=U; PLACEMENT=MIGRATED,27KH14,,,MU,MUCENT,1993,,,,1,,1177632000000,mulline,1250121600000,{47AAC410-18F5-585C-8B2C-DDA4243B2E7E},-71.065878567999960,42.373196442000051,52-56 (STREET_FEA 2629),STREET_FEA 2629,90,derived_50_100_ft,boston-sam,145836,52-66 Washington St,Washington St,42.37341626,-71.06603065,Lynde Street & Union Street,160,nearest_address
4067,28JH106,Oak St,17 Oak St,IS,,2810740076,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3719; METERED_FL=U; PLACEMENT=MIGRATED,28JH106,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1221177600000,{BD8BBBB3-4C8A-5812-B075-2F22AEBF20EB},-71.068915852999964,42.380388092000032,17 (STREET_FEA 3120),STREET_FEA 3120,53,derived_50_100_ft,boston-sam,104581,17 Oak St,Oak St,42.38030568,-71.06875159,Oak Street & Russell Street,199,nearest_address
4072,28JH139,Main St,462 Main St,IS,583718400000,2810740178,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=connorsm,28JH139,,,US,USSEN,1988,,,,1,,1205280000000,denapolipd,1220918400000,{15287775-6C4D-5008-9E43-5D05AC8C9023},-71.072061323999947,42.382054675000063,462 (STREET_FEA 5111),STREET_FEA 5111,88,derived_50_100_ft,boston-sam,88640,462 Main St,Main St,42.38210868,-71.07174060,Charbonnier Street & Main Street,180,nearest_address
4126,28JH80,Tibbett's Town Way,53-89 Tibbett's Town Way,IS,,2810740127,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1552; METERED_FL=U; PLACEMENT=MIGRATED,28JH80,,,KE,KEK81-A,1998,,,,1,,1177632000000,mulline,1250121600000,{C3EBFAE5-670B-510A-8DAF-5E91A2BDDF65},-71.068926485999953,42.378627284000061,87 (STREET_FEA 4174),STREET_FEA 4174,87,derived_50_100_ft,boston-sam,341372,53-89 Tibbett's Town Way,Tibbett's Town Way,42.37841106,-71.06906608,Essex Street & Tibbett's Town Way,100,nearest_address
4172,28JH119,Russell St,96-100 Russell St,IS,1117584000000,2810740064,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2787; METERED_FL=U; PLACEMENT=MIGRATED,28JH119,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1220832000000,{F7BC44E2-80EC-52A1-986A-E6776CDF8BB7},-71.068264584999952,42.380640266000057,94 (STREET_FEA 3719),STREET_FEA 3719,48,derived_0_50_ft,boston-sam,420529,96-100 Russell St,Russell St,42.38070471,-71.06841850,Mead Street & Russell Street,101,nearest_address
4230,27KH221,Chelsea St,37-51 Chelsea St,IS,,2711740219,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=5648; METERED_FL=U; PLACEMENT=MIGRATED,27KH221,,,MH,MH929,1997,,,,1,,1177632000000,chalmersh,1221177600000,{58318148-335D-5129-A2C6-E6A568F938A2},-71.059827278999933,42.372441544000026,37-51 (STREET_FEA 946),STREET_FEA 946,45,derived_0_50_ft,boston-sam,354168,37-51 Chelsea St,Chelsea St,42.37244071,-71.05965916,Chelsea Street & Warren Street,192,nearest_address
