objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
10271,28JH62,Baldwin St,32 Baldwin St,IS,,2810740050,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=390; METERED_FL=U; PLACEMENT=MIGRATED,28JH62,,,DA,ADB-84-B,1986,,,,1,,1177632000000,blundonr,1255478400000,{8BEB5708-46CC-5BBD-B192-21D64FF391BC},-71.071615897999948,42.381227653000053,STREET_FEA 3043,STREET_FEA 3043,59,derived_50_100_ft,boston-sam,7874,32 Baldwin St,Baldwin St,42.38109868,-71.07148060,Baldwin Street & Rutherford Avenue,108,nearest_address
10313,27KH194,Monument Sq,19 Monument Sq,IS,,2711740251,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2913; METERED_FL=U; PLACEMENT=MIGRATED,27KH194,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1221177600000,{08491691-0113-586E-9012-839B97E6EC1D},-71.060148000999959,42.376859355000079,19 (STREET_FEA 2912),STREET_FEA 2912,44,derived_0_50_ft,boston-sam,96964,19 Monument Sq,Monument Sq,42.37696868,-71.06008059,Monument Square & Monument Street,90,nearest_address
10322,28KH116,Medford St,254-256 Medford St,IS,662688000000,2811740047,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1498; METERED_FL=U; PLACEMENT=MIGRATED,28KH116,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{097DE5A1-E068-5292-ABDD-29751DDFDD88},-71.061090839999963,42.380468449000034,240 (STREET_FEA 2795),STREET_FEA 2795,51,derived_50_100_ft,boston-sam,93718,254-256 Medford St,Medford St,42.38052268,-71.06126659,Elm Street & Medford Street,115,nearest_address
10405,29JH4,Parker St,2 Parker St,IS,,2910740074,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3282; METERED_FL=U; PLACEMENT=MIGRATED,29JH4,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{39A8F4C6-7461-5A07-A698-888AC2FCC8EF},-71.078345850999938,42.384095546000026,2 (STREET_FEA 3222),STREET_FEA 3222,28,derived_0_50_ft,boston-sam,107750,2 Parker St,Parker St,42.38402568,-71.07829960,Parker Street & Perkins Street,30,nearest_address
10416,29JH60,Beacham Street,Near Beacham Street & Main Street,IS,1371772800000,2910740051,,,AS BUILT,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=442; METERED_FL=U; PLACEMENT=MIGRATED,29JH60,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1448928000000,{5F94CAAC-19AE-5988-8037-10923FA2909E},-71.074817631999963,42.385034976000043,10 (STREET_FEA 2652),STREET_FEA 2652,329,intersection_preferred_150_plus_ft,boston-sam,25111,33-39 Cambridge St,Cambridge St,42.38413868,-71.07496060,Beacham Street & Main Street,59,nearest_intersection
10439,26KH16,New Rutherford Avenue,Near New Rutherford Avenue & Rutherford Avenue,IS,,2611740009,,,U,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3043; METERED_FL=U; PLACEMENT=MIGRATED,26KH16,,,U,U,,,,,1,,1177632000000,mulline,1396828800000,{63078BA2-C5C4-5D0A-85BF-2D9CCCC9B083},-71.064566153999976,42.371220415000039,33 (STREET_FEA 2269),STREET_FEA 2269,397,intersection_preferred_150_plus_ft,boston-sam,119935,35 Rutherford Ave,Rutherford Ave,42.37207668,-71.06365359,New Rutherford Avenue & Rutherford Avenue,331,nearest_intersection
10458,29JH50,Bunker Hill St,427 Bunker Hill St,IS,,2910740124,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3897; METERED_FL=U; PLACEMENT=MIGRATED,29JH50,,,MU,MUCENT,1976,,,,1,,1177632000000,denapolipd,1221004800000,{2836763F-9FA1-53FF-B61C-254045C21443},-71.070867764999946,42.382961562000048,427 OPP (STREET_FEA 733),STREET_FEA 733,82,derived_50_100_ft,boston-sam,23669,427 Bunker Hill St,Bunker Hill St,42.38314868,-71.07070060,Bunker Hill Street & Short Street,90,nearest_address
10488,28KH108,Carney Ct,25-41 Carney Ct,IS,,2811740081,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2913; METERED_FL=U; PLACEMENT=MIGRATED,28KH108,,,WA,WAWB67P,1994,,,,1,,1177632000000,blundonr,1244505600000,{FA10CBE6-7889-57BA-9D76-C541EE15F842},-71.059424200999956,42.379784167000025,STREET_FEA 2795,STREET_FEA 2795,123,derived_100_150_ft,boston-sam,341433,25-41 Carney Ct,Carney Ct,42.37955462,-71.05976144,Medford Street & Monument Street,133,nearest_address
10529,28JH60,Hood Park Drive,Near Hood Park Drive & Rutherford Avenue,IS,,2810740055,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=734; METERED_FL=U; PLACEMENT=MIGRATED,28JH60,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1221177600000,{1DEB5F91-0ECA-5EAE-BA6C-21A174AB88A2},-71.072117792999961,42.381017951000047,484-494 (STREET_FEA 3725),STREET_FEA 3725,174,intersection_preferred_150_plus_ft,boston-sam,7874,32 Baldwin St,Baldwin St,42.38109868,-71.07148060,Hood Park Drive & Rutherford Avenue,119,nearest_intersection
10534,27KH262,Constitution Rd,267 Constitution Rd,IS,1393891200000,2711740286,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1661; METERED_FL=U; PLACEMENT=samayoa-galvisr,27KH262,,,U,U,,,,,1,,1442880000000,samayoa-galvisr,1442880000000,{8491F1DA-247C-571C-921B-6A303BFF8C48},-71.057220829999949,42.372792313000048,2 (STREET_FEA 4403),STREET_FEA 4403,122,derived_100_150_ft,boston-sam,459778,267 Constitution Rd,Constitution Rd,42.37308588,-71.05743798,First Avenue & Third Street,269,nearest_address
10554,28KH52,Elm St,42 Elm St,IS,,2811740169,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4590; METERED_FL=U; PLACEMENT=MIGRATED,28KH52,,,MU,MUCENT,1982,,,,1,,1177632000000,denapolipd,1221004800000,{62523819-70DD-5EDF-89FC-E0B57A23A2A8},-71.063294259999964,42.378169982000031,42 (STREET_FEA 1498),STREET_FEA 1498,28,derived_0_50_ft,boston-sam,53078,42 Elm St,Elm St,42.37820468,-71.06338859,Bartlett Street & Elm Street,63,nearest_address
10555,27KH122,Adams St,3 Adams St,IS,,2711740131,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4583; METERED_FL=U; PLACEMENT=MIGRATED,27KH122,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1221177600000,{54BA2D08-A451-5D04-9E4B-B1A56F21C0AD},-71.060034623999968,42.374652917000049,3 OPP (STREET_FEA 126),STREET_FEA 126,47,derived_0_50_ft,boston-sam,322,3 Adams St,Adams St,42.37474958,-71.05991785,Adams Street & Winthrop Street,73,nearest_address
10557,28KH90,Medford St,50-66 Medford St,IS,,2811740135,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1289; METERED_FL=U; PLACEMENT=MIGRATED,28KH90,,,DA,ADB-84-B,1990,,,,1,,1177632000000,denapolipd,1221004800000,{9CDD2F26-C5BD-540D-B625-D34B1BBDEEBD},-71.054713071999970,42.378998211000066,50 (STREET_FEA 2795),STREET_FEA 2795,104,derived_100_150_ft,boston-sam,341463,50-66 Medford St,Medford St,42.37872832,-71.05483500,Medford Street & Old Landing Way,53,nearest_address
10562,27KH28,Austin St,30 Austin St,IS,,2711740116,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2478; METERED_FL=U; PLACEMENT=MIGRATED,27KH28,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1221177600000,{802B125F-73B0-59F1-8B4A-C9518627B96E},-71.065778982999973,42.374965670000051,32 OPP (STREET_FEA 354),STREET_FEA 354,115,derived_100_150_ft,boston-sam,6655,30 Austin St,Austin St,42.37470868,-71.06553059,Austin Street & Lawrence Street,90,nearest_address
10590,29JH62,Dorrance Street,Near Dorrance Street & Main Street,IS,1371772800000,2910740044,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2269; METERED_FL=U; PLACEMENT=MIGRATED,29JH62,,,MU,MUCENT,2000,,,,1,,1177632000000,chalmersh,1448928000000,{0280F44F-EDBA-5B3D-80B7-F20EA6DA4DF2},-71.075620616999970,42.385405104000029,635 (STREET_FEA 2652),STREET_FEA 2652,229,intersection_preferred_150_plus_ft,boston-sam,99934,1-1A Mystic Ave,Mystic Ave,42.38592868,-71.07609060,Dorrance Street & Main Street,177,nearest_intersection
10664,29JH80,West St,27 West St,IS,1277683200000,2910740026,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=298; METERED_FL=U; PLACEMENT=MIGRATED,29JH80,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1294617600000,{B515234A-206A-5A9A-B26F-2239A5791F02},-71.074152870999967,42.386184956000079,27 (STREET_FEA 442),STREET_FEA 442,115,derived_100_150_ft,boston-sam,147857,27 West St,West St,42.38586968,-71.07418460,Beacham Street & West Street,192,nearest_address
10679,28JH40,Rutherford Avenue,Near Rutherford Avenue & Sullivan Square Underpass,IS,,2810740166,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3403; METERED_FL=U; PLACEMENT=MIGRATED,28JH40,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1250121600000,{D1310D50-6476-5530-9172-94D23A39A227},-71.070173752999949,42.377787478000073,STREET_FEA 3725,STREET_FEA 3725,329,intersection_preferred_150_plus_ft,boston-sam,170356,60-72 Tibbett's Town Way,Tibbett's Town Way,42.37853052,-71.06947470,Rutherford Avenue & Sullivan Square Underpass,73,nearest_intersection
10682,27KH12,Washington St,30-36 Washington St,IS,,2711740206,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3725; METERED_FL=U; PLACEMENT=MIGRATED,27KH12,,,MU,MUCENT,1993,,,,1,,1177632000000,mulline,1250121600000,{C5281420-ADFC-5FAB-A2AC-6CFDF36F24D3},-71.064953409999987,42.372797923000064,36 (STREET_FEA 2629),STREET_FEA 2629,76,derived_50_100_ft,boston-sam,145796,30-36 Washington St,Washington St,42.37287682,-71.06469357,Arrow Street & Lynde Street,142,nearest_address
10685,27LH26,First Ave,45 First Ave,IS,,2712740061,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3070; METERED_FL=U; PLACEMENT=MIGRATED,27LH26,,,MU,MUCENT,1979,,,,1,,1177632000000,chalmersh,1221177600000,{86BB1386-1077-5B0F-9A9C-822948353A18},-71.052596725999933,42.376124629000060,STREET_FEA 1664,STREET_FEA 1664,94,derived_50_100_ft,boston-sam,343215,45 First Ave,First Ave,42.37617774,-71.05293808,First Avenue & Ninth Street,38,nearest_address
10702,27KH20,Washington St,63 Washington St,IS,,2711740165,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4252; METERED_FL=U; PLACEMENT=MIGRATED,27KH20,,,MU,MUCENT,1979,,,,1,,1177632000000,blundonr,1255478400000,{82E96961-2E41-55D3-A563-F6961BC13C0C},-71.065972738999960,42.373686675000044,67-63 (STREET_FEA 4393),STREET_FEA 4393,64,derived_50_100_ft,boston-sam,145842,63 Washington St,Washington St,42.37360368,-71.06576159,Union Street & Washington Street,62,nearest_address
10722,27KH72,Main St,132-148 Main St,IS,,2711740098,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=354; METERED_FL=U; PLACEMENT=MIGRATED,27KH72,,,MH,MH929,1982,,,,1,,1177632000000,chalmersh,1221177600000,{37BD118A-14E5-545E-BE3D-2090C70AF33D},-71.064189142999965,42.375164268000049,148-132 (STREET_FEA 2652),STREET_FEA 2652,73,derived_50_100_ft,boston-sam,167259,132-148 Main St,Main St,42.37497202,-71.06426613,Main Street & Thompson Square,83,nearest_address
10737,27KH30,Austin St,20 Austin St,IS,757382400000,2711740112,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2478; METERED_FL=U; PLACEMENT=MIGRATED,27KH30,,,KE,KEK81-A,1998,,,,1,,1177632000000,chalmersh,1221177600000,{1FB21A28-9C59-5888-A142-C8B171688552},-71.065100322999967,42.374994185000048,20 (STREET_FEA 354),STREET_FEA 354,52,derived_50_100_ft,boston-sam,6651,20 Austin St,Austin St,42.37486068,-71.06502659,Austin Street & Seminary Street,89,nearest_address
10844,27KH234,Constitution Rd,75 Constitution Rd,IS,,2711740258,,,GPS,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1111; METERED_FL=U; PLACEMENT=MIGRATED,27KH234,,,DA,ADB-62-B,1985,,,,1,,1177632000000,orrda,1285632000000,{8EC932A8-F7B3-5008-9731-424E2D06B09E},-71.058286098999986,42.371447974000034,STREET_FEA 4384,STREET_FEA 4384,127,derived_100_150_ft,boston-sam,340038,75 Constitution Rd,Constitution Rd,42.37116568,-71.05800659,Constitution Plaza & Constitution Road,507,nearest_address
10847,27KH235,First Avenue,Near First Avenue & Third Street,IS,,2711740259,,,GPS,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=4384; METERED_FL=U; PLACEMENT=MIGRATED,27KH235,,,DA,ADB-62-B,1984,,,,1,,1177632000000,orrda,1285632000000,{8D6F38AD-109E-5687-9F3E-74A62E8EB758},-71.057229643999960,42.371542851000072,STREET_FEA 1111,STREET_FEA 1111,250,intersection_preferred_150_plus_ft,boston-sam,340038,75 Constitution Rd,Constitution Rd,42.37116568,-71.05800659,First Avenue & Third Street,694,nearest_intersection
10857,28KH122,Pearl St,85 Pearl St,IS,,2811740053,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3268; METERED_FL=U; PLACEMENT=MIGRATED,28KH122,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1220918400000,{BEC32F01-9CAE-5DA2-B6F7-27494ED42D5D},-71.062838791999980,42.380367909000029,85 (STREET_FEA 3266),STREET_FEA 3266,34,derived_0_50_ft,boston-sam,108877,85 Pearl St,Pearl St,42.38039868,-71.06272059,Medford Street & Pearl Street,297,nearest_address
10913,27KH212,Vine St,34 Vine St,IS,852076800000,2711740004,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2236; METERED_FL=U; PLACEMENT=MIGRATED,27KH212,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1221091200000,{5884237F-4013-5452-8E23-DF3F1CCFC668},-71.056103008999969,42.376806676000058,STREET_FEA 4313,STREET_FEA 4313,80,derived_50_100_ft,boston-sam,140717,34 Vine St,Vine St,42.37678268,-71.05639959,Hunter Street & Vine Street,22,nearest_address
10923,27KH178,Prospect Ter,4 Prospect Ter,IS,,2711740091,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4212; METERED_FL=U; PLACEMENT=MIGRATED,27KH178,,,DA,ADB-84-B,1994,,,,1,,1177632000000,chalmersh,1221177600000,{0A513EEE-1C4E-5F3C-8052-B37549D65CDE},-71.057017483999971,42.375252478000050,STREET_FEA 2620,STREET_FEA 2620,45,derived_0_50_ft,boston-sam,447503,4 Prospect Ter,Prospect Ter,42.37526924,-71.05718226,Lowney Way & Tremont Street,109,nearest_address
10934,27KH253,Baxter Rd,24 Baxter Rd,IS,1393891200000,2711740277,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1661; METERED_FL=U; PLACEMENT=samayoa-galvisr,27KH253,,,U,U,,,,,1,,1442880000000,samayoa-galvisr,1442880000000,{9B290045-97CA-53DD-A1DA-DF18A293F99F},-71.055220849999955,42.373591481000062,2 (STREET_FEA 4403),STREET_FEA 4403,110,derived_100_150_ft,boston-sam,352758,24 Baxter Rd,Baxter Rd,42.37356810,-71.05481123,Baxter Road & Fifth Street,308,nearest_address
10938,27KH108,Monument Ave,44 Monument Ave,IS,,2711740114,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4384; METERED_FL=U; PLACEMENT=MIGRATED,27KH108,,,MU,MUCENT,2002,,,,1,,1177632000000,chalmersh,1221177600000,{EC7CA150-9CA7-5166-A31A-E2C0933B1A4A},-71.061806845999968,42.374869678000039,44 (STREET_FEA 2909),STREET_FEA 2909,25,derived_0_50_ft,boston-sam,96882,44 Monument Ave,Monument Ave,42.37491868,-71.06187059,Pleasant Street & Pleasant Street Court,158,nearest_address
10949,28JH8,Cambridge St,116R Cambridge St,IS,662688000000,2810740040,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=828; METERED_FL=U; PLACEMENT=MIGRATED,28JH8,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1255478400000,{40443A8E-9EB3-579B-BA64-6382E98FF3AA},-71.079009619999965,42.381722367000066,40 (STREET_FEA 3660),STREET_FEA 3660,132,derived_100_150_ft,boston-sam,424349,116R Cambridge St,Cambridge St,42.38184149,-71.07947221,Carter Street & Roland Street,34,nearest_address
10970,28JH52,Essex St,22 Essex St,IS,,2810740105,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1552; METERED_FL=U; PLACEMENT=MIGRATED,28JH52,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{82F1A019-5A6E-5637-ADDF-5E73769B8998},-71.070450589999950,42.379225022000071,STREET_FEA 3043,STREET_FEA 3043,50,derived_0_50_ft,boston-sam,54355,22 Essex St,Essex St,42.37925868,-71.07027060,Essex Street & Lyndeboro Street,141,nearest_address
11001,27KH254,First Ave,22 First Ave,IS,1393891200000,2711740278,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1661; METERED_FL=U; PLACEMENT=samayoa-galvisr,27KH254,,,U,U,,,,,1,,1442880000000,samayoa-galvisr,1442880000000,{579B7B93-4D1D-5832-9816-A842E5460B7B},-71.055789989999937,42.374065319000067,2 (STREET_FEA 4403),STREET_FEA 4403,65,derived_50_100_ft,boston-sam,352755,22 First Ave,First Ave,42.37397446,-71.05558057,Baxter Road & Fifth Street,215,nearest_address
11024,28KH124,Mystic St,60 Mystic St,IS,,2811740044,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2795; METERED_FL=U; PLACEMENT=MIGRATED,28KH124,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1220918400000,{5A0E7256-C59A-5D40-903A-4540AB7E7D20},-71.061989349999976,42.380877574000067,291 OPP (STREET_FEA 2991),STREET_FEA 2991,13,derived_0_50_ft,boston-sam,100033,60 Mystic St,Mystic St,42.38084868,-71.06202059,Medford Street & Mystic Street,42,nearest_address
11035,28KH80,Decatur Street,Near Decatur Street & Samuel Morse Way,IS,,2811740234,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4313; METERED_FL=U; PLACEMENT=MIGRATED,28KH80,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{D8C63E56-F8BA-599C-86D3-6C3AE8CB0349},-71.054520225999966,42.376991161000035,STREET_FEA 946,STREET_FEA 946,254,intersection_preferred_150_plus_ft,boston-sam,420027,108 Third Ave,Third Ave,42.37673297,-71.05364127,Decatur Street & Samuel Morse Way,167,nearest_intersection
11046,28KH163,Chelsea Street,Near Chelsea Street & Terminal Street,IS,,2811740005,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,28KH163,,,MH,U,,,,,1,,1177632000000,blundonr,1282694400000,{D50FF58D-C29A-5242-BFB7-67F268EC83B8},-71.053673209999943,42.382203100000027,STREET_FEA 4134,STREET_FEA 4134,522,intersection_preferred_150_plus_ft,boston-sam,343911,100 Terminal St,Terminal St,42.38290784,-71.05536464,Chelsea Street & Terminal Street,721,nearest_intersection
11052,28KH164,Chelsea Street,Near Chelsea Street & Terminal Street,IS,,2811740008,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,28KH164,,,MH,U,,,,,1,,1177632000000,blundonr,1282694400000,{5284C74D-8C39-59B9-AF52-AD654D6862E4},-71.054451623999967,42.382184554000048,STREET_FEA 4134,STREET_FEA 4134,360,intersection_preferred_150_plus_ft,boston-sam,343911,100 Terminal St,Terminal St,42.38290784,-71.05536464,Chelsea Street & Terminal Street,885,nearest_intersection
11054,28KH166,Chelsea Street,Near Chelsea Street & Terminal Street,IS,,2811740011,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,28KH166,,,MH,U,,,,,1,,1177632000000,blundonr,1282694400000,{4801FADF-409B-52A0-9B87-CD89A88FE264},-71.055207478999932,42.382168493000052,STREET_FEA 4134,STREET_FEA 4134,272,intersection_preferred_150_plus_ft,boston-sam,343911,100 Terminal St,Terminal St,42.38290784,-71.05536464,Chelsea Street & Terminal Street,1060,nearest_intersection
11056,28LH44,Chelsea Street,Near Chelsea Street & Terminal Street,IS,,2812740005,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,28LH44,,,MH,U,,,,,1,,1177632000000,blundonr,1282694400000,{40683D8C-3C5F-5DDA-B46F-BB1C1655DA93},-71.052819865999936,42.382198124000070,STREET_FEA 4134,STREET_FEA 4134,465,intersection_preferred_150_plus_ft,boston-sam,134472,190 Terminal St,Terminal St,42.38309068,-71.05158159,Chelsea Street & Terminal Street,568,nearest_intersection
11079,29JH88,Arlington Ave,78 Arlington Ave,IS,725846400000,2910740009,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1364; METERED_FL=U; PLACEMENT=MIGRATED,29JH88,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{51264D8E-D1FE-54D1-BDA4-E922C5C68567},-71.074918729999979,42.387347660000046,69 (STREET_FEA 298),STREET_FEA 298,66,derived_50_100_ft,boston-sam,4741,78 Arlington Ave,Arlington Ave,42.38717868,-71.07501060,Arlington Avenue & Dorrance Street,49,nearest_address
11083,28KH54,School St,91 School St,IS,,2811740115,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3819; METERED_FL=U; PLACEMENT=MIGRATED,28KH54,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1220918400000,{5697DAFD-E952-5B27-B5B8-3EA7AA389FFC},-71.063135921999958,42.379111250000051,224 (STREET_FEA 733),STREET_FEA 733,26,derived_0_50_ft,boston-sam,123836,91 School St,School St,42.37903868,-71.06314059,Bunker Hill Street & Mystic Street,28,nearest_address
11116,29JH124,Cambridge St,55 Cambridge St,IS,,2910740145,,,U,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2643; METERED_FL=U; PLACEMENT=blundonr,29JH124,,,U,U,,,,,1,,1442966400000,blundonr,1442966400000,{7CAE9CC0-7584-513B-8909-43CFFC7A183A},-71.076423319999947,42.384448084000041,STREET_FEA 790,STREET_FEA 790,62,derived_50_100_ft,boston-sam,354144,55 Cambridge St,Cambridge St,42.38428462,-71.07635716,Clinton Place & Perkins Street,317,nearest_address
11155,27JH22,Austin Street,Near Austin Street & New Rutherford Avenue,IS,,2710740042,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3395; METERED_FL=U; PLACEMENT=MIGRATED,27JH22,,,DA,ADB-84-B,1990,,,,1,,1177632000000,chalmersh,1221091200000,{FA8043F0-E8AD-56B8-A8B1-775D5A755C80},-71.067778192999981,42.373768826000060,92 OPP (STREET_FEA 3043),STREET_FEA 3043,174,intersection_preferred_150_plus_ft,boston-sam,459646,150-168 New Rutherford Ave,New Rutherford Ave,42.37366427,-71.06841038,Austin Street & New Rutherford Avenue,136,nearest_intersection
11164,28JH112,Armory St,9 Armory St,IS,930268800000,2810740025,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=MIGRATED,28JH112,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{5C732841-11F6-5EA1-9C47-B66B8B156DD3},-71.069981052999935,42.381748434000031,24 OPP (STREET_FEA 307),STREET_FEA 307,17,derived_0_50_ft,boston-sam,5010,9 Armory St,Armory St,42.38172841,-71.07003708,Bunker Hill Street & Chappie Street,266,nearest_address
11266,27KH247,Third St,2 Third St,IS,1393891200000,2711740271,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1661; METERED_FL=U; PLACEMENT=samayoa-galvisr,27KH247,,,U,U,,,,,1,,1442880000000,samayoa-galvisr,1442880000000,{E1502A6A-9146-5872-A717-0C66CAE321FE},-71.055167897999979,42.372350723000068,2 (STREET_FEA 4403),STREET_FEA 4403,99,derived_50_100_ft,boston-sam,459717,2 Third St,Third St,42.37234368,-71.05479940,First Avenue & Third Street,547,nearest_address
11293,27KH4,Rutherford Ave,1 Rutherford Ave,IS,,2711740244,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=MIGRATED,27KH4,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{F9E120BD-5F2E-5FC2-BC43-A0F32FB63026},-71.062771485999974,42.371794108000074,6 (STREET_FEA 2052),STREET_FEA 2052,95,derived_50_100_ft,boston-sam,157767,1 Rutherford Ave,Rutherford Ave,42.37195226,-71.06305427,City Square & Harvard Street,100,nearest_address
11353,27JH34,Washington St,82 Washington St,IS,,2710740043,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3043; METERED_FL=U; PLACEMENT=MIGRATED,27JH34,,,MU,MUCENT,1993,,,,1,,1177632000000,mulline,1250035200000,{59FDEEAA-8DC7-57FF-8D43-41B5432D5BFD},-71.066927780999947,42.373685091000027,84 (STREET_FEA 2629),STREET_FEA 2629,52,derived_50_100_ft,boston-sam,145855,82 Washington St,Washington St,42.37381868,-71.06686059,Lynde Street & New Rutherford Avenue,76,nearest_address
11409,29KH10,Medford Street,Near Medford Street & Polk Street,IS,,2911740005,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,29KH10,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{D8300EE9-6E15-5856-A88E-C256B63B762B},-71.057139001999985,42.383442304000027,STREET_FEA 3992,STREET_FEA 3992,277,intersection_preferred_150_plus_ft,boston-sam,343062,80 Terminal St,Terminal St,42.38411340,-71.05762665,Medford Street & Polk Street,1445,nearest_intersection
11435,30JH4,Arlington Avenue,Near Arlington Avenue & Dorrance Street,IS,,3010740029,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,30JH4,,,PO,U,,,,,1,,1177632000000,blundonr,1282694400000,{165FC309-7CC1-536E-85AB-B3C4AD740B45},-71.074651807999942,42.388220452000041,STREET_FEA 568,STREET_FEA 568,209,intersection_preferred_150_plus_ft,boston-sam,2035,70-80 Alford St,Alford St,42.38871868,-71.07426860,Arlington Avenue & Dorrance Street,367,nearest_intersection
