objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
7488,28MH196,Bremen St,375 Bremen St,IS,1369872000000,2813740212,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=chalmersh,28MH196,,,U,U,,,,,1,,1382918400000,chalmersh,1382918400000,{66ABD885-9774-5C24-AD60-B820200047E7},-71.027956539999934,42.378077173000065,STREET_FEA 0,STREET_FEA 0,96,derived_50_100_ft,boston-sam,437622,375 Bremen St,Bremen St,42.37812276,-71.02760476,Bremen Street & Prescott Street,199,nearest_address
7496,28MH170,Prescott St,98 Prescott St,IS,,2813740167,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=659; METERED_FL=U; PLACEMENT=MIGRATED,28MH170,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{81712AB8-4025-5C9B-9412-2ED34D96FAB7},-71.028506001999972,42.377893949000054,118 (STREET_FEA 3381),STREET_FEA 3381,25,derived_0_50_ft,boston-sam,112634,98 Prescott St,Prescott St,42.37793968,-71.02857458,Bremen Street & Prescott Street,48,nearest_address
7509,29NH6,Saratoga St,630-632 Saratoga St,IS,971395200000,2914740081,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=941; METERED_FL=U; PLACEMENT=MIGRATED,29NH6,,,KE,KEK81-A,1997,,,,1,,1177632000000,chalmersh,1217980800000,{9E498AA2-243F-5C36-B999-14A336ED397D},-71.021933711999964,42.382423766000045,630-632 R (STREET_FEA 3793),STREET_FEA 3793,86,derived_50_100_ft,boston-sam,122727,630-632 Saratoga St,Saratoga St,42.38220568,-71.02180658,Chaucer Street & Curtis Street,302,nearest_address
7567,27MH90,London St,188 London St,IS,599616000000,2713740071,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1271; METERED_FL=U; PLACEMENT=MIGRATED,27MH90,,,MH,MH929,1988,,,,1,,1177632000000,chalmersh,1221177600000,{4881E97A-27AA-585C-AD45-BA3EE44CA033},-71.037033072999975,42.375094477000061,186 (STREET_FEA 2587),STREET_FEA 2587,30,derived_0_50_ft,boston-sam,87025,188 London St,London St,42.37516868,-71.03708058,London Street & Porter Street,326,nearest_address
7569,27MH7,London St,112 London St,IS,694224000000,2713740132,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2824; METERED_FL=U; PLACEMENT=MIGRATED,27MH7,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{CD38F9CD-C8CF-5686-B042-026111DAA9D8},-71.039491039999973,42.372943777000046,114 (STREET_FEA 2587),STREET_FEA 2587,40,derived_0_50_ft,boston-sam,86983,112 London St,London St,42.37297868,-71.03963059,London Street & Meridian Street,162,nearest_address
7584,25NH66,Airport Way,Near Airport Way & Central Parking Access Road,IS,1046995200000,2514740059,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=digiornom,25NH66,,,U,U,,,,,1,,1442880000000,digiornom,1442880000000,{840D0011-0BD3-5C8D-91D9-0E913DD01CD3},-71.020642014999964,42.365200209000079,STREET_FEA 2010,STREET_FEA 2010,307,intersection_preferred_150_plus_ft,boston-sam,459228,31 Terminal Rd,Terminal Rd,42.36472590,-71.01969804,Airport Way & Central Parking Access Road,776,nearest_intersection
7593,28MH54,Trenton St,58 Trenton St,IS,,2813740137,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2708; METERED_FL=U; PLACEMENT=MIGRATED,28MH54,,,US,USSEN,1980,,,,1,,1177632000000,connorsm,1217894400000,{5DBE5EBB-4199-5D78-A0EF-B0DB8519D07F},-71.037339244999941,42.378595445000030,58 (STREET_FEA 4220),STREET_FEA 4220,41,derived_0_50_ft,boston-sam,138380,58 Trenton St,Trenton St,42.37870568,-71.03736759,Marion Street & Trenton Street,60,nearest_address
7597,26NH56,Porter Street,Near Porter Street & Transportation Way,IS,,2614740080,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26NH56,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{91C9C46D-DE0D-59A1-84AB-60A533D469FA},-71.027427116999945,42.369156441000030,STREET_FEA 2693,STREET_FEA 2693,636,intersection_preferred_150_plus_ft,boston-sam,438036,20 Hotel Dr,Hotel Dr,42.36969684,-71.02517868,Porter Street & Transportation Way,160,nearest_intersection
7598,25NH51,Airport Way,Near Airport Way & Central Parking Access Road,IS,,2514740007,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,25NH51,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{279AD7DE-B533-57B1-9B84-59935BB695C6},-71.019356861999938,42.365106646000072,STREET_FEA 883,STREET_FEA 883,166,intersection_preferred_150_plus_ft,boston-sam,459228,31 Terminal Rd,Terminal Rd,42.36472590,-71.01969804,Airport Way & Central Parking Access Road,758,nearest_intersection
7599,26NH17,Airport Way,Near Airport Way & Hotel Drive,IS,,2614740043,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26NH17,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{83F6D2C7-6B5B-5B0C-9270-D3AD056583C9},-71.025290013999950,42.367813042000080,STREET_FEA 330,STREET_FEA 330,199,intersection_preferred_150_plus_ft,boston-sam,347640,10 Harborside Dr,Harborside Dr,42.36767027,-71.02600564,Airport Way & Hotel Drive,196,nearest_intersection
7608,25MH57,Jeffries Street,Near Jeffries Street & Marginal Street,IS,1166140800000,2513740081,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=dorleansr,25MH57,,,U,U,,,,,1,,1236556800000,blundonr,1244419200000,{95010585-15C4-50C4-B401-061B8C6BDF55},-71.032069259999957,42.362786258000028,249 (STREET_FEA 2702),STREET_FEA 2702,432,intersection_preferred_150_plus_ft,boston-sam,89800,233 Marginal St,Marginal St,42.36365068,-71.03317158,Jeffries Street & Marginal Street,642,nearest_intersection
7615,25NH7,Massachusetts Turnpike,Near Massachusetts Turnpike & Ted Williams Tunnel,IS,,2514740017,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,25NH7,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{245009DA-9B4D-58C0-8622-3E33F5FA061E},-71.021740004999970,42.363640511000028,STREET_FEA 187,STREET_FEA 187,331,intersection_preferred_150_plus_ft,boston-sam,341357,100 Terminal Rd,Terminal Rd,42.36454854,-71.02181801,Massachusetts Turnpike & Ted Williams Tunnel,1030,nearest_intersection
7617,29NH46,Bennington St,572-584 Bennington St,IS,911520000000,2914740068,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2916; METERED_FL=U; PLACEMENT=MIGRATED,29NH46,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1217980800000,{10A96448-1F0D-5931-8825-4AD6C5DFAEFC},-71.017579974999933,42.383030394000059,572 (STREET_FEA 503),STREET_FEA 503,40,derived_0_50_ft,boston-sam,162028,572-584 Bennington St,Bennington St,42.38308757,-71.01770528,Bennington Street & Moore Street,266,nearest_address
7629,27NH12,Airport Road,Near Airport Road & Hotel Drive,IS,,2714740026,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,27NH12,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{DD80DFBF-41E6-586A-BC74-AF52C7186002},-71.020738328999983,42.372716525000044,STREET_FEA 475,STREET_FEA 475,652,intersection_preferred_150_plus_ft,boston-sam,439533,243 Prescott St,Prescott St,42.37382241,-71.02264578,Airport Road & Hotel Drive,1676,nearest_intersection
7630,26NH77,Hotel Drive,Near Hotel Drive & Logan Memorial Way,IS,1046995200000,2614740101,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=3404; METERED_FL=U; PLACEMENT=digiornom,26NH77,,,U,U,,,,,1,,1442880000000,digiornom,1442880000000,{522BF050-C780-565D-9882-76A10FAE2507},-71.024533295999959,42.366634458000078,STREET_FEA 2010,STREET_FEA 2010,455,intersection_preferred_150_plus_ft,boston-sam,347660,16 Transportation Way,Transportation Way,42.36640924,-71.02619694,Hotel Drive & Logan Memorial Way,32,nearest_intersection
7658,25NH57,Harborside Drive,Near Harborside Drive & Hotel Drive,IS,,2514740050,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,25NH57,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{81DAFBE1-F62D-5D34-BB9D-1568BF0BB5CB},-71.025334240999939,42.363739199000065,STREET_FEA 2010,STREET_FEA 2010,153,intersection_preferred_150_plus_ft,boston-sam,155970,1 Harborside Dr,Harborside Dr,42.36341737,-71.02569939,Harborside Drive & Hotel Drive,472,nearest_intersection
7663,27MH169,Airport Road,Near Airport Road & Transportation Way,IS,1193875200000,2713740205,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=connorsm,27MH169,,,U,U,,,,,1,,1301529600000,connorsm,1301529600000,{2BED27D0-726C-5D4D-82ED-F18AF860A33D},-71.027868583999975,42.372487892000038,STREET_FEA 3404,STREET_FEA 3404,327,intersection_preferred_150_plus_ft,boston-sam,354270,64 Service Rd,Service Rd,42.37202054,-71.02683142,Airport Road & Transportation Way,693,nearest_intersection
7665,27MH165,Airport Road,Near Airport Road & Transportation Way,IS,1193875200000,2713740201,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=connorsm,27MH165,,,U,U,,,,,1,,1301529600000,connorsm,1301529600000,{C1954A55-6C86-5132-8D9C-51DB41801BE7},-71.029861854999979,42.373062192000077,STREET_FEA 3404,STREET_FEA 3404,196,intersection_preferred_150_plus_ft,boston-sam,352356,5 Service Rd,Service Rd,42.37347170,-71.03033518,Airport Road & Transportation Way,460,nearest_intersection
7669,26MH61,Porter Street,Near Porter Street & Transportation Way,IS,1193875200000,2613740037,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26MH61,,,U,U,,,,,1,,1177632000000,connorsm,1301529600000,{5C380607-3F37-5024-9A1E-359B74A23E12},-71.028368327999942,42.370053817000041,STREET_FEA 3039,STREET_FEA 3039,351,intersection_preferred_150_plus_ft,boston-sam,343203,222 Porter St,Porter St,42.37078067,-71.02922520,Porter Street & Transportation Way,374,nearest_intersection
7671,27MH166,Airport Road,Near Airport Road & Transportation Way,IS,1193875200000,2713740202,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=connorsm,27MH166,,,U,U,,,,,1,,1301529600000,connorsm,1301529600000,{7313B928-F48E-5761-A511-EC5B4B09BDA3},-71.029365025999937,42.372422358000051,STREET_FEA 3404,STREET_FEA 3404,456,intersection_preferred_150_plus_ft,boston-sam,168866,220 Porter St,Porter St,42.37120474,-71.02975827,Airport Road & Transportation Way,644,nearest_intersection
7681,26NH63,Airport Road,Near Airport Road & Hotel Drive,IS,1193875200000,2614740087,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=connorsm,26NH63,,,U,U,,,,,1,,1301529600000,connorsm,1301529600000,{973F4776-B6BB-5F7B-A24D-99B4C9DA756E},-71.025741757999981,42.369811949000052,STREET_FEA 3404,STREET_FEA 3404,157,intersection_preferred_150_plus_ft,boston-sam,438036,20 Hotel Dr,Hotel Dr,42.36969684,-71.02517868,Airport Road & Hotel Drive,52,nearest_intersection
7682,27MH162,Airport Road,Near Airport Road & Cottage Street,IS,1193875200000,2713740198,,,AS BUILT,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=connorsm,27MH162,,,U,U,,,,,1,,1301529600000,connorsm,1301529600000,{B4476716-1984-5FBB-8556-5EFB22F0BF1D},-71.029234593999945,42.374621906000073,STREET_FEA 148,STREET_FEA 148,294,intersection_preferred_150_plus_ft,boston-sam,347661,1 Transportation Way,Transportation Way,42.37433129,-71.03025547,Airport Road & Cottage Street,87,nearest_intersection
7683,27MH167,Airport Road,Near Airport Road & Transportation Way,IS,1193875200000,2713740203,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=connorsm,27MH167,,,U,U,,,,,1,,1301529600000,connorsm,1301529600000,{AA7F44E6-C1CE-58E7-945C-BDFEA60AEFF0},-71.028625840999950,42.371855645000039,STREET_FEA 3404,STREET_FEA 3404,386,intersection_preferred_150_plus_ft,boston-sam,168866,220 Porter St,Porter St,42.37120474,-71.02975827,Airport Road & Transportation Way,853,nearest_intersection
7688,27MH66,Chelsea St,135 Chelsea St,IS,,2713740136,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3360; METERED_FL=U; PLACEMENT=MIGRATED,27MH66,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1217894400000,{3B7FF392-E7C1-5EB4-B38C-18803D0F6CC2},-71.034505726999953,42.372744442000055,STREET_FEA 659,STREET_FEA 659,148,derived_100_150_ft,boston-sam,30313,135 Chelsea St,Chelsea St,42.37310868,-71.03475058,Bremen Street & George R. Visconti Road,52,nearest_address
7713,29OH64,Bennington St,1020-1022 Bennington St,IS,1243468800000,2915740108,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3793; METERED_FL=U; PLACEMENT=MIGRATED,29OH64,,,KE,KEK81-A,2009,,,,1,,1177632000000,chalmersh,1323129600000,{F61C12CA-D050-545C-B5E6-F7742056851A},-71.006057957999985,42.386799444000076,1023-1081 (STREET_FEA 503),STREET_FEA 503,122,derived_100_150_ft,boston-sam,14520,1020-1022 Bennington St,Bennington St,42.38712868,-71.00614358,Bennington Street & Breed Street,87,nearest_address
7725,28NH60,Chelsea St,465-467 Chelsea St,IS,,2814740013,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=12; METERED_FL=U; PLACEMENT=MIGRATED,28NH60,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{673B0B81-565C-5DFB-8DEE-406EF92DB752},-71.024934813999948,42.381693514000062,457-467 (STREET_FEA 947),STREET_FEA 947,45,derived_0_50_ft,boston-sam,341959,465-467 Chelsea St,Chelsea St,42.38163575,-71.02478515,Chelsea Street & East Eagle Street,234,nearest_address
7733,29NH80,Chelsea St,605 Chelsea St,IS,,2914740001,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1222; METERED_FL=U; PLACEMENT=MIGRATED,29NH80,,,MU,MUCENT,2000,,,,1,,1177632000000,mulline,1250208000000,{B0BA999B-AD28-5843-8DAD-0194F5D5959C},-71.021126917999936,42.386030338000069,STREET_FEA 947,STREET_FEA 947,82,derived_50_100_ft,boston-sam,30590,605 Chelsea St,Chelsea St,42.38607168,-71.02142658,Addison Street & McClellan Highway,483,nearest_address
7754,29MH26,Glendon St,24 Glendon St,IS,1222473600000,2913740009,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1838; METERED_FL=U; PLACEMENT=MIGRATED,29MH26,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1276473600000,{D10E42EF-8BD6-58F9-A59A-E1C7A908F5A0},-71.030500789999962,42.382633387000055,STREET_FEA 1102,STREET_FEA 1102,137,derived_100_150_ft,boston-sam,64226,24 Glendon St,Glendon St,42.38225868,-71.03046058,Condor Street & Glendon Street,65,nearest_address
7766,26NH11,Airport Way,Near Airport Way & Logan Memorial Way,IS,,2614740030,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26NH11,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{DC7E9C25-E1C0-5D3E-8F92-8FE879EB6BBB},-71.022782643999960,42.368915842000035,STREET_FEA 3404,STREET_FEA 3404,506,intersection_preferred_150_plus_ft,boston-sam,350791,1 Hotel Dr,Hotel Dr,42.36754155,-71.02305558,Airport Way & Logan Memorial Way,437,nearest_intersection
7842,25NH18,Harborside Drive,Near Harborside Drive & Hotel Drive,IS,,2514740043,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,25NH18,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{22477F87-8180-5657-BDAD-5247E1B5F988},-71.019627254999989,42.361891703000026,STREET_FEA 4438,STREET_FEA 4438,393,intersection_preferred_150_plus_ft,boston-sam,341353,200 Terminal Rd,Terminal Rd,42.36268602,-71.01863556,Harborside Drive & Hotel Drive,1873,nearest_intersection
7849,26NH16,Airport Road - Arrivals Level,Near Airport Road - Arrivals Level & Central Parking Access Road,IS,,2614740041,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26NH16,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{B9CB1EF5-F0B5-5F37-A456-57EDB2CB2C09},-71.020839514999977,42.367807510000034,STREET_FEA 3937,STREET_FEA 3937,189,intersection_preferred_150_plus_ft,boston-sam,341350,550 Terminal Rd,Terminal Rd,42.36832578,-71.02087653,Airport Road - Arrivals Level & Central Parking Access Road,173,nearest_intersection
7860,29OH106,Horace St,172 Horace St,IS,885513600000,2915740110,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=7709; METERED_FL=U; PLACEMENT=MIGRATED,29OH106,,,KE,KEK81-A,1998,,,,1,,1177632000000,palaciolv,1217894400000,{F510A64A-507B-574A-B71B-211145C5C3A3},-71.011249986999985,42.384175168000070,STREET_FEA 1113,STREET_FEA 1113,138,derived_100_150_ft,boston-sam,460196,172 Horace St,Horace St,42.38438845,-71.01167264,Bennington Street & Westbrook Street,398,nearest_address
7895,30PH42,Orient Ave,49 Orient Ave,IS,,3016740051,,,GIS,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=443; METERED_FL=U; PLACEMENT=blundonr,30PH42,,,WA,WAWB67P,1987,,,,1,,1208390400000,blundonr,1255478400000,{2FD98D74-4364-5D87-95C0-C960642CD303},-71.001243668999962,42.390132123000058,49 (STREET_FEA 3167),STREET_FEA 3167,65,derived_50_100_ft,boston-sam,105627,49 Orient Ave,Orient Ave,42.39026868,-71.00109057,Beachview Road & Orient Avenue,195,nearest_address
7927,28MH152,Lexington St,222 Lexington St,IS,,2813740091,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3484; METERED_FL=U; PLACEMENT=MIGRATED,28MH152,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{602B6A3B-ADE9-533B-9416-532E8D04A683},-71.031888508999941,42.379872990000081,222 (STREET_FEA 2537),STREET_FEA 2537,44,derived_0_50_ft,boston-sam,85599,222 Lexington St,Lexington St,42.37998868,-71.03193058,Trenton Street & White Street,243,nearest_address
7937,28MH100,Putnam St,75 Putnam St,IS,,2813740083,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4220; METERED_FL=U; PLACEMENT=MIGRATED,28MH100,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1217894400000,{2F0E0306-CB2D-51E7-94F4-80595C03BF12},-71.033335196999985,42.380092557000069,75 (STREET_FEA 3484),STREET_FEA 3484,32,derived_0_50_ft,boston-sam,113676,75 Putnam St,Putnam St,42.38011868,-71.03345058,Putnam Street & Trenton Street,38,nearest_address
7965,26MH150,Lubec St,58 Lubec St,IS,,2613740033,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1881; METERED_FL=U; PLACEMENT=MIGRATED,26MH150,,,KE,KEK81,2010,,,,1,,1177632000000,blundonr,1244505600000,{192AB5DD-3868-5DEE-BA4A-2D2C13EA1685},-71.033841993999943,42.370191989000034,58 (STREET_FEA 2622),STREET_FEA 2622,41,derived_0_50_ft,boston-sam,87710,58 Lubec St,Lubec St,42.37027868,-71.03394058,Gove Street & Lubec Street,121,nearest_address
7978,26NH3,Airport Road - Arrivals Level,Near Airport Road - Arrivals Level & Central Parking Access Road,IS,,2614740011,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26NH3,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{FDCA040F-D64F-5D57-9936-2E33FF8DBCDA},-71.020180474999961,42.370066863000034,STREET_FEA 3404,STREET_FEA 3404,207,intersection_preferred_150_plus_ft,boston-sam,341351,500 Terminal Rd,Terminal Rd,42.36991288,-71.01943985,Airport Road - Arrivals Level & Central Parking Access Road,816,nearest_intersection
7980,26NH10,Airport Road - Arrivals Level,Near Airport Road - Arrivals Level & Central Parking Access Road,IS,,2614740027,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26NH10,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{E4A7310F-FE62-5B29-BBB4-F2CA27EA7FCD},-71.018229266999981,42.369041595000056,STREET_FEA 2693,STREET_FEA 2693,454,intersection_preferred_150_plus_ft,boston-sam,341351,500 Terminal Rd,Terminal Rd,42.36991288,-71.01943985,Airport Road - Arrivals Level & Central Parking Access Road,690,nearest_intersection
7991,27NH2,Neptune Court,Near Neptune Court & Neptune Road,IS,,2714740015,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,27NH2,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{9F76F9C7-86E3-5AA3-8D28-C3A136DEE00A},-71.021314617999963,42.374993938000046,STREET_FEA 373,STREET_FEA 373,475,intersection_preferred_150_plus_ft,boston-sam,341289,240 Prescott St,Prescott St,42.37500695,-71.02307961,Neptune Court & Neptune Road,1314,nearest_intersection
8094,26MH46,Sumner St,338-344 Sumner St,IS,,2613740127,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1154; METERED_FL=U; PLACEMENT=MIGRATED,26MH46,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1244505600000,{076CC793-290D-548E-A40A-B2EFA4182B17},-71.035418670999945,42.367065203000038,342 (STREET_FEA 4062),STREET_FEA 4062,36,derived_0_50_ft,boston-sam,132403,338-344 Sumner St,Sumner St,42.36716168,-71.03539358,Sumner Street & Webster Avenue,81,nearest_address
8105,28LH62,Border St,336 Border St,IS,1305849600000,2812740074,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1567; METERED_FL=U; PLACEMENT=digiornom,28LH62,,,U,U,,,,,1,,1443657600000,digiornom,1443657600000,{5F7ECFDF-CC15-59E8-B3A3-218F2A314755},-71.040864151999983,42.378866674000051,334 (STREET_FEA 588),STREET_FEA 588,94,derived_50_100_ft,boston-sam,355828,336 Border St,Border St,42.37882928,-71.04051922,Border Street & Eutaw Street,242,nearest_address
8106,30OH18,William F McClellan Hwy,430 William F McClellan Hwy,IS,,3015740021,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,30OH18,,,KE,U,,,,,1,,1177632000000,blundonr,1282694400000,{5C9BDE1C-4E1B-5482-8B29-631FE8E5BB4D},-71.013062621999950,42.392237650000027,STREET_FEA 4627,STREET_FEA 4627,83,derived_50_100_ft,boston-sam,156611,430 William F McClellan Hwy,William F McClellan Hwy,42.39204335,-71.01322732,Boardman Street & McClellan Highway,226,nearest_address
8109,26MH14,Marginal St,28-30 Marginal St,IS,,2613740119,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=46; METERED_FL=U; PLACEMENT=MIGRATED,26MH14,,,KE,KEK81,2010,,,,1,,1177632000000,denapolipd,1217894400000,{FFB33860-B1C9-5A5F-A897-BAD83F1F90B7},-71.040335533999951,42.367319194000061,30 (STREET_FEA 2702),STREET_FEA 2702,37,derived_0_50_ft,boston-sam,343041,28-30 Marginal St,Marginal St,42.36741046,-71.04027845,Marginal Street & South Bremen Street,122,nearest_address
8117,27MH77,Paris St,177R Paris St,IS,,2713740115,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3360; METERED_FL=U; PLACEMENT=MIGRATED,27MH77,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1217894400000,{7DB53ED7-3747-5559-BDB6-A17AC263ED02},-71.035547999999949,42.373448295000060,132 (STREET_FEA 947),STREET_FEA 947,86,derived_50_100_ft,boston-sam,419867,177R Paris St,Paris St,42.37368457,-71.03554615,Chelsea Street & George R. Visconti Road,181,nearest_address
8119,27NH16,Airport Road,Near Airport Road & Transportation Way,IS,,2714330026,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,27NH16,,,LO,U,,,,,1,,1177632000000,blundonr,1282694400000,{E69D14E8-1258-5A32-A6E2-5CF29631BA61},-71.024688701999935,42.373216254000056,STREET_FEA 4398,STREET_FEA 4398,437,intersection_preferred_150_plus_ft,boston-sam,343208,239 Prescott St,Prescott St,42.37440863,-71.02489170,Airport Road & Transportation Way,1225,nearest_intersection
8120,26NH23,Hotel Drive,Near Hotel Drive & Logan Memorial Way,IS,,2614740053,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26NH23,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{479BE9F4-0B42-566B-BA5E-34F56087C7F1},-71.023809439999980,42.366998501000069,STREET_FEA 3936,STREET_FEA 3936,283,intersection_preferred_150_plus_ft,boston-sam,350791,1 Hotel Dr,Hotel Dr,42.36754155,-71.02305558,Hotel Drive & Logan Memorial Way,204,nearest_intersection
8124,25NH29,Massachusetts Turnpike,Near Massachusetts Turnpike & Ted Williams Tunnel,IS,,2514740012,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,25NH29,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{EF8709F3-BA65-578C-AA65-CD8B84B0B788},-71.021055126999954,42.364419764000047,STREET_FEA 278,STREET_FEA 278,210,intersection_preferred_150_plus_ft,boston-sam,341357,100 Terminal Rd,Terminal Rd,42.36454854,-71.02181801,Massachusetts Turnpike & Ted Williams Tunnel,1047,nearest_intersection
8125,28LH60,Border Street,Near Border Street & White Street,IS,1305849600000,2812740072,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=4502; METERED_FL=U; PLACEMENT=digiornom,28LH60,,,U,U,,,,,1,,1443657600000,digiornom,1443657600000,{7B463205-0ED2-58D2-9427-3E1FBAE9F908},-71.041657279999981,42.380347155000038,400 (STREET_FEA 588),STREET_FEA 588,181,intersection_preferred_150_plus_ft,boston-sam,423743,418-434 Border St,Border St,42.38084308,-71.04162805,Border Street & White Street,398,nearest_intersection
