objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
1766,28MH178,Saratoga St,449-451 Saratoga St,IS,,2813740101,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3875; METERED_FL=U; PLACEMENT=MIGRATED,28MH178,,,MU,MUCENT,1976,,,,1,,1177632000000,mulline,1250121600000,{59C78DB6-648F-5338-8E89-B5FA582DD644},-71.028161714999953,42.379591323000056,449-451 (STREET_FEA 3793),STREET_FEA 3793,23,derived_0_50_ft,boston-sam,122669,449-451 Saratoga St,Saratoga St,42.37954568,-71.02810058,Chelsea Street & Day Square,145,nearest_address
1781,29NH72,Addison St,155 Addison St,IS,,2914740023,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3793; METERED_FL=U; PLACEMENT=MIGRATED,29NH72,,,MU,MUCENT,1982,,,,1,,1177632000000,chalmersh,1217980800000,{B38A7DA8-5C29-580C-A53A-9D1D9E9ADAB2},-71.015320380999981,42.385100499000032,145 (STREET_FEA 135),STREET_FEA 135,48,derived_0_50_ft,boston-sam,1128,155 Addison St,Addison St,42.38498368,-71.01523858,Saratoga Street & Wordsworth Street,256,nearest_address
1797,29OH26,Saratoga St,879 Saratoga St,IS,,2915740070,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=652; METERED_FL=U; PLACEMENT=MIGRATED,29OH26,,,KE,KEK81,1999,,,,1,,1177632000000,chalmersh,1327536000000,{B314EA0A-0D39-5B49-B45D-43D7AEB3DB0D},-71.012306209999963,42.385507330000053,877 (STREET_FEA 3793),STREET_FEA 3793,32,derived_0_50_ft,boston-sam,122868,879 Saratoga St,Saratoga St,42.38546868,-71.01220058,Brandywyne Drive & Saratoga Street,165,nearest_address
1805,26MH156,Orleans St,161-163 Orleans St,IS,1213920000000,2613740006,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=5216; METERED_FL=U; PLACEMENT=MIGRATED,26MH156,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1285200000000,{C425712F-F349-580D-8D0C-E953180475F0},-71.035024160999967,42.371071430000029,161-163 OP (STREET_FEA 3171),STREET_FEA 3171,75,derived_50_100_ft,boston-sam,105948,161-163 Orleans St,Orleans St,42.37096868,-71.03478058,Gove Street & Orleans Street,235,nearest_address
1866,30OH122,Faywood Ave,205-219 Faywood Ave,IS,,3015740026,,,MANUAL,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=3167; METERED_FL=U; PLACEMENT=MIGRATED,30OH122,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1217894400000,{A908ED82-66AF-561C-8A9D-86251DD4D031},-71.009972607999941,42.392197873000043,219 (STREET_FEA 1629),STREET_FEA 1629,54,derived_50_100_ft,boston-sam,441980,205-219 Faywood Ave,Faywood Ave,42.39228094,-71.00980835,Faywood Avenue & Orient Avenue,235,nearest_address
1868,28NH32,Princeton St,370 Princeton St,IS,,2814740038,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1422; METERED_FL=U; PLACEMENT=MIGRATED,28NH32,,,US,USSEN,1980,,,,1,,1177632000000,chalmersh,1217894400000,{EC63713E-6A4B-556A-9294-A3171CAB7A85},-71.026567129999933,42.381086776000075,STREET_FEA 3393,STREET_FEA 3393,35,derived_0_50_ft,boston-sam,420682,370 Princeton St,Princeton St,42.38114438,-71.02667051,Eagle Square & Princeton Street,46,nearest_address
1869,30PH36,Waldemar Ave,17 Waldemar Ave,IS,,3016740008,,,GPS,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=3167; METERED_FL=U; PLACEMENT=MIGRATED,30PH36,,,MU,MUCENT,2003,,,,1,,1177632000000,mulline,1217894400000,{77D8122C-A361-5C2C-A5AA-2A9605CA7002},-70.999137306999955,42.390517732000035,17 (STREET_FEA 4341),STREET_FEA 4341,38,derived_0_50_ft,boston-sam,141483,17 Waldemar Ave,Waldemar Ave,42.39059868,-70.99905057,Faywood Avenue & Orient Avenue,280,nearest_address
1879,28MH102,Eutaw St,100 Eutaw St,IS,,2813740089,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=701; METERED_FL=U; PLACEMENT=MIGRATED,28MH102,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1217894400000,{CC0B1A98-BA32-50B6-8A18-D63E7CC506C7},-71.035697058999972,42.379979127000070,104-106 (STREET_FEA 1567),STREET_FEA 1567,45,derived_0_50_ft,boston-sam,54659,100 Eutaw St,Eutaw St,42.38009580,-71.03575475,Brooks Street & Eutaw Street,33,nearest_address
1880,27MH36,Meridian St,273-283 Meridian St,IS,567993600000,2713740009,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3393; METERED_FL=U; PLACEMENT=MIGRATED,27MH36,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{5C4F18CC-07D3-5DD3-927A-9C32B6BCF74B},-71.039059059999943,42.376484036000079,273-283 (STREET_FEA 2824),STREET_FEA 2824,45,derived_0_50_ft,boston-sam,167622,273-283 Meridian St,Meridian St,42.37657884,-71.03895081,Meridian Street & Princeton Street,45,nearest_address
1896,28NH82,Cowper St,118 Cowper St,IS,865123200000,2814740036,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=770; METERED_FL=U; PLACEMENT=MIGRATED,28NH82,,,KE,KEK81-A,1997,,,,1,,1177632000000,chalmersh,1217894400000,{F7892F6E-1A08-5256-BE9B-E995ED1C96D6},-71.016017669999940,42.381225900000061,118 (STREET_FEA 1169),STREET_FEA 1169,37,derived_0_50_ft,boston-sam,43928,118 Cowper St,Cowper St,42.38130868,-71.01610058,Coleridge Street & Short Street,282,nearest_address
1899,26MH92,Maverick St,345 Maverick St,IS,,2613740158,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=289; METERED_FL=U; PLACEMENT=MIGRATED,26MH92,,,MU,MUCENT,2002,,,,1,,1177632000000,denapolipd,1217894400000,{71229743-6CD6-5777-91C2-0A3D72E4472F},-71.030487410999967,42.366398917000026,347 (STREET_FEA 2763),STREET_FEA 2763,36,derived_0_50_ft,boston-sam,93061,345 Maverick St,Maverick St,42.36634868,-71.03060058,Aramon Street & Maverick Street,70,nearest_address
1904,26MH138,Bremen St,66 Bremen St,IS,,2613740031,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2763; METERED_FL=U; PLACEMENT=MIGRATED,26MH138,,,MU,MUCENT,1989,,,,1,,1177632000000,denapolipd,1217894400000,{561D91F8-B11C-5F69-AE31-FF90968AA33E},-71.037322861999940,42.370305750000057,66 (STREET_FEA 659),STREET_FEA 659,45,derived_0_50_ft,boston-sam,19887,66 Bremen St,Bremen St,42.37029868,-71.03749058,Chelsea Street & Emmons Street,206,nearest_address
1907,28MH130,Bremen St,344 Bremen St,IS,,2813740186,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3381; METERED_FL=U; PLACEMENT=MIGRATED,28MH130,,,MU,MUCENT,1976,,,,1,,1177632000000,connorsm,1217894400000,{89CDF1D3-BFAB-582E-B8BD-C9537D7AF901},-71.029164738999953,42.377322833000051,344 (STREET_FEA 659),STREET_FEA 659,67,derived_50_100_ft,boston-sam,19866,344 Bremen St,Bremen St,42.37750057,-71.02910335,Bremen Street & Prescott Street,228,nearest_address
1910,27MH76,Marion St,255 Marion St,IS,,2713740101,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=659; METERED_FL=U; PLACEMENT=MIGRATED,27MH76,,,MU,MUCENT,2002,,,,1,,1177632000000,denapolipd,1217894400000,{A9D83126-B92A-5C91-89C5-BEED85607B68},-71.032992184999955,42.374021206000066,255 (STREET_FEA 2708),STREET_FEA 2708,24,derived_0_50_ft,boston-sam,90035,255 Marion St,Marion St,42.37408668,-71.03300658,Bremen Street & Marion Street,63,nearest_address
1919,28MH168,Falcon St,206-208 Falcon St,IS,,2813740001,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1604; METERED_FL=U; PLACEMENT=MIGRATED,28MH168,,,KE,KEK81-A,2007,,,,1,,1177632000000,denapolipd,1221004800000,{D54EFF45-C53F-53CD-AFA5-5266E72FF1EB},-71.030194975999962,42.382158044000050,24 OPP (STREET_FEA 1838),STREET_FEA 1838,57,derived_50_100_ft,boston-sam,165191,206-208 Falcon St,Falcon St,42.38212731,-71.03040293,Falcon Street & Glendon Street,71,nearest_address
1934,30OH78,Orient Ave,87-89 Orient Ave,IS,,3015740078,,,MANUAL,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=3830; METERED_FL=U; PLACEMENT=MIGRATED,30OH78,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1217894400000,{4A924714-B743-5022-8FB9-777F2BDA260B},-71.003167939999969,42.390197597000054,89-87 (STREET_FEA 3167),STREET_FEA 3167,42,derived_0_50_ft,boston-sam,105643,87-89 Orient Ave,Orient Ave,42.39029968,-71.00324157,Orient Avenue & Sea View Avenue,200,nearest_address
1948,30OH66,Gladstone St,125 Gladstone St,IS,788918400000,3015740097,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3849; METERED_FL=U; PLACEMENT=MIGRATED,30OH66,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1217894400000,{9D158EF9-4EED-5530-82BB-AECD024F8E7C},-71.005099477999977,42.389369952000038,125 (STREET_FEA 1826),STREET_FEA 1826,42,derived_0_50_ft,boston-sam,63815,125 Gladstone St,Gladstone St,42.38947868,-71.00505057,Gladstone Street & Selma Street,299,nearest_address
1955,26MH80,Orleans St,54 Orleans St,IS,1117584000000,2613740075,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1578; METERED_FL=U; PLACEMENT=MIGRATED,26MH80,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1217894400000,{C384CD11-DAC7-55C5-883B-CF323CA87D71},-71.037575898999933,42.368707899000071,54 (STREET_FEA 3171),STREET_FEA 3171,51,derived_50_100_ft,boston-sam,353808,54 Orleans St,Orleans St,42.36874467,-71.03776044,Everett Street & Orleans Street,25,nearest_address
1957,30PH24,Gladstone St,25 Gladstone St,IS,,3016740029,,,GPS,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=4355; METERED_FL=U; PLACEMENT=MIGRATED,30PH24,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1217894400000,{EB2BF9F3-E3F9-572E-8AEA-12020DDF1C19},-71.000731280999958,42.389154323000071,25 (STREET_FEA 1826),STREET_FEA 1826,60,derived_50_100_ft,boston-sam,63856,25 Gladstone St,Gladstone St,42.38930868,-71.00065057,Bennington Street & Leyden Street,249,nearest_address
1974,28MH6,Border St,301-303 Border St,IS,1238716800000,2813740143,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1567; METERED_FL=U; PLACEMENT=MIGRATED,28MH6,,,KE,KEK81-A,2009,,,,1,,1177632000000,chalmersh,1288224000000,{0A0033AA-04F5-587D-A4FB-58121776FD7F},-71.040097135999986,42.378502450000042,312 (STREET_FEA 588),STREET_FEA 588,91,derived_50_100_ft,boston-sam,420776,301-303 Border St,Border St,42.37838280,-71.03980021,Border Street & Eutaw Street,52,nearest_address
2011,26MH110,Maverick St,157 Maverick St,IS,,2613740049,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=659; METERED_FL=U; PLACEMENT=MIGRATED,26MH110,,,KE,KEK81-A,2007,,,,1,,1177632000000,denapolipd,1217894400000,{AD884F31-348F-542F-B648-B591B2B83C69},-71.038077778999934,42.369709185000033,157 (STREET_FEA 2763),STREET_FEA 2763,22,derived_0_50_ft,boston-sam,92960,157 Maverick St,Maverick St,42.36966868,-71.03814058,Bremen Street & Maverick Street,38,nearest_address
2020,26MH24,Webster St,100 Webster St,IS,,2613740141,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1154; METERED_FL=U; PLACEMENT=MIGRATED,26MH24,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{20570914-70FD-5DB9-9989-4347903DA7A7},-71.037043901999937,42.366791320000061,98 (STREET_FEA 4422),STREET_FEA 4422,24,derived_0_50_ft,boston-sam,171397,100 Webster St,Webster St,42.36682189,-71.03696382,Cottage Street & Webster Street,247,nearest_address
2068,29NH54,Byron St,48 Byron St,IS,,2914740026,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4637; METERED_FL=U; PLACEMENT=MIGRATED,29NH54,,,MU,MUCENT,1989,,,,1,,1177632000000,chalmersh,1217980800000,{CEFEA9F3-E2CA-561B-BD23-AB7D699B73D7},-71.019813646999978,42.384790856000052,48 (STREET_FEA 770),STREET_FEA 770,57,derived_50_100_ft,boston-sam,24595,48 Byron St,Byron St,42.38489868,-71.01966058,Byron Street & McClellan Highway,62,nearest_address
2075,30NH4,Brandywyne Drive,Near Brandywyne Drive & Trustman Terrace,IS,,3014740004,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3404; METERED_FL=U; PLACEMENT=MIGRATED,30NH4,,,KE,KEK81-A,1998,,,,1,,1177632000000,mulline,1250208000000,{DE17E93A-A700-5BC7-BA1E-99AE3D76FF20},-71.016497543999947,42.388265114000035,STREET_FEA 4532,STREET_FEA 4532,151,intersection_preferred_150_plus_ft,boston-sam,336915,230 William F McClellan Hwy H,William F McClellan Hwy,42.38862824,-71.01622314,Brandywyne Drive & Trustman Terrace,1040,nearest_intersection
2081,30OH32,Bennington St,1102 Bennington St,IS,1253923200000,3015740144,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=322; METERED_FL=U; PLACEMENT=MIGRATED,30OH32,,,KE,KEK81-A,2009,,,,1,,1177632000000,chalmersh,1324425600000,{475E7401-1CC4-506D-B8FA-319FC3306D6E},-71.002544287999967,42.387728709000044,1102 OPP (STREET_FEA 503),STREET_FEA 503,133,derived_100_150_ft,boston-sam,14566,1102 Bennington St,Bennington St,42.38806868,-71.00272057,Bennington Street & Blackinton Street,329,nearest_address
2088,27MH71,Chelsea St,145 Chelsea St,IS,,2713740120,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=5624; METERED_FL=U; PLACEMENT=MIGRATED,27MH71,,,US,USSEN,1980,,,,1,,1177632000000,connorsm,1217894400000,{F1EB5C61-2611-57D9-8BA0-D80D1ACED325},-71.034572435999962,42.373398407000025,147 (STREET_FEA 947),STREET_FEA 947,35,derived_0_50_ft,boston-sam,30324,145 Chelsea St,Chelsea St,42.37331868,-71.03450058,Chelsea Street & Chelsea Terrace,52,nearest_address
2094,27MH64,London St,149 London St,IS,,2713740111,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2824; METERED_FL=U; PLACEMENT=MIGRATED,27MH64,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1217894400000,{648D60EE-D3EA-511C-B6A3-9E60C7C4FF00},-71.038455446999933,42.373867559000075,149 OPP (STREET_FEA 2587),STREET_FEA 2587,69,derived_50_100_ft,boston-sam,87012,149 London St,London St,42.37380168,-71.03821559,East Boston Expressway & Sumner Tunnel,157,nearest_address
2100,30PH40,Waldemar Ave,61 Waldemar Ave,IS,,3016740003,,,GPS,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=3167; METERED_FL=U; PLACEMENT=MIGRATED,30PH40,,,KE,KEK81-A,1995,,,,1,,1177632000000,mulline,1217894400000,{0ABC4A81-C694-575E-9454-652CC1DF20BC},-71.000803019999978,42.391268611000044,61 (STREET_FEA 4341),STREET_FEA 4341,46,derived_0_50_ft,boston-sam,141504,61 Waldemar Ave,Waldemar Ave,42.39137868,-71.00072057,Beachview Road & Orient Avenue,524,nearest_address
2102,30OH38,Leyden St,241 Leyden St,IS,,3015740127,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=503; METERED_FL=U; PLACEMENT=MIGRATED,30OH38,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1217894400000,{7F014926-AD4A-54CC-A0FA-1C59150470E6},-71.001937941999984,42.388520758000027,241 (STREET_FEA 2538),STREET_FEA 2538,34,derived_0_50_ft,boston-sam,85803,241 Leyden St,Leyden St,42.38843868,-71.00188057,Bennington Street & Leyden Street,390,nearest_address
2105,27MH72,Chelsea St,173 Chelsea St,IS,,2713740105,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2708; METERED_FL=U; PLACEMENT=MIGRATED,27MH72,,,MU,MUCENT,1977,,,,1,,1177632000000,denapolipd,1217894400000,{FBACE11C-1D39-5127-86F8-4EAAB8D6A538},-71.033886699999982,42.373980067000048,173 (STREET_FEA 947),STREET_FEA 947,28,derived_0_50_ft,boston-sam,30361,173 Chelsea St,Chelsea St,42.37394868,-71.03379058,Chelsea Street & Marion Street,233,nearest_address
2111,30OH60,Gladstone St,46 Gladstone St,IS,694224000000,3015740105,,,GPS,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=4355; METERED_FL=U; PLACEMENT=MIGRATED,30OH60,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1217894400000,{60A3886F-0FB4-5738-AEFF-FB73F19C8A95},-71.001830525999935,42.389196212000058,49 (STREET_FEA 1826),STREET_FEA 1826,71,derived_50_100_ft,boston-sam,63867,46 Gladstone St,Gladstone St,42.38901868,-71.00172057,Beachview Road & Orient Avenue,336,nearest_address
2118,28MH160,E Eagle St,221 E Eagle St,IS,,2813740036,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3484; METERED_FL=U; PLACEMENT=MIGRATED,28MH160,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{1A027B66-9435-5820-BE80-D7487CC9706D},-71.032373813999982,42.381300602000067,221 (STREET_FEA 12),STREET_FEA 12,38,derived_0_50_ft,boston-sam,50696,221 E Eagle St,E Eagle St,42.38119868,-71.03240058,East Eagle Street & Prescott Street,274,nearest_address
2130,30PH30,Orient Ave,49 Orient Ave,IS,,3016740016,,,GPS,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=1629; METERED_FL=U; PLACEMENT=MIGRATED,30PH30,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1217894400000,{E4F1FD1C-25DB-5332-A379-691963BE5DF3},-71.001111197999933,42.390126449000036,49 (STREET_FEA 3167),STREET_FEA 3167,52,derived_50_100_ft,boston-sam,105627,49 Orient Ave,Orient Ave,42.39026868,-71.00109057,Beachview Road & Orient Avenue,230,nearest_address
2134,30OH6,Boardman St,61 Boardman St,IS,,3015740122,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=322; METERED_FL=U; PLACEMENT=MIGRATED,30OH6,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1217894400000,{462331DC-157D-5043-9EF6-702E43B7F638},-71.010002189999966,42.388730162000058,61 (STREET_FEA 576),STREET_FEA 576,66,derived_50_100_ft,boston-sam,16690,61 Boardman St,Boardman St,42.38889868,-71.01009058,Ashley Street & Boardman Street,458,nearest_address
2186,28NH28,Saratoga St,470A-472 Saratoga St,IS,,2814740074,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3793; METERED_FL=U; PLACEMENT=MIGRATED,28NH28,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1250121600000,{C4B0F88F-48E2-5330-B772-E1D17F62A477},-71.027474172999973,42.380030288000057,472 (STREET_FEA 3875),STREET_FEA 3875,31,derived_0_50_ft,boston-sam,169459,470A-472 Saratoga St,Saratoga St,42.38007772,-71.02756793,Saratoga Street & Shelby Street,43,nearest_address
2190,28MH92,Princeton St,189-191 Princeton St,IS,,2813740126,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3484; METERED_FL=U; PLACEMENT=MIGRATED,28MH92,,,KE,KEK81-A,2011,,,,1,,1177632000000,connorsm,1217894400000,{5A262EDA-D496-57C1-897F-26EBCE88BEC8},-71.032366312999955,42.378745954000067,191 (STREET_FEA 3393),STREET_FEA 3393,29,derived_0_50_ft,boston-sam,113209,189-191 Princeton St,Princeton St,42.37866868,-71.03239058,Princeton Street & Putnam Street,48,nearest_address
2191,30OH74,Gladstone St,223 Gladstone St,IS,,3015740074,,,GPS,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=658; METERED_FL=U; PLACEMENT=MIGRATED,30OH74,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1217894400000,{C108519C-90EA-5EE2-AA35-525C13F58109},-71.009547343999941,42.390308537000067,223 (STREET_FEA 1826),STREET_FEA 1826,45,derived_0_50_ft,boston-sam,63853,223 Gladstone St,Gladstone St,42.39037868,-71.00941058,Montmorenci Avenue & Orient Avenue,436,nearest_address
2193,25MH4,Marginal St,300 Marginal St,IS,265507200000,2513740060,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2308; METERED_FL=U; PLACEMENT=MIGRATED,25MH4,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1244505600000,{D7D028A3-3249-597B-A119-5406E1323DCB},-71.030397930999982,42.364027164000049,296 (STREET_FEA 2702),STREET_FEA 2702,38,derived_0_50_ft,boston-sam,89809,300 Marginal St,Marginal St,42.36411868,-71.03033058,Jeffries Street & Marginal Street,35,nearest_address
2219,26MH106,Maverick St,195 Maverick St,IS,,2613740068,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1724; METERED_FL=U; PLACEMENT=MIGRATED,26MH106,,,US,USSEN,1988,,,,1,,1177632000000,denapolipd,1217894400000,{61FB6DDA-5F54-59EC-8E2B-261920082E4B},-71.036446388999934,42.368992405000029,193 (STREET_FEA 2763),STREET_FEA 2763,28,derived_0_50_ft,boston-sam,92983,195 Maverick St,Maverick St,42.36895868,-71.03654058,Frankfort Street & Maverick Street,75,nearest_address
2220,30OH64,Gladstone St,98 Gladstone St,IS,,3015740099,,,GPS,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=3849; METERED_FL=U; PLACEMENT=MIGRATED,30OH64,,,MU,MUCENT,1991,,,,1,,1177632000000,mulline,1217894400000,{CF1FBFA4-0B15-590E-95AB-408488CC46E5},-71.003871734999962,42.389266810000038,93 (STREET_FEA 1826),STREET_FEA 1826,71,derived_50_100_ft,boston-sam,63890,98 Gladstone St,Gladstone St,42.38912868,-71.00406057,Gladstone Street & Selma Street,38,nearest_address
2223,26MH102,Maverick St,239-241 Maverick St,IS,,2613740089,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1154; METERED_FL=U; PLACEMENT=MIGRATED,26MH102,,,US,USSEN,1980,,,,1,,1177632000000,denapolipd,1217894400000,{BEDC7252-0803-5BF2-BF92-7553319FB347},-71.034898126999963,42.368323370000041,239-241 (STREET_FEA 2763),STREET_FEA 2763,17,derived_0_50_ft,boston-sam,93012,239-241 Maverick St,Maverick St,42.36831168,-71.03495958,Cottage Street & Maverick Street,43,nearest_address
2237,26MH42,Sumner St,406 Sumner St,IS,,2613740161,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3837; METERED_FL=U; PLACEMENT=MIGRATED,26MH42,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1244505600000,{AC2D9657-EE4D-56A1-A8EA-F0E7CE31D17D},-71.033615648999955,42.366280951000078,400 (STREET_FEA 4062),STREET_FEA 4062,36,derived_0_50_ft,boston-sam,132457,406 Sumner St,Sumner St,42.36631868,-71.03349058,Seaver Street & Sumner Street,45,nearest_address
2257,27LH42,Border St,126 Border St,IS,1238716800000,2712740069,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1290; METERED_FL=U; PLACEMENT=MIGRATED,27LH42,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1287446400000,{2672C97E-CB66-510D-A154-C05173298366},-71.040906213999961,42.373483296000074,139 OPP (STREET_FEA 588),STREET_FEA 588,73,derived_50_100_ft,boston-sam,419352,126 Border St,Border St,42.37357574,-71.04114707,Border Street & Decatur Street,185,nearest_address
2268,29OH68,Thurston St,16 Thurston St,IS,,2915740081,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1865; METERED_FL=U; PLACEMENT=MIGRATED,29OH68,,,KE,KEK81,2010,,,,1,,1177632000000,blundonr,1255478400000,{0AAF89E7-85D3-5D32-B149-36791F2BBF2B},-71.005887693999966,42.384967819000053,16 (STREET_FEA 4172),STREET_FEA 4172,51,derived_50_100_ft,boston-sam,135917,16 Thurston St,Thurston St,42.38498868,-71.00570058,Bayswater Street & Saint Andrew Road,228,nearest_address
2288,28MH90,Princeton St,166 Princeton St,IS,662688000000,2813740142,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3484; METERED_FL=U; PLACEMENT=MIGRATED,28MH90,,,MU,MUCENT,1991,,,,1,,1177632000000,connorsm,1217894400000,{5A1BA0DF-E3CF-5AC2-85DC-19960413F0D2},-71.033502303999967,42.378503704000025,166 (STREET_FEA 3393),STREET_FEA 3393,46,derived_0_50_ft,boston-sam,113188,166 Princeton St,Princeton St,42.37862868,-71.03349058,Brooks Street & Princeton Street,317,nearest_address
2305,30OH134,Waldemar Ave,160-194 Waldemar Ave,IS,599616000000,3015740001,,,MANUAL,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=1188; METERED_FL=U; PLACEMENT=MIGRATED,30OH134,,,MH,MH929,1988,,,,1,,1177632000000,mulline,1250208000000,{2E4B8A92-DCD8-53E1-BE82-C47CF9BF8D29},-71.006789390999984,42.393074001000059,170 OPP (STREET_FEA 4341),STREET_FEA 4341,97,derived_50_100_ft,boston-sam,420841,160-194 Waldemar Ave,Waldemar Ave,42.39283890,-71.00661763,Crestway Road & Waldemar Avenue,221,nearest_address
2385,29MH8,Nay St,7 Nay St,IS,,2913740004,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2824; METERED_FL=U; PLACEMENT=MIGRATED,29MH8,,,KE,KEK81-A,1998,,,,1,,1177632000000,denapolipd,1221004800000,{D5D05757-AE61-51D8-9025-0A637A0BE696},-71.038355080999963,42.383124835000046,17 (STREET_FEA 3009),STREET_FEA 3009,83,derived_50_100_ft,boston-sam,100452,7 Nay St,Nay St,42.38302268,-71.03863059,Meridian Street & Nay Street,260,nearest_address
2428,26MH177,Everett St,156 Everett St,IS,,2613740192,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2442; METERED_FL=U; PLACEMENT=denapolipd,26MH177,,,KE,KEK81-A,1995,,,,1,,1247702400000,blundonr,1249430400000,{0508B17B-3C8E-526D-9F45-BD85CC81010C},-71.032361174999949,42.366612895000060,154 (STREET_FEA 1578),STREET_FEA 1578,15,derived_0_50_ft,boston-sam,55062,156 Everett St,Everett St,42.36659868,-71.03231058,Everett Street & Lamson Street,43,nearest_address
