objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
4608,24JH104,Myrtle St,104 Myrtle St,IS,,2410740041,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4721; METERED_FL=U; PLACEMENT=MIGRATED,24JH104,,,WA,WAWB67P,1989,,,,1,,1177632000000,dorleansr,1231718400000,{4268B675-4133-53DF-83F2-F392158EB245},-71.068238000999941,42.359244214000057,106 (STREET_FEA 2986),STREET_FEA 2986,28,derived_0_50_ft,boston-sam,99641,104 Myrtle St,Myrtle St,42.35917867,-71.06818059,Grove Square & Grove Street,100,nearest_address
4651,24JH76,Charles St,143 Charles St,IS,378691200000,2410740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3908; METERED_FL=U; PLACEMENT=MIGRATED,24JH76,,,MU,MUCENT,1982,,,,1,,1177632000000,dorleansr,1231718400000,{DF879895-1342-5B8A-B3DF-CD869274307C},-71.070730811999965,42.360365038000054,145 (STREET_FEA 908),STREET_FEA 908,46,derived_0_50_ft,boston-sam,157547,143 Charles St,Charles St,42.36032334,-71.07057118,Phillips Street & West Cedar Street,190,nearest_address
4654,24JH69,Charles St,119-119A Charles St,IS,378691200000,2410740018,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3560; METERED_FL=U; PLACEMENT=MIGRATED,24JH69,,,MU,MUCENT,1982,,,,1,,1177632000000,dorleansr,1231718400000,{3D0E2BED-801F-5033-A075-8F1DBDB6AB07},-71.070678068999939,42.359665332000077,119 (STREET_FEA 908),STREET_FEA 908,37,derived_0_50_ft,boston-sam,29077,119-119A Charles St,Charles St,42.35965867,-71.07054059,Charles Street & Revere Street,74,nearest_address
4694,24JH120,Anderson St,25-27 Anderson St,IS,,2410740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=247; METERED_FL=U; PLACEMENT=MIGRATED,24JH120,,,KE,KEK81,2010,,,,1,,1177632000000,dorleansr,1231718400000,{CAF4DA94-B7FD-51D1-A828-A7CD7C5C9286},-71.067903416999968,42.360349485000029,34 OPP (STREET_FEA 3297),STREET_FEA 3297,45,derived_0_50_ft,boston-sam,161552,25-27 Anderson St,Anderson St,42.36022699,-71.06792906,Anderson Street & Phillips Street,31,nearest_address
5106,24JH12,Chestnut St,132 Chestnut St,IS,,2410740138,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=456; METERED_FL=U; PLACEMENT=MIGRATED,24JH12,,,KE,KEK81-A,1994,,,,1,,1177632000000,dorleansr,1231718400000,{8E40A753-9BCB-5F21-B29F-EC6D0A020008},-71.072442198999966,42.356488400000046,103 (STREET_FEA 964),STREET_FEA 964,53,derived_50_100_ft,boston-sam,31331,132 Chestnut St,Chestnut St,42.35635367,-71.07236360,Chestnut Street & David G. Mugar Way,134,nearest_address
5180,25KH24,Temple St,18 Temple St,IS,,2511740401,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=788; METERED_FL=U; PLACEMENT=MIGRATED,25KH24,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{73533553-56CA-52FB-A6C0-1F95C1FF4F72},-71.063632642999949,42.360852161000025,18 (STREET_FEA 4121),STREET_FEA 4121,23,derived_0_50_ft,boston-sam,134099,18 Temple St,Temple St,42.36084967,-71.06354859,Cambridge Street & Staniford Street,119,nearest_address
5225,24KH799,Temple St,35-37 Temple St,IS,964569600000,2411740693,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=788; METERED_FL=U; PLACEMENT=MIGRATED,24KH799,,,KE,KEK81,2010,,,,1,,1177632000000,dorleansr,1231804800000,{1C87C832-544C-50F7-A474-D8C378A1AEF8},-71.064027946999943,42.360327023000025,31 BACK (STREET_FEA 4121),STREET_FEA 4121,58,derived_50_100_ft,boston-sam,134158,35-37 Temple St,Temple St,42.36023467,-71.06385259,Coolidge Avenue & Temple Street,107,nearest_address
5527,24JH36,Charles St,20-26 Charles St,IS,,2410740127,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=769; METERED_FL=U; PLACEMENT=MIGRATED,24JH36,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1224806400000,{14EF9476-C19F-551D-BE97-583278A376B2},-71.070087302999980,42.356644720000077,15 (STREET_FEA 3602),STREET_FEA 3602,39,derived_0_50_ft,boston-sam,29140,20-26 Charles St,Charles St,42.35664867,-71.06994059,Byron Street & River Street,71,nearest_address
5737,24KH30,Beacon Street,Near Beacon Street & Park Street,IS,1028937600000,2411740333,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3210; METERED_FL=U; PLACEMENT=MIGRATED,24KH30,,,KE,KEK81-A,1998,,,,1,,1177632000000,dorleansr,1231804800000,{833D6AD8-BAA7-57AC-A535-6D83D572A8BB},-71.064024662999941,42.357505621000030,STREET_FEA 445,STREET_FEA 445,164,intersection_preferred_150_plus_ft,boston-sam,459718,26 Beacon St,Beacon St,42.35749828,-71.06341683,Beacon Street & Park Street,232,nearest_intersection
5989,24KH19,Pinckney St,20 Pinckney St,IS,,2411740165,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2342; METERED_FL=U; PLACEMENT=MIGRATED,24KH19,,,MU,MUCENT,1971,,,,1,,1177632000000,dorleansr,1231804800000,{15DBB1D9-B916-53C0-B290-B4AF2ACEA241},-71.065959050999936,42.358814909000046,23 OPP (STREET_FEA 3309),STREET_FEA 3309,17,derived_0_50_ft,boston-sam,110632,20 Pinckney St,Pinckney St,42.35876867,-71.06597059,Myrtle Street & South Russell Street,186,nearest_address
5991,24KH8,Beacon St,34 Beacon St,IS,1028937600000,2411740374,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2342; METERED_FL=U; PLACEMENT=MIGRATED,24KH8,,,MU,MUCENT,1989,,,,1,,1177632000000,dorleansr,1231804800000,{08BE8157-DBD9-5937-9EFC-115D25C36426},-71.064992621999977,42.357238689000042,34 (STREET_FEA 445),STREET_FEA 445,51,derived_50_100_ft,boston-sam,11124,34 Beacon St,Beacon St,42.35737367,-71.06494859,Beacon Street & Joy Street,37,nearest_address
6022,24KH16,Mount Vernon St,31A-31 Mount Vernon St,IS,,2411740184,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1998; METERED_FL=U; PLACEMENT=MIGRATED,24KH16,,,BF,U,,,,,1,,1177632000000,blundonr,1282780800000,{1AC4D3DA-F55F-5C6E-83E5-2E165328F307},-71.064433223999970,42.358573840000076,31 (STREET_FEA 2959),STREET_FEA 2959,22,derived_0_50_ft,boston-sam,167908,31A-31 Mount Vernon St,Mount Vernon St,42.35855139,-71.06450884,Hancock Street & Mount Vernon Street,59,nearest_address
6149,25KH12,Cambridge St,156-172 Cambridge St,IS,,2511740387,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2342; METERED_FL=U; PLACEMENT=MIGRATED,25KH12,,,KE,KEK81-A,2005,,,,1,,1177632000000,dorleansr,1231891200000,{4C919045-62D3-58AE-9596-C25FA880CFBE},-71.065025527999978,42.361043248000044,156-172 (STREET_FEA 788),STREET_FEA 788,49,derived_0_50_ft,boston-sam,340670,156-172 Cambridge St,Cambridge St,42.36095634,-71.06488704,Cambridge Street & Joy Street,45,nearest_address
6234,25KH20,Cambridge St,132-142 Cambridge St,IS,,2511740384,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3589; METERED_FL=U; PLACEMENT=MIGRATED,25KH20,,,MU,MUCENT,1991,,,,1,,1177632000000,dorleansr,1231891200000,{46F6B0B0-6D27-5ABB-85F7-73E59043AF53},-71.064084762999983,42.361070472000051,132-142 (STREET_FEA 788),STREET_FEA 788,49,derived_0_50_ft,boston-sam,25244,132-142 Cambridge St,Cambridge St,42.36099867,-71.06393059,Cambridge Street & Ridgeway Lane,36,nearest_address
6386,24KH20,Joy St,10 Joy St,IS,631152000000,2411740167,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2342; METERED_FL=U; PLACEMENT=MIGRATED,24KH20,,,MU,MUCENT,2000,,,,1,,1177632000000,dorleansr,1231804800000,{D791737E-7B3F-5086-B133-DD275691D378},-71.065145445999974,42.358807745000036,2 (STREET_FEA 3309),STREET_FEA 3309,33,derived_0_50_ft,boston-sam,166652,10 Joy St,Joy St,42.35876676,-71.06525509,Joy Street & Pinckney Street,21,nearest_address
6438,24JH128,Beaver Place,Near Beaver Place & David G. Mugar Way,IS,,2410740197,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24JH128,,,KE,U,,,,,1,,1177632000000,blundonr,1282694400000,{8BA5834D-3C4B-502D-9791-1C1AB5EA6427},-71.074391961999936,42.356467908000070,STREET_FEA 1558,STREET_FEA 1558,309,intersection_preferred_150_plus_ft,boston-sam,458059,110 Back St,Back St,42.35563045,-71.07420942,Beaver Place & David G. Mugar Way,383,nearest_intersection
6444,24KH62,Derne St,14-16 Derne St,IS,,2411740089,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4121; METERED_FL=U; PLACEMENT=MIGRATED,24KH62,,,MU,MUCENT,2002,,,,1,,1177632000000,dorleansr,1231804800000,{4BE77E35-6E2A-553C-B770-6D68D5DF4745},-71.063627336999957,42.359490647000030,20 (STREET_FEA 1320),STREET_FEA 1320,53,derived_50_100_ft,boston-sam,47444,14-16 Derne St,Derne St,42.35953867,-71.06344059,Derne Street & Temple Street,30,nearest_address
6568,25KH60,Bowdoin St,19-23 Bowdoin St,IS,,2511740438,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=788; METERED_FL=U; PLACEMENT=MIGRATED,25KH60,,,MU,MUCENT,1989,,,,1,,1177632000000,dorleansr,1231891200000,{20A01CE7-85AF-5E71-9129-A0A6DF163C1B},-71.062988889999986,42.360483981000073,25 (STREET_FEA 607),STREET_FEA 607,33,derived_0_50_ft,boston-sam,162378,19-23 Bowdoin St,Bowdoin St,42.36052171,-71.06310094,Coolidge Avenue & Temple Street,181,nearest_address
6710,24JH88,W Cedar St,36 W Cedar St,IS,,2410740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3309; METERED_FL=U; PLACEMENT=MIGRATED,24JH88,,,US,USMET250,1990,,,,1,,1177632000000,palaciolv,1224806400000,{742EEE27-640B-5115-BFDB-847C79D2A214},-71.069894820999934,42.358595008000066,34 (STREET_FEA 75),STREET_FEA 75,30,derived_0_50_ft,boston-sam,26924,36 W Cedar St,W Cedar St,42.35864867,-71.06998059,Pinckney Street & West Cedar Street,79,nearest_address
6847,24JH1,Chestnut St,20-20A Chestnut St,IS,,2410740091,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3977; METERED_FL=U; PLACEMENT=MIGRATED,24JH1,,,KE,KEK81-A,1994,,,,1,,1177632000000,dorleansr,1231718400000,{B4F0D513-6297-5D6E-A6DA-7B9E801BB63F},-71.067117592999978,42.357580888000030,18 (STREET_FEA 964),STREET_FEA 964,35,derived_0_50_ft,boston-sam,163304,20-20A Chestnut St,Chestnut St,42.35749704,-71.06718469,Chestnut Street & Spruce Street,228,nearest_address
7109,24JH86,Mount Vernon St,95 Mount Vernon St,IS,,2410740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=75; METERED_FL=U; PLACEMENT=MIGRATED,24JH86,,,US,USSEN,1980,,,,1,,1177632000000,palaciolv,1224806400000,{D768592E-E066-50E5-A152-0BEB73D92B0C},-71.069420137999941,42.357972203000031,95 (STREET_FEA 2959),STREET_FEA 2959,47,derived_0_50_ft,boston-sam,98778,95 Mount Vernon St,Mount Vernon St,42.35809867,-71.06945059,Mount Vernon Street & West Cedar Street,32,nearest_address
7137,25JH34,Cambridge St,236A-240 Cambridge St,IS,,2510740106,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1774; METERED_FL=U; PLACEMENT=MIGRATED,25JH34,,,KE,KEK81-A,1994,,,,1,,1177632000000,dorleansr,1231891200000,{65CAFD69-0C5B-52A5-B55B-CC1A4D658EF1},-71.066909745999965,42.361004650000041,236 (STREET_FEA 788),STREET_FEA 788,25,derived_0_50_ft,boston-sam,162844,236A-240 Cambridge St,Cambridge St,42.36097760,-71.06682333,Blossom Street & Cambridge Street,45,nearest_address
7332,24JH126,Beaver Place,Near Beaver Place & David G. Mugar Way,IS,,2410740137,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24JH126,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{CA5DC60B-539C-50B3-95A2-184795A58365},-71.075458160999972,42.356516483000064,STREET_FEA 472,STREET_FEA 472,466,intersection_preferred_150_plus_ft,boston-sam,458059,110 Back St,Back St,42.35563045,-71.07420942,Beaver Place & David G. Mugar Way,661,nearest_intersection
7458,25KH16,Hancock St,21-23 Hancock St,IS,,2511740428,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=788; METERED_FL=U; PLACEMENT=MIGRATED,25KH16,,,KE,KEK81-A,1994,,,,1,,1177632000000,dorleansr,1231891200000,{2AFD4DEF-5DE3-5C72-8CFE-C91634364825},-71.064573978999988,42.360501600000077,21 (STREET_FEA 1998),STREET_FEA 1998,24,derived_0_50_ft,boston-sam,68677,21-23 Hancock St,Hancock St,42.36051867,-71.06466059,Joy Street & Smith Court,209,nearest_address
7536,24JH101,Louisburg Sq,1 Louisburg Sq,IS,,2410740080,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2615; METERED_FL=U; PLACEMENT=MIGRATED,24JH101,,,US,USMET250,1989,,,,1,,1177632000000,dorleansr,1231718400000,{41AF27BC-434A-5D54-8EE9-FC4114199A2D},-71.068436390999977,42.358081543000026,86 OPP (STREET_FEA 2959),STREET_FEA 2959,40,derived_0_50_ft,boston-sam,87588,1 Louisburg Sq,Louisburg Sq,42.35818567,-71.06838459,Louisburg Square & Mount Vernon Street,31,nearest_address
7856,24JH66,Pinckney St,92 Pinckney St,IS,,2410740060,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=860; METERED_FL=U; PLACEMENT=MIGRATED,24JH66,,,KE,KEK81-A,2010,,,,1,,1177632000000,pullenn,1273104000000,{0E83B318-72D9-5B7A-8F01-66F81FE4BA88},-71.070348314999933,42.358772023000029,117 OPP (STREET_FEA 3309),STREET_FEA 3309,39,derived_0_50_ft,boston-sam,110776,92 Pinckney St,Pinckney St,42.35871867,-71.07022059,Cedar Lane Way & Pinckney Street,14,nearest_address
8259,24JH14,Otis Pl,10 Otis Pl,IS,,2410740201,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2959; METERED_FL=U; PLACEMENT=MIGRATED,24JH14,,,KE,KEK81-A,1993,,,,1,,1177632000000,palaciolv,1224806400000,{226F2B13-6215-5969-9CFE-5AA70D8426B9},-71.072722286999976,42.357037456000057,STREET_FEA 456,STREET_FEA 456,84,derived_50_100_ft,boston-sam,106076,10 Otis Pl,Otis Pl,42.35705867,-71.07241059,David G. Mugar Way & Mount Vernon Street,103,nearest_address
8495,25JH1,David G Mugar Way,20 David G Mugar Way,IS,,2510740116,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5196; METERED_FL=U; PLACEMENT=MIGRATED,25JH1,,,MU,MUCENT,1959,,,,1,,1177632000000,dorleansr,1231891200000,{24875559-0865-5A69-BDC4-419551E90915},-71.071675885999980,42.360708110000076,STREET_FEA 921,STREET_FEA 921,90,derived_50_100_ft,boston-sam,46587,20 David G Mugar Way,David G Mugar Way,42.36046367,-71.07161560,Cambridge Street & Longfellow Bridge,142,nearest_address
8699,24JH125,W Cedar St,7 W Cedar St,IS,,2410740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=122; METERED_FL=U; PLACEMENT=MIGRATED,24JH125,,,US,USMET250,1990,,,,1,,1177632000000,palaciolv,1224806400000,{53B65B9A-FADB-505A-907F-C036CB125C16},-71.069281602999979,42.357565636000061,7 (STREET_FEA 75),STREET_FEA 75,29,derived_0_50_ft,boston-sam,27003,7 W Cedar St,W Cedar St,42.35760867,-71.06919059,Mount Vernon Street & West Cedar Street,131,nearest_address
8724,24JH96,W Cedar St,80-80A W Cedar St,IS,,2410740200,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3297; METERED_FL=U; PLACEMENT=MIGRATED,24JH96,,,MU,MUCENT,1993,,,,1,,1177632000000,dorleansr,1231718400000,{23516DF8-D4C8-5FDB-A12F-ADF9FC94F996},-71.070105820999970,42.360204304000035,82 (STREET_FEA 75),STREET_FEA 75,30,derived_0_50_ft,boston-sam,27024,80-80A W Cedar St,W Cedar St,42.36015038,-71.07018883,Phillips Street & West Cedar Street,29,nearest_address
8745,24KH22,Joy St,25 Joy St,IS,915148800000,2411740107,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2986; METERED_FL=U; PLACEMENT=MIGRATED,24KH22,,,KE,KEK81-A,1994,,,,1,,1177632000000,dorleansr,1231804800000,{293BFCC4-5F96-5F7B-A0EE-6C3D5B4632DA},-71.065009581999959,42.359274881000033,25 (STREET_FEA 2342),STREET_FEA 2342,29,derived_0_50_ft,boston-sam,80120,25 Joy St,Joy St,42.35927867,-71.06490059,Joy Street & Myrtle Street,27,nearest_address
9306,24KH18,Irving St,32 Irving St,IS,,2411740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3297; METERED_FL=U; PLACEMENT=MIGRATED,24KH18,,,KE,KEK81-A,1995,,,,1,,1177632000000,dorleansr,1231718400000,{9C54D146-F490-56CE-914D-23364FA06292},-71.066319217999933,42.360287964000065,32 (STREET_FEA 2280),STREET_FEA 2280,20,derived_0_50_ft,boston-sam,78941,32 Irving St,Irving St,42.36030974,-71.06624905,Irving Street & Phillips Street,24,nearest_address
9686,24KH90,Hancock St,59-59A Hancock St,IS,,2411740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2986; METERED_FL=U; PLACEMENT=MIGRATED,24KH90,,,MU,MUCENT,1989,,,,1,,1177632000000,dorleansr,1231804800000,{E22B0B05-2111-5C68-97B1-6DB383E76059},-71.064447427999937,42.359268161000045,59A (STREET_FEA 1998),STREET_FEA 1998,20,derived_0_50_ft,boston-sam,165948,59-59A Hancock St,Hancock St,42.35926319,-71.06452072,Derne Street & Hancock Street,37,nearest_address
9792,25KH254,Cambridge St,122 Cambridge St,IS,,2511740471,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=4121; METERED_FL=U; PLACEMENT=MIGRATED,25KH254,,,DA,ADB-62-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{1239E0FD-4C95-5777-851B-67ADEE826361},-71.063594969999940,42.361083579000081,128-122 (STREET_FEA 788),STREET_FEA 788,42,derived_0_50_ft,boston-sam,156178,122 Cambridge St,Cambridge St,42.36103744,-71.06345111,Cambridge Street & Staniford Street,47,nearest_address
9794,24JH70,Charles River Sq,20 Charles River Sq,IS,,2410740034,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=919; METERED_FL=U; PLACEMENT=MIGRATED,24JH70,,,MU,MUCENT,1994,,,,1,,1177632000000,blundonr,1255478400000,{ED15BD40-F12A-568C-8704-E34C310512A8},-71.071523957999943,42.359420878000037,108 (STREET_FEA 3560),STREET_FEA 3560,52,derived_50_100_ft,boston-sam,29601,20 Charles River Sq,Charles River Sq,42.35955867,-71.07158060,Revere Street & Storrow Drive,162,nearest_address
9942,25KH2,Cambridge St,214-218 Cambridge St,IS,,2511740393,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2280; METERED_FL=U; PLACEMENT=MIGRATED,25KH2,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{806E880A-01BA-5206-8CE2-60F56EECA46A},-71.066328271999964,42.360986968000077,214-218 (STREET_FEA 788),STREET_FEA 788,32,derived_0_50_ft,boston-sam,25255,214-218 Cambridge St,Cambridge St,42.36097867,-71.06621159,Cambridge Street & Irving Street,54,nearest_address
10120,24JH106,Myrtle St,108 Myrtle St,IS,,2410740045,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4721; METERED_FL=U; PLACEMENT=MIGRATED,24JH106,,,KE,KEK81-A,1995,,,,1,,1177632000000,dorleansr,1231718400000,{C785C47E-A6EC-5E9A-89F2-624BA7514793},-71.068526744999986,42.359125542000072,110 (STREET_FEA 2986),STREET_FEA 2986,26,derived_0_50_ft,boston-sam,99656,108 Myrtle St,Myrtle St,42.35917867,-71.06846059,Grove Square & Grove Street,61,nearest_address
10163,24JH34,Beacon St,67-69 Beacon St,IS,,2410740151,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=908; METERED_FL=U; PLACEMENT=MIGRATED,24JH34,,,MU,MUCENT,1982,,,,1,,1177632000000,blundonr,1255478400000,{1951A6A7-7B89-5B6A-B1ED-47093EA99C6B},-71.069575920999966,42.356233622000047,67 (STREET_FEA 445),STREET_FEA 445,64,derived_50_100_ft,boston-sam,161882,67-69 Beacon St,Beacon St,42.35634137,-71.06976279,Beacon Street & Charles Street,37,nearest_address
10187,24JH4,Beacon St,100 Beacon St,IS,1075939200000,2410740179,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5196; METERED_FL=U; PLACEMENT=MIGRATED,24JH4,,,MU,MUCENT,2002,,,,1,,1177632000000,dorleansr,1231718400000,{66896CF4-08D0-504F-97FF-CB1CFBE453A7},-71.072966158999975,42.355408734000036,101 OPP (STREET_FEA 445),STREET_FEA 445,106,derived_100_150_ft,boston-sam,9477,100 Beacon St,Beacon St,42.35546867,-71.07335059,Beacon Street & David G. Mugar Way,69,nearest_address
10267,24JH54,Beacon St,61 Beacon St,IS,631152000000,2410740142,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=908; METERED_FL=U; PLACEMENT=MIGRATED,24JH54,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1244505600000,{D46AC392-A436-56FC-B192-2651AF4C6B9E},-71.068680971999981,42.356436170000052,61 (STREET_FEA 445),STREET_FEA 445,48,derived_0_50_ft,boston-sam,12022,61 Beacon St,Beacon St,42.35656167,-71.06874059,Beacon Street & Charles Street,202,nearest_address
10435,24KH66,Derne St,2 Derne St,IS,,2411740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=607; METERED_FL=U; PLACEMENT=MIGRATED,24KH66,,,MU,MUCENT,1989,,,,1,,1177632000000,dorleansr,1231804800000,{C1A9219F-F820-5FCA-BB6F-E2AB0E8A1774},-71.062998155999935,42.359518049000030,4 (STREET_FEA 1320),STREET_FEA 1320,20,derived_0_50_ft,boston-sam,164227,2 Derne St,Derne St,42.35956867,-71.06303059,Bowdoin Street & Derne Street,55,nearest_address
10553,24JH110,Revere St,81 Revere St,IS,,2410740029,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3855; METERED_FL=U; PLACEMENT=MIGRATED,24JH110,,,WA,WAWB67P,1987,,,,1,,1177632000000,dorleansr,1231718400000,{5B01462E-695D-50B4-9DEB-0E2C52F0C404},-71.069431121999969,42.359545653000055,79 (STREET_FEA 3560),STREET_FEA 3560,34,derived_0_50_ft,boston-sam,115477,81 Revere St,Revere St,42.35962166,-71.06950180,Myrtle Street & Revere Street,85,nearest_address
10645,24KH24,Joy St,46 Joy St,IS,,2411740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3918; METERED_FL=U; PLACEMENT=MIGRATED,24KH24,,,KE,KEK11,1974,,,,1,,1177632000000,dorleansr,1231718400000,{31535AE1-6B1A-556C-99CE-03688EDAD216},-71.065106556999979,42.359952601000032,46 (STREET_FEA 2342),STREET_FEA 2342,35,derived_0_50_ft,boston-sam,80169,46 Joy St,Joy St,42.35999867,-71.06522059,Joy Street & Smith Court,42,nearest_address
10798,24JH20,Beacon St,76 Beacon St,IS,1075939200000,2410740164,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3602; METERED_FL=U; PLACEMENT=MIGRATED,24JH20,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{2106925F-DB3E-5D2D-90F0-A410878A54AF},-71.070490468999935,42.356025618000047,76 (STREET_FEA 445),STREET_FEA 445,36,derived_0_50_ft,boston-sam,12227,76 Beacon St,Beacon St,42.35611367,-71.07055259,Beacon Street & River Street,173,nearest_address
10978,24JH74,W Hill Pl,1 W Hill Pl,IS,,2410740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4459; METERED_FL=U; PLACEMENT=MIGRATED,24JH74,,,MU,MUCENT,2006,,,,1,,1177632000000,samayoa-galvisr,1436486400000,{C29103AE-1A44-5EC4-88E0-0D6422929118},-71.071877188999963,42.360309946000029,1 (STREET_FEA 5196),STREET_FEA 5196,70,derived_50_100_ft,boston-sam,73934,1 W Hill Pl,W Hill Pl,42.36033867,-71.07162060,Charles River Square & Storrow Drive,218,nearest_address
11009,25KH6,Cambridge St,204-206 Cambridge St,IS,,2511740389,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=57; METERED_FL=U; PLACEMENT=MIGRATED,25KH6,,,MU,MUCENT,1991,,,,1,,1177632000000,dorleansr,1231891200000,{D49E41B2-DC8C-521F-B923-C228B0AC683E},-71.065921162999985,42.361050764000026,204-206 (STREET_FEA 788),STREET_FEA 788,34,derived_0_50_ft,boston-sam,25253,204-206 Cambridge St,Cambridge St,42.36096867,-71.06586059,Cambridge Street & South Russell Street,35,nearest_address
11095,24JH124,Garden St,33 Garden St,IS,725846400000,2410740006,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3297; METERED_FL=U; PLACEMENT=MIGRATED,24JH124,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{A6E356EF-BEF3-5D50-A4C2-9EA469D925F5},-71.067005391999942,42.360277019000080,35 (STREET_FEA 1774),STREET_FEA 1774,10,derived_0_50_ft,boston-sam,62476,33 Garden St,Garden St,42.36025430,-71.06702908,Garden Street & Phillips Street,33,nearest_address
11175,24KH2,Beacon St,37 Beacon St,IS,,2411740400,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4360; METERED_FL=U; PLACEMENT=MIGRATED,24KH2,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{D425A2A1-4233-5D55-BD79-EA6A726DD8A3},-71.065730171999974,42.357064069000046,37 (STREET_FEA 445),STREET_FEA 445,66,derived_50_100_ft,boston-sam,11266,37 Beacon St,Beacon St,42.35723867,-71.06567059,Beacon Street & Walnut Street,25,nearest_address
