objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
8639,22KH20,Washington St,882-892 Washington St,IS,691545600000,2211740066,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3311; METERED_FL=U; PLACEMENT=MIGRATED,22KH20,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1244505600000,{2A0D3736-AE98-583A-B4BB-40C9982F74C9},-71.064132204999964,42.347933650000073,888 (STREET_FEA 4392),STREET_FEA 4392,59,derived_50_100_ft,boston-sam,347638,882-892 Washington St,Washington St,42.34804871,-71.06397747,Pine Street & Washington Street,56,nearest_address
8864,23KH137,Hudson St,14-16 Hudson St,IS,883612800000,2311740746,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2413; METERED_FL=U; PLACEMENT=MIGRATED,23KH137,,,KE,KEK81-A,2008,,,,1,,1177632000000,blundonr,1244505600000,{0F746544-A14A-5489-934F-40386B2E4B25},-71.060022644999947,42.350686269000050,15 OPP (STREET_FEA 2225),STREET_FEA 2225,23,derived_0_50_ft,boston-sam,166366,14-16 Hudson St,Hudson St,42.35062472,-71.06000641,Hudson Street & Kneeland Street,154,nearest_address
8982,22KH10,Tremont St,318-342 Tremont St,IS,,2211740242,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4211; METERED_FL=U; PLACEMENT=MIGRATED,22KH10,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1225324800000,{417CF546-0921-5014-B7CB-E58F1AA0DBBD},-71.065694039999983,42.348338852000040,STREET_FEA 3866,STREET_FEA 3866,126,derived_100_150_ft,boston-sam,170447,318-342 Tremont St,Tremont St,42.34850406,-71.06610756,Oak Street West & Shawmut Avenue,114,nearest_address
9091,23KH975,Harvard St,13-23 Harvard St,IS,,2311740905,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2766; METERED_FL=U; PLACEMENT=BlundoNR,23KH975,,,MU,MUCENT,,,,,1,,1319155200000,hoffmanr,1462147200000,{47F281B6-A1CE-527B-AED6-1B7CB02E705C},-71.062928254999974,42.349541952000038,STREET_FEA 501,STREET_FEA 501,137,derived_100_150_ft,boston-sam,70445,13-23 Harvard St,Harvard St,42.34988667,-71.06272159,Harvard Street & Monsignor Shea Road,207,nearest_address
9363,22JH226,Tremont St,362-366 Tremont St,IS,,2210740147,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4211; METERED_FL=U; PLACEMENT=MIGRATED,22JH226,,,KE,KEK81,2012,,,,1,,1177632000000,blundonr,1244505600000,{69FCF4E2-2026-5E3A-9500-3237E4192B7B},-71.066889193999941,42.347929581000074,STREET_FEA 2700,STREET_FEA 2700,125,derived_100_150_ft,boston-sam,170451,362-366 Tremont St,Tremont St,42.34817711,-71.06720907,Marginal Road & Tremont Street,304,nearest_address
9784,22KH23,Washington St,885 Washington St,IS,,2211740079,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4392; METERED_FL=U; PLACEMENT=MIGRATED,22KH23,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1244505600000,{7F116586-B0F8-5D75-BA02-A1AB3C3A54B6},-71.064949137999974,42.347575181000025,STREET_FEA 2700,STREET_FEA 2700,147,derived_100_150_ft,boston-sam,145770,885 Washington St,Washington St,42.34797867,-71.06492059,Marginal Road & Washington Street,152,nearest_address
10008,22JH234,Tremont St,350-360 Tremont St,IS,,2210740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5318; METERED_FL=U; PLACEMENT=MIGRATED,22JH234,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{2EADC7BA-3898-57EB-BB31-906AB62EA259},-71.066713510999989,42.348641957000041,350 (STREET_FEA 4211),STREET_FEA 4211,63,derived_50_100_ft,boston-sam,170449,350-360 Tremont St,Tremont St,42.34847805,-71.06678955,Oak Street West & Shawmut Avenue,317,nearest_address
10251,23KH986,Edinboro St,11-13 Edinboro St,IS,1384473600000,2311740916,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1551; METERED_FL=U; PLACEMENT=mulline,23KH986,,,U,KEK81-A,2011,,,,1,,1442880000000,mulline,1442880000000,{E9648487-A0C8-5384-B201-8C3851D3D210},-71.059810829999947,42.352155011000036,11-13 (STREET_FEA 1452),STREET_FEA 1452,38,derived_0_50_ft,boston-sam,51248,11-13 Edinboro St,Edinboro St,42.35208867,-71.05992059,Edinboro Street & Kingston Street,202,nearest_address
10341,22KH74,Harrison Ave,185-191 Harrison Ave,IS,,2211740029,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3004; METERED_FL=U; PLACEMENT=MIGRATED,22KH74,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{FA689012-FF57-50A2-90CE-A0253883BC96},-71.062195306999968,42.348777204000044,191 OPP (STREET_FEA 2030),STREET_FEA 2030,76,derived_50_100_ft,boston-sam,340941,185-191 Harrison Ave,Harrison Ave,42.34889463,-71.06242931,Harrison Avenue & Nassau Street,54,nearest_address
10398,23KH124,Tyler St,23-27 Tyler St,IS,,2311740536,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2413; METERED_FL=U; PLACEMENT=MIGRATED,23KH124,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{34C0BC78-8DD7-50D1-8410-5501B0F193AB},-71.060814847999950,42.350739800000042,23-27 (STREET_FEA 4243),STREET_FEA 4243,19,derived_0_50_ft,boston-sam,170647,23-27 Tyler St,Tyler St,42.35071432,-71.06087621,Kneeland Street & Tyler Street,99,nearest_address
10482,23KH110,Beach St,31-37 Beach St,IS,599616000000,2311740443,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2030; METERED_FL=U; PLACEMENT=MIGRATED,23KH110,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1244505600000,{C01F2A45-8B79-5CFE-AE9B-2EC595533255},-71.061491371999978,42.351405829000043,31-37 (STREET_FEA 440),STREET_FEA 440,48,derived_0_50_ft,boston-sam,9389,31-37 Beach St,Beach St,42.35132567,-71.06163459,Beach Street & Harrison Avenue,86,nearest_address
10981,22KH56,Pine St,16 Pine St,IS,,2211740080,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2030; METERED_FL=U; PLACEMENT=MIGRATED,22KH56,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{68D3882D-4FDF-5D9E-B111-747E8517B55C},-71.063317782999945,42.347543068000050,16 (STREET_FEA 3311),STREET_FEA 3311,23,derived_0_50_ft,boston-sam,110796,16 Pine St,Pine St,42.34756867,-71.06324059,Maple Place & Pine Street,52,nearest_address
10990,22KH26,Oak St W,5 Oak St W,IS,,2211740046,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4211; METERED_FL=U; PLACEMENT=MIGRATED,22KH26,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1244505600000,{DC639C76-2555-5F44-85B9-0DCE7130E8AC},-71.064723487999970,42.348437655000055,5 (STREET_FEA 3118),STREET_FEA 3118,41,derived_0_50_ft,boston-sam,340081,5 Oak St W,Oak St W,42.34832578,-71.06471807,Oak Street West & Washington Street,144,nearest_address
11080,22KH21,Marginal Road,Near Marginal Road & Shawmut Avenue,IS,,2211740073,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3866; METERED_FL=U; PLACEMENT=MIGRATED,22KH21,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1244505600000,{1032EC79-9172-5AD4-817C-FD5974D0849B},-71.065262080999958,42.347648610000078,STREET_FEA 2700,STREET_FEA 2700,151,intersection_preferred_150_plus_ft,boston-sam,145770,885 Washington St,Washington St,42.34797867,-71.06492059,Marginal Road & Shawmut Avenue,121,nearest_intersection
11107,23KH102,Harrison Ave,145 Harrison Ave,IS,,2311740653,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2051; METERED_FL=U; PLACEMENT=MIGRATED,23KH102,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1244505600000,{74124E57-3F03-59F1-8A17-4E1045AA0519},-71.061736768999936,42.349920881000060,136-146 (STREET_FEA 2030),STREET_FEA 2030,71,derived_50_100_ft,boston-sam,157119,145 Harrison Ave,Harrison Ave,42.34991835,-71.06199997,Harrison Avenue & Harvard Street,76,nearest_address
11318,23KH114,Harrison Ave,28-30 Harrison Ave,IS,536457600000,2311740721,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1551; METERED_FL=U; PLACEMENT=MIGRATED,23KH114,,,MU,MUCENT,1987,,,,1,,1177632000000,blundonr,1244505600000,{6ED41A9C-EA06-5580-A775-F1DC29A3C00D},-71.061135274999970,42.352106803000027,2-8 (STREET_FEA 2030),STREET_FEA 2030,67,derived_50_100_ft,boston-sam,166028,28-30 Harrison Ave,Harrison Ave,42.35194122,-71.06102249,Harrison Avenue & Oxford Place,59,nearest_address
11976,23KH869,Edinboro St,25-27 Edinboro St,IS,1404864000000,2311740775,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1551; METERED_FL=U; PLACEMENT=MIGRATED,23KH869,,,KE,KEK81-A,2012,,,,1,,1177632000000,mulline,1442880000000,{A22F6C2C-1514-5F6D-B894-A3F89AAFB31C},-71.059467714999982,42.351728458000025,129 (STREET_FEA 2406),STREET_FEA 2406,107,derived_100_150_ft,boston-sam,51253,25-27 Edinboro St,Edinboro St,42.35168867,-71.05986059,Edinboro Street & Kingston Street,37,nearest_address
12472,22KH70,Harrison Ave,252-262 Harrison Ave,IS,,2211740076,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2330; METERED_FL=U; PLACEMENT=MIGRATED,22KH70,,,SM,SMH205,1976,,,,1,,1177632000000,blundonr,1244505600000,{8E3F23F6-BC51-52A5-B466-4AF37F200DFA},-71.062672457999952,42.347535764000042,262 (STREET_FEA 2030),STREET_FEA 2030,53,derived_50_100_ft,boston-sam,155727,252-262 Harrison Ave,Harrison Ave,42.34763724,-71.06252932,Harrison Avenue & Johnny Court,100,nearest_address
12492,22KH90,Tyler St,94-96A Tyler St,IS,,2211740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4103; METERED_FL=U; PLACEMENT=MIGRATED,22KH90,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1244505600000,{52614336-FD99-5635-8002-58F9F76642BD},-71.061477022999952,42.348769600000026,90 (STREET_FEA 4243),STREET_FEA 4243,50,derived_0_50_ft,boston-sam,170654,94-96A Tyler St,Tyler St,42.34864932,-71.06138948,Tai Tung Street & Tyler Street,196,nearest_address
12544,23KH182,Kneeland St,135 Kneeland St,IS,,2311740688,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2413; METERED_FL=U; PLACEMENT=MIGRATED,23KH182,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1244505600000,{5CC20E85-5127-5B52-80E9-36475BC86F58},-71.058512016999941,42.349573546000045,STREET_FEA 4266,STREET_FEA 4266,52,derived_50_100_ft,boston-sam,342559,135 Kneeland St,Kneeland St,42.34969761,-71.05860891,Albany Street & John F. Fitzgerald Surface Road,393,nearest_address
12721,23KH780,Beach St,60-62 Beach St,IS,599616000000,2311740459,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3189; METERED_FL=U; PLACEMENT=MIGRATED,23KH780,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1244505600000,{2FEE32FF-8FFE-5B0F-A5D6-4F17E7DA80E8},-71.060217158999933,42.351342016000046,60-62 (STREET_FEA 440),STREET_FEA 440,36,derived_0_50_ft,boston-sam,9396,60-62 Beach St,Beach St,42.35141867,-71.06013059,Beach Street & Oxford Street,24,nearest_address
12869,23KH854,Washington St,659-665 Washington St,IS,,2311740714,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=4392; METERED_FL=U; PLACEMENT=MIGRATED,23KH854,,,DA,ADB-62-B,2003,,,,1,,1177632000000,connorsm,1391644800000,{AE05AF12-33C1-5789-8A02-187B84F2BE43},-71.062622315999988,42.351619251000045,14 (STREET_FEA 440),STREET_FEA 440,126,derived_100_150_ft,boston-sam,155660,659-665 Washington St,Washington St,42.35175113,-71.06305384,Beach Street & Washington Street,48,nearest_address
12871,23KH848,Essex St,15 Essex St,IS,,2311740327,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=4392; METERED_FL=U; PLACEMENT=MIGRATED,23KH848,,,DA,ADB-62-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{2EF49E8E-81EC-51AA-B852-5D08B5045EC4},-71.062202258999946,42.352353715000049,11 (STREET_FEA 1551),STREET_FEA 1551,37,derived_0_50_ft,boston-sam,421530,15 Essex St,Essex St,42.35233155,-71.06206684,Boylston Square & Washington Street,211,nearest_address
12874,23KH857,Beach St,60-62 Beach St,IS,,2311740724,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=440; METERED_FL=U; PLACEMENT=MIGRATED,23KH857,,,DA,ADB-62-B,1990,,,,1,,1177632000000,mulline,1250467200000,{D3A41FA1-47A0-53EA-8122-E15E0650F608},-71.060289324999985,42.351425195000047,36 (STREET_FEA 3189),STREET_FEA 3189,43,derived_0_50_ft,boston-sam,9396,60-62 Beach St,Beach St,42.35141867,-71.06013059,Beach Street & Oxford Street,43,nearest_address
12881,23KH860,Tyler St,4 Tyler St,IS,,2311740723,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=440; METERED_FL=U; PLACEMENT=MIGRATED,23KH860,,,DA,ADB-62-B,2005,,,,1,,1177632000000,blundonr,1244505600000,{8ED94D0C-98F0-5453-8D5F-570822493EE7},-71.060521497999957,42.351179285000057,4 (STREET_FEA 4243),STREET_FEA 4243,33,derived_0_50_ft,boston-sam,138819,4 Tyler St,Tyler St,42.35115867,-71.06040059,Beach Street & Tyler Street,66,nearest_address
13119,23KH859,Beach St,41-55 Beach St,IS,,2311740722,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=440; METERED_FL=U; PLACEMENT=MIGRATED,23KH859,,,DA,ADB-62-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{22014858-95A6-5CE2-A035-2C0A9290BA15},-71.061026757999969,42.351409602000047,66 (STREET_FEA 440),STREET_FEA 440,42,derived_0_50_ft,boston-sam,9390,41-55 Beach St,Beach St,42.35131167,-71.06094659,Beach Street & Harrison Avenue,50,nearest_address
13169,23KH856,Washington St,680-702 Washington St,IS,,2311740715,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=440; METERED_FL=U; PLACEMENT=MIGRATED,23KH856,,,DA,ADB-62-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{5993B61E-999D-5F4F-862F-564674F5E545},-71.062615681999944,42.351504916000067,684 (STREET_FEA 4392),STREET_FEA 4392,99,derived_50_100_ft,boston-sam,158290,680-702 Washington St,Washington St,42.35123437,-71.06256344,Beach Street & Washington Street,61,nearest_address
13232,23KH909,Hudson St,20 Hudson St,IS,1086048000000,2311740745,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2413; METERED_FL=U; PLACEMENT=MIGRATED,23KH909,,,KE,KEK81-A,2011,,,,1,,1177632000000,blundonr,1430092800000,{FF19328E-C815-5798-A0C2-4CA375B87604},-71.060083627999973,42.350325861000044,20 (STREET_FEA 2225),STREET_FEA 2225,44,derived_0_50_ft,boston-sam,75859,20 Hudson St,Hudson St,42.35042965,-71.06000093,Hudson Street & Kneeland Street,46,nearest_address
13317,23KH957,Kingston St,118-120 Kingston St,IS,,2311740887,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=1072; METERED_FL=U; PLACEMENT=dorleansr,23KH957,,,DA,ADB-62-B,2005,,,,1,,1243900800000,blundonr,1264377600000,{A99E38E4-F25E-5DF4-ACCD-CA60D24A0DFD},-71.058763327999941,42.352374959000031,115-126 (STREET_FEA 1551),STREET_FEA 1551,96,derived_50_100_ft,boston-sam,344171,118-120 Kingston St,Kingston St,42.35227947,-71.05909686,John F. Fitzgerald Surface Road & Lincoln Street,206,nearest_address
13378,23KH851,Oxford St,2 Oxford St,IS,,2311740303,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=3189; METERED_FL=U; PLACEMENT=MIGRATED,23KH851,,,DA,ADB-62-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{B7AEDD5D-C0E0-52F8-A738-E60ECF16E126},-71.060806577999983,42.352486793000026,71 (STREET_FEA 1551),STREET_FEA 1551,71,derived_50_100_ft,boston-sam,420060,2 Oxford St,Oxford St,42.35244647,-71.06054948,Harrison Avenue & Oxford Place,224,nearest_address
13731,23KH852,Essex St,25-31 Essex St,IS,,2311740703,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=2030; METERED_FL=U; PLACEMENT=MIGRATED,23KH852,,,KE,KEK81-A,2004,,,,1,,1177632000000,blundonr,1244505600000,{98F7FB85-F1E8-5443-B288-696E278A6A3B},-71.061903544999950,42.352395178000052,25-31 (STREET_FEA 1551),STREET_FEA 1551,33,derived_0_50_ft,boston-sam,155777,25-31 Essex St,Essex St,42.35232712,-71.06182428,Harrison Avenue & Oxford Place,232,nearest_address
