objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
3324,13JH110,Ripley Rd,40 Ripley Rd,IS,1146096000000,1310740020,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4283; METERED_FL=U; PLACEMENT=MIGRATED,13JH110,,,MU,MUCENT,2005,,,,1,,1177632000000,chalmersh,1231372800000,{CFB989BC-2B8F-59FE-9A36-89276828B4EE},-71.076622178999969,42.299748698000030,40 (STREET_FEA 3598),STREET_FEA 3598,40,derived_0_50_ft,boston-sam,116121,40 Ripley Rd,Ripley Rd,42.29963866,-71.07664059,Carmen Street & Ripley Road,135,nearest_address
3339,13KH10,Wellesley Park,21 Wellesley Park,IS,,1311740127,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3214; METERED_FL=U; PLACEMENT=MIGRATED,13KH10,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{B8694C3E-3595-54C3-944E-1974ECF7E9F6},-71.065936339999951,42.296459744000060,21 OPP (STREET_FEA 4436),STREET_FEA 4436,69,derived_50_100_ft,boston-sam,147377,21 Wellesley Park,Wellesley Park,42.29646866,-71.06619059,Park Street & Vinson Street,291,nearest_address
3351,15JH58,Fernboro St,24 Fernboro St,IS,,1510740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2271; METERED_FL=U; PLACEMENT=MIGRATED,15JH58,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{C79C3FA6-9716-5C8A-BD08-285920D3DBD8},-71.077639306999970,42.310914038000078,24 OPP (STREET_FEA 1646),STREET_FEA 1646,74,derived_50_100_ft,boston-sam,57634,24 Fernboro St,Fernboro St,42.31086866,-71.07737059,Fernboro Street & Intervale Street,95,nearest_address
3353,16JH200,Columbia Rd,500 Columbia Rd,IS,,1610740060,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=540; METERED_FL=U; PLACEMENT=MIGRATED,16JH200,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{5A50D9E4-EBDD-596A-A176-F6A20039B421},-71.067358737999939,42.314853073000052,500 (STREET_FEA 1068),STREET_FEA 1068,66,derived_50_100_ft,boston-sam,35283,500 Columbia Rd,Columbia Rd,42.31477866,-71.06758059,Bird Street & Columbia Road,91,nearest_address
3359,14JH12,Washington St,301 Washington St,IS,,1410740184,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=604; METERED_FL=U; PLACEMENT=MIGRATED,14JH12,,,MH,MH129,1974,,,,1,,1177632000000,chalmersh,1233187200000,{CB3BBF31-E35F-5E0A-91D3-5F1B9D7593CC},-71.074852552999971,42.300245277000045,306 OPP (STREET_FEA 4399),STREET_FEA 4399,85,derived_50_100_ft,boston-sam,146022,301 Washington St,Washington St,42.30029966,-71.07515959,Arvale Road & Harvard Avenue,314,nearest_address
3371,16JH18,Fernboro St,7 Fernboro St,IS,,1610740190,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2475; METERED_FL=U; PLACEMENT=MIGRATED,16JH18,,,KE,KEK81,2011,,,,1,,1177632000000,blundonr,1255478400000,{B5F36D87-5AA8-5154-94CA-451FBD2737F4},-71.077148850999947,42.311517463000030,7 (STREET_FEA 1646),STREET_FEA 1646,37,derived_0_50_ft,boston-sam,57642,7 Fernboro St,Fernboro St,42.31160866,-71.07721059,Fernboro Street & Lawrence Avenue,178,nearest_address
3374,16KH122,Morrill St,28 Morrill St,IS,1117584000000,1611740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2925; METERED_FL=U; PLACEMENT=MIGRATED,16KH122,,,MU,MUCENT,2003,,,,1,,1177632000000,denapolipd,1227571200000,{8A84A714-1B29-51C5-A633-0F80DAC683DA},-71.061144272999968,42.316245261000063,53 OPP (STREET_FEA 387),STREET_FEA 387,38,derived_0_50_ft,boston-sam,97509,28 Morrill St,Morrill St,42.31630867,-71.06103059,Bakersfield Street & Morrill Street,87,nearest_address
3375,14JH32,Washington St,204-208A Washington St,IS,,1410740097,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2635; METERED_FL=U; PLACEMENT=MIGRATED,14JH32,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{C57325C1-A753-560F-8791-82C69DF8BAC5},-71.078152780999972,42.302707354000063,200 OPP (STREET_FEA 4399),STREET_FEA 4399,85,derived_50_100_ft,boston-sam,145977,204-208A Washington St,Washington St,42.30277866,-71.07785059,Lynnville Terrace & Washington Street,34,nearest_address
3390,10LH42,Milton St,158 Milton St,IS,,1012740052,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1192; METERED_FL=U; PLACEMENT=MIGRATED,10LH42,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231718400000,{ABD7D83E-737B-5A9C-B4DB-D34DEEE17AFC},-71.051799128999960,42.281113898000058,158 (STREET_FEA 2866),STREET_FEA 2866,56,derived_50_100_ft,boston-sam,95814,158 Milton St,Milton St,42.28122866,-71.05166058,Crockett Avenue & Milton Street,34,nearest_address
3393,14KH34,Longfellow St,12 Longfellow St,IS,,1411740106,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4192; METERED_FL=U; PLACEMENT=MIGRATED,14KH34,,,US,USMET250,1995,,,,1,,1177632000000,denapolipd,1224720000000,{CDB9B78B-5FD3-51E2-AA48-8FB45E2F50A7},-71.066865989999940,42.302536456000041,12 (STREET_FEA 2593),STREET_FEA 2593,56,derived_50_100_ft,boston-sam,87111,12 Longfellow St,Longfellow St,42.30265866,-71.06699059,Longfellow Street & Topliff Street,295,nearest_address
3407,14KH36,Longfellow St,22 Longfellow St,IS,,1411740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4192; METERED_FL=U; PLACEMENT=MIGRATED,14KH36,,,US,USMET250,1988,,,,1,,1177632000000,denapolipd,1224720000000,{AE92B8A0-D3FA-5FAA-856E-84E0068B4D1C},-71.066179195999950,42.302716965000059,22 (STREET_FEA 2593),STREET_FEA 2593,55,derived_50_100_ft,boston-sam,87120,22 Longfellow St,Longfellow St,42.30284866,-71.06628059,Hamilton Street & Homes Avenue,470,nearest_address
3421,16LH16,Sydney St,136 Sydney St,IS,1182124800000,1612740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4046; METERED_FL=U; PLACEMENT=MIGRATED,16LH16,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1224460800000,{44C9C828-D2F9-502C-83B3-D78D2C6C3928},-71.052638741999942,42.316142565000064,135 OPP (STREET_FEA 4093),STREET_FEA 4093,33,derived_0_50_ft,boston-sam,133251,136 Sydney St,Sydney St,42.31606915,-71.05270877,Sudan Street & Sydney Street,38,nearest_address
3446,14KH44,Draper St,76 Draper St,IS,662688000000,1411740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1376; METERED_FL=U; PLACEMENT=MIGRATED,14KH44,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1224720000000,{EA088D61-64D5-5211-A00B-0B3BD47B64A8},-71.064926410999988,42.303979737000077,145 OPP (STREET_FEA 1376),STREET_FEA 1376,40,derived_0_50_ft,boston-sam,49450,76 Draper St,Draper St,42.30407866,-71.06486059,Draper Street & Homes Avenue,89,nearest_address
3449,9KH18,Adams St,1103 Adams St,IS,,911740035,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=761; METERED_FL=U; PLACEMENT=MIGRATED,9KH18,,,KE,KEK81,2012,,,,1,,1177632000000,denapolipd,1231891200000,{81696E84-0B32-552E-850F-D46034B31A81},-71.063218278999955,42.273899758000027,1103 (STREET_FEA 130),STREET_FEA 130,53,derived_50_100_ft,boston-sam,421,1103 Adams St,Adams St,42.27401766,-71.06333459,Adams Street & Butler Street,332,nearest_address
3452,12JH176,Centre St,67 Centre St,IS,,1210740120,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3831; METERED_FL=U; PLACEMENT=MIGRATED,12JH176,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{0D2B9C3A-B3E4-5873-B6E8-723D9DA7EF14},-71.068527870999958,42.291081251000037,74 OPP (STREET_FEA 885),STREET_FEA 885,52,derived_50_100_ft,boston-sam,28453,67 Centre St,Centre St,42.29093866,-71.06855059,Centre Street & Seaborn Street,38,nearest_address
3462,13JH168,Greenbrier St,102 Greenbrier St,IS,1054425600000,1310740139,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2457; METERED_FL=U; PLACEMENT=MIGRATED,13JH168,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1230076800000,{B8B3D693-E0D8-5B87-8568-80FA72113FEB},-71.070437949999985,42.296707772000047,102 (STREET_FEA 1910),STREET_FEA 1910,56,derived_50_100_ft,boston-sam,66440,102 Greenbrier St,Greenbrier St,42.29662866,-71.07026059,Greenbrier Street & Larchmont Street,68,nearest_address
3463,12LH38,Arbroth St,2 Arbroth St,IS,,1212740091,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4201; METERED_FL=U; PLACEMENT=MIGRATED,12LH38,,,US,USMET250,1991,,,,1,,1177632000000,connorsm,1233878400000,{F1265895-FEB3-5C0C-A47A-2F05D4EFE6F6},-71.052358930999958,42.290469597000026,2 (STREET_FEA 280),STREET_FEA 280,40,derived_0_50_ft,boston-sam,4475,2 Arbroth St,Arbroth St,42.29054866,-71.05246058,Arbroth Street & Train Street,142,nearest_address
3464,15KH98,East St,23 East St,IS,,1511740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=990; METERED_FL=U; PLACEMENT=MIGRATED,15KH98,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1233705600000,{4BD75747-9A84-51F3-9225-BF1CA4F2DA28},-71.059502105999968,42.307638830000030,23 (STREET_FEA 1428),STREET_FEA 1428,49,derived_0_50_ft,boston-sam,50807,23 East St,East St,42.30776866,-71.05946059,Church Street & East Street,69,nearest_address
3477,17LH79,Columbia Road,Near Columbia Road & Kosciuszko Circle,IS,1377734400000,1712740130,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1068; METERED_FL=U; PLACEMENT=chalmersh,17LH79,,,KE,KEK81-A,2011,,,,1,,1405987200000,chalmersh,1405987200000,{C8BC1997-D77D-55DA-973D-1CF5EED3430D},-71.052264073999936,42.321786192000047,STREET_FEA 3144,STREET_FEA 3144,375,intersection_preferred_150_plus_ft,boston-sam,98907,151 Mount Vernon St,Mount Vernon St,42.32082196,-71.05177391,Columbia Road & Kosciuszko Circle,163,nearest_intersection
3478,14JH26,Norwell St,67 Norwell St,IS,,1410740175,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=818; METERED_FL=U; PLACEMENT=MIGRATED,14JH26,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1244505600000,{E1EAFE1E-86DE-5A65-8AC4-AFACA0783F1C},-71.078797918999953,42.300361547000080,60 (STREET_FEA 3105),STREET_FEA 3105,63,derived_50_100_ft,boston-sam,104142,67 Norwell St,Norwell St,42.30034866,-71.07903059,Carmen Street & Norwell Street,157,nearest_address
3482,17KH121,Dorchester Ave,947-949 Dorchester Ave,IS,,1711740146,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=8; METERED_FL=U; PLACEMENT=MIGRATED,17KH121,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{A94B27AB-4838-518C-B1FE-F0F241866C23},-71.056876409999973,42.318564286000026,947-949 (STREET_FEA 1358),STREET_FEA 1358,26,derived_0_50_ft,boston-sam,48788,947-949 Dorchester Ave,Dorchester Ave,42.31862867,-71.05692059,Dorchester Avenue & East Cottage Street,43,nearest_address
3483,12LH88,Salina Rd,30 Salina Rd,IS,880070400000,1212740041,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1743; METERED_FL=U; PLACEMENT=MIGRATED,12LH88,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{6532E346-5DD0-5CF2-AB24-742BCDF37ADD},-71.049224186999936,42.292225530000053,30 (STREET_FEA 3777),STREET_FEA 3777,42,derived_0_50_ft,boston-sam,121999,30 Salina Rd,Salina Rd,42.29214866,-71.04934058,Boutwell Street & Neponset Avenue,233,nearest_address
3493,15KH92,Hecla St,11 Hecla St,IS,567993600000,1511740111,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1360; METERED_FL=U; PLACEMENT=MIGRATED,15KH92,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1233705600000,{F03CBAAF-3FAF-535C-B70E-2FB5DFD65445},-71.059154127999989,42.307016591000036,9 (STREET_FEA 2099),STREET_FEA 2099,38,derived_0_50_ft,boston-sam,72499,11 Hecla St,Hecla St,42.30710866,-71.05922059,Dorchester Avenue & Hecla Street,158,nearest_address
3497,10LH86,Hill Top St,32-32A Hill Top St,IS,,1012740099,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,10LH86,,,MH,U,,,,,1,,1240272000000,blundonr,1244419200000,{FC82FED8-65D6-5A1E-82AC-70E43821717D},-71.049486203999948,42.279422644000078,151 (STREET_FEA 1981),STREET_FEA 1981,128,derived_100_150_ft,boston-sam,166247,32-32A Hill Top St,Hill Top St,42.27967985,-71.04981008,Hill Top Street & Whitridge Street,197,nearest_address
3498,10LH88,Hill Top Street,Near Hill Top Street & Whitridge Street,IS,,1012740101,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,10LH88,,,US,U,,,,,1,,1240272000000,blundonr,1244419200000,{4272078F-D79E-5218-BC9E-5F5D4127AD08},-71.048717084999964,42.278779326000063,151 (STREET_FEA 1981),STREET_FEA 1981,314,intersection_preferred_150_plus_ft,boston-sam,68230,151 Hallet St,Hallet St,42.27963746,-71.04881970,Hill Top Street & Whitridge Street,508,nearest_intersection
3513,13IH20,Shandon Rd,91-99 Shandon Rd,IS,1157587200000,1309740085,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1732; METERED_FL=U; PLACEMENT=MIGRATED,13IH20,,,KE,KEK81,2011,,,,1,,1177632000000,blundonr,1230076800000,{EA06F46E-96E0-50BC-B5C6-3C0A2D8F89AE},-71.091511353999977,42.296709710000073,92 (STREET_FEA 230),STREET_FEA 230,85,derived_50_100_ft,boston-sam,350742,91-99 Shandon Rd,Shandon Rd,42.29648315,-71.09143889,American Legion Highway & Franklin Hill Avenue,351,nearest_address
3515,10JH43,Evans St,18 Evans St,IS,,1010740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4155; METERED_FL=U; PLACEMENT=MIGRATED,10JH43,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{4619111E-0760-52FF-90DC-67847A6AF496},-71.077328137999984,42.282904620000068,STREET_FEA 1570,STREET_FEA 1570,39,derived_0_50_ft,boston-sam,54803,18 Evans St,Evans St,42.28284961,-71.07745301,Evans Street & Thetford Avenue,33,nearest_address
3516,16KH100,Pleasant St,110 Pleasant St,IS,662688000000,1611740191,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3807; METERED_FL=U; PLACEMENT=MIGRATED,16KH100,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1225065600000,{98E29A66-9A86-5A67-B2B2-DBF64A6DF7D2},-71.059016760999953,42.311922649000053,110 (STREET_FEA 3329),STREET_FEA 3329,40,derived_0_50_ft,boston-sam,111144,110 Pleasant St,Pleasant St,42.31193866,-71.05887059,Deer Street & Melvinside Terrace,220,nearest_address
3523,10IH160,Nelson St,61 Nelson St,IS,754704000000,1009740083,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1570; METERED_FL=U; PLACEMENT=MIGRATED,10IH160,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{96BC9E59-E2BF-51B8-A000-7CDB087CCF72},-71.082265465999967,42.281604373000050,52 OPP (STREET_FEA 4941),STREET_FEA 4941,62,derived_50_100_ft,boston-sam,100548,61 Nelson St,Nelson St,42.28143367,-71.08226373,Evans Street & Nelson Street,114,nearest_address
3524,14JH201,Rosseter St,87 Rosseter St,IS,,1410740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2662; METERED_FL=U; PLACEMENT=MIGRATED,14JH201,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1232928000000,{83E81908-2B30-5D59-A0D9-DBFCD256B568},-71.073984956999936,42.303128291000064,87 (STREET_FEA 3686),STREET_FEA 3686,32,derived_0_50_ft,boston-sam,118796,87 Rosseter St,Rosseter St,42.30308866,-71.07409059,Mallon Road & Rosseter Street,90,nearest_address
3531,16KH130,Pleasant St,45 Pleasant St,IS,,1611740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4221; METERED_FL=U; PLACEMENT=MIGRATED,16KH130,,,US,USSEN,1981,,,,1,,1177632000000,denapolipd,1220918400000,{230A3F1D-5A2E-556E-81CF-A18E401FB137},-71.059777564999933,42.315828120000049,45 (STREET_FEA 3329),STREET_FEA 3329,47,derived_0_50_ft,boston-sam,111221,45 Pleasant St,Pleasant St,42.31580866,-71.05995059,Pleasant Street & Trescott Street,61,nearest_address
3537,16JH12,Creston Park,1-1A Creston Park,IS,1398384000000,1610740155,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=568; METERED_FL=U; PLACEMENT=MIGRATED,16JH12,,,KE,KEK81-A,2010,,,,1,,1177632000000,mulline,1430870400000,{EC6A9601-E7F3-5492-A47D-6BF909633C4D},-71.079548587999966,42.312433914000053,9 OPP (STREET_FEA 1187),STREET_FEA 1187,27,derived_0_50_ft,boston-sam,44349,1-1A Creston Park,Creston Park,42.31250866,-71.07954059,Creston Park & Creston Street,43,nearest_address
3542,12JH84,Washington St,641-649B Washington St,IS,,1210740183,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2570; METERED_FL=U; PLACEMENT=MIGRATED,12JH84,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{0236E126-46B8-5CE6-8199-91413CCCEBA9},-71.071421808999958,42.289348284000027,641-646 (STREET_FEA 4399),STREET_FEA 4399,67,derived_50_100_ft,boston-sam,146129,641-649B Washington St,Washington St,42.28916866,-71.07147059,Lithgow Street & Washington Street,29,nearest_address
3546,12IH76,Westview St,140-150 Westview St,IS,,1209740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3409; METERED_FL=U; PLACEMENT=MIGRATED,12IH76,,,DA,ADB-84-B,1990,,,,1,,1177632000000,connorsm,1233705600000,{1D3F6343-F49D-53CF-A027-EACDB204F748},-71.084639835999951,42.290680414000065,160 (STREET_FEA 4485),STREET_FEA 4485,120,derived_100_150_ft,boston-sam,439000,140-150 Westview St,Westview St,42.29053396,-71.08424126,Westview Street & Westview Way,159,nearest_address
3548,17KH78,Sumner St,15 Sumner St,IS,1147219200000,1711740110,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4064; METERED_FL=U; PLACEMENT=MIGRATED,17KH78,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1220832000000,{8AAE0A17-1C30-5463-ABB7-E6C32CA2F805},-71.061263353999948,42.319349304000070,19 (STREET_FEA 4063),STREET_FEA 4063,64,derived_50_100_ft,boston-sam,132528,15 Sumner St,Sumner St,42.31950867,-71.06136059,Sumner Street & Sumner Terrace,78,nearest_address
3553,12IH120,Blue Hill Ave,919 Blue Hill Ave,IS,1095379200000,1209740140,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3255; METERED_FL=U; PLACEMENT=chalmersh,12IH120,,,MU,MUCENT,2003,,,,1,,1206662400000,blundonr,1230076800000,{5D66DC38-4F2E-5959-96D2-80F1578E2D35},-71.088417050999965,42.292866659000026,919 OPP (STREET_FEA 567),STREET_FEA 567,143,derived_100_150_ft,boston-sam,16593,919 Blue Hill Ave,Blue Hill Ave,42.29300866,-71.08891060,Blue Hill Avenue & Paxton Street,293,nearest_address
3565,14IH34,Hewins St,47 Hewins St,IS,,1409740054,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2127; METERED_FL=U; PLACEMENT=MIGRATED,14IH34,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{6441C60C-5F3A-5B2E-B642-E7ED9ED61764},-71.081115179999983,42.302244238000071,69 (STREET_FEA 1545),STREET_FEA 1545,49,derived_0_50_ft,boston-sam,73139,47 Hewins St,Hewins St,42.30237866,-71.08113059,Erie Street & Hewins Street,92,nearest_address
3566,12JH76,Talbot Ave,282-292 Talbot Ave,IS,,1210740122,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1066; METERED_FL=U; PLACEMENT=MIGRATED,12JH76,,,US,USSEN,1983,,,,1,,1177632000000,blundonr,1244505600000,{278FC5EC-B893-50BF-906E-77A21C6036C9},-71.074572485999965,42.291043500000058,282-292 (STREET_FEA 4105),STREET_FEA 4105,23,derived_0_50_ft,boston-sam,133693,282-292 Talbot Ave,Talbot Ave,42.29108873,-71.07451309,Colonial Avenue & Talbot Avenue,58,nearest_address
3572,16KH182,Sagamore St,10-12 Sagamore St,IS,378691200000,1611740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3801; METERED_FL=U; PLACEMENT=MIGRATED,16KH182,,,US,USSEN,1980,,,,1,,1177632000000,blundonr,1244505600000,{81CA33BA-096D-56E4-9BCC-554AC56B5CA1},-71.055255943999953,42.313118698000039,6 (STREET_FEA 3738),STREET_FEA 3738,56,derived_50_100_ft,boston-sam,120458,10-12 Sagamore St,Sagamore St,42.31323966,-71.05538459,Elton Street & Sagamore Street,184,nearest_address
3575,17KH92,Mayfield St,75 Mayfield St,IS,94694400000,1711740208,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=387; METERED_FL=U; PLACEMENT=MIGRATED,17KH92,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{10F3EBEA-F585-5A8F-A430-4744A0C6854F},-71.060341323999978,42.316932698000073,75 (STREET_FEA 2771),STREET_FEA 2771,42,derived_0_50_ft,boston-sam,93242,75 Mayfield St,Mayfield St,42.31704867,-71.06034059,Bakersfield Street & Mayfield Street,169,nearest_address
3582,13IH44,Blue Hill Ave,820-828 Blue Hill Ave,IS,1049932800000,1309740093,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4298; METERED_FL=U; PLACEMENT=MIGRATED,13IH44,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1233878400000,{6EAD5D72-365C-5DCB-9134-C2C05FDAA57E},-71.087244503999955,42.296445178000056,820 (STREET_FEA 567),STREET_FEA 567,38,derived_0_50_ft,boston-sam,16564,820-828 Blue Hill Ave,Blue Hill Ave,42.29647266,-71.08710760,Blue Hill Avenue & Vesta Road,70,nearest_address
3583,16JH22,Lawrence Ave,37 Lawrence Ave,IS,707356800000,1610740152,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3086; METERED_FL=U; PLACEMENT=MIGRATED,16JH22,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1231372800000,{1EC4CB5E-7DA1-581C-869D-8811AAA93162},-71.078111439999986,42.312610351000046,37 (STREET_FEA 2475),STREET_FEA 2475,53,derived_50_100_ft,boston-sam,84529,37 Lawrence Ave,Lawrence Ave,42.31246866,-71.07815059,Lawrence Avenue & Normandy Street,250,nearest_address
3599,17KH100,Pleasant St,9 Pleasant St,IS,,1711740166,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4543; METERED_FL=U; PLACEMENT=MIGRATED,17KH100,,,DA,ADB-84-B,1990,,,,1,,1177632000000,denapolipd,1220918400000,{9CFC47A9-57D4-5073-8B65-DFA6A99F26B8},-71.059089971999981,42.318020379000075,9 (STREET_FEA 3329),STREET_FEA 3329,52,derived_50_100_ft,boston-sam,111261,9 Pleasant St,Pleasant St,42.31810867,-71.05924059,Howes Street & Pleasant Street,51,nearest_address
3611,12KH84,Lonsdale St,35 Lonsdale St,IS,,1211740147,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1360; METERED_FL=U; PLACEMENT=MIGRATED,12KH84,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{D5E90F8F-3E3D-561E-BAFB-117762A5116E},-71.061397849999935,42.290332733000071,35 (STREET_FEA 2597),STREET_FEA 2597,34,derived_0_50_ft,boston-sam,87223,35 Lonsdale St,Lonsdale St,42.29024866,-71.06134059,Denvir Street & Shepton Street,318,nearest_address
3621,11KH160,Adams St,672 Adams St,IS,1130803200000,1111740072,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2102; METERED_FL=U; PLACEMENT=MIGRATED,11KH160,,,MU,MUCENT,2005,,,,1,,1177632000000,chalmersh,1242604800000,{6F4153D3-35DC-5843-AEEF-5EE58F670CA7},-71.054453031999969,42.286884422000071,672 (STREET_FEA 130),STREET_FEA 130,53,derived_50_100_ft,boston-sam,894,672 Adams St,Adams St,42.28690866,-71.05426058,Adams Street & Helena Road,18,nearest_address
3648,11MH2,Neponset Avenue,Near Neponset Avenue & Taylor Street,IS,,1113740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1771; METERED_FL=U; PLACEMENT=MIGRATED,11MH2,,,KE,USMET250,2011,,,,1,,1177632000000,blundonr,1244505600000,{CEEA484C-8453-5B55-A861-9C0E4ED99750},-71.040868702999944,42.284859464000078,STREET_FEA 3020,STREET_FEA 3020,233,intersection_preferred_150_plus_ft,boston-sam,156309,500 Neponset Ave,Neponset Ave,42.28525595,-71.04018945,Neponset Avenue & Taylor Street,218,nearest_intersection
3654,14KH158,Kimball St,19 Kimball St,IS,817776000000,1411740026,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1360; METERED_FL=U; PLACEMENT=MIGRATED,14KH158,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{7C6BEB42-C1F6-5AD0-93C2-14A040F2F85C},-71.058342269999969,42.304490263000048,19 (STREET_FEA 2398),STREET_FEA 2398,20,derived_0_50_ft,boston-sam,81729,19 Kimball St,Kimball St,42.30443866,-71.05832059,Marlin Way & Orchardfield Street,143,nearest_address
