objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
8289,13IH60,Abbot St,28 Abbot St,IS,,1309740100,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2054; METERED_FL=U; PLACEMENT=MIGRATED,13IH60,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{4AE9CB89-F06A-5671-9340-1C18A220B4D9},-71.085571453999933,42.296337360000052,26 (STREET_FEA 113),STREET_FEA 113,52,derived_50_100_ft,boston-sam,84,28 Abbot St,Abbot St,42.29630866,-71.08538060,Abbot Street & Harvard Street,237,nearest_address
8297,17JH285,Dudley St,675-679 Dudley St,IS,,1710740232,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1038; METERED_FL=U; PLACEMENT=mulline,17JH285,,,KE,KEK81-A,2007,,,,1,,1224115200000,blundonr,1249430400000,{4ADBD60C-DAB3-5DE9-85BC-B60860EEF4AE},-71.069158477999963,42.318826411000032,STREET_FEA 1389,STREET_FEA 1389,108,derived_100_150_ft,boston-sam,49823,675-679 Dudley St,Dudley St,42.31866567,-71.06949659,Alexander Street & Dudley Street,39,nearest_address
8298,10KH76,Adams St,951 Adams St,IS,,1011740151,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1632; METERED_FL=U; PLACEMENT=MIGRATED,10KH76,,,DA,ADB-84-B,1990,,,,1,,1177632000000,denapolipd,1231718400000,{FF74958B-DE34-5E5B-8FBC-2C618EA2784D},-71.059614737999937,42.278815404000056,951 (STREET_FEA 130),STREET_FEA 130,46,derived_0_50_ft,boston-sam,1018,951 Adams St,Adams St,42.27893866,-71.05965059,Adams Street & Fellsway Street,36,nearest_address
8308,8KH26,Adams St,1173 Adams St,IS,,811740029,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2796; METERED_FL=U; PLACEMENT=MIGRATED,8KH26,,,US,USSEN,1980,,,,1,,1177632000000,denapolipd,1231891200000,{5A01A1F3-3A70-55B4-947B-D427731AB02B},-71.065998598999954,42.272613931000080,1173 (STREET_FEA 130),STREET_FEA 130,45,derived_0_50_ft,boston-sam,450,1173 Adams St,Adams St,42.27273350,-71.06603316,Adams Street & Medway Street,119,nearest_address
8309,12JH158,Centre St,51 Centre St,IS,1158796800000,1210740129,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3831; METERED_FL=U; PLACEMENT=MIGRATED,12JH158,,,MU,MUCENT,2004,,,,1,,1177632000000,chalmersh,1242777600000,{7EEEC63E-7570-562C-99D5-67F1179460E6},-71.069385910999983,42.290810016000080,46 OPP (STREET_FEA 885),STREET_FEA 885,65,derived_50_100_ft,boston-sam,28448,51 Centre St,Centre St,42.29074866,-71.06916059,Centre Street & Seaborn Street,220,nearest_address
8311,10KH152,Ely Rd,39-41 Ely Rd,IS,,1011740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1516; METERED_FL=U; PLACEMENT=MIGRATED,10KH152,,,MU,MUCENT,1994,,,,1,,1177632000000,denapolipd,1230508800000,{621E2870-2597-5C4A-8AEA-00227862013D},-71.056755089999967,42.283135723000044,STREET_FEA 2372,STREET_FEA 2372,68,derived_50_100_ft,boston-sam,53491,39-41 Ely Rd,Ely Rd,42.28303866,-71.05697059,Ely Road & Kenmare Road,43,nearest_address
8320,11JH108,Dunbar Ave,25 Dunbar Ave,IS,1117584000000,1110740092,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2914; METERED_FL=U; PLACEMENT=MIGRATED,11JH108,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1249430400000,{595C1589-8673-5FE1-9299-58EA116C0616},-71.072964900999978,42.286551233000068,25 (STREET_FEA 1394),STREET_FEA 1394,83,derived_50_100_ft,boston-sam,49880,25 Dunbar Ave,Dunbar Ave,42.28669374,-71.07272557,Dunbar Avenue & Wentworth Terrace,84,nearest_address
8322,18KH68,Bellflower St,10 Bellflower St,IS,,1811740077,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1358; METERED_FL=U; PLACEMENT=MIGRATED,18KH68,,,DA,ADB-84-B,1988,,,,1,,1177632000000,connorsm,1221004800000,{865E3A9D-7E6D-5F58-A3D1-818ACAC52724},-71.057757719999984,42.324309462000031,10 (STREET_FEA 488),STREET_FEA 488,38,derived_0_50_ft,boston-sam,13998,10 Bellflower St,Bellflower St,42.32421867,-71.05783059,Bellflower Street & Dorchester Avenue,253,nearest_address
8338,12KH86,Lonsdale St,55 Lonsdale St,IS,,1211740140,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1680; METERED_FL=U; PLACEMENT=MIGRATED,12KH86,,,MU,MUCENT,1996,,,,1,,1177632000000,blundonr,1255478400000,{9CBAC5F9-B75A-5FAC-BEA5-C1B21F2918CA},-71.060380039999984,42.290587359000028,55 (STREET_FEA 2597),STREET_FEA 2597,40,derived_0_50_ft,boston-sam,87235,55 Lonsdale St,Lonsdale St,42.29047866,-71.06037059,Florida Street & Lonsdale Street,208,nearest_address
8340,11IH108,Ashton St,51 Ashton St,IS,1086048000000,1109740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=327; METERED_FL=U; PLACEMENT=MIGRATED,11IH108,,,MU,MUCENT,2004,,,,1,,1177632000000,denapolipd,1231804800000,{BD57C64C-B85B-5D1B-B6E4-DF9EB0BDED86},-71.089486425999951,42.287085311000055,11 OPP (STREET_FEA 397),STREET_FEA 397,67,derived_50_100_ft,boston-sam,5559,51 Ashton St,Ashton St,42.28690866,-71.08956060,Ashton Street & Balsam Street,41,nearest_address
8346,11IH106,Blue Hill Ave,1070-1078A Blue Hill Ave,IS,1095379200000,1109740048,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=281; METERED_FL=U; PLACEMENT=MIGRATED,11IH106,,,MU,MUCENT,2003,,,,1,,1177632000000,denapolipd,1231804800000,{7C2FBD7C-7F6E-5013-B631-39100F109532},-71.090118339999947,42.287763375000054,1070-1078A (STREET_FEA 567),STREET_FEA 567,56,derived_50_100_ft,boston-sam,162218,1070-1078A Blue Hill Ave,Blue Hill Ave,42.28762597,-71.09002848,Arbutus Street & Blue Hill Avenue,31,nearest_address
8352,11MH22,Water St,6-8 Water St,IS,725846400000,1113740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4113; METERED_FL=U; PLACEMENT=MIGRATED,11MH22,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{236D5FCA-6F85-545A-A30C-FD0BBF16EE3D},-71.039048253999965,42.288537968000071,7 OPP (STREET_FEA 4405),STREET_FEA 4405,64,derived_50_100_ft,boston-sam,345934,6-8 Water St,Water St,42.28846550,-71.03926626,Taylor Street & Water Street,50,nearest_address
8355,12LH30,Westglow St,75 Westglow St,IS,754704000000,1212740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2427; METERED_FL=U; PLACEMENT=MIGRATED,12LH30,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1233878400000,{7E6FA629-7122-545E-B716-C6EA960ADFF3},-71.051158475999955,42.290046887000074,76 OPP (STREET_FEA 4473),STREET_FEA 4473,45,derived_0_50_ft,boston-sam,148459,75 Westglow St,Westglow St,42.28998866,-71.05101058,Laban Pratt Road & Westglow Street,48,nearest_address
8360,17LH18,Mount Vernon St,151 Mount Vernon St,IS,1377734400000,1712740004,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4537; METERED_FL=U; PLACEMENT=MIGRATED,17LH18,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1405987200000,{60F8422E-D8E1-592D-8388-3A0BA96AE6E4},-71.051480327999968,42.321006756000031,151 (STREET_FEA 2961),STREET_FEA 2961,104,derived_100_150_ft,boston-sam,98907,151 Mount Vernon St,Mount Vernon St,42.32082196,-71.05177391,Mount Vernon Street & William T. Morrissey Boulevard,93,nearest_address
8361,10JH26,Maxwell St,44-46 Maxwell St,IS,,1010740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=807; METERED_FL=U; PLACEMENT=MIGRATED,10JH26,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{34A7C082-9368-5CAD-A5D2-1CAA2B77A522},-71.078421678999973,42.282052917000044,44-46 (STREET_FEA 2765),STREET_FEA 2765,53,derived_50_100_ft,boston-sam,93135,44-46 Maxwell St,Maxwell St,42.28197466,-71.07825359,Evans Street & Stanton Street,254,nearest_address
8377,10JH167,Milton Ave,145 Milton Ave,IS,662688000000,1010740120,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4555; METERED_FL=U; PLACEMENT=MIGRATED,10JH167,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{A0264199-0A44-5146-AC34-46BC7EBA1FBC},-71.075414717999934,42.279886216000079,145 (STREET_FEA 2863),STREET_FEA 2863,37,derived_0_50_ft,boston-sam,95699,145 Milton Ave,Milton Ave,42.27990866,-71.07555059,Milton Avenue & Wilmington Avenue,87,nearest_address
8379,11IH86,Harwood St,23 Harwood St,IS,725846400000,1109740121,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4554; METERED_FL=U; PLACEMENT=MIGRATED,11IH86,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231804800000,{AFC70D8E-5B28-5E1B-B92A-4F85F969352A},-71.087384590999989,42.285866652000038,23 (STREET_FEA 2061),STREET_FEA 2061,41,derived_0_50_ft,boston-sam,71052,23 Harwood St,Harwood St,42.28596866,-71.08745060,Irma Street & Woodrow Avenue,199,nearest_address
8383,13JH158,Alpha Rd,41 Alpha Rd,IS,757382400000,1310740185,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3214; METERED_FL=U; PLACEMENT=MIGRATED,13JH158,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{EFECF299-F1BD-5D3F-BAF1-834142ABBE8F},-71.069107809999934,42.295792614000050,41 (STREET_FEA 212),STREET_FEA 212,41,derived_0_50_ft,boston-sam,2851,41 Alpha Rd,Alpha Rd,42.29586866,-71.06922059,Hooper Street & Tremlett Street,275,nearest_address
8389,15JH197,Intervale St,61 Intervale St,IS,,1510740181,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3086; METERED_FL=U; PLACEMENT=MIGRATED,15JH197,,,US,USMET250,1994,,,,1,,1177632000000,palaciolv,1231372800000,{FF529C9B-8E4E-52B3-88C0-4531888F5958},-71.078831851999951,42.311085533000039,61 OPP (STREET_FEA 2271),STREET_FEA 2271,53,derived_50_100_ft,boston-sam,78768,61 Intervale St,Intervale St,42.31094866,-71.07890059,Intervale Street & Normandy Street,93,nearest_address
8390,11JH28,Milton Ave,71 Milton Ave,IS,,1110740171,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=305; METERED_FL=U; PLACEMENT=MIGRATED,11JH28,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{CD8EC1EF-F769-59A0-9E1F-DFA901AD1978},-71.076781267999934,42.283868778000055,71 (STREET_FEA 2863),STREET_FEA 2863,34,derived_0_50_ft,boston-sam,95751,71 Milton Ave,Milton Ave,42.28383866,-71.07690059,Armandine Street & Milton Avenue,45,nearest_address
8397,17JH200,E Cottage St,65 E Cottage St,IS,,1710740032,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3628; METERED_FL=U; PLACEMENT=MIGRATED,17JH200,,,KE,KEK81-A,1998,,,,1,,1177632000000,palaciolv,1231718400000,{2C87DB97-E16D-5F5A-88B3-F41EBC6A0B51},-71.067800627999986,42.321316408000030,STREET_FEA 8,STREET_FEA 8,88,derived_50_100_ft,boston-sam,384904,65 E Cottage St,E Cottage St,42.32111944,-71.06761226,East Cottage Street & Robey Street,200,nearest_address
8398,12LH3,Lawley St,74 Lawley St,IS,,1212740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1543; METERED_FL=U; PLACEMENT=MIGRATED,12LH3,,,KE,KEK81-A,1997,,,,1,,1177632000000,connorsm,1233792000000,{B81CAED7-F6BF-5DED-9795-C6C0AE3DD99F},-71.041254593999952,42.291238635000070,77-79 OPP (STREET_FEA 2470),STREET_FEA 2470,32,derived_0_50_ft,boston-sam,84372,74 Lawley St,Lawley St,42.29128866,-71.04135058,Ericsson Street & Lawley Street,145,nearest_address
8399,14LH8,Everett St,2 Everett St,IS,725846400000,1412740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1581; METERED_FL=U; PLACEMENT=MIGRATED,14LH8,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1233273600000,{F55B7984-8916-5EF1-96F5-083A7A9ADB61},-71.053281995999953,42.302194716000031,13 OPP (STREET_FEA 3214),STREET_FEA 3214,39,derived_0_50_ft,boston-sam,55248,2 Everett St,Everett St,42.30208866,-71.05327059,Everett Street & Park Street,93,nearest_address
8402,15KH134,Linden St,11 Linden St,IS,,1511740138,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1360; METERED_FL=U; PLACEMENT=MIGRATED,15KH134,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1233705600000,{41325F14-EC7C-55D5-A053-3D9523B5324B},-71.058205624999971,42.306018094000081,11 (STREET_FEA 2560),STREET_FEA 2560,61,derived_50_100_ft,boston-sam,86488,11 Linden St,Linden St,42.30618354,-71.05823920,Dorchester Avenue & Linden Street,159,nearest_address
8405,12IH74,Ames St,78-94 Ames St,IS,,1209740106,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3409; METERED_FL=U; PLACEMENT=MIGRATED,12IH74,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{9299C01A-0AF4-512D-9363-23CAB8E30B04},-71.083708870999942,42.289951696000060,124 (STREET_FEA 235),STREET_FEA 235,144,derived_100_150_ft,boston-sam,348134,78-94 Ames St,Ames St,42.28984832,-71.08422364,Ames Street & Stratton Street,35,nearest_address
8415,17JH102,Half Moon St,11 Half Moon St,IS,757382400000,1710740200,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1975; METERED_FL=U; PLACEMENT=MIGRATED,17JH102,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{D8278AC4-001E-5E4D-B1B7-4DF79C4D1D01},-71.071572699999933,42.316991424000037,STREET_FEA 2562,STREET_FEA 2562,74,derived_50_100_ft,boston-sam,68057,11 Half Moon St,Half Moon St,42.31678866,-71.07157059,Half Moon Street & Lingard Street,60,nearest_address
8424,14IH46,Blue Hill Ave,632-640 Blue Hill Ave,IS,1244160000000,1409740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1489; METERED_FL=U; PLACEMENT=MIGRATED,14IH46,,,KE,U,,,,,1,,1177632000000,chalmersh,1265932800000,{158B95D4-6574-5A37-A8EF-25BA1A7268C2},-71.085201190999953,42.302714354000045,632-640 (STREET_FEA 568),STREET_FEA 568,52,derived_50_100_ft,boston-sam,16523,632-640 Blue Hill Ave,Blue Hill Ave,42.30260866,-71.08507060,Blue Hill Avenue & Ellington Street,69,nearest_address
8427,11IH126,Ufford St,20 Ufford St,IS,1185840000000,1109740199,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1420; METERED_FL=U; PLACEMENT=MIGRATED,11IH126,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1235779200000,{6DD8D7D3-6FEB-5DF1-A417-06E7B62EF725},-71.080197538999982,42.283772528000043,24 (STREET_FEA 5663),STREET_FEA 5663,33,derived_0_50_ft,boston-sam,138969,20 Ufford St,Ufford St,42.28385311,-71.08013876,Dyer Street & Ufford Street,131,nearest_address
8437,18KH34,Boston St,198-214 Boston St,IS,536457600000,1811740109,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1540; METERED_FL=U; PLACEMENT=MIGRATED,18KH34,,,US,USSEN,2000,,,,1,,1177632000000,connorsm,1221004800000,{46DAED98-4A69-5FB0-A9F0-AE0E52CA9496},-71.060807704999945,42.322966752000070,199 (STREET_FEA 589),STREET_FEA 589,79,derived_50_100_ft,boston-sam,17129,198-214 Boston St,Boston St,42.32283867,-71.06057059,Boston Street & Mount Vernon Street,36,nearest_address
8440,11LH48,Flavia St,19-21 Flavia St,IS,,1112740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3134; METERED_FL=U; PLACEMENT=MIGRATED,11LH48,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1233705600000,{13B57F92-7101-5474-9B35-369E1F350595},-71.050622914999963,42.286395766000055,19-21 (STREET_FEA 1669),STREET_FEA 1669,44,derived_0_50_ft,boston-sam,58604,19-21 Flavia St,Flavia St,42.28643866,-71.05047058,Flavia Street & Oakton Avenue,240,nearest_address
8444,14JH112,Oakley St,14 Oakley St,IS,959817600000,1410740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=609; METERED_FL=U; PLACEMENT=MIGRATED,14JH112,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1230076800000,{73A536B1-0218-5EFC-A01A-32910C51D5E4},-71.071070483999961,42.301500651000026,14 (STREET_FEA 3130),STREET_FEA 3130,36,derived_0_50_ft,boston-sam,104800,14 Oakley St,Oakley St,42.30159866,-71.07105059,Bowdoin Street & Holiday Street,251,nearest_address
8469,11JH78,Wentworth St,19-21 Wentworth St,IS,,1110740048,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1010; METERED_FL=U; PLACEMENT=MIGRATED,11JH78,,,KE,KEK81-A,2010,,,,1,,1177632000000,pullenn,1273104000000,{12FBA8D2-2DCD-58A5-A5AE-1D480F86B565},-71.075404907999939,42.287795946000074,19-21 (STREET_FEA 4450),STREET_FEA 4450,39,derived_0_50_ft,boston-sam,147815,19-21 Wentworth St,Wentworth St,42.28775866,-71.07554059,Claridge Terrace & Wentworth Street,34,nearest_address
8481,13JH122,Harvard St,22 Harvard St,IS,995846400000,1310740053,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2048; METERED_FL=U; PLACEMENT=MIGRATED,13JH122,,,US,USSEN,1981,,,,1,,1177632000000,blundonr,1255478400000,{9CF3B206-3C70-5169-8049-1B291BAD5405},-71.074709852999945,42.299001147000070,22 (STREET_FEA 2055),STREET_FEA 2055,39,derived_0_50_ft,boston-sam,70824,22 Harvard St,Harvard St,42.29889866,-71.07467059,Harvard Park & Harvard Street,34,nearest_address
8492,15KH80,Linden St,47-49 Linden St,IS,662688000000,1511740144,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1360; METERED_FL=U; PLACEMENT=MIGRATED,15KH80,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1233705600000,{EB193409-7AFF-551F-8C2D-3091F6392BCF},-71.059871631999954,42.305821367000078,44 OPP (STREET_FEA 2560),STREET_FEA 2560,64,derived_50_100_ft,boston-sam,86503,47-49 Linden St,Linden St,42.30591466,-71.06007159,Dorchester Avenue & Linden Street,298,nearest_address
8493,11JH80,Wentworth St,49 Wentworth St,IS,,1110740077,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4195; METERED_FL=U; PLACEMENT=MIGRATED,11JH80,,,US,USMET250,1994,,,,1,,1177632000000,denapolipd,1250035200000,{D5605068-3508-51CA-BD2E-059EA9830058},-71.075174882999988,42.286976161000041,49 (STREET_FEA 4450),STREET_FEA 4450,44,derived_0_50_ft,boston-sam,147831,49 Wentworth St,Wentworth St,42.28690866,-71.07531059,Torrey Street & Wentworth Street,22,nearest_address
8497,18KH8,Clapp Street,Near Clapp Street & Massachusetts Avenue,IS,,1811740132,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1002; METERED_FL=U; PLACEMENT=MIGRATED,18KH8,,,MU,MUCENT,2003,,,,1,,1177632000000,connorsm,1221004800000,{589B33AB-C86F-5BED-BA69-BC84EFA44642},-71.063193491999982,42.322283094000056,1236 OPP (STREET_FEA 2744),STREET_FEA 2744,184,intersection_preferred_150_plus_ft,boston-sam,91950,1230-1244 Massachusetts Ave,Massachusetts Ave,42.32277367,-71.06303259,Clapp Street & Massachusetts Avenue,510,nearest_intersection
8511,15LH51,Denny Street,Near Denny Street & Springdale Street,IS,-270950400000,1512740064,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,15LH51,,,MU,U,,,,,1,,1177632000000,blundonr,1282694400000,{0B587A4C-E14E-59AF-A766-77C37E16CB54},-71.053418858999976,42.307339307000063,STREET_FEA 95,STREET_FEA 95,333,intersection_preferred_150_plus_ft,boston-sam,340838,100 Playstead Rd,Playstead Rd,42.30648310,-71.05298120,Denny Street & Springdale Street,697,nearest_intersection
8519,18KH16,Allstate Road,Near Allstate Road & Massachusetts Avenue,IS,,1811740044,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=204; METERED_FL=U; PLACEMENT=MIGRATED,18KH16,,,KE,KEK81-A,2003,,,,1,,1177632000000,blundonr,1255478400000,{CB1D8040-6196-5BC7-ABDC-7F3CFD1222AA},-71.065796200999955,42.325654235000059,1100 (STREET_FEA 2744),STREET_FEA 2744,250,intersection_preferred_150_plus_ft,boston-sam,350481,103 Allstate Rd,Allstate Rd,42.32524975,-71.06504565,Allstate Road & Massachusetts Avenue,351,nearest_intersection
8537,12IH128,Harvard St,425 Harvard St,IS,973209600000,1209740148,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=1096; METERED_FL=U; PLACEMENT=mulline,12IH128,,,U,U,,,,,1,,1269907200000,mulline,1269907200000,{D290C14C-9163-5AAF-9F56-B18B333A196C},-71.091771321999943,42.292923445000042,425 (STREET_FEA 2053),STREET_FEA 2053,60,derived_50_100_ft,boston-sam,70878,425 Harvard St,Harvard St,42.29307566,-71.09168260,Lorne Street & Wilbert Circle,399,nearest_address
8539,12IH12,Fabyan St,14 Fabyan St,IS,1025654400000,1209740121,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,12IH12,,,MU,MUCENT,2002,,,,1,,1177632000000,connorsm,1233705600000,{B92627AE-6A84-56B8-A9C6-A3D0B4525002},-71.090396006999981,42.289398813000048,14 OPP (STREET_FEA 1588),STREET_FEA 1588,72,derived_50_100_ft,boston-sam,55478,14 Fabyan St,Fabyan St,42.28927866,-71.09061060,Blue Hill Avenue & Fabyan Street,190,nearest_address
8541,11IH172,Callender St,187 Callender St,IS,1436918400000,1109740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2278; METERED_FL=U; PLACEMENT=MIGRATED,11IH172,,,KE,KEK81-A,2012,,,,1,,1177632000000,chalmersh,1448409600000,{6BCF52F8-D352-51FE-ACC2-41B31141A106},-71.087079845999938,42.287998186000038,191-193 (STREET_FEA 781),STREET_FEA 781,52,derived_50_100_ft,boston-sam,24816,187 Callender St,Callender St,42.28809866,-71.08694060,Callender Street & Irma Street,36,nearest_address
8542,13KH88,Elm Lawn,11 Elm Lawn,IS,,1311740203,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=885; METERED_FL=U; PLACEMENT=MIGRATED,13KH88,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1224633600000,{DB8F06F1-C080-57CB-A70C-375E2F69CCF3},-71.061080801999935,42.294657083000061,11 (STREET_FEA 1504),STREET_FEA 1504,70,derived_50_100_ft,boston-sam,53266,11 Elm Lawn,Elm Lawn,42.29466866,-71.06082059,Dorchester Avenue & Mather Street,200,nearest_address
8544,11IH92,Mascot St,45 Mascot St,IS,,1109740140,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1393; METERED_FL=U; PLACEMENT=MIGRATED,11IH92,,,KE,KEK81-A,1997,,,,1,,1177632000000,denapolipd,1231804800000,{A5814DDD-596B-53D3-8F3D-47CC51B4A95F},-71.084612652999965,42.285173107000048,41 (STREET_FEA 2738),STREET_FEA 2738,42,derived_0_50_ft,boston-sam,91880,45 Mascot St,Mascot St,42.28513866,-71.08476059,Dumas Street & Mascot Street,153,nearest_address
8545,10KH84,Gallivan Blvd,409 Gallivan Blvd,IS,849398400000,1011740078,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3519; METERED_FL=U; PLACEMENT=MIGRATED,10KH84,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231718400000,{9D11D7F7-F8F7-50C3-9903-2D61C672A660},-71.060829950999960,42.281331942000065,409 (STREET_FEA 1771),STREET_FEA 1771,46,derived_0_50_ft,boston-sam,62298,409 Gallivan Blvd,Gallivan Blvd,42.28120866,-71.06080059,Gallivan Boulevard & Rangeley Street,52,nearest_address
8546,13JH114,Harvard St,40 Harvard St,IS,995846400000,1310740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3598; METERED_FL=U; PLACEMENT=MIGRATED,13JH114,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{33051F9D-C11A-539D-91E6-B59E4084262D},-71.075541965999946,42.298619293000058,40 (STREET_FEA 2055),STREET_FEA 2055,35,derived_0_50_ft,boston-sam,70871,40 Harvard St,Harvard St,42.29855866,-71.07544059,Harvard Street & Ripley Road,95,nearest_address
8552,12IH124,Harvard St,425 Harvard St,IS,,1209740144,,,MANUAL,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=1096; METERED_FL=U; PLACEMENT=mulline,12IH124,,,U,U,,,,,1,,1247616000000,mulline,1269216000000,{5B101A85-8499-5651-B309-8F13369DFD47},-71.092144981999979,42.293007810000063,425 (STREET_FEA 2053),STREET_FEA 2053,127,derived_100_150_ft,boston-sam,70878,425 Harvard St,Harvard St,42.29307566,-71.09168260,Kingbird Road & Sandpiper Lane,386,nearest_address
8556,16JH30,Mascoma St,21 Mascoma St,IS,,1610740181,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1915; METERED_FL=U; PLACEMENT=MIGRATED,16JH30,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1231372800000,{F805767C-1554-53AE-AC7B-75E155D9D703},-71.075541244999954,42.311728192000032,21 (STREET_FEA 2737),STREET_FEA 2737,26,derived_0_50_ft,boston-sam,91844,21 Mascoma St,Mascoma St,42.31175366,-71.07563159,Greenheys Street & Mascoma Street,72,nearest_address
