objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
1584,22MH134,Congress Street,Near Congress Street & D Street,IS,,2213740177,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1103; METERED_FL=U; PLACEMENT=MIGRATED,22MH134,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1244505600000,{AF204003-D913-5ED3-8FA4-59E7E42FE516},-71.040475166999954,42.347511433000079,STREET_FEA 1235,STREET_FEA 1235,162,intersection_preferred_150_plus_ft,boston-sam,42119,601 Congress St,Congress St,42.34744367,-71.03987958,Congress Street & D Street,187,nearest_intersection
1624,22MH146,Summer St,636 Summer St,IS,1022889600000,2213740189,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,22MH146,,,MU,MUCENT,2002,,,,1,,1177632000000,chalmersh,1221004800000,{8A4FFCB9-6135-5AFD-9FD1-B1C30604EA2D},-71.039651324999966,42.344829099000037,STREET_FEA 4051,STREET_FEA 4051,113,derived_100_150_ft,boston-sam,349862,636 Summer St,Summer St,42.34473227,-71.03925231,Fargo Street & Summer Street,81,nearest_address
1632,21NH14,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2114740006,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21NH14,,,MU,U,,,,,1,,1177632000000,connorsm,1417996800000,{5E034C24-B8E1-5211-B07F-C3B437BF84B8},-71.026556670999980,42.343531858000063,STREET_FEA 2637,STREET_FEA 2637,399,intersection_preferred_150_plus_ft,boston-sam,341299,36 Dry Dock Ave,Dry Dock Ave,42.34458264,-71.02698040,Black Falcon Avenue & Drydock Avenue,233,nearest_intersection
1641,22MH56,Tide St,7 Tide St,IS,,2213740068,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=1652; METERED_FL=U; PLACEMENT=MIGRATED,22MH56,,,U,U,,,,,1,,1177632000000,connorsm,1417996800000,{E20DE441-6557-542D-90E7-9C392BF70734},-71.030739886999982,42.345754456000066,54 (STREET_FEA 244),STREET_FEA 244,141,derived_100_150_ft,boston-sam,170358,7 Tide St,Tide St,42.34609810,-71.03050045,Anchor Way & Bollard Way,266,nearest_address
1799,22MH142,Fid Kennedy Avenue,Near Fid Kennedy Avenue & Seafood Way,IS,,2213740185,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22MH142,,,KE,U,,,,,1,,1177632000000,connorsm,1417996800000,{9D4DCDEE-ABCE-535A-99FF-72CF9FC82E4F},-71.034469207999962,42.348355507000065,STREET_FEA 1652,STREET_FEA 1652,173,intersection_preferred_150_plus_ft,boston-sam,341292,300R Northern Ave,Northern Ave,42.34826696,-71.03510040,Fid Kennedy Avenue & Seafood Way,486,nearest_intersection
1803,22NH38,Dry Dock Ave,32 Dry Dock Ave A,IS,,2214740029,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=4176; METERED_FL=U; PLACEMENT=MIGRATED,22NH38,,,U,U,,,,,1,,1177632000000,connorsm,1417996800000,{D2EEDA91-1251-54CC-8E26-BA52AC0FA6AE},-71.027623442999982,42.344979980000062,32 (STREET_FEA 1388),STREET_FEA 1388,122,derived_100_150_ft,boston-sam,226425,32 Dry Dock Ave A,Dry Dock Ave,42.34504456,-71.02806874,Black Falcon Avenue & Drydock Avenue,378,nearest_address
1832,22LH76,D Street,Near D Street & Fargo Street,IS,,2212740102,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,22LH76,,,BF,U,,,,,1,,1177632000000,blundonr,1282694400000,{0E7A1875-FAFE-5D63-A4A8-C8665FE13C9D},-71.043786275999935,42.346168319000071,STREET_FEA 1235,STREET_FEA 1235,186,intersection_preferred_150_plus_ft,boston-sam,344059,425 Summer St,Summer St,42.34622811,-71.04309997,D Street & Fargo Street,296,nearest_intersection
1842,22KH802,Dorchester Avenue,Near Dorchester Avenue & West Second Street,IS,,2211740274,,,MANUAL,,,,,BWSC,SERVICE_AR=U; CROSS_STRE=1708; METERED_FL=U; PLACEMENT=blundonr,22KH802,,,MU,MUCENT,2005,,,,1,,1249430400000,blundonr,1249430400000,{9B80D575-EF56-50CB-95FB-49CAC2BBDDC7},-71.057092078999972,42.344865165000044,STREET_FEA 1359,STREET_FEA 1359,649,intersection_preferred_150_plus_ft,boston-sam,352334,14-20 W Broadway,W Broadway,42.34311354,-71.05663523,Dorchester Avenue & West Second Street,491,nearest_intersection
1936,22LH112,Binford Street,Near Binford Street & Wormwood Street,IS,,2212740095,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5519; METERED_FL=U; PLACEMENT=MIGRATED,22LH112,,,MU,MUCENT,1986,,,,1,,1177632000000,palaciolv,1224806400000,{9370080A-F03F-52E4-8C91-371C25B2910F},-71.049240712999961,42.346488577000059,54-58 BACK (STREET_FEA 531),STREET_FEA 531,169,intersection_preferred_150_plus_ft,boston-sam,420038,27-43 Wormwood St,Wormwood St,42.34677811,-71.04973271,Binford Street & Wormwood Street,116,nearest_intersection
1951,21LH112,D Street,Near D Street & Danby Street,IS,880416000000,2112740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3414; METERED_FL=U; PLACEMENT=MIGRATED,21LH112,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{98B5E046-1B41-5C8F-9CDB-595D6DE46592},-71.046046425999975,42.343008341000029,400 (STREET_FEA 1235),STREET_FEA 1235,165,intersection_preferred_150_plus_ft,boston-sam,352175,391-395 D St,D St,42.34283177,-71.04548302,D Street & Danby Street,41,nearest_intersection
1962,23LH717,Seaport Blvd,73 Seaport Blvd,IS,,2312740285,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4160; METERED_FL=U; PLACEMENT=blundonr,23LH717,,,KE,KEK81-A,,,,,1,,1449792000000,blundonr,1449792000000,{0A9B0F74-C1ED-545B-8B20-D4A0399916CD},-71.046904164999944,42.352282471000080,65 (STREET_FEA 3834),STREET_FEA 3834,42,derived_0_50_ft,boston-sam,124061,73 Seaport Blvd,Seaport Blvd,42.35219067,-71.04700159,Seaport Boulevard & Thomson Place,63,nearest_address
2099,22MH64,Anchor Way,Near Anchor Way & Bollard Way,IS,,2213740066,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=1652; METERED_FL=U; PLACEMENT=MIGRATED,22MH64,,,U,U,,,,,1,,1177632000000,connorsm,1417996800000,{3956FDE3-00B3-5CC2-AB0A-AC6FD26D9AA9},-71.029705047999983,42.345776766000029,3 (STREET_FEA 244),STREET_FEA 244,173,intersection_preferred_150_plus_ft,boston-sam,165257,19 Fid Kennedy Ave,Fid Kennedy Ave,42.34623008,-71.02951217,Anchor Way & Bollard Way,60,nearest_intersection
2112,22LH22,A St,232 A St,IS,631152000000,2212740189,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2963; METERED_FL=U; PLACEMENT=MIGRATED,22LH22,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{1C895111-5233-5709-ABD7-8BEBB6C82F10},-71.051718713999946,42.346540560000051,229 OPP (STREET_FEA 112),STREET_FEA 112,62,derived_50_100_ft,boston-sam,22,232 A St,A St,42.34670253,-71.05165324,A Street & Mount Washington Avenue,65,nearest_address
2123,23LH681,Congress St,308-316 Congress St,IS,1186704000000,2312740249,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3916; METERED_FL=U; PLACEMENT=mulline,23LH681,,,US,USMET250,1991,,,,1,,1207699200000,chings,1457481600000,{CEDE3C70-2DF0-527C-ABF2-4AF4540C914D},-71.050063201999933,42.351496301000054,316 (STREET_FEA 1104),STREET_FEA 1104,57,derived_50_100_ft,boston-sam,42095,308-316 Congress St,Congress St,42.35152837,-71.04985631,Congress Street & Sleeper Street,108,nearest_address
2195,23LH669,B Street,Near B Street & Congress Street,IS,,2312740237,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=368; METERED_FL=U; PLACEMENT=MIGRATED,23LH669,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1237852800000,{7E05E8F3-6318-50FC-B7A2-EFCD17940A53},-71.044049873999938,42.349481123000032,STREET_FEA 1103,STREET_FEA 1103,248,intersection_preferred_150_plus_ft,boston-sam,350794,399 Congress St,Congress St,42.34903204,-71.04474231,B Street & Congress Street,111,nearest_intersection
2222,21LH102,Buffer Street,Near Buffer Street & Danby Street,IS,1072137600000,2112740073,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=83; METERED_FL=U; PLACEMENT=MIGRATED,21LH102,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1221004800000,{13E54D31-B922-59EC-B890-AB5A6775AAC1},-71.045030277999956,42.341341774000057,420 OPP (STREET_FEA 1421),STREET_FEA 1421,265,intersection_preferred_150_plus_ft,boston-sam,50652,420 E St,E St,42.34124967,-71.04600659,Buffer Street & Danby Street,394,nearest_intersection
2241,21LH80,W First St,280 W First St,IS,1307577600000,2112740098,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1235; METERED_FL=U; PLACEMENT=MIGRATED,21LH80,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1400025600000,{415A6C14-ADB0-5DDE-BDA6-93D820C74890},-71.047877775999950,42.340310020000061,292 (STREET_FEA 83),STREET_FEA 83,112,derived_100_150_ft,boston-sam,58447,280 W First St,W First St,42.34039867,-71.04748059,D Street & West First Street,242,nearest_address
2558,21LH110,Buffer Street,Near Buffer Street & Danby Street,IS,1072137600000,2112740057,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=83; METERED_FL=U; PLACEMENT=MIGRATED,21LH110,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1221004800000,{DEF2115F-99F7-5ED7-8A1E-0859F31D6699},-71.044476026999973,42.341839213000071,430 OPP (STREET_FEA 1421),STREET_FEA 1421,301,intersection_preferred_150_plus_ft,boston-sam,132035,647 Summer St,Summer St,42.34117667,-71.04380359,Buffer Street & Danby Street,302,nearest_intersection
2568,22LH173,Congress St,505 Congress St,IS,1350259200000,2212740251,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=chalmersh,22LH173,,,KE,KEK81-A,2010,,,,1,,1394496000000,chalmersh,1394496000000,{2EFD464B-2022-5732-9422-7515DA51DF81},-71.041506711999943,42.348379045000058,505 (STREET_FEA 1104),STREET_FEA 1104,147,derived_100_150_ft,boston-sam,344584,505 Congress St,Congress St,42.34804631,-71.04119620,Congress Street & Seaport Lane,53,nearest_address
2573,21LH118,Buffer Street,Near Buffer Street & Bullock Street,IS,1072137600000,2112740018,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,21LH118,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1221004800000,{840F3329-6B3A-52AF-B1D3-69482C5F4D54},-71.043047555999976,42.343054800000061,540 OPP (STREET_FEA 1421),STREET_FEA 1421,272,intersection_preferred_150_plus_ft,boston-sam,50654,525 E St,E St,42.34237167,-71.04345658,Buffer Street & Bullock Street,302,nearest_intersection
2580,23LH678,Thomson Pl,58 Thomson Pl,IS,1163635200000,2312740246,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3414; METERED_FL=U; PLACEMENT=MIGRATED,23LH678,,,MU,MUCENT,2005,,,,1,,1177632000000,chings,1457654400000,{BDCB68E7-5E90-5A65-A92B-6CDE58CE1698},-71.047028779999948,42.351896288000034,42-56 (STREET_FEA 4160),STREET_FEA 4160,47,derived_0_50_ft,boston-sam,435300,58 Thomson Pl,Thomson Pl,42.35201929,-71.04708273,Calvin Place & Thomson Place,158,nearest_address
2590,23LH708,Summer St,250-254 Summer St,IS,1165276800000,2312740276,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3916; METERED_FL=U; PLACEMENT=denapolipd,23LH708,,,MU,U,2005,,,,1,,1270684800000,chings,1457654400000,{9F38F7D8-B9F5-58D1-AE06-A8DF5E0864F9},-71.050710486999947,42.350960967000049,305 (STREET_FEA 3414),STREET_FEA 3414,78,derived_50_100_ft,boston-sam,347184,250-254 Summer St,Summer St,42.35080843,-71.05091347,Melcher Street & Summer Street,164,nearest_address
2593,22MH145,Northern Ave,260-270 Northern Ave,IS,1241568000000,2213740188,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1103; METERED_FL=U; PLACEMENT=MIGRATED,22MH145,,,KE,KEK81,2014,,,,1,,1177632000000,mulline,1311120000000,{6F70FCBC-C4E1-5FC7-B751-2BF558A241FD},-71.037633645999961,42.348423984000078,280 (STREET_FEA 3099),STREET_FEA 3099,91,derived_50_100_ft,boston-sam,342825,260-270 Northern Ave,Northern Ave,42.34864519,-71.03779092,Congress Street & Northern Avenue,64,nearest_address
2620,22MH6,D Street,Near D Street & Fish Pier Road,IS,,2213740155,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1235; METERED_FL=U; PLACEMENT=MIGRATED,22MH6,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{FEE7A22C-20F1-5B67-B7F0-7546BA40BA24},-71.039762160999942,42.349111374000074,STREET_FEA 3834,STREET_FEA 3834,235,intersection_preferred_150_plus_ft,boston-sam,342823,220 Northern Ave,Northern Ave,42.34911213,-71.03888978,D Street & Fish Pier Road,44,nearest_intersection
2621,22MH144,Congress Street,Near Congress Street & D Street,IS,,2213740187,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1235; METERED_FL=U; PLACEMENT=MIGRATED,22MH144,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1237852800000,{CB5E28B7-346C-5074-A441-1F3F2DB8CF41},-71.040689206999957,42.348317622000025,STREET_FEA 1103,STREET_FEA 1103,168,intersection_preferred_150_plus_ft,boston-sam,344584,505 Congress St,Congress St,42.34804631,-71.04119620,Congress Street & D Street,116,nearest_intersection
2666,23LH689,B Street,Near B Street & Seaport Boulevard,IS,,2312740257,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=368; METERED_FL=U; PLACEMENT=connorsm,23LH689,,,KE,KEK81-A,1994,,,,1,,1244678400000,blundonr,1249430400000,{1E757F9B-E200-5F06-9F52-D0A874E675FC},-71.042815551999979,42.350255055000048,165 (STREET_FEA 3834),STREET_FEA 3834,206,intersection_preferred_150_plus_ft,boston-sam,168262,149-151 Northern Ave,Northern Ave,42.34969334,-71.04290038,B Street & Seaport Boulevard,55,nearest_intersection
2805,22MH157,Summer St,655 Summer St,IS,,2213740200,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1388; METERED_FL=U; PLACEMENT=denapolipd,22MH157,,,MU,MUCENT,2002,,,,1,,1247529600000,blundonr,1249430400000,{E98EFE8C-393B-55C9-80A8-8736D0378080},-71.038535912999976,42.344108994000067,655 (STREET_FEA 4051),STREET_FEA 4051,118,derived_100_150_ft,boston-sam,170083,655 Summer St,Summer St,42.34381237,-71.03871253,Drydock Avenue & Summer Street,89,nearest_address
2844,22MH138,Fid Kennedy Ave,2 Fid Kennedy Ave,IS,,2213740181,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2069; METERED_FL=U; PLACEMENT=MIGRATED,22MH138,,,US,USMET250,1995,,,,1,,1177632000000,connorsm,1364428800000,{5B9EEE42-ADCE-5E02-9E42-4BCB5A1B724D},-71.033726514999955,42.348113661000070,STREET_FEA 3099,STREET_FEA 3099,100,derived_50_100_ft,boston-sam,165254,2 Fid Kennedy Ave,Fid Kennedy Ave,42.34813046,-71.03335594,Fid Kennedy Avenue & Seafood Way,269,nearest_address
2864,22MH143,Fid Kennedy Ave,2 Fid Kennedy Ave,IS,,2213740186,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2069; METERED_FL=U; PLACEMENT=MIGRATED,22MH143,,,US,USMET250,1995,,,,1,,1177632000000,connorsm,1364428800000,{64C5AB07-6B52-55FB-B940-2000952CCD08},-71.033289730999968,42.347947665000049,STREET_FEA 3099,STREET_FEA 3099,69,derived_50_100_ft,boston-sam,165254,2 Fid Kennedy Ave,Fid Kennedy Ave,42.34813046,-71.03335594,Fid Kennedy Avenue & Seafood Way,139,nearest_address
2878,23LH80,Thomson Pl,12-56 Thomson Pl,IS,1163635200000,2312740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3414; METERED_FL=U; PLACEMENT=MIGRATED,23LH80,,,MU,MUCENT,2005,,,,1,,1177632000000,chings,1457654400000,{C855CC93-7A54-5A73-9820-25CAAE0C5CEC},-71.048000731999934,42.350660326000025,12-18 (STREET_FEA 4160),STREET_FEA 4160,58,derived_50_100_ft,boston-sam,135764,12-56 Thomson Pl,Thomson Pl,42.35081707,-71.04803899,A Street & Congress Street,164,nearest_address
2918,22MH140,Channel Street,Near Channel Street & Northern Avenue,IS,,2213740183,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=6118; METERED_FL=U; PLACEMENT=MIGRATED,22MH140,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1364428800000,{81B5080D-0FA8-5073-884F-74F71609AE97},-71.035471734999987,42.346858821000069,STREET_FEA 3099,STREET_FEA 3099,157,intersection_preferred_150_plus_ft,boston-sam,443113,2 Harbor St,Harbor St,42.34643775,-71.03560395,Channel Street & Northern Avenue,67,nearest_intersection
2928,23MH5,Boston Fish Pier,22 Boston Fish Pier,IS,,2313740005,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH5,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{76367263-2516-53D0-8302-D420640C8085},-71.038288651999949,42.350991032000024,STREET_FEA 1666,STREET_FEA 1666,36,derived_0_50_ft,boston-sam,422675,22 Boston Fish Pier,Boston Fish Pier,42.35097752,-71.03842303,D Street & Fish Pier Road,765,nearest_address
2934,23LH660,Courthouse Way,Near Courthouse Way & Liberty Drive,IS,833587200000,2312740228,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=7969; METERED_FL=U; PLACEMENT=MIGRATED,23LH660,,,MU,MUCENT,1996,,,,1,,1177632000000,louisjamey,1449619200000,{8C69D879-76B6-5C39-B334-C026EC94C83F},-71.045874627999979,42.354733263000071,STREET_FEA 1163,STREET_FEA 1163,159,intersection_preferred_150_plus_ft,boston-sam,347405,20-22 Liberty Dr,Liberty Dr,42.35453485,-71.04534696,Courthouse Way & Liberty Drive,57,nearest_intersection
2936,22LH139,E Street,Near E Street & Fargo Street,IS,1072137600000,2212740217,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,22LH139,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{0EB0E322-7760-5924-881C-0FD6AB438EAE},-71.041933862999940,42.344017920000056,STREET_FEA 1421,STREET_FEA 1421,248,intersection_preferred_150_plus_ft,boston-sam,50655,560 E St,E St,42.34457332,-71.04246538,E Street & Fargo Street,235,nearest_intersection
2957,22KH146,Athens Street,Near Athens Street & West Second Street,IS,,2211740200,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22KH146,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{79747D94-9148-5D47-8DF4-8074900ED633},-71.055470125999989,42.344443964000050,STREET_FEA 1421,STREET_FEA 1421,495,intersection_preferred_150_plus_ft,boston-sam,124722,41 W Second St,W Second St,42.34311938,-71.05587891,Athens Street & West Second Street,496,nearest_intersection
2981,21NH40,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2114740050,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21NH40,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{A571E176-0D70-5FCD-ADF7-C36B59D041BB},-71.022959294999964,42.343597342000066,STREET_FEA 160,STREET_FEA 160,166,intersection_preferred_150_plus_ft,boston-sam,155126,88 Black Falcon Ave,Black Falcon Ave,42.34390867,-71.02251058,Black Falcon Avenue & Drydock Avenue,1135,nearest_intersection
3049,21LH489,E St,525 E St,IS,,2112740177,,,MANUAL,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=0; METERED_FL=U; PLACEMENT=BlundoNR,21LH489,,,MU,MUCENT,2004,,,,1,,1298592000000,BlundoNR,1298592000000,{BC5631E8-C889-59F4-A5D0-D17B88B20586},-71.043428762999952,42.342125096000075,STREET_FEA 0,STREET_FEA 0,90,derived_50_100_ft,boston-sam,50654,525 E St,E St,42.34237167,-71.04345658,Anchor Street & Buffer Street,452,nearest_address
3051,21LH488,Anchor Street,Near Anchor Street & Buffer Street,IS,,2112740176,,,MANUAL,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=0; METERED_FL=U; PLACEMENT=BlundoNR,21LH488,,,MU,MUCENT,2003,,,,1,,1298592000000,BlundoNR,1298592000000,{9B84B30B-C817-5496-A324-FE89FF1C53DF},-71.042546240999968,42.341538921000051,STREET_FEA 0,STREET_FEA 0,358,intersection_preferred_150_plus_ft,boston-sam,132037,647B Summer St,Summer St,42.34064067,-71.04200558,Anchor Street & Buffer Street,771,nearest_intersection
3063,22NH42,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2214740060,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=6273; METERED_FL=U; PLACEMENT=mulline,22NH42,,,MU,MUCENT,1991,,,,1,,1247616000000,blundonr,1264377600000,{FB7DDD01-F6D3-5523-A600-6769B6AE474B},-71.026271069999950,42.344015061000050,88 (STREET_FEA 1388),STREET_FEA 1388,281,intersection_preferred_150_plus_ft,boston-sam,341299,36 Dry Dock Ave,Dry Dock Ave,42.34458264,-71.02698040,Black Falcon Avenue & Drydock Avenue,235,nearest_intersection
3226,23LH710,Thomson Pl,55 Thomson Pl,IS,1193356800000,2312740278,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3834; METERED_FL=U; PLACEMENT=BlundoNR,23LH710,,,KE,KEK81-A,2007,,,,1,,1298851200000,chings,1457654400000,{046E99AB-E9ED-56A8-B334-C08130DEDFFA},-71.046922318999975,42.351821679000068,53 (STREET_FEA 4160),STREET_FEA 4160,80,derived_50_100_ft,boston-sam,343268,55 Thomson Pl,Thomson Pl,42.35160294,-71.04692710,Calvin Place & Thomson Place,149,nearest_address
3267,22LH159,Necco St,103P Necco St,IS,,2212740237,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=112; METERED_FL=U; PLACEMENT=denapolipd,22LH159,,,MU,MUCENT,2003,,,,1,,1201564800000,BlundoNR,1287532800000,{BA523479-093B-5A40-8B5F-3E8B4643EA77},-71.052632852999977,42.347545865000029,STREET_FEA 3015,STREET_FEA 3015,114,derived_100_150_ft,boston-sam,460042,103P Necco St,Necco St,42.34785800,-71.05260149,A Street & Binford Street,460,nearest_address
3383,22MH124,South Boston Haul Rd,100 South Boston Haul Rd,IS,,2213740167,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=6428; METERED_FL=U; PLACEMENT=MIGRATED,22MH124,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1259884800000,{73A26AAE-F0B6-5213-834C-C0A7BFA24E37},-71.039468126999964,42.345889232000047,STREET_FEA 2069,STREET_FEA 2069,89,derived_50_100_ft,boston-sam,353667,100 South Boston Haul Rd,South Boston Haul Rd,42.34608729,-71.03965996,Haul Road & Pumphouse Road,54,nearest_address
3410,22LH143,A St,288-304 A St,IS,1077148800000,2212740221,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3014; METERED_FL=U; PLACEMENT=MIGRATED,22LH143,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{E4FD4667-DC0C-590E-BE0F-9DD2D285783B},-71.049907878999988,42.348615314000028,304 (STREET_FEA 112),STREET_FEA 112,110,derived_100_150_ft,boston-sam,25,288-304 A St,A St,42.34841167,-71.05021159,A Street & Necco Court,60,nearest_address
3458,22NH37,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2214740051,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=1388; METERED_FL=U; PLACEMENT=MIGRATED,22NH37,,,MU,MUCENT,1989,,,,1,,1177632000000,connorsm,1417996800000,{B23920F8-6623-5A4E-9CB5-4DDC5EF86149},-71.026964430999953,42.343837532000066,STREET_FEA 6273,STREET_FEA 6273,271,intersection_preferred_150_plus_ft,boston-sam,341299,36 Dry Dock Ave,Dry Dock Ave,42.34458264,-71.02698040,Black Falcon Avenue & Drydock Avenue,77,nearest_intersection
3534,22LH60,A St,261-275 A St,IS,,2212740033,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4640; METERED_FL=U; PLACEMENT=MIGRATED,22LH60,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{700A35E7-812C-5018-991D-E1398B29048A},-71.050410093999972,42.347973941000078,284 (STREET_FEA 112),STREET_FEA 112,101,derived_100_150_ft,boston-sam,24,261-275 A St,A St,42.34786033,-71.05006955,A Street & Necco Street,95,nearest_address
3569,23LH82,Thomson Pl,19-39 Thomson Pl,IS,1193356800000,2312740124,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=784; METERED_FL=U; PLACEMENT=MIGRATED,23LH82,,,KE,KEK81-A,2007,,,,1,,1177632000000,chings,1457654400000,{041BABBA-2A52-5ABC-B7F4-E3DF2DAC04F4},-71.047480263999944,42.351090752000061,25-27 (STREET_FEA 4160),STREET_FEA 4160,66,derived_50_100_ft,boston-sam,135765,19-39 Thomson Pl,Thomson Pl,42.35095867,-71.04731059,Calvin Place & Thomson Place,160,nearest_address
3587,23LH79,Stillings St,29-49 Stillings St,IS,1172620800000,2312740119,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=784; METERED_FL=U; PLACEMENT=MIGRATED,23LH79,,,MU,MUCENT,2005,,,,1,,1177632000000,chings,1457654400000,{DFAD9A58-DE2A-540B-80FB-4F0EB5D57EEB},-71.046941301999937,42.351103592000072,29-33 (STREET_FEA 4005),STREET_FEA 4005,106,derived_100_150_ft,boston-sam,130543,29-49 Stillings St,Stillings St,42.35081267,-71.04694390,Autumn Lane & Calvin Place,84,nearest_address
