objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
4888,23LH108,Pier 4 Blvd,190-210 Pier 4 Blvd,IS,,2312740081,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=369; METERED_FL=U; PLACEMENT=MIGRATED,23LH108,,,DA,ADB-84-B,1984,,,,1,,1177632000000,blundonr,1248048000000,{BDAF622A-B254-5FF0-BD50-1351C71C8298},-71.042841045999978,42.351807171000075,STREET_FEA 3099,STREET_FEA 3099,46,derived_0_50_ft,boston-sam,419458,190-210 Pier 4 Blvd,Pier 4 Blvd,42.35186398,-71.04268920,Northern Avenue & Pier Four Boulevard,150,nearest_address
5050,23LH26,Congress St,374-382 Congress St,IS,,2312740200,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1104; METERED_FL=U; PLACEMENT=MIGRATED,23LH26,,,DA,ADB-84-B,1980,,,,1,,1177632000000,orrda,1451865600000,{526D3B02-BD4A-5AD2-A32F-31001880964B},-71.047344845999987,42.349749422000059,378-382 (STREET_FEA 4005),STREET_FEA 4005,75,derived_50_100_ft,boston-sam,42114,374-382 Congress St,Congress St,42.34994924,-71.04741137,Boston Wharf Road & Congress Street,77,nearest_address
5072,23LH712,Seaport Blvd,51 Seaport Blvd,IS,1131926400000,2312740280,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3041; METERED_FL=U; PLACEMENT=BlundoNR,23LH712,,,MU,MUCENT,1999,,,,1,,1330300800000,chalmersh,1394064000000,{53F1A67F-F3AF-586B-87E7-37188DED57FB},-71.048607604999972,42.352935195000043,66s (STREET_FEA 3916),STREET_FEA 3916,129,derived_100_150_ft,boston-sam,353188,51 Seaport Blvd,Seaport Blvd,42.35275776,-71.04819140,Seaport Boulevard & Sleeper Street,89,nearest_address
5094,23LH110,Harbor Shore Drive,Near Harbor Shore Drive & Pier Four Boulevard,IS,,2312740043,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=369; METERED_FL=U; PLACEMENT=MIGRATED,23LH110,,,AM,U,,,,,1,,1177632000000,blundonr,1248048000000,{DAE44329-5BB6-5BA2-A919-675A994FA565},-71.041776433999985,42.353125691000059,140 (STREET_FEA 3834),STREET_FEA 3834,239,intersection_preferred_150_plus_ft,boston-sam,419459,300-310 Pier 4 Blvd,Pier 4 Blvd,42.35258861,-71.04228699,Harbor Shore Drive & Pier Four Boulevard,379,nearest_intersection
5137,22LH68,Melcher St,63 Melcher St,IS,441763200000,2212740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2801; METERED_FL=U; PLACEMENT=MIGRATED,22LH68,,,MU,MUCENT,1984,,,,1,,1177632000000,blundonr,1244505600000,{0B3790A8-80C0-5581-8EBE-B1A3689A0627},-71.049510189999978,42.348897623000028,309 (STREET_FEA 112),STREET_FEA 112,74,derived_50_100_ft,boston-sam,155121,63 Melcher St,Melcher St,42.34899867,-71.04975059,A Street & Melcher Street,67,nearest_address
5172,22MH151,Fargo Street,Near Fargo Street & Summer Street,IS,,2213740194,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,22MH151,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{36AD2BCC-0DE8-5CAC-8519-729827ED8F2A},-71.039537305999943,42.344361754000033,95 (STREET_FEA 1608),STREET_FEA 1608,155,intersection_preferred_150_plus_ft,boston-sam,349862,636 Summer St,Summer St,42.34473227,-71.03925231,Fargo Street & Summer Street,74,nearest_intersection
5174,22MH120,Channel Street,Near Channel Street & Harbor Street,IS,,2213740073,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=898; METERED_FL=U; PLACEMENT=MIGRATED,22MH120,,,MU,MUCENT,1966,,,,1,,1177632000000,blundonr,1259884800000,{28959F38-E81F-583A-B0D4-14B0A2E0A57E},-71.036268515999950,42.345689055000037,12 OPP (STREET_FEA 6118),STREET_FEA 6118,158,intersection_preferred_150_plus_ft,boston-sam,340874,12 Channel St,Channel St,42.34552540,-71.03681360,Channel Street & Harbor Street,348,nearest_intersection
5179,23MH10,Northern Ave,212 Northern Ave,IS,,2313740010,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH10,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{A557BCC5-BC35-59F3-BA17-17207598060F},-71.037383004999981,42.351762572000041,STREET_FEA 1666,STREET_FEA 1666,56,derived_50_100_ft,boston-sam,340132,212 Northern Ave,Northern Ave,42.35191225,-71.03743495,D Street & Fish Pier Road,1130,nearest_address
5191,22LH167,World Trade Center Ave,30 World Trade Center Ave,IS,,2212740245,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=368; METERED_FL=U; PLACEMENT=connorsm,22LH167,,,KE,KEK81-A,1995,,,,1,,1244678400000,blundonr,1249430400000,{0FE433BD-7975-5968-A0EE-96D6C3D52119},-71.042526421999980,42.349079255000049,STREET_FEA 1103,STREET_FEA 1103,71,derived_50_100_ft,boston-sam,437823,30 World Trade Center Ave,World Trade Center Ave,42.34926251,-71.04244096,B Street & Congress Street,282,nearest_address
5219,22LH156,Pastene Alley,Near Pastene Alley & West Service Road,IS,1079049600000,2212740234,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2069; METERED_FL=U; PLACEMENT=MIGRATED,22LH156,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{37EA4985-0831-542A-A32C-C36DE937EA42},-71.048580779999952,42.347855966000054,STREET_FEA 6425,STREET_FEA 6425,292,intersection_preferred_150_plus_ft,boston-sam,448508,22 W Service Rd,W Service Rd,42.34834333,-71.04771971,Pastene Alley & West Service Road,330,nearest_intersection
5231,22LH131,Channel Center St,9 Channel Center St,IS,1054512000000,2212740209,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5520; METERED_FL=U; PLACEMENT=MIGRATED,22LH131,,,MU,MUCENT,2003,,,,1,,1177632000000,palaciolv,1224806400000,{6651D4F6-47B4-50A6-98A1-42A6E65D98D1},-71.051546043999963,42.345452252000030,40 (STREET_FEA 2849),STREET_FEA 2849,62,derived_50_100_ft,boston-sam,343135,9 Channel Center St,Channel Center St,42.34530029,-71.05144174,Channel Center Street & Iron Street,262,nearest_address
5325,23MH3,Northern Ave,212-234 Northern Ave,IS,,2313740003,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH3,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{70236AAD-516A-564A-9E0C-D90F834AACDE},-71.038692039999944,42.350431512000057,STREET_FEA 1666,STREET_FEA 1666,131,derived_100_150_ft,boston-sam,168264,212-234 Northern Ave,Northern Ave,42.35013388,-71.03841544,D Street & Fish Pier Road,535,nearest_address
5357,22MH162,Seafood Way,Near Seafood Way & Shoreline Road,IS,,2213740205,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,22MH162,,,U,U,,,,,1,,1269388800000,connorsm,1364428800000,{8948D06F-F422-5608-8A9C-5CC37786BAD6},-71.031885416999955,42.349204393000036,STREET_FEA 8018,STREET_FEA 8018,204,intersection_preferred_150_plus_ft,boston-sam,341354,8 Seafood Way,Seafood Way,42.34900953,-71.03117530,Seafood Way & Shoreline Road,271,nearest_intersection
5409,23LH667,Boston Wharf Rd,1-27 Boston Wharf Rd,IS,,2312740235,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4461; METERED_FL=U; PLACEMENT=MIGRATED,23LH667,,,KE,KEK81-A,1985,,,,1,,1177632000000,palaciolv,1224806400000,{6845DBA0-E1E2-5E67-BD74-B49FD9A97562},-71.046748989999969,42.349539507000031,STREET_FEA 1103,STREET_FEA 1103,129,derived_100_150_ft,boston-sam,441888,1-27 Boston Wharf Rd,Boston Wharf Rd,42.34986777,-71.04657071,Boston Wharf Road & Congress Street,120,nearest_address
5412,23MH4,Northern Ave,212-234 Northern Ave,IS,,2313740004,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH4,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{C916DF4D-A315-5E5A-9508-FC226BA7EF9C},-71.038437052999939,42.350319418000026,STREET_FEA 1666,STREET_FEA 1666,68,derived_50_100_ft,boston-sam,168264,212-234 Northern Ave,Northern Ave,42.35013388,-71.03841544,D Street & Fish Pier Road,535,nearest_address
5416,22LH125,Pier 4 Blvd,25 Pier 4 Blvd,IS,,2212740203,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=369; METERED_FL=U; PLACEMENT=MIGRATED,22LH125,,,KE,KEK81-A,1997,,,,1,,1177632000000,palaciolv,1224806400000,{C84DFF48-3C24-5CD1-B87E-D5348D0EEE62},-71.045823788999940,42.349361274000046,STREET_FEA 1103,STREET_FEA 1103,120,derived_100_150_ft,boston-sam,460012,25 Pier 4 Blvd,Pier 4 Blvd,42.34953488,-71.04544517,Congress Street & Pier Four Boulevard,131,nearest_address
5435,23MH8,Northern Ave,212 Northern Ave,IS,,2313740008,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH8,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{1494A88B-F7AC-5F75-9CB0-4BC9E5D85CD4},-71.037407355999960,42.351631931000043,STREET_FEA 1666,STREET_FEA 1666,102,derived_100_150_ft,boston-sam,340132,212 Northern Ave,Northern Ave,42.35191225,-71.03743495,D Street & Northern Avenue,1083,nearest_address
5448,21KH166,A St,100 A St,IS,,2111740245,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=112; METERED_FL=U; PLACEMENT=MIGRATED,21KH166,,,MU,MUCENT,1985,,,,1,,1177632000000,blundonr,1244419200000,{ED7B8069-C078-556D-BCCB-1EC8405F442C},-71.054870234999953,42.343104113000038,STREET_FEA 101,STREET_FEA 101,104,derived_100_150_ft,boston-sam,419652,100 A St,A St,42.34285224,-71.05468385,West Second Street & West Third Street,93,nearest_address
5478,21LH114,E St,525 E St,IS,1072137600000,2112740037,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,21LH114,,,MU,MUCENT,2003,,,,1,,1177632000000,palaciolv,1221004800000,{9BB18B64-8B24-506E-A601-3919EE65D8A9},-71.043661185999952,42.342516696000075,480 OPP (STREET_FEA 1421),STREET_FEA 1421,76,derived_50_100_ft,boston-sam,50654,525 E St,E St,42.34237167,-71.04345658,Anchor Street & Buffer Street,314,nearest_address
5548,22LH136,D St,437-447 D St,IS,950140800000,2212740214,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,22LH136,,,DA,ADB-84-B,1995,,,,1,,1177632000000,blundonr,1255478400000,{70C079F2-33F5-5099-817F-5D83D970E981},-71.043532992999985,42.345188221000058,409-429 OP (STREET_FEA 1235),STREET_FEA 1235,146,derived_100_150_ft,boston-sam,45503,437-447 D St,D St,42.34516867,-71.04299058,D Street & Fargo Street,195,nearest_address
5573,22LH130,World Trade Center Ave,10 World Trade Center Ave,IS,,2212740208,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=6424; METERED_FL=U; PLACEMENT=MIGRATED,22LH130,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1237766400000,{162101BA-38EE-5627-95A6-E13EFEE29793},-71.043106446999957,42.349038882000059,STREET_FEA 1103,STREET_FEA 1103,139,derived_100_150_ft,boston-sam,448702,10 World Trade Center Ave,World Trade Center Ave,42.34867559,-71.04295254,B Street & Congress Street,145,nearest_address
5577,22KH164,A Street,Near A Street & Richards Street,IS,,2211740206,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22KH164,,,PO,U,,,,,1,,1177632000000,blundonr,1282694400000,{10BB6B6E-EA82-51F0-9D03-4537331C30AE},-71.054224353999984,42.344296011000040,STREET_FEA 18,STREET_FEA 18,315,intersection_preferred_150_plus_ft,boston-sam,414615,168 A St,A St,42.34471867,-71.05320059,A Street & Richards Street,301,nearest_intersection
5588,22NH6,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2214740049,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22NH6,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{252B549E-B7B2-5B64-A941-9B019A59AC06},-71.025802068999951,42.343906424000068,STREET_FEA 1421,STREET_FEA 1421,401,intersection_preferred_150_plus_ft,boston-sam,341299,36 Dry Dock Ave,Dry Dock Ave,42.34458264,-71.02698040,Black Falcon Avenue & Drydock Avenue,362,nearest_intersection
5595,22NH18,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2214740041,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22NH18,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{94A54BFD-DD56-5BA1-9338-BED4001FCBB6},-71.024686386999974,42.344440774000077,STREET_FEA 2995,STREET_FEA 2995,617,intersection_preferred_150_plus_ft,boston-sam,155126,88 Black Falcon Ave,Black Falcon Ave,42.34390867,-71.02251058,Black Falcon Avenue & Drydock Avenue,680,nearest_intersection
5625,22LH138,Summer St,503 Summer St,IS,1072137600000,2212740216,,,GIS,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,22LH138,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1244419200000,{204411AF-0091-5D2D-9F8C-160112099439},-71.041012957999953,42.344923601000062,501 BACK (STREET_FEA 4051),STREET_FEA 4051,90,derived_50_100_ft,boston-sam,435403,503 Summer St,Summer St,42.34509816,-71.04077864,E Street & Inman Street,19,nearest_address
5635,22NH40,Shoreline Road,Near Shoreline Road & Swordfish Way,IS,,2214740058,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,22NH40,,,U,U,,,,,1,,1209427200000,blundonr,1376611200000,{6CBC18B6-DAFE-5B10-A682-60626CC66E3C},-71.027384999999981,42.347644031000073,STREET_FEA 0,STREET_FEA 0,277,intersection_preferred_150_plus_ft,boston-sam,352862,24 Fid Kennedy Ave,Fid Kennedy Ave,42.34690473,-71.02714369,Shoreline Road & Swordfish Way,272,nearest_intersection
5650,22NH41,Fid Kennedy Ave,22 Fid Kennedy Ave,IS,,2214740059,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,22NH41,,,U,U,,,,,1,,1209427200000,blundonr,1376611200000,{00A85B47-5C4A-5C99-A94B-B0886B67F09A},-71.027847734999966,42.347249397000041,STREET_FEA 0,STREET_FEA 0,144,derived_100_150_ft,boston-sam,437981,22 Fid Kennedy Ave,Fid Kennedy Ave,42.34688680,-71.02806056,Capstan Way & Fid Kennedy Avenue,270,nearest_address
5667,22LH163,Congress Street,Near Congress Street & Pier Four Boulevard,IS,,2212740241,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=369; METERED_FL=U; PLACEMENT=chalmersh,22LH163,,,MU,MUCENT,2002,,,,1,,1225324800000,blundonr,1264377600000,{57783402-0B64-5820-A6C7-4CE481E46787},-71.045767369999965,42.349133238000036,STREET_FEA 1103,STREET_FEA 1103,170,intersection_preferred_150_plus_ft,boston-sam,460012,25 Pier 4 Blvd,Pier 4 Blvd,42.34953488,-71.04544517,Congress Street & Pier Four Boulevard,96,nearest_intersection
5705,22LH147,Pastene Alley,Near Pastene Alley & West Service Road,IS,,2212740225,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH147,,,U,U,,,,,1,,1177632000000,blundonr,1244419200000,{FF1069A8-1DFB-5C32-A6D0-BABE14E4CDBA},-71.046578177999947,42.347902313000077,STREET_FEA 0,STREET_FEA 0,342,intersection_preferred_150_plus_ft,boston-sam,443122,370-410 Summer St,Summer St,42.34884194,-71.04662142,Pastene Alley & West Service Road,439,nearest_intersection
5740,23MH7,Northern Ave,212 Northern Ave,IS,,2313740007,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH7,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{17D04CF4-70A2-568A-964E-8DE3FF750133},-71.037746397999967,42.351768662000040,STREET_FEA 1666,STREET_FEA 1666,99,derived_50_100_ft,boston-sam,340132,212 Northern Ave,Northern Ave,42.35191225,-71.03743495,D Street & Fish Pier Road,1084,nearest_address
5898,23MH6,Boston Fish Pier,22 Boston Fish Pier,IS,,2313740006,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH6,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{DB24E365-A801-5AE9-A1DE-C1C501BA9546},-71.037892075999935,42.351043817000061,STREET_FEA 1666,STREET_FEA 1666,145,derived_100_150_ft,boston-sam,422675,22 Boston Fish Pier,Boston Fish Pier,42.35097752,-71.03842303,D Street & Fish Pier Road,836,nearest_address
5914,22NH29,Dolphin Way,Near Dolphin Way & Fid Kennedy Avenue,IS,,2214740035,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22NH29,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{31DF9A8D-A02F-5B1B-A4B2-F77AAB597237},-71.021997413999941,42.344284588000050,STREET_FEA 4976,STREET_FEA 4976,194,intersection_preferred_150_plus_ft,boston-sam,155126,88 Black Falcon Ave,Black Falcon Ave,42.34390867,-71.02251058,Dolphin Way & Fid Kennedy Avenue,1170,nearest_intersection
5931,22MH137,Northern Ave,295 Northern Ave,IS,1161907200000,2213740180,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2069; METERED_FL=U; PLACEMENT=MIGRATED,22MH137,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1244505600000,{4AA43ACB-6E6D-5F90-A9FB-3191DDC6A221},-71.036679223999954,42.347848271000032,STREET_FEA 3099,STREET_FEA 3099,78,derived_50_100_ft,boston-sam,103896,295 Northern Ave,Northern Ave,42.34763900,-71.03673252,Haul Road & Northern Avenue,111,nearest_address
5986,22NH22,Dolphin Way,Near Dolphin Way & Fid Kennedy Avenue,IS,,2214740038,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22NH22,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{34BC2A07-9488-5154-98DD-855EDB998AAC},-71.023825203999934,42.344457258000034,STREET_FEA 4976,STREET_FEA 4976,406,intersection_preferred_150_plus_ft,boston-sam,155126,88 Black Falcon Ave,Black Falcon Ave,42.34390867,-71.02251058,Dolphin Way & Fid Kennedy Avenue,845,nearest_intersection
6004,22LH146,Pastene Alley,Near Pastene Alley & West Service Road,IS,,2212740224,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH146,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{E7241CA8-E3DC-573D-ABBB-AF2E0C74B039},-71.046936325999980,42.347684618000073,STREET_FEA 440,STREET_FEA 440,319,intersection_preferred_150_plus_ft,boston-sam,448508,22 W Service Rd,W Service Rd,42.34834333,-71.04771971,Pastene Alley & West Service Road,425,nearest_intersection
6098,21NH24,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2114740048,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21NH24,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{4CD048C9-6789-5038-B494-3DD148D1E3FE},-71.024675463999984,42.343572848000065,STREET_FEA 1070,STREET_FEA 1070,595,intersection_preferred_150_plus_ft,boston-sam,155126,88 Black Falcon Ave,Black Falcon Ave,42.34390867,-71.02251058,Black Falcon Avenue & Drydock Avenue,682,nearest_intersection
6101,22NH8,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2214740047,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22NH8,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{AA44CFDF-C1B5-5B34-9C4F-411EA5AAEA3F},-71.025666489999935,42.344086432000040,STREET_FEA 1361,STREET_FEA 1361,397,intersection_preferred_150_plus_ft,boston-sam,341299,36 Dry Dock Ave,Dry Dock Ave,42.34458264,-71.02698040,Black Falcon Avenue & Drydock Avenue,398,nearest_intersection
6119,22KH160,A Street,Near A Street & Iron Street,IS,,2211740239,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22KH160,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{B96B535F-6B71-5493-8015-405ED7FC69BA},-71.053989611999953,42.346188280000035,STREET_FEA 2007,STREET_FEA 2007,171,intersection_preferred_150_plus_ft,boston-sam,63685,20 Gillette Park,Gillette Park,42.34639687,-71.05341963,A Street & Iron Street,555,nearest_intersection
6183,22KH154,A Street,Near A Street & Iron Street,IS,,2211740136,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22KH154,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{C3BB3511-774F-5C62-987F-1082B51E226C},-71.054544434999968,42.345657467000080,STREET_FEA 91,STREET_FEA 91,363,intersection_preferred_150_plus_ft,boston-sam,128257,44-48 Sobin Park,Sobin Park,42.34561167,-71.05319659,A Street & Iron Street,568,nearest_intersection
6197,20LH244,E First St,426 E First St,IS,,2012740018,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1361; METERED_FL=U; PLACEMENT=MIGRATED,20LH244,,,MH,MH929,1988,,,,1,,1177632000000,chalmersh,1225238400000,{4B01E6D1-853E-543C-8AAD-486DFA0B51B0},-71.042594736999945,42.338079093000033,426 (STREET_FEA 15),STREET_FEA 15,26,derived_0_50_ft,boston-sam,58354,426 E First St,E First St,42.33814867,-71.04262058,Dorchester Street & East First Street,24,nearest_address
6254,23LH129,Northern Ave,81 Northern Ave,IS,,2312740110,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3099; METERED_FL=U; PLACEMENT=MIGRATED,23LH129,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{71E61EC7-546E-5104-B7E9-0774BF91DEBB},-71.044603616999950,42.351506599000061,STREET_FEA 3834,STREET_FEA 3834,112,derived_100_150_ft,boston-sam,438112,81 Northern Ave,Northern Ave,42.35150422,-71.04418849,Pier Four Boulevard & Seaport Boulevard,239,nearest_address
6342,21NH18,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2114740004,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21NH18,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{E84A9BAF-00EC-5635-AC22-4E67C5FB0FB9},-71.025666403999935,42.343552327000054,STREET_FEA 3144,STREET_FEA 3144,515,intersection_preferred_150_plus_ft,boston-sam,341299,36 Dry Dock Ave,Dry Dock Ave,42.34458264,-71.02698040,Black Falcon Avenue & Drydock Avenue,430,nearest_intersection
6395,22LH141,A St,249-257 A St,IS,1077148800000,2212740219,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4640; METERED_FL=U; PLACEMENT=MIGRATED,22LH141,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1224806400000,{C26456DC-C55B-5585-A083-ED3A9A29F469},-71.050721398999940,42.347359993000055,253 (STREET_FEA 112),STREET_FEA 112,67,derived_50_100_ft,boston-sam,161273,249-257 A St,A St,42.34718104,-71.05065967,A Street & Wormwood Street,81,nearest_address
6679,22MH83,Drydock Avenue,Near Drydock Avenue & Summer Street,IS,,2213740102,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2422; METERED_FL=U; PLACEMENT=MIGRATED,22MH83,,,MU,MUCENT,1986,,,,1,,1177632000000,blundonr,1255478400000,{FB1764CB-0DE7-54F2-96CE-9635DD9B6645},-71.038169518999950,42.344730400000060,STREET_FEA 1388,STREET_FEA 1388,158,intersection_preferred_150_plus_ft,boston-sam,421017,2 Dry Dock Ave,Dry Dock Ave,42.34496909,-71.03767789,Drydock Avenue & Summer Street,256,nearest_intersection
6784,23LH664,Seaport Blvd,77-91 Seaport Blvd,IS,754704000000,2312740232,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3834; METERED_FL=U; PLACEMENT=MIGRATED,23LH664,,,KE,KEK81,2011,,,,1,,1177632000000,palaciolv,1224806400000,{423BCB6A-3E4D-549C-B0C1-6512513102EE},-71.045880009999962,42.351446292000048,STREET_FEA 4461,STREET_FEA 4461,139,derived_100_150_ft,boston-sam,350786,77-91 Seaport Blvd,Seaport Blvd,42.35177169,-71.04614819,Boston Wharf Road & Seaport Boulevard,139,nearest_address
6842,22NH30,Dolphin Way,Near Dolphin Way & Fid Kennedy Avenue,IS,,2214740015,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1652; METERED_FL=U; PLACEMENT=MIGRATED,22NH30,,,MH,MH929,1982,,,,1,,1177632000000,connorsm,1364428800000,{5ACEB950-DBA7-5FA7-9549-2A29E1B67816},-71.023866030999955,42.345887004000076,31 (STREET_FEA 6446),STREET_FEA 6446,210,intersection_preferred_150_plus_ft,boston-sam,352863,3 Dolphin Way,Dolphin Way,42.34643025,-71.02412981,Dolphin Way & Fid Kennedy Avenue,402,nearest_intersection
6866,21LH90,A St,101 A St,IS,,2112740001,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4652; METERED_FL=U; PLACEMENT=MIGRATED,21LH90,,,MU,MUCENT,1984,,,,1,,1177632000000,blundonr,1255478400000,{5DA10066-C3C5-5113-9ABE-BB09FFBB382F},-71.053515456999946,42.343843822000053,135 OPP (STREET_FEA 112),STREET_FEA 112,120,derived_100_150_ft,boston-sam,420741,101 A St,A St,42.34353723,-71.05335344,A Street & West First Street,176,nearest_address
