objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
64,11GH110,Paine St,59 Paine St,IS,,1107740093,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1220; METERED_FL=U; PLACEMENT=MIGRATED,11GH110,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{DD8D1F93-0CA9-5F46-B1BD-8BBB664E0F4F},-71.107744263999962,42.285328759000038,59 (STREET_FEA 3194),STREET_FEA 3194,68,derived_50_100_ft,boston-sam,106370,59 Paine St,Paine St,42.28551366,-71.10771460,Curley Street & Paine Street,293,nearest_address
113,10EH190,Birch St,141 Birch St,IS,,1005740023,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2087; METERED_FL=U; PLACEMENT=MIGRATED,10EH190,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1271808000000,{2813DBA0-E7B0-5C7C-B727-FA348FDF6D52},-71.134143877999975,42.283397829000080,137 (STREET_FEA 535),STREET_FEA 535,36,derived_0_50_ft,boston-sam,15580,141 Birch St,Birch St,42.28348866,-71.13420061,Birch Street & Hayes Road,118,nearest_address
136,9EH90,Beech St,425 Beech St,IS,,905740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2410; METERED_FL=U; PLACEMENT=MIGRATED,9EH90,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1240876800000,{150B9CB0-566C-5DE7-98A9-DD1DC265F02B},-71.135321564999970,42.277170684000055,425 (STREET_FEA 465),STREET_FEA 465,37,derived_0_50_ft,boston-sam,13218,425 Beech St,Beech St,42.27708866,-71.13540061,Beech Street & Beram Avenue,150,nearest_address
146,10EH104,Cornell St,336 Cornell St,IS,,1005740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=519; METERED_FL=U; PLACEMENT=MIGRATED,10EH104,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236124800000,{4CC44F62-1445-5845-AB89-1B5C26851543},-71.139853963999940,42.282328062000033,336 (STREET_FEA 1144),STREET_FEA 1144,42,derived_0_50_ft,boston-sam,43024,336 Cornell St,Cornell St,42.28221866,-71.13990061,Beryl Street & Cornell Street,173,nearest_address
153,10GH60,Mount Hope St,80 Mount Hope St,IS,,1007740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4771; METERED_FL=U; PLACEMENT=MIGRATED,10GH60,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1236211200000,{C13D41F8-2B34-5794-A3A9-5769D443D5E4},-71.115762196999981,42.283001045000049,80 (STREET_FEA 2950),STREET_FEA 2950,52,derived_50_100_ft,boston-sam,98296,80 Mount Hope St,Mount Hope St,42.28314366,-71.11576160,Brook Street & Mount Hope Street,79,nearest_address
241,11FH36,Cummins Hwy,44 Cummins Hwy,IS,,1106740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2555; METERED_FL=U; PLACEMENT=MIGRATED,11FH36,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{89D1B24A-6E20-5F88-9D9D-67AA6010B731},-71.126526525999964,42.285520897000026,44 (STREET_FEA 1213),STREET_FEA 1213,32,derived_0_50_ft,boston-sam,44879,44 Cummins Hwy,Cummins Hwy,42.28555866,-71.12642061,Cummins Highway & Lindall Street,35,nearest_address
267,11GH16,Holly Rd,18 Holly Rd,IS,,1107740112,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2316; METERED_FL=U; PLACEMENT=MIGRATED,11GH16,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{A24FEFF0-D8AE-5854-AC02-082755D6CDA8},-71.116900698999984,42.284614612000041,18 (STREET_FEA 2185),STREET_FEA 2185,43,derived_0_50_ft,boston-sam,74726,18 Holly Rd,Holly Rd,42.28469866,-71.11679061,Holly Road & Jewett Street,236,nearest_address
279,11FH72,Prospect Ave,23 Prospect Ave,IS,,1106740077,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2336; METERED_FL=U; PLACEMENT=MIGRATED,11FH72,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1250035200000,{F2AC1BEA-B56E-51E8-8447-7C76EDFB341D},-71.121976906999976,42.284453770000027,23 (STREET_FEA 3426),STREET_FEA 3426,53,derived_50_100_ft,boston-sam,113406,23 Prospect Ave,Prospect Ave,42.28459866,-71.12197061,Johnswood Road & Prospect Avenue,26,nearest_address
290,10EH64,Walworth St,191 Walworth St,IS,,1005740193,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,10EH64,,,MU,MUCENT,2005,,,,1,,1177632000000,palaciolv,1236124800000,{A9946805-FE9E-510F-8F49-894427444A16},-71.136981898999977,42.279042178000054,187-189 OP (STREET_FEA 4369),STREET_FEA 4369,76,derived_50_100_ft,boston-sam,170924,191 Walworth St,Walworth St,42.27896730,-71.13724711,Cedrus Avenue & Eugenia Road,206,nearest_address
330,11GH112,Paine St,29 Paine St,IS,,1107740080,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4350; METERED_FL=U; PLACEMENT=MIGRATED,11GH112,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{38E828E0-F570-51CA-B830-2B99514B9A85},-71.106525634999969,42.285902667000073,27 OPP (STREET_FEA 3194),STREET_FEA 3194,43,derived_0_50_ft,boston-sam,437469,29 Paine St,Paine St,42.28596740,-71.10665940,Paine Street & Walk Hill Street,424,nearest_address
350,10GH32,Canterbury St,898 Canterbury St,IS,473385600000,1007740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2499; METERED_FL=U; PLACEMENT=MIGRATED,10GH32,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1240272000000,{B148C9D0-E7FD-55B0-AB62-AF6DF296562F},-71.115487751999979,42.279625058000079,898 (STREET_FEA 804),STREET_FEA 804,45,derived_0_50_ft,boston-sam,25532,898 Canterbury St,Canterbury St,42.27956866,-71.11534060,Canterbury Street & Legion Place,59,nearest_address
352,12EH163,Hazelmere Rd,43 Hazelmere Rd,IS,,1205740021,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3633; METERED_FL=U; PLACEMENT=MIGRATED,12EH163,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{C95F69AF-88A2-5DF5-9A8C-49DA5644D0EE},-71.133743228999947,42.294254384000055,43 OPP (STREET_FEA 2090),STREET_FEA 2090,64,derived_50_100_ft,boston-sam,72221,43 Hazelmere Rd,Hazelmere Rd,42.29407866,-71.13375061,Eldon Street & Robken Road,299,nearest_address
383,8FH72,Glencliff Rd,39 Glencliff Rd,IS,,806740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1240; METERED_FL=U; PLACEMENT=MIGRATED,8FH72,,,MH,MH129,1965,,,,1,,1177632000000,denapolipd,1250467200000,{1748C48F-D47D-57A3-8784-B0C0736B148D},-71.126894433999951,42.272503268000037,39 (STREET_FEA 1835),STREET_FEA 1835,39,derived_0_50_ft,boston-sam,64065,39 Glencliff Rd,Glencliff Rd,42.27241865,-71.12698061,Alpheus Road & Beech Street,313,nearest_address
401,10EH108,Newburg St,97 Newburg St,IS,,1005740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3049; METERED_FL=U; PLACEMENT=MIGRATED,10EH108,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1236124800000,{5513429B-7A14-5B9B-8FF5-9B669C481770},-71.141687846999957,42.283549598000036,385 OPP (STREET_FEA 1144),STREET_FEA 1144,42,derived_0_50_ft,boston-sam,101309,97 Newburg St,Newburg St,42.28343866,-71.14164061,Cornell Street & Newburg Street,97,nearest_address
403,11EH12,Bradwood St,58 Bradwood St,IS,1214524800000,1105740137,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1052; METERED_FL=U; PLACEMENT=MIGRATED,11EH12,,,KE,KEK81-A,2008,,,,1,,1177632000000,chings,1458777600000,{F1B72F6E-15E1-51D3-9181-FA38BF5F158E},-71.143268490999958,42.285004883000056,58 (STREET_FEA 641),STREET_FEA 641,42,derived_0_50_ft,boston-sam,19155,58 Bradwood St,Bradwood St,42.28511866,-71.14324061,Bradwood Street & Colberg Avenue,312,nearest_address
418,10FH60,Poplar St,339 Poplar St,IS,,1006740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=804; METERED_FL=U; PLACEMENT=MIGRATED,10FH60,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1239926400000,{031A1ED3-3426-5464-AE6E-F8020DA11034},-71.123699763999980,42.278910147000033,339 OPP (STREET_FEA 3358),STREET_FEA 3358,56,derived_50_100_ft,boston-sam,111847,339 Poplar St,Poplar St,42.27887746,-71.12390338,Canterbury Street & Grew Avenue,308,nearest_address
452,9GH93,American Legion Hwy,865 American Legion Hwy,IS,,907740093,,,U,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=0; METERED_FL=U; PLACEMENT=dorleansr,9GH93,,,U,U,,,,,1,,1251763200000,dorleansr,1251763200000,{E4C5E47F-4F62-529D-AAF5-EB988477452E},-71.117067204999955,42.278187693000064,STREET_FEA 0,STREET_FEA 0,98,derived_50_100_ft,boston-sam,341611,865 American Legion Hwy,American Legion Hwy,42.27791929,-71.11704552,Canterbury Street & Clare Avenue,276,nearest_address
460,11EH22,Rexhame St,15 Rexhame St,IS,,1105740117,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=478; METERED_FL=U; PLACEMENT=MIGRATED,11EH22,,,SM,SM1P,1978,,,,1,,1177632000000,blundonr,1255478400000,{D0B40643-E899-5F52-8C3A-791E0ECD774E},-71.142924166999933,42.285518622000041,19 (STREET_FEA 3564),STREET_FEA 3564,48,derived_0_50_ft,boston-sam,115562,15 Rexhame St,Rexhame St,42.28549866,-71.14310061,Belgrade Avenue & Rexhame Street,219,nearest_address
506,11FH124,Bexley Rd,14 Bexley Rd,IS,,1106740020,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,11FH124,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1244505600000,{07633B0F-92BE-59E0-ABCA-633B931B290D},-71.125634274999982,42.287804131000030,14 (STREET_FEA 520),STREET_FEA 520,49,derived_0_50_ft,boston-sam,15247,14 Bexley Rd,Bexley Rd,42.28787866,-71.12548061,Bexley Road & Washington Street,222,nearest_address
565,9GH56,Cummins Highway,Near Cummins Highway & James Street,IS,,907740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3336; METERED_FL=U; PLACEMENT=MIGRATED,9GH56,,,WA,WAWB67P,1987,,,,1,,1177632000000,palaciolv,1236211200000,{52CCD010-8A8B-51AB-AEC9-4881E55BF16C},-71.112976942999978,42.276535792000061,STREET_FEA 1211,STREET_FEA 1211,415,intersection_preferred_150_plus_ft,boston-sam,3213,940-960 American Legion Hwy,American Legion Hwy,42.27579366,-71.11414460,Cummins Highway & James Street,578,nearest_intersection
591,8FH119,Metropolitan Ave,427 Metropolitan Ave,IS,752889600000,806740114,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1240; METERED_FL=U; PLACEMENT=MIGRATED,8FH119,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{4AFA905F-49F7-5A4F-8B92-E7339723B4B0},-71.121908698999960,42.271138003000033,427 (STREET_FEA 2833),STREET_FEA 2833,117,derived_100_150_ft,boston-sam,94906,427 Metropolitan Ave,Metropolitan Ave,42.27127865,-71.12230061,Dale Street & Metropolitan Avenue,20,nearest_address
650,10EH176,Rosecliff St,15 Rosecliff St,IS,,1005740082,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3179; METERED_FL=U; PLACEMENT=MIGRATED,10EH176,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{E5E83F9D-52D3-58F5-938E-328CE9103726},-71.132059184999946,42.281843551000065,17 (STREET_FEA 3672),STREET_FEA 3672,33,derived_0_50_ft,boston-sam,118336,15 Rosecliff St,Rosecliff St,42.28176866,-71.13213061,Otis Place & Rosecliff Street,43,nearest_address
688,12FH12,Fairview St,33 Fairview St,IS,1003449600000,1206740113,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3390; METERED_FL=U; PLACEMENT=MIGRATED,12FH12,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{66025F2A-DCCC-539C-AE28-B851EDE21401},-71.129193775999966,42.289957293000043,33 (STREET_FEA 1602),STREET_FEA 1602,45,derived_0_50_ft,boston-sam,55879,33 Fairview St,Fairview St,42.28984866,-71.12911061,Fairview Street & Primrose Street,30,nearest_address
761,9EH121,Beram Ave,31-39 Beram Ave,IS,1253664000000,905740144,,,U,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=470; METERED_FL=U; PLACEMENT=chalmersh,9EH121,,,KE,U,2009,,,,1,,1267142400000,chalmersh,1267142400000,{6ADE8349-1A48-51AE-A4CD-60CD25182E2F},-71.136198040999943,42.277093845000024,STREET_FEA 4397,STREET_FEA 4397,62,derived_50_100_ft,boston-sam,341645,31-39 Beram Ave,Beram Ave,42.27706706,-71.13642387,Beram Avenue & Mercedes View,41,nearest_address
813,9FH124,Hyde Park Ave,726 Hyde Park Ave,IS,906681600000,906740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3510; METERED_FL=U; PLACEMENT=MIGRATED,9FH124,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1237507200000,{2F24C017-4099-5CC0-B312-33003219FB02},-71.119639014999962,42.275696963000030,722 (STREET_FEA 2249),STREET_FEA 2249,73,derived_50_100_ft,boston-sam,77534,726 Hyde Park Ave,Hyde Park Ave,42.27552866,-71.11949061,Clare Avenue & Ramsdell Avenue,400,nearest_address
818,9EH88,Beech St,381-395 Beech St,IS,,905740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=470; METERED_FL=U; PLACEMENT=MIGRATED,9EH88,,,MU,MUCENT,1990,,,,1,,1177632000000,chalmersh,1240876800000,{288CD992-8F82-5B1B-8C4D-288B1034D57B},-71.136116051999977,42.277662488000033,22-26 (STREET_FEA 4397),STREET_FEA 4397,46,derived_0_50_ft,boston-sam,350771,381-395 Beech St,Beech St,42.27757804,-71.13624451,Beech Street & Beram Avenue,131,nearest_address
826,9FH120,Hyde Park Ave,670 Hyde Park Ave,IS,906681600000,906740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3510; METERED_FL=U; PLACEMENT=MIGRATED,9FH120,,,DA,ADB-84-B,1999,,,,1,,1177632000000,chalmersh,1240876800000,{9D2E8390-2A9F-543F-9CF6-4B2B3DAC4817},-71.119296254999938,42.277418400000045,670 (STREET_FEA 2250),STREET_FEA 2250,43,derived_0_50_ft,boston-sam,77502,670 Hyde Park Ave,Hyde Park Ave,42.27739866,-71.11914061,Hyde Park Avenue & Ramsdell Avenue,212,nearest_address
855,9FH60,Metropolitan Ave,361 Metropolitan Ave,IS,,906740145,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=740; METERED_FL=U; PLACEMENT=MIGRATED,9FH60,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236211200000,{3F3907A1-3484-51A5-A73F-7F648466A674},-71.123485452999944,42.273056262000068,361 (STREET_FEA 2833),STREET_FEA 2833,46,derived_0_50_ft,boston-sam,94885,361 Metropolitan Ave,Metropolitan Ave,42.27297865,-71.12362061,Burley Street & Metropolitan Avenue,177,nearest_address
870,13FH10,Centre Street,Near Centre Street & Walter Street,IS,,1306740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4366; METERED_FL=U; PLACEMENT=MIGRATED,13FH10,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{2E3CC962-8AAB-58F6-9D13-FC4545C11D0C},-71.130408967999983,42.298055735000048,1205 (STREET_FEA 886),STREET_FEA 886,221,intersection_preferred_150_plus_ft,boston-sam,460337,1198 Centre St,Centre St,42.29746566,-71.13060026,Centre Street & Walter Street,61,nearest_intersection
887,12FH108,Brookway Rd,120-130 Brookway Rd,IS,,1206740041,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=286; METERED_FL=U; PLACEMENT=MIGRATED,12FH108,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{9A781FC0-1C6A-5090-AEE9-58FEE52D3447},-71.119683385999963,42.292516298000066,120 (STREET_FEA 707),STREET_FEA 707,116,derived_100_150_ft,boston-sam,347794,120-130 Brookway Rd,Brookway Rd,42.29225945,-71.11943075,Archdale Road & Brookway Road,212,nearest_address
888,11EH182,S Fairview St,53-55 S Fairview St,IS,,1105740184,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=60; METERED_FL=U; PLACEMENT=MIGRATED,11EH182,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{D98021D2-D017-5E9C-BB0E-1DB0E91EE21F},-71.133845654999959,42.287315855000031,53-55 (STREET_FEA 53),STREET_FEA 53,90,derived_50_100_ft,boston-sam,55927,53-55 S Fairview St,S Fairview St,42.28741866,-71.13354061,South Fairview Street & South Walter Street,28,nearest_address
900,9FH149,Hautevale St,17 Hautevale St,IS,,906740173,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1016; METERED_FL=U; PLACEMENT=mulline,9FH149,,,KE,KEK81,2011,,,,1,,1247616000000,blundonr,1249430400000,{A39E6A37-7D2D-5936-B907-A46A7E47214C},-71.131524241999955,42.273713271000076,17 (STREET_FEA 2070),STREET_FEA 2070,52,derived_50_100_ft,boston-sam,71248,17 Hautevale St,Hautevale St,42.27384866,-71.13146061,Claron Street & Hautevale Street,311,nearest_address
936,11FH78,Sheldon St,22 Sheldon St,IS,,1106740085,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1213; METERED_FL=U; PLACEMENT=MIGRATED,11FH78,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{4FF8FA8F-E6F8-5892-AB0C-1157561D9BC8},-71.124297336999973,42.283998530000076,22 (STREET_FEA 3876),STREET_FEA 3876,48,derived_0_50_ft,boston-sam,126648,22 Sheldon St,Sheldon St,42.28389866,-71.12418061,Cummins Highway & Sheldon Street,63,nearest_address
998,10FH10,Metropolitan Ave,161 Metropolitan Ave,IS,941587200000,1006740076,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3525; METERED_FL=U; PLACEMENT=MIGRATED,10FH10,,,KE,KEK81-A,1997,,,,1,,1177632000000,chalmersh,1239926400000,{C70882DE-F530-5FA8-8477-12B3C604E5C3},-71.128950445999976,42.278700099000048,161 (STREET_FEA 2834),STREET_FEA 2834,43,derived_0_50_ft,boston-sam,94812,161 Metropolitan Ave,Metropolitan Ave,42.27865865,-71.12910061,Metropolitan Avenue & Rawston Road,71,nearest_address
1004,9FH18,Glendower Rd,44 Glendower Rd,IS,,906740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3357; METERED_FL=U; PLACEMENT=MIGRATED,9FH18,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1236211200000,{1808DC78-B435-5F6A-9B07-D278A10D0309},-71.130283183999950,42.274812228000030,44 (STREET_FEA 1839),STREET_FEA 1839,25,derived_0_50_ft,boston-sam,64262,44 Glendower Rd,Glendower Rd,42.27475865,-71.13034061,Beech Street & Claron Street,368,nearest_address
1030,11GH128,Brook St,26 Brook St,IS,1036713600000,1107740133,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2950; METERED_FL=U; PLACEMENT=MIGRATED,11GH128,,,AM,U,,,,,1,,1177632000000,mulline,1396656000000,{3131C971-289D-599D-94CE-641CEDE5237E},-71.114213768999946,42.284741223000026,22 (STREET_FEA 4771),STREET_FEA 4771,65,derived_50_100_ft,boston-sam,21887,26 Brook St,Brook St,42.28462604,-71.11402996,Byrd Avenue & Starbird Avenue,124,nearest_address
1057,10FH66,Delano Park,4 Delano Park,IS,,1006740056,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3358; METERED_FL=U; PLACEMENT=MIGRATED,10FH66,,,KE,KEK81-A,2010,,,,1,,1177632000000,pullenn,1273104000000,{D0F0E095-D41C-5E34-9A88-05CBE5B2921E},-71.125504664999937,42.280337323000026,8 (STREET_FEA 1301),STREET_FEA 1301,36,derived_0_50_ft,boston-sam,47078,4 Delano Park,Delano Park,42.28032866,-71.12537061,Delano Court & Delano Park,65,nearest_address
1083,12FH94,Colgate Rd,10-12 Colgate Rd,IS,,1206740131,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,12FH94,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{1BF1A4F7-864A-5202-9128-077FB55770DD},-71.121333421999964,42.293664983000042,10-12 OPP (STREET_FEA 1063),STREET_FEA 1063,74,derived_50_100_ft,boston-sam,34759,10-12 Colgate Rd,Colgate Rd,42.29348366,-71.12145661,Colgate Road & Washington Street,189,nearest_address
1101,12EH134,Ardale St,14 Ardale St,IS,,1205740126,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4366; METERED_FL=U; PLACEMENT=MIGRATED,12EH134,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{86E04942-DD56-510C-95B9-E9FEE23064EF},-71.133519564999972,42.290657973000066,14 (STREET_FEA 288),STREET_FEA 288,44,derived_0_50_ft,boston-sam,4614,14 Ardale St,Ardale St,42.29055866,-71.13361061,Ardale Street & Walter Street,213,nearest_address
1111,12FH60,Fawndale Rd,10 Fawndale Rd,IS,,1206740095,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,12FH60,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{66AB2E61-DA09-5D61-8253-AB74CC0BD858},-71.122874585999966,42.290430894000053,8 (STREET_FEA 1624),STREET_FEA 1624,41,derived_0_50_ft,boston-sam,56791,10 Fawndale Rd,Fawndale Rd,42.29051866,-71.12278061,Fawndale Road & Washington Street,219,nearest_address
1113,11EH128,Bradfield Ave,39 Bradfield Ave,IS,969494400000,1105740008,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3937; METERED_FL=U; PLACEMENT=MIGRATED,11EH128,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{FEB56F8A-AA6A-5B56-8BCC-9A578959E2FF},-71.138976107999952,42.288943655000026,39 (STREET_FEA 629),STREET_FEA 629,39,derived_0_50_ft,boston-sam,18881,39 Bradfield Ave,Bradfield Ave,42.28899866,-71.13885061,Bradford Circle & South Street,434,nearest_address
1122,10FH160,Johnswood Rd,31 Johnswood Rd,IS,,1006740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3426; METERED_FL=U; PLACEMENT=MIGRATED,10FH160,,,KE,KEK81-A,1997,,,,1,,1177632000000,palaciolv,1236211200000,{5DD1E784-58BE-5540-BD28-D2CFDB8CCB4E},-71.123210766999989,42.283124313000030,31 (STREET_FEA 2336),STREET_FEA 2336,31,derived_0_50_ft,boston-sam,79981,31 Johnswood Rd,Johnswood Rd,42.28319866,-71.12327061,Cummins Highway & Sherwood Street,219,nearest_address
1160,10FH130,Rowe Ct,2-4 Rowe Ct,IS,,1006740055,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3693; METERED_FL=U; PLACEMENT=MIGRATED,10FH130,,,US,USSEN,1981,,,,1,,1177632000000,blundonr,1255478400000,{490C9693-E769-5839-B64C-DB989A6969B5},-71.119951588999982,42.280455309000047,STREET_FEA 1213,STREET_FEA 1213,99,derived_50_100_ft,boston-sam,169319,2-4 Rowe Ct,Rowe Ct,42.28022402,-71.12014660,Cummins Highway & Rowe Street,213,nearest_address
1165,11GH104,Paine St,89 Paine St,IS,,1107740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1220; METERED_FL=U; PLACEMENT=MIGRATED,11GH104,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{4548F639-09AD-50F8-865A-F445BD952FE9},-71.108798112999978,42.284929326000054,89 (STREET_FEA 3194),STREET_FEA 3194,51,derived_50_100_ft,boston-sam,106375,89 Paine St,Paine St,42.28505866,-71.10887060,Curley Street & Paine Street,27,nearest_address
1168,11FH14,Cohasset St,16 Cohasset St,IS,,1106740056,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1141; METERED_FL=U; PLACEMENT=MIGRATED,11FH14,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1255478400000,{70358B7C-EC70-5E92-BCFA-61C4423FEB6A},-71.130216987999972,42.285640933000025,16 (STREET_FEA 1051),STREET_FEA 1051,45,derived_0_50_ft,boston-sam,34284,16 Cohasset St,Cohasset St,42.28557866,-71.13007061,Cohasset Street & Corinth Street,230,nearest_address
1190,9FH50,Maynard St,96 Maynard St,IS,1276819200000,906740131,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1240; METERED_FL=U; PLACEMENT=MIGRATED,9FH50,,,MU,MUCENT,2006,,,,1,,1177632000000,chalmersh,1294099200000,{B6193CF1-E5C6-5276-9983-3A53D4D6244F},-71.125696311999945,42.273734170000068,96 (STREET_FEA 2774),STREET_FEA 2774,50,derived_0_50_ft,boston-sam,93310,96 Maynard St,Maynard St,42.27373866,-71.12551061,Dale Street & Maynard Street,104,nearest_address
1207,10FH100,Canterbury St,1017-1019 Canterbury St,IS,,1006740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3860; METERED_FL=U; PLACEMENT=MIGRATED,10FH100,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1239926400000,{BC333B84-FDE9-56FD-97B4-780000AA6295},-71.120836983999936,42.278687049000041,1017-1019 (STREET_FEA 804),STREET_FEA 804,56,derived_50_100_ft,boston-sam,25439,1017-1019 Canterbury St,Canterbury St,42.27878566,-71.12099561,Canterbury Street & Cliffmont Street,128,nearest_address
1246,10EH82,Aldrich St,115 Aldrich St,IS,,1005740035,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=465; METERED_FL=U; PLACEMENT=MIGRATED,10EH82,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236124800000,{4C410EE9-EABC-5335-A228-59609FCF5599},-71.142959079999969,42.283037586000034,115 (STREET_FEA 175),STREET_FEA 175,40,derived_0_50_ft,boston-sam,1816,115 Aldrich St,Aldrich St,42.28308166,-71.14309461,Colberg Avenue & Lorraine Street,217,nearest_address
