objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
6591,10EH18,West Roxbury Pkwy,762 West Roxbury Pkwy,IS,,1005740161,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2170; METERED_FL=U; PLACEMENT=MIGRATED,10EH18,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{FA93A3C1-849F-5A29-AB39-202F8512A766},-71.142147231999957,42.279835314000024,762 (STREET_FEA 95),STREET_FEA 95,42,derived_0_50_ft,boston-sam,119272,762 West Roxbury Pkwy,West Roxbury Pkwy,42.27994866,-71.14218061,Hobson Street & West Roxbury Parkway,50,nearest_address
6616,10FH76,Kittredge St,71 Kittredge St,IS,,1006740019,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=157; METERED_FL=U; PLACEMENT=MIGRATED,10FH76,,,DA,ADB-62-B,1990,,,,1,,1177632000000,palaciolv,1236211200000,{FE90FB39-B9A6-5E7E-9435-C461D310D710},-71.128958863999969,42.282470565000040,78 OPP (STREET_FEA 2410),STREET_FEA 2410,52,derived_50_100_ft,boston-sam,82261,71 Kittredge St,Kittredge St,42.28246866,-71.12915061,Albano Street & Kittredge Street,169,nearest_address
6639,10FH148,Brown Ave,86 Brown Ave,IS,,1006740020,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=191; METERED_FL=U; PLACEMENT=MIGRATED,10FH148,,,KE,KEK11,1971,,,,1,,1177632000000,denapolipd,1250035200000,{69FAC3AD-819C-5FCC-A781-DA6C7449DC8C},-71.121843054999943,42.282417196000040,86 (STREET_FEA 709),STREET_FEA 709,64,derived_50_100_ft,boston-sam,22769,86 Brown Ave,Brown Ave,42.28246866,-71.12207061,Allen Street & Brown Avenue,50,nearest_address
6674,12FH98,Washington St,3961 Washington St,IS,,1206740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1513; METERED_FL=U; PLACEMENT=MIGRATED,12FH98,,,MU,MUCENT,2015,,,,1,,1177632000000,blundonr,1255478400000,{853FDD8B-B4E6-551D-89DA-A3FF66113987},-71.120612184999970,42.293630244000042,3961 (STREET_FEA 4397),STREET_FEA 4397,43,derived_0_50_ft,boston-sam,145033,3961 Washington St,Washington St,42.29370866,-71.12073061,Elven Road & Washington Street,57,nearest_address
6675,11FH70,Johnswood Rd,19 Johnswood Rd,IS,,1106740087,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3426; METERED_FL=U; PLACEMENT=MIGRATED,11FH70,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{BA677A5C-20DB-5808-A7B8-C37F08C0A47F},-71.122795048999933,42.283916099000066,19 (STREET_FEA 2336),STREET_FEA 2336,32,derived_0_50_ft,boston-sam,79974,19 Johnswood Rd,Johnswood Rd,42.28396866,-71.12289061,Johnswood Road & Prospect Avenue,286,nearest_address
6683,9GH54,American Legion Highway,Near American Legion Highway & Wilmot Street,IS,-1514764800000,907740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2945; METERED_FL=U; PLACEMENT=MIGRATED,9GH54,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1240963200000,{A1DB91B7-EEA9-5A92-9459-491CF875690C},-71.113891693999960,42.277012097000068,STREET_FEA 229,STREET_FEA 229,241,intersection_preferred_150_plus_ft,boston-sam,420537,930 American Legion Hwy,American Legion Hwy,42.27656790,-71.11455420,American Legion Highway & Wilmot Street,532,nearest_intersection
6694,10GH66,Mount Hope St,58 Mount Hope St,IS,,1007740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=640; METERED_FL=U; PLACEMENT=MIGRATED,10GH66,,,MU,MUCENT,1997,,,,1,,1177632000000,palaciolv,1236211200000,{28215A64-EBF5-568A-A503-E9F707BD19A8},-71.116736047999950,42.283616218000077,58 (STREET_FEA 2950),STREET_FEA 2950,28,derived_0_50_ft,boston-sam,98285,58 Mount Hope St,Mount Hope St,42.28365866,-71.11665061,Bradstreet Avenue & Mount Hope Street,132,nearest_address
6697,9GH18,Ramsdell Ave,44 Ramsdell Ave,IS,,907740034,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3007; METERED_FL=U; PLACEMENT=MIGRATED,9GH18,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1235779200000,{7F5FA5FD-7489-5BA9-9FA6-26FA682355C0},-71.117528865999986,42.276046948000044,44 (STREET_FEA 3510),STREET_FEA 3510,50,derived_0_50_ft,boston-sam,114542,44 Ramsdell Ave,Ramsdell Ave,42.27615865,-71.11742061,Navarre Street & Ramsdell Avenue,108,nearest_address
6707,9FH12,Beech St,520 Beech St,IS,,906740093,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1016; METERED_FL=U; PLACEMENT=MIGRATED,9FH12,,,KE,KEK81,2011,,,,1,,1177632000000,denapolipd,1250553600000,{1EF1597D-7D5B-5E8C-A586-90B982FC9EB4},-71.131612514999972,42.274931160000051,520 (STREET_FEA 465),STREET_FEA 465,54,derived_50_100_ft,boston-sam,13257,520 Beech St,Beech St,42.27502865,-71.13146061,Beech Street & Claron Street,12,nearest_address
6786,12EH128,Ardale St,96 Ardale St,IS,,1205740065,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=883; METERED_FL=U; PLACEMENT=MIGRATED,12EH128,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{1AA7943E-92CA-584D-99CA-6E791C09D9B6},-71.136327877999975,42.292652056000065,96 (STREET_FEA 288),STREET_FEA 288,37,derived_0_50_ft,boston-sam,4663,96 Ardale St,Ardale St,42.29257866,-71.13642061,Hazelmere Road & Knoll Street,298,nearest_address
6811,10GH81,Cummins Hwy,316-318 Cummins Hwy,IS,,1007740090,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1213; METERED_FL=U; PLACEMENT=MIGRATED,10GH81,,,MH,MH929,1988,,,,1,,1177632000000,denapolipd,1250035200000,{B3A199BE-7405-5BD3-BB6A-C69BC31B1C70},-71.116739154999948,42.279527841000061,821 (STREET_FEA 231),STREET_FEA 231,101,derived_100_150_ft,boston-sam,44866,316-318 Cummins Hwy,Cummins Hwy,42.27939866,-71.11707061,American Legion Highway & Canterbury Street,159,nearest_address
6832,9GH50,Cummins Highway,Near Cummins Highway & Mount Calvary Road,IS,,907740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2945; METERED_FL=U; PLACEMENT=MIGRATED,9GH50,,,MU,MUCENT,2000,,,,1,,1177632000000,chalmersh,1240963200000,{570DB246-B52B-5F96-B385-DE4F2062C101},-71.114692295999987,42.277617568000039,STREET_FEA 1211,STREET_FEA 1211,169,intersection_preferred_150_plus_ft,boston-sam,419870,375 Cummins Hwy,Cummins Hwy,42.27732238,-71.11517878,Cummins Highway & Mount Calvary Road,233,nearest_intersection
6846,12FH90,Archdale Rd,51-53 Archdale Rd,IS,,1206740046,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1304; METERED_FL=U; PLACEMENT=MIGRATED,12FH90,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{CB321F08-4125-5E19-BC5A-4CE15C7836EE},-71.120735045999936,42.292294958000070,50 OPP (STREET_FEA 286),STREET_FEA 286,58,derived_50_100_ft,boston-sam,4564,51-53 Archdale Rd,Archdale Rd,42.29214566,-71.12066361,Archdale Road & Delford Street,41,nearest_address
6852,10GH76,American Legion Hwy,740 American Legion Hwy,IS,,1007740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2950; METERED_FL=U; PLACEMENT=MIGRATED,10GH76,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1236211200000,{8C1E4F68-AB75-5266-B5B5-7837A6EAC06D},-71.114603911999950,42.282528992000039,740 (STREET_FEA 231),STREET_FEA 231,96,derived_50_100_ft,boston-sam,3188,740 American Legion Hwy,American Legion Hwy,42.28238866,-71.11430060,American Legion Highway & Mount Hope Street,92,nearest_address
6876,10GH56,American Legion Hwy,767 American Legion Hwy,IS,1156204800000,1007740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4003; METERED_FL=U; PLACEMENT=MIGRATED,10GH56,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1238371200000,{B0BADF55-8898-530C-9A40-A13F1BBBFD69},-71.115964472999963,42.281368305000058,767 (STREET_FEA 231),STREET_FEA 231,45,derived_0_50_ft,boston-sam,3198,767 American Legion Hwy,American Legion Hwy,42.28143866,-71.11610061,American Legion Highway & Stella Road,264,nearest_address
6918,9EH54,Blue Ledge Dr,126-128 Blue Ledge Dr,IS,,905740111,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2351; METERED_FL=U; PLACEMENT=MIGRATED,9EH54,,,MU,MUCENT,2005,,,,1,,1177632000000,denapolipd,1250467200000,{548B5FAB-BAED-5EFC-B716-171FC11ACEF3},-71.136176111999987,42.274557248000065,126-128 (STREET_FEA 570),STREET_FEA 570,53,derived_50_100_ft,boston-sam,341919,126-128 Blue Ledge Dr,Blue Ledge Dr,42.27470082,-71.13613535,Blue Ledge Drive & Blue Ledge Terrace,314,nearest_address
6929,12FH16,Primrose St,35 Primrose St,IS,,1206740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4366; METERED_FL=U; PLACEMENT=MIGRATED,12FH16,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1271808000000,{82F7708D-72C3-59FD-A5EB-CC37BDBAC12D},-71.130756354999960,42.291212141000074,35 (STREET_FEA 3390),STREET_FEA 3390,48,derived_0_50_ft,boston-sam,112779,35 Primrose St,Primrose St,42.29127866,-71.13060061,Primrose Street & Walter Street,165,nearest_address
6939,12FH114,Claxton St,12 Claxton St,IS,,1206740016,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=707; METERED_FL=U; PLACEMENT=MIGRATED,12FH114,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{7F5B7098-F8E3-5E9B-A918-1220AE16E21F},-71.119131787999947,42.293773444000067,15 OPP (STREET_FEA 1017),STREET_FEA 1017,85,derived_50_100_ft,boston-sam,33589,12 Claxton St,Claxton St,42.29398866,-71.11925061,Brookway Road & Claxton Street,35,nearest_address
6957,12FH42,South St,652 South St,IS,1095120000000,1206740111,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,12FH42,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{5C291274-512C-541D-9080-A35A1EBA1528},-71.125557253999943,42.289952881000033,652 (STREET_FEA 3937),STREET_FEA 3937,43,derived_0_50_ft,boston-sam,128916,652 South St,South St,42.28984866,-71.12548061,Stellman Road & Washington Street,260,nearest_address
6990,12FH66,Bradeen St,60 Bradeen St,IS,,1206740097,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,12FH66,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{2589B227-18BA-50C5-B132-62F0F13E9B4B},-71.120456117999936,42.290395971000066,63 OPP (STREET_FEA 628),STREET_FEA 628,63,derived_50_100_ft,boston-sam,18861,60 Bradeen St,Bradeen St,42.29053866,-71.12059061,Archdale Road & Brookway Terrace,237,nearest_address
7051,9FH10,Beech St,550 Beech St,IS,,906740107,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3357; METERED_FL=U; PLACEMENT=MIGRATED,9FH10,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1251763200000,{B08606D5-6DF9-5E7D-9E8F-25F167FA6BDD},-71.130766871999981,42.274413400000071,550 (STREET_FEA 465),STREET_FEA 465,35,derived_0_50_ft,boston-sam,13268,550 Beech St,Beech St,42.27447866,-71.13067061,Beech Street & Claron Street,297,nearest_address
7056,9EH66,June St,45-47 June St,IS,,905740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=570; METERED_FL=U; PLACEMENT=MIGRATED,9EH66,,,MU,MUCENT,1968,,,,1,,1177632000000,blundonr,1255478400000,{16975B8D-1942-510F-B3BF-4A5560BA9541},-71.136281856999972,42.275464615000033,STREET_FEA 2351,STREET_FEA 2351,96,derived_50_100_ft,boston-sam,344507,45-47 June St,June St,42.27571029,-71.13615261,Blue Ledge Drive & Highcrest Road,230,nearest_address
7084,11EH114,Tyndale St,31 Tyndale St,IS,1003708800000,1105740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=147; METERED_FL=U; PLACEMENT=MIGRATED,11EH114,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{74E2A0D3-C625-5BDB-A405-0AAC80D2CDB8},-71.138363219999974,42.287216066000042,31 (STREET_FEA 4245),STREET_FEA 4245,39,derived_0_50_ft,boston-sam,138927,31 Tyndale St,Tyndale St,42.28731866,-71.13840061,Bradfield Avenue & South Street,207,nearest_address
7126,11EH66,Newburg St,27 Newburg St,IS,660009600000,1105740120,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=478; METERED_FL=U; PLACEMENT=MIGRATED,11EH66,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{42EAC890-6CBB-5A70-A3EF-2282A6EC57A6},-71.139026075999936,42.285468917000060,27 (STREET_FEA 3049),STREET_FEA 3049,45,derived_0_50_ft,boston-sam,101271,27 Newburg St,Newburg St,42.28557866,-71.13910061,Aldrich Street & Belgrade Avenue,263,nearest_address
7131,11FH128,Washington St,4159-4163 Washington St,IS,,1106740010,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2495; METERED_FL=U; PLACEMENT=MIGRATED,11FH128,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{6E72E1FD-A67E-5B8A-9CF0-C56DB9B3BAEA},-71.126186234999977,42.288377143000048,4159-4163 (STREET_FEA 4397),STREET_FEA 4397,54,derived_50_100_ft,boston-sam,347115,4159-4163 Washington St,Washington St,42.28849265,-71.12631438,Lee Hill Road & Washington Street,71,nearest_address
7151,11GH20,Philbrick St,58 Philbrick St,IS,,1107740102,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2316; METERED_FL=U; PLACEMENT=MIGRATED,11GH20,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{3FE8DFC9-9B64-551A-B98D-469A3CDA64FF},-71.118031861999953,42.285002719000033,58 (STREET_FEA 3296),STREET_FEA 3296,29,derived_0_50_ft,boston-sam,109966,58 Philbrick St,Philbrick St,42.28497866,-71.11793061,Holly Road & Jewett Street,131,nearest_address
7162,10EH134,Hillock St,56 Hillock St,IS,1212969600000,1005740015,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1144; METERED_FL=U; PLACEMENT=MIGRATED,10EH134,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1282003200000,{36A0A651-C0D0-501C-BA21-EF2758DC84E6},-71.140239941999937,42.283509851000076,56 (STREET_FEA 2158),STREET_FEA 2158,47,derived_0_50_ft,boston-sam,74085,56 Hillock St,Hillock St,42.28339232,-71.14016676,Beryl Street & Hillock Street,231,nearest_address
7182,9EH110,Cornell St,128 Cornell St,IS,,905740032,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2410; METERED_FL=U; PLACEMENT=MIGRATED,9EH110,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1240876800000,{9BCD7F1D-6CE1-5F33-B17B-76D28DD8A79E},-71.132821871999965,42.277628934000063,128 (STREET_FEA 1144),STREET_FEA 1144,37,derived_0_50_ft,boston-sam,42923,128 Cornell St,Cornell St,42.27752866,-71.13285061,Cornell Street & Kittredge Street,212,nearest_address
7192,11EH120,Metcalf St,14 Metcalf St,IS,,1105740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2063; METERED_FL=U; PLACEMENT=MIGRATED,11EH120,,,KE,KEK81-A,2008,,,,1,,1177632000000,blundonr,1255478400000,{4D1B2B46-B44F-5BAE-925D-0A66F30CFE14},-71.135496795999984,42.285368756000025,14 (STREET_FEA 2832),STREET_FEA 2832,36,derived_0_50_ft,boston-sam,94747,14 Metcalf St,Metcalf St,42.28539866,-71.13537061,Haslet Street & Metcalf Street,33,nearest_address
7204,11FH64,Tafthill Ter,31 Tafthill Ter,IS,,1106740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4101; METERED_FL=U; PLACEMENT=MIGRATED,11FH64,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{34959081-9B7A-54CC-89AE-1B4BA39412FA},-71.127705828999979,42.288209328000050,36 (STREET_FEA 4102),STREET_FEA 4102,53,derived_50_100_ft,boston-sam,133643,31 Tafthill Ter,Tafthill Ter,42.28811866,-71.12755061,Tafthill Park & Tafthill Terrace,236,nearest_address
7272,10FH82,Kittredge St,55 Kittredge St,IS,,1006740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1040; METERED_FL=U; PLACEMENT=MIGRATED,10FH82,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1236124800000,{79517884-416D-5952-BE15-12C9A606230C},-71.129189704999987,42.283367297000041,55 (STREET_FEA 2410),STREET_FEA 2410,54,derived_50_100_ft,boston-sam,82252,55 Kittredge St,Kittredge St,42.28327866,-71.12935061,Cliftondale Street & Kittredge Street,97,nearest_address
7343,12FH120,South St,614 South St,IS,1095120000000,1206740134,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2936; METERED_FL=U; PLACEMENT=mulline,12FH120,,,MU,MUCENT,2000,,,,1,,1185494400000,blundonr,1255478400000,{78400552-2016-5C7D-9697-2E5A96468025},-71.123933459999932,42.291720317000056,614 (STREET_FEA 3937),STREET_FEA 3937,38,derived_0_50_ft,boston-sam,128881,614 South St,South St,42.29165866,-71.12382061,Mosgrove Avenue & South Street,279,nearest_address
7395,11GH34,Sammett Ave,18 Sammett Ave,IS,,1107740085,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4193; METERED_FL=U; PLACEMENT=MIGRATED,11GH34,,,MU,MUCENT,1968,,,,1,,1177632000000,blundonr,1255478400000,{1F6678C4-882A-57B6-AE28-673D36FA433A},-71.116299684999944,42.285737262000055,18 (STREET_FEA 3782),STREET_FEA 3782,37,derived_0_50_ft,boston-sam,122108,18 Sammett Ave,Sammett Ave,42.28576866,-71.11617060,Sammett Avenue & Toppan Avenue,184,nearest_address
7405,12FH118,South St,638 South St,IS,1095120000000,1206740132,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=mulline,12FH118,,,MU,MUCENT,2000,,,,1,,1185494400000,blundonr,1255478400000,{BF5C2E5E-BABB-5DBE-8DC3-16B2D37E8548},-71.124880030999975,42.290584714000033,638 (STREET_FEA 3937),STREET_FEA 3937,27,derived_0_50_ft,boston-sam,128903,638 South St,South St,42.29054866,-71.12479061,Granfield Avenue & Washington Street,245,nearest_address
7411,10GH26,Hyde Park Ave,512 Hyde Park Ave,IS,896140800000,1007740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1325; METERED_FL=U; PLACEMENT=MIGRATED,10GH26,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1236211200000,{BA0B7196-913B-5231-8C05-990E14651C4A},-71.118804658999977,42.283104552000054,510 (STREET_FEA 2250),STREET_FEA 2250,70,derived_50_100_ft,boston-sam,77392,512 Hyde Park Ave,Hyde Park Ave,42.28292866,-71.11870061,Destefano Road & Hyde Park Avenue,373,nearest_address
7456,11GH68,Neponset Ave,109 Neponset Ave,IS,,1107740067,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4408; METERED_FL=U; PLACEMENT=MIGRATED,11GH68,,,KE,KEK11,1974,,,,1,,1177632000000,blundonr,1255478400000,{92357099-77FE-5986-84C4-E00EA03DF2C7},-71.113387857999953,42.286442767000040,109 (STREET_FEA 3019),STREET_FEA 3019,33,derived_0_50_ft,boston-sam,340343,109 Neponset Ave,Neponset Ave,42.28635866,-71.11343060,Byrd Avenue & Starbird Avenue,590,nearest_address
7471,9FH142,Cornell St,36 Cornell St,IS,,906740166,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=981; METERED_FL=U; PLACEMENT=MIGRATED,9FH142,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1236211200000,{1AB91CDA-0FD7-5A49-9F21-FEAF335D2890},-71.129433331999962,42.275396070000056,36 (STREET_FEA 1144),STREET_FEA 1144,34,derived_0_50_ft,boston-sam,43039,36 Cornell St,Cornell St,42.27539865,-71.12956061,Chisholm Road & Cornell Street,261,nearest_address
7476,10EH66,Eugenia Rd,9 Eugenia Rd,IS,,1005740173,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4369; METERED_FL=U; PLACEMENT=MIGRATED,10EH66,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1236124800000,{96024EDC-3185-57C0-A907-12BBD5ABF175},-71.137522559999979,42.279415111000048,9 (STREET_FEA 1561),STREET_FEA 1561,39,derived_0_50_ft,boston-sam,54518,9 Eugenia Rd,Eugenia Rd,42.27949866,-71.13761061,Cedrus Avenue & Eugenia Road,128,nearest_address
7477,11FH170,Stellman Rd,26 Stellman Rd,IS,,1106740001,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,11FH170,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{83620AE5-8FE8-5A72-97BF-98FB837C073E},-71.123337173999971,42.289295449000065,26 (STREET_FEA 4004),STREET_FEA 4004,44,derived_0_50_ft,boston-sam,130512,26 Stellman Rd,Stellman Rd,42.28938866,-71.12323061,Stellman Road & Washington Street,385,nearest_address
7481,13FH8,Centre St,1231A-1231B Centre St,IS,,1306740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4300; METERED_FL=U; PLACEMENT=MIGRATED,13FH8,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{755858EB-4075-54FB-B58E-08FDE966D89D},-71.131563682999968,42.297495444000049,1225 (STREET_FEA 886),STREET_FEA 886,47,derived_0_50_ft,boston-sam,421520,1231A-1231B Centre St,Centre St,42.29751908,-71.13173613,Centre Street & Veterans of Foreign Wars Parkway,320,nearest_address
7510,10EH106,Westbourne St,72 Westbourne St,IS,,1005740045,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1144; METERED_FL=U; PLACEMENT=MIGRATED,10EH106,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1236124800000,{46DBDB1B-BF6A-5F8D-B9CE-46F5C81A7F98},-71.141014737999967,42.282800661000067,72 (STREET_FEA 4462),STREET_FEA 4462,31,derived_0_50_ft,boston-sam,148045,72 Westbourne St,Westbourne St,42.28287866,-71.14106061,Cornell Street & Westbourne Street,98,nearest_address
7514,10EH182,Durnell Ave,169 Durnell Ave,IS,,1005740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=535; METERED_FL=U; PLACEMENT=MIGRATED,10EH182,,,US,USMET250,1988,,,,1,,1177632000000,palaciolv,1236124800000,{DF496535-CBFF-5334-BA0D-CB6E7EF94C68},-71.134587189999934,42.282765641000026,173 (STREET_FEA 1414),STREET_FEA 1414,60,derived_50_100_ft,boston-sam,50222,169 Durnell Ave,Durnell Ave,42.28275866,-71.13481061,Birch Street & Durnell Avenue,49,nearest_address
7566,9FH6,Poplar St,516-518 Poplar St,IS,,906740139,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3357; METERED_FL=U; PLACEMENT=MIGRATED,9FH6,,,US,USMET250,1989,,,,1,,1177632000000,palaciolv,1236211200000,{48AA8FB7-A6B8-5207-8FDA-91C5739E50A1},-71.129103288999943,42.273286096000049,588 (STREET_FEA 464),STREET_FEA 464,45,derived_0_50_ft,boston-sam,111905,516-518 Poplar St,Poplar St,42.27340965,-71.12908061,Beech Street & Poplar Street,113,nearest_address
7609,12EH116,Selwyn St,96 Selwyn St,IS,966384000000,1205740110,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3874; METERED_FL=U; PLACEMENT=MIGRATED,12EH116,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{5DD96564-A3F7-5E7C-892F-0F4078AA9090},-71.135063864999950,42.291278396000052,96 (STREET_FEA 3850),STREET_FEA 3850,38,derived_0_50_ft,boston-sam,125129,96 Selwyn St,Selwyn St,42.29118866,-71.13499061,Selwyn Street & Sheffield Road,72,nearest_address
7648,10FH32,Rosecliff St,34 Rosecliff St,IS,,1006740036,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3673; METERED_FL=U; PLACEMENT=MIGRATED,10FH32,,,KE,KEK81,1999,,,,1,,1177632000000,chalmersh,1239667200000,{B2C53667-467B-53E2-94A2-98A680A0ABDE},-71.131251463999945,42.281460638000055,34 (STREET_FEA 3672),STREET_FEA 3672,41,derived_0_50_ft,boston-sam,118343,34 Rosecliff St,Rosecliff St,42.28153866,-71.13114061,Rosecliff Street & Rosecliff Terrace,20,nearest_address
7650,10EH198,Havana St,36 Havana St,IS,,1005740215,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=465; METERED_FL=U; PLACEMENT=MIGRATED,10EH198,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236124800000,{7B548EF7-482E-5694-AA8B-83C729C4A6FB},-71.139890729999934,42.281717411000045,36 (STREET_FEA 2071),STREET_FEA 2071,28,derived_0_50_ft,boston-sam,71274,36 Havana St,Havana St,42.28175866,-71.13998061,Beryl Street & Cornell Street,196,nearest_address
7668,11EH38,Aldrich St,47 Aldrich St,IS,,1105740144,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=519; METERED_FL=U; PLACEMENT=MIGRATED,11EH38,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{28A47DCB-6C8E-55AF-BC67-33030D4F5F8C},-71.140822250999975,42.284837112000048,47 (STREET_FEA 175),STREET_FEA 175,46,derived_0_50_ft,boston-sam,1851,47 Aldrich St,Aldrich St,42.28494866,-71.14090061,Aldrich Street & Beryl Street,142,nearest_address
