objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
3687,9HH88,Hiawatha Rd,2 Hiawatha Rd,IS,1023235200000,908740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,9HH88,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{756B74B6-2450-5C01-A22C-BDBCF88F2E58},-71.093767562999972,42.276361699000063,2 (STREET_FEA 2129),STREET_FEA 2129,30,derived_0_50_ft,boston-sam,73220,2 Hiawatha Rd,Hiawatha Rd,42.27627866,-71.09378060,Blue Hill Avenue & Hiawatha Road,50,nearest_address
3689,11IH4,Morton St,679 Morton St,IS,1101945600000,1109740165,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4438; METERED_FL=U; PLACEMENT=MIGRATED,11IH4,,,KE,KEK81-A,2011,,,,1,,1177632000000,blundonr,1230076800000,{4A9C83E1-AB27-5510-AC97-B57CC11B0973},-71.092719853999938,42.284767550000026,683 (STREET_FEA 2931),STREET_FEA 2931,46,derived_0_50_ft,boston-sam,97761,679 Morton St,Morton St,42.28464566,-71.09275960,Greendale Road & Morton Street,76,nearest_address
3746,11HH58,Greendale Rd,23 Greendale Rd,IS,1131580800000,1108740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1164; METERED_FL=U; PLACEMENT=MIGRATED,11HH58,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1230076800000,{C4691BBC-D166-51EB-A371-E06E1CB31A95},-71.094638682999971,42.285794468000063,23 (STREET_FEA 1912),STREET_FEA 1912,47,derived_0_50_ft,boston-sam,66519,23 Greendale Rd,Greendale Rd,42.28588866,-71.09452060,Courtland Road & Greendale Road,242,nearest_address
3773,10HH12,Almont St,167 Almont St,IS,,1008740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=209; METERED_FL=U; PLACEMENT=MIGRATED,10HH12,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1236211200000,{A2303E55-7C51-516E-890F-87C37F173242},-71.097854873999950,42.278818766000029,8 OPP (STREET_FEA 1067),STREET_FEA 1067,70,derived_50_100_ft,boston-sam,2764,167 Almont St,Almont St,42.27878866,-71.09811060,Almont Street & Colorado Street,158,nearest_address
3838,9IH30,Mildred Ave,28 Mildred Ave,IS,,909740039,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3083; METERED_FL=U; PLACEMENT=MIGRATED,9IH30,,,DA,ADB-84-B,1998,,,,1,,1177632000000,blundonr,1271808000000,{24694506-ECFA-56DB-B80E-F2E3BEB0C209},-71.091111812999941,42.276680287000033,28 OPP (STREET_FEA 2850),STREET_FEA 2850,78,derived_50_100_ft,boston-sam,95298,28 Mildred Ave,Mildred Ave,42.27673866,-71.09139060,Norfolk Street & Wilmore Street,302,nearest_address
3850,9JH130,Washington St,1045 Washington St,IS,,910740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3754; METERED_FL=U; PLACEMENT=MIGRATED,9JH130,,,MH,MH929,1990,,,,1,,1177632000000,denapolipd,1231891200000,{E5B937D2-0A24-5DBC-B37D-34B68FEF4385},-71.069733715999973,42.275591935000080,1043-1045 (STREET_FEA 4399),STREET_FEA 4399,39,derived_0_50_ft,boston-sam,145905,1045 Washington St,Washington St,42.27567866,-71.06982059,Saint Gregory Street & Washington Street,69,nearest_address
3891,11HH70,Morton St,601 Morton St,IS,1101945600000,1108740008,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1553; METERED_FL=U; PLACEMENT=MIGRATED,11HH70,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1230076800000,{48395E20-AADD-51F3-9206-D7BB41BE2786},-71.093900907999966,42.287243579000062,601 (STREET_FEA 2931),STREET_FEA 2931,43,derived_0_50_ft,boston-sam,97726,601 Morton St,Morton St,42.28725866,-71.09406060,Estella Street & Morton Street,87,nearest_address
3946,9HH96,Itasca St,17 Itasca St,IS,,908740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2761; METERED_FL=U; PLACEMENT=MIGRATED,9HH96,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{5DDEB578-FB4E-5D03-ACA2-80210F2F3FB6},-71.097419035999962,42.278201484000078,18 OPP (STREET_FEA 2287),STREET_FEA 2287,54,derived_50_100_ft,boston-sam,79105,17 Itasca St,Itasca St,42.27834866,-71.09742060,Almont Street & Colorado Street,241,nearest_address
3981,8HH44,Rockdale St,47 Rockdale St,IS,,808740172,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4319; METERED_FL=U; PLACEMENT=MIGRATED,8HH44,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1231891200000,{23A9253D-91C7-50D6-80E6-3C473D1D17D2},-71.097495804999937,42.267533944000036,47 (STREET_FEA 3636),STREET_FEA 3636,46,derived_0_50_ft,boston-sam,117578,47 Rockdale St,Rockdale St,42.26759865,-71.09764060,Rockdale Street & Violante Street,21,nearest_address
3985,9IH96,Woodbole Avenue,Near Woodbole Avenue & Woodruff Way,IS,,909740091,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=3604; METERED_FL=U; PLACEMENT=MIGRATED,9IH96,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1244419200000,{E89F1D0F-0E2B-5ABE-8BB1-EEBCD0F6243F},-71.082143067999937,42.274620064000032,249 (STREET_FEA 2733),STREET_FEA 2733,172,intersection_preferred_150_plus_ft,boston-sam,342321,57-59 Woodruff Way,Woodruff Way,42.27495685,-71.08169628,Woodbole Avenue & Woodruff Way,412,nearest_intersection
4023,7HH98,Edgewater Dr,95 Edgewater Dr,IS,,708740092,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1450; METERED_FL=U; PLACEMENT=MIGRATED,7HH98,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1231804800000,{1C14FF20-18F2-5502-B2F4-A330183DCF71},-71.097601496999971,42.264088676000028,37 OPP (STREET_FEA 742),STREET_FEA 742,33,derived_0_50_ft,boston-sam,51210,95 Edgewater Dr,Edgewater Dr,42.26414865,-71.09751060,Burmah Street & Edgewater Drive,86,nearest_address
4030,10HH2,Alabama St,37 Alabama St,IS,,1008740092,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4327; METERED_FL=U; PLACEMENT=MIGRATED,10HH2,,,DA,ADB-84-B,1997,,,,1,,1177632000000,blundonr,1255478400000,{4D996F16-DC2C-57E0-99D0-B95F9E8EC2B4},-71.099693687999945,42.278399718000060,37 (STREET_FEA 151),STREET_FEA 151,40,derived_0_50_ft,boston-sam,1355,37 Alabama St,Alabama St,42.27845866,-71.09982060,Alabama Street & Elene Street,218,nearest_address
4069,8HH58,Richmere Rd,17 Richmere Rd,IS,770428800000,808740105,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1212; METERED_FL=U; PLACEMENT=MIGRATED,8HH58,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1231891200000,{3B04FD65-026B-58E9-9841-AA8EC4826430},-71.101284679999935,42.269404713000029,27 (STREET_FEA 3575),STREET_FEA 3575,47,derived_0_50_ft,boston-sam,115716,17 Richmere Rd,Richmere Rd,42.26951866,-71.10137060,Cummins Highway & Favre Street,425,nearest_address
4090,9HH68,Almont St,43 Almont St,IS,1005782400000,908740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3170; METERED_FL=U; PLACEMENT=MIGRATED,9HH68,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1231891200000,{D34BEED2-761D-55B9-8BFC-925C117BCAA9},-71.096508912999980,42.275688623000065,45 OPP (STREET_FEA 209),STREET_FEA 209,102,derived_100_150_ft,boston-sam,2804,43 Almont St,Almont St,42.27586866,-71.09622060,Almont Street & Orlando Street,312,nearest_address
4094,8IH58,Arborcrest Ter,14 Arborcrest Ter,IS,,809740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3588; METERED_FL=U; PLACEMENT=MIGRATED,8IH58,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237420800000,{29AB9535-8D1D-5FF8-B78D-A5C01B4CEF14},-71.086317081999937,42.272557704000064,14 (STREET_FEA 272),STREET_FEA 272,52,derived_50_100_ft,boston-sam,4223,14 Arborcrest Ter,Arborcrest Ter,42.27268866,-71.08624059,Arborcrest Terrace & Gladeside Avenue,214,nearest_address
4096,8HH156,Blue Hill Ave,1553 Blue Hill Ave,IS,,808740055,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3563; METERED_FL=U; PLACEMENT=MIGRATED,8HH156,,,KE,KEK81-A,2000,,,,1,,1177632000000,denapolipd,1231891200000,{62D58A15-7D26-536E-AB54-9C36112DF7D4},-71.093867110999952,42.270750190000058,1553 (STREET_FEA 567),STREET_FEA 567,31,derived_0_50_ft,boston-sam,16311,1553 Blue Hill Ave,Blue Hill Ave,42.27076866,-71.09398060,Blue Hill Avenue & Rexford Street,155,nearest_address
4132,8HH42,Cummins Hwy,643-647 Cummins Hwy,IS,694224000000,808740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3592; METERED_FL=U; PLACEMENT=MIGRATED,8HH42,,,KE,KEK81-A,2005,,,,1,,1177632000000,denapolipd,1231891200000,{E27CBC41-0937-5E14-8EA9-C07AE3A70D29},-71.105127609999954,42.271315449000042,643-647 (STREET_FEA 1212),STREET_FEA 1212,26,derived_0_50_ft,boston-sam,44936,643-647 Cummins Hwy,Cummins Hwy,42.27126865,-71.10520060,Cummins Highway & Itasca Street,101,nearest_address
4133,12HH21,Canterbury Street,Near Canterbury Street & Morton Street,IS,,1208740025,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,12HH21,,,U,U,,,,,1,,1228262400000,blundonr,1244419200000,{C0EE08EE-9611-5EE6-A34E-C2ED56A3CC4A},-71.097983885999952,42.292203655000037,400 (STREET_FEA 803),STREET_FEA 803,635,intersection_preferred_150_plus_ft,boston-sam,341124,500 Morton St,Morton St,42.29283112,-71.09578427,Canterbury Street & Morton Street,508,nearest_intersection
4151,8IH88,Duxbury Rd,15 Duxbury Rd,IS,707356800000,809740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3604; METERED_FL=U; PLACEMENT=MIGRATED,8IH88,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1330473600000,{DF49342E-3D7E-5326-B9AB-0153EF049EA2},-71.080567942999949,42.270209185000056,7 (STREET_FEA 1417),STREET_FEA 1417,44,derived_0_50_ft,boston-sam,50313,15 Duxbury Rd,Duxbury Rd,42.27024866,-71.08072059,Desmond Road & Riverdale Road,341,nearest_address
4195,11HH44,Deering Rd,87 Deering Rd,IS,1054425600000,1108740036,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4480; METERED_FL=U; PLACEMENT=MIGRATED,11HH44,,,MU,MUCENT,2003,,,,1,,1177632000000,denapolipd,1331251200000,{FE74443F-7055-5374-8826-8B8A91668843},-71.095149344999982,42.285260553000057,87 (STREET_FEA 1298),STREET_FEA 1298,48,derived_0_50_ft,boston-sam,46977,87 Deering Rd,Deering Rd,42.28535866,-71.09503060,Deering Road & Westmore Road,34,nearest_address
4237,9JH62,Caddy Rd,10 Caddy Rd,IS,,910740176,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2895; METERED_FL=U; PLACEMENT=MIGRATED,9JH62,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1244505600000,{8E2D821D-D64F-5E97-A6B3-F8C0103772F4},-71.073677146999955,42.273022163000064,10 (STREET_FEA 773),STREET_FEA 773,45,derived_0_50_ft,boston-sam,24677,10 Caddy Rd,Caddy Rd,42.27311866,-71.07357059,Caddy Road & Monson Street,195,nearest_address
4296,9JH84,Oakridge St,24 Oakridge St,IS,1041379200000,910740030,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1771; METERED_FL=U; PLACEMENT=MIGRATED,9JH84,,,MU,MH129,2003,,,,1,,1177632000000,denapolipd,1314662400000,{49C9FAC7-BD1F-5823-AA1F-5ACB291F6E04},-71.074388302999978,42.277400375000070,24 (STREET_FEA 3133),STREET_FEA 3133,40,derived_0_50_ft,boston-sam,104864,24 Oakridge St,Oakridge St,42.27743866,-71.07425059,Gallivan Boulevard & Oakridge Street,291,nearest_address
4321,8JH4,Desmond Rd,15 Desmond Rd,IS,,810740058,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3608; METERED_FL=U; PLACEMENT=MIGRATED,8JH4,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{5E354394-EDB8-5EAD-A495-351449E37995},-71.079480880999938,42.270778766000035,15 (STREET_FEA 1323),STREET_FEA 1323,59,derived_50_100_ft,boston-sam,47473,15 Desmond Rd,Desmond Rd,42.27078866,-71.07970059,Desmond Road & Riverdale Road,98,nearest_address
4332,9JH30,Verndale St,9 Verndale St,IS,,910740043,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2734; METERED_FL=U; PLACEMENT=MIGRATED,9JH30,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{184F9242-193B-57BE-A704-1ED6B8759980},-71.078350399999977,42.276706106000063,9 (STREET_FEA 4290),STREET_FEA 4290,46,derived_0_50_ft,boston-sam,140068,9 Verndale St,Verndale St,42.27664866,-71.07850059,Maryknoll Street & Verndale Street,163,nearest_address
4338,9IH68,Bluefield Terrace,Near Bluefield Terrace & Ridgeview Avenue,IS,,909740135,,,GIS,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=2484; METERED_FL=U; PLACEMENT=MIGRATED,9IH68,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244419200000,{B37CCF7A-E703-529D-95E6-AD23CFCF5E59},-71.082803984999941,42.272795927000061,245 (STREET_FEA 3604),STREET_FEA 3604,221,intersection_preferred_150_plus_ft,boston-sam,116557,217-247 River St,River St,42.27330966,-71.08324259,Bluefield Terrace & Ridgeview Avenue,532,nearest_intersection
4384,9IH12,Babson St,19-21 Babson St,IS,915148800000,909740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2850; METERED_FL=U; PLACEMENT=MIGRATED,9IH12,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1231891200000,{ADBAC6EF-3531-56DC-B75B-7A1CE005532D},-71.092554678999988,42.275813415000073,19-21 (STREET_FEA 373),STREET_FEA 373,60,derived_50_100_ft,boston-sam,7438,19-21 Babson St,Babson St,42.27579766,-71.09277560,Babson Street & Mildred Avenue,116,nearest_address
4411,9IH104,Stow Rd,51 Stow Rd,IS,,909740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1355; METERED_FL=U; PLACEMENT=MIGRATED,9IH104,,,MU,MUCENT,1978,,,,1,,1177632000000,palaciolv,1236211200000,{68EE6961-1039-537F-BE9D-4A2FF2E505C9},-71.083566909999945,42.277531171000078,51 (STREET_FEA 4026),STREET_FEA 4026,29,derived_0_50_ft,boston-sam,131149,51 Stow Rd,Stow Rd,42.27758866,-71.08364059,Lena Terrace & Lorna Road,262,nearest_address
4517,9IH136,Babson St,72 Babson St,IS,936144000000,909740144,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1199; METERED_FL=U; PLACEMENT=blundonr,9IH136,,,MU,MUCENT,2003,,,,1,,1208908800000,blundonr,1230076800000,{CE596C3C-7615-5D60-8AF9-E59A90E7DC74},-71.092078964999985,42.273977986000034,72 OPP (STREET_FEA 373),STREET_FEA 373,92,derived_50_100_ft,boston-sam,7446,72 Babson St,Babson St,42.27394866,-71.09174060,Babson Street & Crossman Street,31,nearest_address
4547,8JH48,Adams St,1241-1251 Adams St,IS,1201651200000,810740054,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=130; METERED_FL=U; PLACEMENT=MIGRATED,8JH48,,,MU,MUCENT,2007,,,,1,,1177632000000,BlundoNR,1288224000000,{DDE58643-F97C-5B39-992A-C15EF8013E0F},-71.069833192999965,42.271204420000061,26 OPP (STREET_FEA 386),STREET_FEA 386,117,derived_100_150_ft,boston-sam,481,1241-1251 Adams St,Adams St,42.27133466,-71.06943759,River Street & Wichita Terrace,376,nearest_address
4556,9JH132,Washington St,1065 Washington St,IS,,910740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1895; METERED_FL=U; PLACEMENT=MIGRATED,9JH132,,,KE,KEK81,2010,,,,1,,1177632000000,denapolipd,1231891200000,{94B39AA5-0F71-58CF-B5B7-FBB9B50C5AB6},-71.069977533999975,42.274779914000078,1065 (STREET_FEA 4399),STREET_FEA 4399,50,derived_0_50_ft,boston-sam,347124,1065 Washington St,Washington St,42.27487072,-71.07011656,Grant Place & Washington Street,71,nearest_address
4561,10HH58,Wellington Hill St,50 Wellington Hill St,IS,,1008740099,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1392; METERED_FL=U; PLACEMENT=MIGRATED,10HH58,,,KE,KEK81,2010,,,,1,,1177632000000,palaciolv,1236211200000,{66D924C7-F816-5328-B889-659F1169B8F9},-71.095267550999949,42.280734283000072,50 (STREET_FEA 4438),STREET_FEA 4438,39,derived_0_50_ft,boston-sam,147529,50 Wellington Hill St,Wellington Hill St,42.28063866,-71.09533060,Duke Street & Wellington Hill Street,295,nearest_address
4571,9IH126,Woodruff Way,18-20 Woodruff Way,IS,,909740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4605; METERED_FL=U; PLACEMENT=MIGRATED,9IH126,,,KE,KEK81-A,2011,,,,1,,1177632000000,palaciolv,1236211200000,{F2BD44AA-0940-528B-BC26-145BD81839AC},-71.081091626999978,42.276862676000064,18-20 (STREET_FEA 4623),STREET_FEA 4623,35,derived_0_50_ft,boston-sam,342099,18-20 Woodruff Way,Woodruff Way,42.27680715,-71.08098777,Woodbole Avenue & Woodruff Way,263,nearest_address
4610,10IH38,Hosmer St,12 Hosmer St,IS,1086220800000,1009740097,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,10IH38,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{977B587D-86A2-524B-8C9B-85CD3969F71B},-71.091135987999962,42.281207676000065,14 (STREET_FEA 2207),STREET_FEA 2207,52,derived_50_100_ft,boston-sam,75367,12 Hosmer St,Hosmer St,42.28134866,-71.09116060,Wildwood Street & Woolson Street,256,nearest_address
4639,10HH94,Hillsboro Rd,63 Hillsboro Rd,IS,1160524800000,1008740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2159; METERED_FL=U; PLACEMENT=MIGRATED,10HH94,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1249430400000,{BB37C363-DCE8-507F-A136-58328BBC3127},-71.095010301999935,42.283612676000075,141 OPP (STREET_FEA 3172),STREET_FEA 3172,58,derived_50_100_ft,boston-sam,74099,63 Hillsboro Rd,Hillsboro Rd,42.28345866,-71.09506060,Hillsboro Road & Ormond Street,42,nearest_address
4686,10HH70,Westmore Rd,57 Westmore Rd,IS,,1008740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1820; METERED_FL=U; PLACEMENT=MIGRATED,10HH70,,,KE,KEK81,2010,,,,1,,1177632000000,palaciolv,1236211200000,{B708A607-EA3E-5AC4-8002-644DCE8BD215},-71.097498585999972,42.283476944000029,55 (STREET_FEA 4480),STREET_FEA 4480,45,derived_0_50_ft,boston-sam,148723,57 Westmore Rd,Westmore Rd,42.28350866,-71.09766060,Gilmer Street & Westmore Road,154,nearest_address
4762,10HH37,Hazleton St,10 Hazleton St,IS,,1008740088,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,10HH37,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1236211200000,{67BC9ADE-9345-5F24-968C-F91C727E825A},-71.093913658999952,42.278606138000043,10 (STREET_FEA 2091),STREET_FEA 2091,59,derived_50_100_ft,boston-sam,72229,10 Hazleton St,Hazleton St,42.27857866,-71.09413060,Blue Hill Avenue & Hazleton Street,138,nearest_address
4764,8JH26,Monson St,16 Monson St,IS,817776000000,810740008,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=773; METERED_FL=U; PLACEMENT=MIGRATED,8JH26,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1250467200000,{E83B9881-12B3-59AD-8EDF-0AA12F08FB99},-71.073422982999944,42.272490449000031,16 (STREET_FEA 2895),STREET_FEA 2895,35,derived_0_50_ft,boston-sam,96448,16 Monson St,Monson St,42.27239866,-71.07346059,Caddy Road & Monson Street,44,nearest_address
4810,10IH6,Fessenden St,34 Fessenden St,IS,,1009740169,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3083; METERED_FL=U; PLACEMENT=MIGRATED,10IH6,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{C53EFB85-97C0-54EB-9439-C9508F74CB17},-71.091618000999972,42.278360210000073,34 (STREET_FEA 1651),STREET_FEA 1651,51,derived_50_100_ft,boston-sam,57715,34 Fessenden St,Fessenden St,42.27844866,-71.09147060,Fessenden Street & Mildred Avenue,254,nearest_address
4838,8JH67,Old Morton Street,Near Old Morton Street & River Street,IS,1201651200000,810740062,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,8JH67,,,U,U,,,,,1,,1240272000000,BlundoNR,1288224000000,{15D7FCDB-28E5-5A61-8640-02013D5B366D},-71.070949638999934,42.271132016000081,STREET_FEA 386,STREET_FEA 386,223,intersection_preferred_150_plus_ft,boston-sam,116595,40 River St,River St,42.27171505,-71.07120244,Old Morton Street & River Street,307,nearest_intersection
4844,9IH141,River St,231 River St,IS,,909740149,,,GPS,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=2484; METERED_FL=U; PLACEMENT=mulline,9IH141,,,U,U,,,,,1,,1247616000000,blundonr,1247788800000,{37404E84-574A-5D61-B244-EE9139C025B9},-71.084494172999939,42.275152361000039,245 REAR (STREET_FEA 3604),STREET_FEA 3604,80,derived_50_100_ft,boston-sam,343895,231 River St,River St,42.27516013,-71.08419587,Donwood Terrace & Gladeside Avenue,367,nearest_address
4855,9IH140,River St,229A River St,IS,,909740148,,,GPS,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=2484; METERED_FL=U; PLACEMENT=mulline,9IH140,,,U,U,,,,,1,,1247616000000,blundonr,1247788800000,{D8415D7F-B517-5097-A21D-98728673D67C},-71.083664078999959,42.275492717000077,245 REAR (STREET_FEA 3604),STREET_FEA 3604,115,derived_100_150_ft,boston-sam,343896,229A River St,River St,42.27577955,-71.08384205,Donwood Terrace & Ridgeview Avenue,583,nearest_address
4884,10IH30,Astoria St,86 Astoria St,IS,907200000000,1009740165,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1481; METERED_FL=U; PLACEMENT=MIGRATED,10IH30,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{84251EB3-B22F-57E6-A752-C6B40B8097C2},-71.088384997999981,42.278622993000056,86 (STREET_FEA 331),STREET_FEA 331,40,derived_0_50_ft,boston-sam,5657,86 Astoria St,Astoria St,42.27859866,-71.08824060,Clarkwood Street & Norfolk Street,345,nearest_address
4928,8HH90,Cummins Hwy,794 Cummins Hwy,IS,,808740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=684; METERED_FL=U; PLACEMENT=MIGRATED,8HH90,,,KE,KEK81-A,1997,,,,1,,1177632000000,denapolipd,1231891200000,{7719E471-35AD-5024-8081-4E08A1519158},-71.099131050999972,42.270375017000049,794-800 (STREET_FEA 1212),STREET_FEA 1212,48,derived_0_50_ft,boston-sam,352820,794 Cummins Hwy,Cummins Hwy,42.27046082,-71.09926823,Bismarck Street & Brockton Street,116,nearest_address
4951,9IH22,W Selden St,219 W Selden St,IS,1163635200000,909740105,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1199; METERED_FL=U; PLACEMENT=MIGRATED,9IH22,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1235779200000,{2CACABB5-F8A1-530A-A8E5-0B7A3257A66A},-71.089084652999986,42.274002271000029,222 OPP (STREET_FEA 102),STREET_FEA 102,49,derived_0_50_ft,boston-sam,125002,219 W Selden St,W Selden St,42.27412866,-71.08915060,French Street & Violet Street,223,nearest_address
4977,10HH54,Wellington Hill St,8 Wellington Hill St,IS,,1008740105,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,10HH54,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1236211200000,{EB65F294-7913-5292-BA57-5CC7A2610A8A},-71.093487166999978,42.279615351000075,8 (STREET_FEA 4438),STREET_FEA 4438,39,derived_0_50_ft,boston-sam,147547,8 Wellington Hill St,Wellington Hill St,42.27954866,-71.09360060,Ormond Street & Wellington Hill Street,93,nearest_address
4983,9IH110,Woodruff Way,38-40 Woodruff Way,IS,,909740061,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4605; METERED_FL=U; PLACEMENT=MIGRATED,9IH110,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236211200000,{6A0C20F6-5C9E-500A-89AD-2F544EAA8BDD},-71.081256071999974,42.275849636000032,39-41 OPP (STREET_FEA 4623),STREET_FEA 4623,49,derived_0_50_ft,boston-sam,342104,38-40 Woodruff Way,Woodruff Way,42.27595367,-71.08114102,Woodbole Avenue & Woodruff Way,96,nearest_address
4986,9HH12,Messinger St,88 Messinger St,IS,1005696000000,908740087,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2831; METERED_FL=U; PLACEMENT=MIGRATED,9HH12,,,MU,MUCENT,2000,,,,1,,1177632000000,denapolipd,1231891200000,{611F2460-B4A5-567F-8DEE-AEF48189810F},-71.102325566999980,42.274810067000033,161 (STREET_FEA 1067),STREET_FEA 1067,69,derived_50_100_ft,boston-sam,94744,88 Messinger St,Messinger St,42.27471866,-71.10210060,Colorado Street & Messinger Street,75,nearest_address
