objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
7719,9JH110,Morton St,1210 Morton St,IS,,910740113,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4399; METERED_FL=U; PLACEMENT=MIGRATED,9JH110,,,MU,MUCENT,1984,,,,1,,1177632000000,denapolipd,1231891200000,{16BAE062-144B-586A-B7CD-40FF7698CE85},-71.071066440999971,42.274690375000034,17 OPP (STREET_FEA 1895),STREET_FEA 1895,49,derived_0_50_ft,boston-sam,355697,1210 Morton St,Morton St,42.27455865,-71.07110422,Morton Street & Sanford Street,245,nearest_address
7763,9JH164,Valley Rd,15 Valley Rd,IS,1131062400000,910740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3140; METERED_FL=U; PLACEMENT=MIGRATED,9JH164,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1230076800000,{45139D83-EF09-5532-A90D-2D868855F6B3},-71.067428163999978,42.277794278000044,15 (STREET_FEA 4275),STREET_FEA 4275,56,derived_50_100_ft,boston-sam,139735,15 Valley Rd,Valley Rd,42.27794866,-71.06741059,O'Connell Road & Rugdale Road,42,nearest_address
7768,10IH12,Evelyn St,6 Evelyn St,IS,,1009740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1572; METERED_FL=U; PLACEMENT=MIGRATED,10IH12,,,US,USMET250,1987,,,,1,,1177632000000,blundonr,1255478400000,{757218FF-1F59-5EA3-8D89-7266C57FEB90},-71.092545858999983,42.280067183000028,1282A (STREET_FEA 567),STREET_FEA 567,69,derived_50_100_ft,boston-sam,54885,6 Evelyn St,Evelyn St,42.28004996,-71.09229090,Blue Hill Avenue & Evelyn Street,58,nearest_address
7783,10HH90,Ormond St,86-88 Ormond St,IS,1160524800000,1008740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2159; METERED_FL=U; PLACEMENT=MIGRATED,10HH90,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1235779200000,{1EFC426E-818A-5D70-A45B-CBE09A854080},-71.094039378999980,42.283084750000057,82-84 (STREET_FEA 3172),STREET_FEA 3172,50,derived_0_50_ft,boston-sam,106016,86-88 Ormond St,Ormond St,42.28305866,-71.09422060,Hillsboro Road & Ormond Street,362,nearest_address
7958,10IH14,Evelyn St,30 Evelyn St,IS,,1009740140,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,10IH14,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{368FCF43-8E97-5C79-AFAD-A9F5B28B0CBA},-71.091627350999943,42.279578377000064,30 (STREET_FEA 1572),STREET_FEA 1572,45,derived_0_50_ft,boston-sam,54868,30 Evelyn St,Evelyn St,42.27964866,-71.09149060,Blue Hill Avenue & Evelyn Street,361,nearest_address
7960,10IH182,Astoria St,4 Astoria St,IS,,1009740189,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1675; METERED_FL=U; PLACEMENT=MIGRATED,10IH182,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1271808000000,{D17A4176-BF27-5500-917C-AD98F1110544},-71.086096362999967,42.280604469000025,4 BACK (STREET_FEA 331),STREET_FEA 331,36,derived_0_50_ft,boston-sam,5639,4 Astoria St,Astoria St,42.28060866,-71.08623060,Astoria Street & Flint Street,89,nearest_address
7972,7HH110,Edgewater Dr,89-91 Edgewater Dr,IS,,708740144,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2663; METERED_FL=U; PLACEMENT=MIGRATED,7HH110,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231804800000,{8E0673EC-5C5D-5AEB-8ACE-F243F1E67B65},-71.097193315999959,42.264372450000053,89-91 (STREET_FEA 1450),STREET_FEA 1450,37,derived_0_50_ft,boston-sam,51208,89-91 Edgewater Dr,Edgewater Dr,42.26437565,-71.09732960,Edgewater Drive & Malta Street,88,nearest_address
7981,9HH24,Messinger St,49 Messinger St,IS,,908740110,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3170; METERED_FL=U; PLACEMENT=MIGRATED,9HH24,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1231891200000,{4528979B-D818-59CE-ACF1-13C8380571BE},-71.099754003999976,42.273636988000078,49 (STREET_FEA 2831),STREET_FEA 2831,45,derived_0_50_ft,boston-sam,94733,49 Messinger St,Messinger St,42.27373866,-71.09966060,Messinger Street & Orlando Street,58,nearest_address
8010,7HH120,Tesla St,27 Tesla St,IS,,708740061,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4142; METERED_FL=U; PLACEMENT=MIGRATED,7HH120,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231804800000,{C8F2D1A1-6B31-5C64-99E3-2971CE238952},-71.096296343999938,42.265418396000030,STREET_FEA 1450,STREET_FEA 1450,104,derived_100_150_ft,boston-sam,170321,27 Tesla St,Tesla St,42.26570310,-71.09629682,Edgewater Drive & Topalian Street,124,nearest_address
8018,9JH90,Morton St,1175 Morton St,IS,1102896000000,910740091,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1494; METERED_FL=U; PLACEMENT=MIGRATED,9JH90,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1235779200000,{110181EA-8EA8-5D81-A13B-2B14946EA1DA},-71.073143059999950,42.275407273000042,1168 OPP (STREET_FEA 2931),STREET_FEA 2931,76,derived_50_100_ft,boston-sam,97662,1175 Morton St,Morton St,42.27521866,-71.07302059,Ellison Avenue & Morton Street,74,nearest_address
8055,9JH96,Morton St,1221 Morton St,IS,905472000000,910740133,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2933; METERED_FL=U; PLACEMENT=MIGRATED,9JH96,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{5C73C4E3-53C8-56D0-862E-A9F7FA52E046},-71.071042905999946,42.274047236000058,12-18 OPP (STREET_FEA 3789),STREET_FEA 3789,39,derived_0_50_ft,boston-sam,97676,1221 Morton St,Morton St,42.27414866,-71.07109059,Morton Street & Sanford Street,111,nearest_address
8068,10HH28,Almont St,230 Almont St,IS,,1008740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3373; METERED_FL=U; PLACEMENT=MIGRATED,10HH28,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1230249600000,{E53B9346-8C08-5F4B-A79A-5F10AD73AEAC},-71.098197121999988,42.280693607000046,234 (STREET_FEA 209),STREET_FEA 209,45,derived_0_50_ft,boston-sam,2789,230 Almont St,Almont St,42.28066866,-71.09836060,Almont Street & Prairie Street,72,nearest_address
8069,10IH2,Blue Hill Ave,1292A-1292 Blue Hill Ave,IS,,1009740142,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1651; METERED_FL=U; PLACEMENT=MIGRATED,10IH2,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1230249600000,{4DC8FA6D-2078-5409-9B07-0BBB37C4E2D5},-71.092870257999948,42.279497168000034,1292-1292A (STREET_FEA 567),STREET_FEA 567,55,derived_50_100_ft,boston-sam,162246,1292A-1292 Blue Hill Ave,Blue Hill Ave,42.27942484,-71.09269107,Blue Hill Avenue & Wellington Hill Street,71,nearest_address
8084,9JH28,Woodgate St,12-14 Woodgate St,IS,694224000000,910740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4605; METERED_FL=U; PLACEMENT=MIGRATED,9JH28,,,MU,MUCENT,2003,,,,1,,1177632000000,palaciolv,1236038400000,{D5335457-535D-5672-BC50-A841569B29F2},-71.078645143999950,42.277159171000051,12-14 (STREET_FEA 4613),STREET_FEA 4613,40,derived_0_50_ft,boston-sam,342408,12-14 Woodgate St,Woodgate St,42.27705898,-71.07858847,Woodbole Avenue & Woodgate Street,52,nearest_address
8090,10HH97,Harvard Street,Near Harvard Street & Walk Hill Street,IS,,1008740106,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2053; METERED_FL=U; PLACEMENT=mulline,10HH97,,,MU,MUCENT,2002,,,,1,,1247616000000,blundonr,1249430400000,{D0C11EEA-D68E-56F9-96E0-0FE64BA1B60C},-71.100081757999988,42.282665679000047,STREET_FEA 4350,STREET_FEA 4350,291,intersection_preferred_150_plus_ft,boston-sam,70931,652 Harvard St,Harvard St,42.28265866,-71.09900060,Harvard Street & Walk Hill Street,171,nearest_intersection
8101,10IH110,W Selden St,18 W Selden St,IS,,1009740129,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2931; METERED_FL=U; PLACEMENT=MIGRATED,10IH110,,,US,USSEN,1981,,,,1,,1177632000000,blundonr,1255478400000,{E048EA43-4CD9-5CC5-AA18-52F1DC262645},-71.083350019999955,42.279975063000052,18 (STREET_FEA 102),STREET_FEA 102,44,derived_0_50_ft,boston-sam,124983,18 W Selden St,W Selden St,42.27985866,-71.08331059,Lorna Road & Tiverton Road,270,nearest_address
8102,9HH130,Alabama St,103 Alabama St,IS,,908740129,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1221; METERED_FL=U; PLACEMENT=MIGRATED,9HH130,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231891200000,{66438BF8-4ADC-52D7-94ED-8BE2E92362C6},-71.101550566999947,42.276662311000052,103 (STREET_FEA 151),STREET_FEA 151,42,derived_0_50_ft,boston-sam,1326,103 Alabama St,Alabama St,42.27677866,-71.10155060,Alabama Street & Currier Street,385,nearest_address
8121,11HH16,Walk Hill St,450A Walk Hill St,IS,,1108740017,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,11HH16,,,PO,U,,,,,1,,1177632000000,blundonr,1282694400000,{9FE3DAD2-EAC7-53DD-96BD-D70A58CDD6F8},-71.102588527999956,42.286566053000058,STREET_FEA 2570,STREET_FEA 2570,145,derived_100_150_ft,boston-sam,141646,450A Walk Hill St,Walk Hill St,42.28635428,-71.10304403,Oak Street & Walk Hill Street,523,nearest_address
8146,11HH78,Errol Street,Near Errol Street & Harvard Street,IS,,1108740067,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,11HH78,,,U,U,,,,,1,,1219708800000,blundonr,1244419200000,{AC0C1DB6-7E18-52EC-986F-7A562A5D7737},-71.099714706999976,42.284413628000038,460 (STREET_FEA 0),STREET_FEA 0,385,intersection_preferred_150_plus_ft,boston-sam,347212,460 Walk Hill St,Walk Hill St,42.28462971,-71.10111396,Errol Street & Harvard Street,538,nearest_intersection
8158,11HH56,Greendale Rd,3-5 Greendale Rd,IS,1131580800000,1108740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4438; METERED_FL=U; PLACEMENT=MIGRATED,11HH56,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1230076800000,{4A496DDA-EE5F-550E-8201-5CBF390210DF},-71.093730798999957,42.285335078000060,3 (STREET_FEA 1912),STREET_FEA 1912,49,derived_0_50_ft,boston-sam,66521,3-5 Greendale Rd,Greendale Rd,42.28535866,-71.09355060,Morton Street & Rhoades Street,182,nearest_address
8172,10HH64,Hillsboro Rd,6-8 Hillsboro Rd,IS,1249430400000,1008740031,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2091; METERED_FL=U; PLACEMENT=MIGRATED,10HH64,,,MU,MUCENT,1992,,,,1,,1177632000000,orrda,1288742400000,{2C8B4986-0BBA-51BA-9645-E5968BB882E1},-71.097205903999964,42.282309321000071,6-8 (STREET_FEA 2159),STREET_FEA 2159,53,derived_50_100_ft,boston-sam,74098,6-8 Hillsboro Rd,Hillsboro Rd,42.28237866,-71.09738060,Hazleton Street & Hillsboro Road,144,nearest_address
8198,11HH6,Paine Street,Near Paine Street & Walk Hill Street,IS,,1108740023,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3194; METERED_FL=U; PLACEMENT=MIGRATED,11HH6,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{00C83267-DA3C-513D-AA44-B8124902E243},-71.104768515999979,42.286270690000038,STREET_FEA 4350,STREET_FEA 4350,234,intersection_preferred_150_plus_ft,boston-sam,141648,450C Walk Hill St,Walk Hill St,42.28606240,-71.10394679,Paine Street & Walk Hill Street,236,nearest_intersection
8212,9JH122,Pleasant Hill Ave,10 Pleasant Hill Ave,IS,1152576000000,910740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1771; METERED_FL=U; PLACEMENT=MIGRATED,9JH122,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1230076800000,{DE9397AF-96EE-55F6-B5D0-B3370F0D282E},-71.072604302999935,42.277702250000061,9-11 OPP (STREET_FEA 3330),STREET_FEA 3330,39,derived_0_50_ft,boston-sam,111283,10 Pleasant Hill Ave,Pleasant Hill Ave,42.27765866,-71.07247059,Clancy Road & Pleasant Hill Avenue,125,nearest_address
8234,9IH100,Woodruff Way,66-68 Woodruff Way,IS,,909740097,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4605; METERED_FL=U; PLACEMENT=MIGRATED,9IH100,,,US,USSEN,1985,,,,1,,1177632000000,palaciolv,1236211200000,{6570E7E2-0DED-5B51-B90E-A540EC6B6EEF},-71.081176952999954,42.274387425000043,66-68 (STREET_FEA 4623),STREET_FEA 4623,34,derived_0_50_ft,boston-sam,342109,66-68 Woodruff Way,Woodruff Way,42.27447467,-71.08112940,Woodbole Avenue & Woodruff Way,446,nearest_address
8252,10IH10,Blue Hill Ave,1301 Blue Hill Ave,IS,,1009740171,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4438; METERED_FL=U; PLACEMENT=MIGRATED,10IH10,,,US,USMET250,1991,,,,1,,1177632000000,denapolipd,1230249600000,{4DBC11A3-0165-544F-AE2A-62EB227C4182},-71.093015363999939,42.280098839000061,1299 (STREET_FEA 567),STREET_FEA 567,73,derived_50_100_ft,boston-sam,437878,1301 Blue Hill Ave,Blue Hill Ave,42.28004585,-71.09327654,Blue Hill Avenue & Evelyn Street,73,nearest_address
8261,9HH36,Orlando St,35 Orlando St,IS,,908740080,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2902; METERED_FL=U; PLACEMENT=MIGRATED,9HH36,,,KE,KEK81-A,2008,,,,1,,1177632000000,denapolipd,1231891200000,{3C5F9BF0-2876-5DB4-8F6C-868BB51794C1},-71.098684538999976,42.275034229000028,35 (STREET_FEA 3170),STREET_FEA 3170,47,derived_0_50_ft,boston-sam,105836,35 Orlando St,Orlando St,42.27510037,-71.09883633,Monterey Avenue & Savannah Avenue,327,nearest_address
8288,8IH46,Linvale Ter,19 Linvale Ter,IS,,809740036,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1824; METERED_FL=U; PLACEMENT=MIGRATED,8IH46,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1237420800000,{3EDBCFC5-80EF-596A-979E-986327EA144C},-71.087409879999939,42.271182841000041,19 (STREET_FEA 2564),STREET_FEA 2564,51,derived_50_100_ft,boston-sam,86597,19 Linvale Ter,Linvale Ter,42.27113866,-71.08759060,Gladeside Avenue & Linvale Terrace,32,nearest_address
8312,9HH63,Blue Hill Ave,1467 Blue Hill Ave,IS,,908740102,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4615; METERED_FL=U; PLACEMENT=MIGRATED,9HH63,,,US,USMET250,1988,,,,1,,1177632000000,denapolipd,1231891200000,{2222E63C-9C29-56AA-9426-12AF938E912E},-71.093788847999974,42.273715716000027,1467 (STREET_FEA 567),STREET_FEA 567,69,derived_50_100_ft,boston-sam,16291,1467 Blue Hill Ave,Blue Hill Ave,42.27388866,-71.09389060,Blue Hill Avenue & Woodhaven Street,126,nearest_address
8323,8HH76,Itasca St,243 Itasca St,IS,,808740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=800; METERED_FL=U; PLACEMENT=MIGRATED,8HH76,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231891200000,{A47D6432-9B74-529B-928F-3A0E0D5DC822},-71.103591924999932,42.272481599000059,245 (STREET_FEA 2287),STREET_FEA 2287,44,derived_0_50_ft,boston-sam,79128,243 Itasca St,Itasca St,42.27258866,-71.10367060,Croydon Street & Itasca Street,281,nearest_address
8324,8JH38,Old Morton St,60 Old Morton St,IS,852076800000,810740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3605; METERED_FL=U; PLACEMENT=MIGRATED,8JH38,,,KE,KEK81-A,1997,,,,1,,1177632000000,chalmersh,1237420800000,{E80E4FBF-F8FC-5A01-BE05-9FFA598FF741},-71.071365316999959,42.272580070000060,56 (STREET_FEA 3149),STREET_FEA 3149,47,derived_0_50_ft,boston-sam,105199,60 Old Morton St,Old Morton St,42.27250866,-71.07122059,Old Morton Street & River Street,232,nearest_address
8328,11HH89,Warbler Way,Near Warbler Way & West Main Street,IS,1254960000000,1108740078,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,11HH89,,,U,U,,,,,1,,1257379200000,mulline,1257379200000,{EDD582FA-7172-5B0C-827C-3A9109AA88AD},-71.101176897999949,42.285816141000055,460 (STREET_FEA 4460),STREET_FEA 4460,236,intersection_preferred_150_plus_ft,boston-sam,347544,458 Walk Hill St,Walk Hill St,42.28578802,-71.10205186,Warbler Way & West Main Street,375,nearest_intersection
8329,10HH32,Walk Hill St,586 Walk Hill St,IS,,1008740102,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=209; METERED_FL=U; PLACEMENT=MIGRATED,10HH32,,,KE,KEK81-A,1998,,,,1,,1177632000000,palaciolv,1236211200000,{1E197D48-DB98-59DE-B61F-58761B8A2E0D},-71.098012838999978,42.281499451000059,586 (STREET_FEA 4349),STREET_FEA 4349,51,derived_50_100_ft,boston-sam,141661,586 Walk Hill St,Walk Hill St,42.28161866,-71.09791060,Almont Street & Walk Hill Street,98,nearest_address
8344,8IH90,River St,500-510H River St,IS,,809740088,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1817; METERED_FL=U; PLACEMENT=MIGRATED,8IH90,,,LO,U,,,,,1,,1177632000000,poyantm,1464739200000,{2B2E1372-34B6-54D3-9F67-57A516EDB022},-71.092497277999939,42.267889067000056,500 (STREET_FEA 3604),STREET_FEA 3604,107,derived_100_150_ft,boston-sam,169145,500-510H River St,River St,42.26780560,-71.09287723,Blue Hill Avenue & River Street,339,nearest_address
8367,8HH86,Rockdale St,7 Rockdale St,IS,1305504000000,808740132,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1212; METERED_FL=U; PLACEMENT=MIGRATED,8HH86,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1310428800000,{9C804962-7620-55DD-AEEA-8887746C3C57},-71.096336037999947,42.268645678000041,7 (STREET_FEA 3636),STREET_FEA 3636,48,derived_0_50_ft,boston-sam,117590,7 Rockdale St,Rockdale St,42.26869866,-71.09650060,Cummins Highway & Rockdale Street,112,nearest_address
8378,8IH64,Newcroft Cir,51 Newcroft Cir,IS,,809740038,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3055; METERED_FL=U; PLACEMENT=MIGRATED,8IH64,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1237420800000,{D0895AF9-125A-575A-8687-94D753060328},-71.084918820999974,42.271081147000075,308 OPP (STREET_FEA 3604),STREET_FEA 3604,64,derived_50_100_ft,boston-sam,102054,51 Newcroft Cir,Newcroft Cir,42.27124866,-71.08485059,River Street & Southmere Road,70,nearest_address
8381,7HH114,Rockdale St,85 Rockdale St,IS,757382400000,708740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3533; METERED_FL=U; PLACEMENT=MIGRATED,7HH114,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1231804800000,{FCA4AD9D-6C28-5F95-8E90-D1D9342D680F},-71.098606552999968,42.266543825000042,85 (STREET_FEA 3636),STREET_FEA 3636,36,derived_0_50_ft,boston-sam,117601,85 Rockdale St,Rockdale St,42.26657865,-71.09873060,River Street & Topalian Street,298,nearest_address
8403,9JH70,Morton St,1130 Morton St,IS,1102896000000,910740061,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1384; METERED_FL=U; PLACEMENT=MIGRATED,9JH70,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1235779200000,{CCE5A872-BE49-5146-A635-50A14D36D288},-71.074547726999981,42.276242796000076,1130 (STREET_FEA 2931),STREET_FEA 2931,50,derived_0_50_ft,boston-sam,97655,1130 Morton St,Morton St,42.27628191,-71.07436793,Clearwater Drive & Morton Street,108,nearest_address
8406,9IH36,W Selden St,197 W Selden St,IS,1163635200000,909740089,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5346; METERED_FL=U; PLACEMENT=MIGRATED,9IH36,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1235779200000,{BE516201-70C7-598D-B44F-39FB3931CAB0},-71.088471152999944,42.274668018000057,198 OPP (STREET_FEA 102),STREET_FEA 102,37,derived_0_50_ft,boston-sam,124991,197 W Selden St,W Selden St,42.27465930,-71.08860706,Oak Hill Avenue & West Selden Street,58,nearest_address
8409,9JH112,Morton St,1210 Morton St,IS,1102896000000,910740122,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3789; METERED_FL=U; PLACEMENT=MIGRATED,9JH112,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1230076800000,{77AA9B83-6B8C-5F25-873F-FD332CF87A14},-71.071024271999988,42.274429087000044,1215 OPP (STREET_FEA 2933),STREET_FEA 2933,52,derived_50_100_ft,boston-sam,355697,1210 Morton St,Morton St,42.27455865,-71.07110422,Morton Street & Sanford Street,160,nearest_address
8459,8HH62,Cummins Hwy,739 Cummins Hwy,IS,902102400000,808740072,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1212; METERED_FL=U; PLACEMENT=MIGRATED,8HH62,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1231891200000,{878E38B4-6C7A-5A7D-96B5-4B7D48A7888B},-71.100880365999956,42.270304719000080,8 OPP (STREET_FEA 3575),STREET_FEA 3575,44,derived_0_50_ft,boston-sam,44973,739 Cummins Hwy,Cummins Hwy,42.27028865,-71.10104060,Cummins Highway & Favre Street,87,nearest_address
8461,8HH54,Hollingsworth St,42 Hollingsworth St,IS,,808740142,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1212; METERED_FL=U; PLACEMENT=MIGRATED,8HH54,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1231891200000,{636740FD-94CE-5FB3-AA98-30FC8D76CFC2},-71.098577458999955,42.268500594000045,42 (STREET_FEA 2183),STREET_FEA 2183,44,derived_0_50_ft,boston-sam,74693,42 Hollingsworth St,Hollingsworth St,42.26849365,-71.09841560,Bismarck Street & Fairlawn Avenue,359,nearest_address
8467,9JH88,Ellison Ave,60 Ellison Ave,IS,1437436800000,910740067,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2931; METERED_FL=U; PLACEMENT=MIGRATED,9JH88,,,MU,KEK81-A,2012,,,,1,,1177632000000,mulline,1445212800000,{55C408F5-CCE2-5F01-8D8E-DC86660D45D1},-71.072886205999964,42.276014155000041,60 (STREET_FEA 1494),STREET_FEA 1494,27,derived_0_50_ft,boston-sam,52988,60 Ellison Ave,Ellison Ave,42.27603866,-71.07279059,Ellison Avenue & Morton Street,178,nearest_address
8482,9JH121,Gallivan Blvd,127 Gallivan Blvd,IS,974937600000,910740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3330; METERED_FL=U; PLACEMENT=MIGRATED,9JH121,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1231891200000,{01816142-64EC-5124-8381-946A05E8F82B},-71.072405251999953,42.278044859000033,127 (STREET_FEA 1771),STREET_FEA 1771,48,derived_0_50_ft,boston-sam,62210,127 Gallivan Blvd,Gallivan Blvd,42.27792866,-71.07232059,Gallivan Boulevard & Pleasant Hill Avenue,100,nearest_address
8485,10HH22,Mattapan St,109 Mattapan St,IS,,1008740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1067; METERED_FL=U; PLACEMENT=MIGRATED,10HH22,,,MU,MUCENT,2000,,,,1,,1177632000000,palaciolv,1236211200000,{C14F48FD-5593-5F76-817E-CC9C31819EFD},-71.097460406999971,42.279528710000079,113 (STREET_FEA 2761),STREET_FEA 2761,30,derived_0_50_ft,boston-sam,92820,109 Mattapan St,Mattapan St,42.27954866,-71.09735060,Colorado Street & Mattapan Street,140,nearest_address
8516,8IH12,Babson St,127-129 Babson St,IS,915148800000,809740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1745; METERED_FL=U; PLACEMENT=MIGRATED,8IH12,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1231891200000,{D1FE053A-89CD-5C03-A6DD-A41BDF7FD768},-71.092660364999972,42.270838751000042,127-129 (STREET_FEA 373),STREET_FEA 373,78,derived_50_100_ft,boston-sam,7432,127-129 Babson St,Babson St,42.27073966,-71.09291760,Babson Street & Fremont Street,152,nearest_address
8558,9JH106,Saint Gregory St,93 Saint Gregory St,IS,1152576000000,910740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3330; METERED_FL=U; PLACEMENT=MIGRATED,9JH106,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1230076800000,{6D5F2E45-72F3-5FC1-AF7D-B5AD4F1AB46A},-71.071497138999973,42.275831476000064,82 OPP (STREET_FEA 3754),STREET_FEA 3754,41,derived_0_50_ft,boston-sam,121152,93 Saint Gregory St,Saint Gregory St,42.27589866,-71.07162059,Pleasant Hill Avenue & Saint Gregory Street,167,nearest_address
8562,10JH12,Gallivan Blvd,25-27 Gallivan Blvd,IS,723168000000,1010740175,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3313; METERED_FL=U; PLACEMENT=MIGRATED,10JH12,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{7415085D-6E6E-57C4-B440-473D71D95C65},-71.077750621999940,42.278360334000070,25-27 (STREET_FEA 1770),STREET_FEA 1770,45,derived_0_50_ft,boston-sam,62236,25-27 Gallivan Blvd,Gallivan Blvd,42.27825066,-71.07782559,Morton Street & Woodgate Street,279,nearest_address
