objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
2630,6DH22,Washington St,5222 Washington St,IS,,604740036,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4009; METERED_FL=U; PLACEMENT=MIGRATED,6DH22,,,KE,KEK81-A,2003,,,,1,,1177632000000,connorsm,1240790400000,{5C5AC57A-AAAC-54D2-AF65-EE5560FCF2DF},-71.157619460999967,42.260581628000068,5223 OPP (STREET_FEA 4401),STREET_FEA 4401,57,derived_50_100_ft,boston-sam,347112,5222 Washington St,Washington St,42.26042830,-71.15757111,Bungalow Road & Overlook Road,200,nearest_address
2633,12BH10,Lagrange St,905 Lagrange St,IS,631152000000,1202740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=245; METERED_FL=U; PLACEMENT=MIGRATED,12BH10,,,KE,KEK81,2011,,,,1,,1177632000000,chalmersh,1240358400000,{44BF7330-CFE4-521E-89D4-31CC5867514F},-71.170678178999935,42.293696696000040,905 (STREET_FEA 2426),STREET_FEA 2426,33,derived_0_50_ft,boston-sam,166831,905 Lagrange St,Lagrange St,42.29375692,-71.17058676,Anderer Lane & Lagrange Street,56,nearest_address
2641,12DH116,Burwell Rd,11-15 Burwell Rd,IS,,1204740101,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=992; METERED_FL=U; PLACEMENT=MIGRATED,12DH116,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{066D480E-3557-5212-89D9-2AA86C341861},-71.149091584999951,42.291749404000029,11-15 (STREET_FEA 755),STREET_FEA 755,53,derived_50_100_ft,boston-sam,24188,11-15 Burwell Rd,Burwell Rd,42.29183166,-71.14925362,Burwell Road & Church Street,127,nearest_address
2644,12DH100,Theodore Parker Rd,153 Theodore Parker Rd,IS,,1204740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3816; METERED_FL=U; PLACEMENT=MIGRATED,12DH100,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{6997ED2E-CED6-5B4D-88F8-C7D2C89FE73D},-71.150670493999939,42.292344164000042,157 (STREET_FEA 4154),STREET_FEA 4154,48,derived_0_50_ft,boston-sam,134781,153 Theodore Parker Rd,Theodore Parker Rd,42.29234866,-71.15049062,Schirmer Road & Theodore Parker Road,176,nearest_address
2647,10CH82,Lorette St,35 Lorette St,IS,,1003740121,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2600; METERED_FL=U; PLACEMENT=MIGRATED,10CH82,,,MU,MUCENT,1975,,,,1,,1177632000000,blundonr,1255478400000,{F8848B47-A960-5273-BCB6-7F94E02DDCCA},-71.160578909999970,42.280032167000059,11 OPP (STREET_FEA 2155),STREET_FEA 2155,27,derived_0_50_ft,boston-sam,87294,35 Lorette St,Lorette St,42.27995866,-71.16057062,Hillcrest Street & Lorette Street,83,nearest_address
2651,6DH28,Washington St,5185 Washington St,IS,,604740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4401; METERED_FL=U; PLACEMENT=MIGRATED,6DH28,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1240790400000,{22574E9E-046D-5DF9-B580-D1C2D2D151F5},-71.157081334999987,42.261688660000061,223 (STREET_FEA 1948),STREET_FEA 1948,70,derived_50_100_ft,boston-sam,145658,5185 Washington St,Washington St,42.26183865,-71.15692062,Grove Street & Washington Street,126,nearest_address
2675,11CH198,Corey St,152 Corey St,IS,,1103740193,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2908; METERED_FL=U; PLACEMENT=MIGRATED,11CH198,,,KE,KEK81,2010,,,,1,,1177632000000,blundonr,1255478400000,{0A7201E3-A084-50CB-BA54-627A9317EC74},-71.157650508999950,42.288626803000056,152 (STREET_FEA 1138),STREET_FEA 1138,76,derived_50_100_ft,boston-sam,42750,152 Corey St,Corey St,42.28847866,-71.15785062,Corey Street & Montview Street,52,nearest_address
2705,10CH32,Chesbrough Rd,11 Chesbrough Rd,IS,,1003740124,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4110; METERED_FL=U; PLACEMENT=MIGRATED,10CH32,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{4A4B0FB2-8FC0-5FC7-B0CC-B643B1A12881},-71.164703175999989,42.279924371000050,11 (STREET_FEA 953),STREET_FEA 953,43,derived_0_50_ft,boston-sam,30724,11 Chesbrough Rd,Chesbrough Rd,42.27997866,-71.16456062,Chesbrough Road & Tarleton Road,289,nearest_address
2734,11DH94,Anawan Ave,74 Anawan Ave,IS,1183075200000,1104740158,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1028; METERED_FL=U; PLACEMENT=MIGRATED,11DH94,,,MU,MUCENT,2006,,,,1,,1177632000000,blundonr,1235779200000,{2FC2B245-13FE-5AD3-8249-3BDEE06FE4A7},-71.148281255999962,42.284394909000071,74 (STREET_FEA 242),STREET_FEA 242,60,derived_50_100_ft,boston-sam,3433,74 Anawan Ave,Anawan Ave,42.28436866,-71.14806062,Anawan Avenue & Clement Avenue,42,nearest_address
2739,11DH24,Corey St,130 Corey St,IS,,1104740042,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1787; METERED_FL=U; PLACEMENT=MIGRATED,11DH24,,,US,USSEN,1986,,,,1,,1177632000000,blundonr,1255478400000,{AF7BC9CA-FEC1-555C-956D-3A6487B9EC14},-71.156968506999988,42.288042872000062,130 (STREET_FEA 1138),STREET_FEA 1138,52,derived_50_100_ft,boston-sam,42744,130 Corey St,Corey St,42.28793866,-71.15710062,Corey Street & Garth Road,95,nearest_address
2740,8CH37,Ledge Hill Rd,46 Ledge Hill Rd,IS,,803740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2468; METERED_FL=U; PLACEMENT=MIGRATED,8CH37,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1240963200000,{72700D3F-73E8-561D-8CC8-29391B4B7B6A},-71.168484790999969,42.272349438000049,46 (STREET_FEA 2488),STREET_FEA 2488,54,derived_50_100_ft,boston-sam,84784,46 Ledge Hill Rd,Ledge Hill Rd,42.27249865,-71.16850062,Laurie Avenue & Ledge Hill Road,215,nearest_address
2756,10CH154,VFW Pkwy,1208C VFW Pkwy,IS,,1003740157,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=denapolipd,10CH154,,,MH,U,,,,,1,,1253750400000,denapolipd,1253750400000,{04C6B7C2-4EF6-5907-81F6-86651623DF4D},-71.168394321999983,42.278900171000032,STREET_FEA 0,STREET_FEA 0,99,derived_50_100_ft,boston-sam,423078,1208C VFW Pkwy,VFW Pkwy,42.27917000,-71.16836630,Heldun Street & Long Terrace,225,nearest_address
2763,10CH80,Lorette St,18-20 Lorette St,IS,,1003740137,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2155; METERED_FL=U; PLACEMENT=MIGRATED,10CH80,,,MH,MH129,1974,,,,1,,1177632000000,connorsm,1238976000000,{63A9E1E2-2ADE-5A0D-8AF8-4630297138BD},-71.160244890999934,42.279383852000080,20 (STREET_FEA 2600),STREET_FEA 2600,45,derived_0_50_ft,boston-sam,87286,18-20 Lorette St,Lorette St,42.27933865,-71.16040062,Hillcrest Street & Lorette Street,254,nearest_address
2765,11CH22,Potomac St,89 Potomac St,IS,694224000000,1103740182,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2310; METERED_FL=U; PLACEMENT=MIGRATED,11CH22,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1240358400000,{68F22E60-363B-54F8-871A-2A28B75904F2},-71.160666493999940,42.284226000000046,89 (STREET_FEA 3367),STREET_FEA 3367,44,derived_0_50_ft,boston-sam,112418,89 Potomac St,Potomac St,42.28413866,-71.16078062,Jennett Avenue & Potomac Street,260,nearest_address
2777,8DH28,Alleyne St,31 Alleyne St,IS,,804740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4297; METERED_FL=U; PLACEMENT=MIGRATED,8DH28,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237161600000,{F7348137-26AC-5266-8E8B-A1B7EDA2A577},-71.147727165999981,42.271932446000051,25 (STREET_FEA 203),STREET_FEA 203,50,derived_0_50_ft,boston-sam,2322,31 Alleyne St,Alleyne St,42.27206865,-71.14771062,Partridge Street & Sparrow Street,273,nearest_address
2782,10BH38,Charles Park Road,Near Charles Park Road & Gardner Street,IS,,1002740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1781; METERED_FL=U; PLACEMENT=MIGRATED,10BH38,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1238976000000,{7D4ACD58-D622-5526-96C6-2A9FAB25D055},-71.177877416999934,42.278485714000055,151 (STREET_FEA 3610),STREET_FEA 3610,165,intersection_preferred_150_plus_ft,boston-sam,116823,151 Rivermoor St,Rivermoor St,42.27871465,-71.17840562,Charles Park Road & Gardner Street,647,nearest_intersection
2784,11DH140,Greaton Rd,3 Greaton Rd,IS,281318400000,1104740035,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1556; METERED_FL=U; PLACEMENT=MIGRATED,11DH140,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1271808000000,{5243D500-6C40-58A5-96FB-3A05D9CF7431},-71.149100855999961,42.288253615000031,7 (STREET_FEA 1905),STREET_FEA 1905,43,derived_0_50_ft,boston-sam,66185,3 Greaton Rd,Greaton Rd,42.28825866,-71.14894062,Esther Road & Greaton Road,165,nearest_address
2792,8DH36,Cowing St,9 Cowing St,IS,,804740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4297; METERED_FL=U; PLACEMENT=MIGRATED,8DH36,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1237161600000,{745E07A1-C0F8-5103-B898-8FE266842AEA},-71.145538751999936,42.272209646000078,15 (STREET_FEA 1168),STREET_FEA 1168,39,derived_0_50_ft,boston-sam,43911,9 Cowing St,Cowing St,42.27231465,-71.14557361,Cowing Street & Vershire Street,118,nearest_address
2797,9DH94,Howitt Rd,39 Howitt Rd,IS,,904740019,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1529; METERED_FL=U; PLACEMENT=MIGRATED,9DH94,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237420800000,{159205FF-645D-5AC4-83F1-9966F1AFE024},-71.152107102999935,42.277760629000056,39 (STREET_FEA 2219),STREET_FEA 2219,58,derived_50_100_ft,boston-sam,75712,39 Howitt Rd,Howitt Rd,42.27777865,-71.15232062,Emmonsdale Road & Howitt Road,136,nearest_address
2803,9DH68,Howitt Rd,54 Howitt Rd,IS,,904740046,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2426; METERED_FL=U; PLACEMENT=MIGRATED,9DH68,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{D8F7C3E6-CC22-5A04-B9A4-74F1905A3D14},-71.152780705999987,42.276960487000053,54 (STREET_FEA 2219),STREET_FEA 2219,75,derived_50_100_ft,boston-sam,75718,54 Howitt Rd,Howitt Rd,42.27700866,-71.15251062,Howitt Road & Lagrange Street,41,nearest_address
2821,8CH70,Glenhaven Rd,18 Glenhaven Rd,IS,,803740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3201; METERED_FL=U; PLACEMENT=MIGRATED,8CH70,,,MU,MUCENT,1991,,,,1,,1177632000000,connorsm,1240963200000,{889D3838-CE5E-5B8D-85EF-35852DCF779F},-71.163679067999965,42.270974283000044,21 OPP (STREET_FEA 1842),STREET_FEA 1842,46,derived_0_50_ft,boston-sam,64415,18 Glenhaven Rd,Glenhaven Rd,42.27084865,-71.16365062,Glenhaven Road & Paragon Road,40,nearest_address
2825,8CH58,Keystone St,6 Keystone St,IS,,803740056,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1842; METERED_FL=U; PLACEMENT=MIGRATED,8CH58,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{DE347763-310B-5C65-8D6F-298C4AF85F6E},-71.164421961999949,42.270861348000039,6 (STREET_FEA 2391),STREET_FEA 2391,41,derived_0_50_ft,boston-sam,81549,6 Keystone St,Keystone St,42.27091865,-71.16429062,Glenhaven Road & Keystone Street,178,nearest_address
2829,10DH2,Landseer St,111 Landseer St,IS,1341964800000,1004740125,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2449; METERED_FL=U; PLACEMENT=MIGRATED,10DH2,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1374710400000,{AC9752E2-A21B-546E-9FFF-354878170413},-71.157499143999985,42.279501382000035,111 (STREET_FEA 2448),STREET_FEA 2448,47,derived_0_50_ft,boston-sam,83834,111 Landseer St,Landseer St,42.27962866,-71.15747062,Landseer Street & Landseer Terrace,54,nearest_address
2838,6DH72,De Soto Rd,110 De Soto Rd,IS,,604740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4530; METERED_FL=U; PLACEMENT=MIGRATED,6DH72,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1236643200000,{97E4CEB3-3704-5509-8BD5-67B115F91093},-71.151309602999959,42.259579759000076,109 OPP (STREET_FEA 1324),STREET_FEA 1324,38,derived_0_50_ft,boston-sam,46782,110 De Soto Rd,De Soto Rd,42.25959865,-71.15117061,De Soto Road & Willers Street,109,nearest_address
2863,7DH24,Washington St,5114 Washington St,IS,,704740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4401; METERED_FL=U; PLACEMENT=MIGRATED,7DH24,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1240963200000,{BD5FF0F8-841E-57FF-90CA-EF8E0E953E03},-71.154252676999988,42.263088983000046,14-18 OP (STREET_FEA 3586),STREET_FEA 3586,99,derived_50_100_ft,boston-sam,145593,5114 Washington St,Washington St,42.26335865,-71.15431062,Ridgecrest Drive & Ridgecrest Terrace,52,nearest_address
2868,9CH28,Moville St,15 Moville St,IS,839289600000,903740082,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2881; METERED_FL=U; PLACEMENT=MIGRATED,9CH28,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{00A0089E-489D-5053-844E-F04B72104966},-71.169301498999971,42.275445475000026,19 (STREET_FEA 2968),STREET_FEA 2968,48,derived_0_50_ft,boston-sam,99169,15 Moville St,Moville St,42.27547865,-71.16913062,Moloney Street & Moville Street,73,nearest_address
2870,11CH44,Glenham St,40 Glenham St,IS,,1103740035,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=824; METERED_FL=U; PLACEMENT=MIGRATED,11CH44,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{B051FD49-1587-5BE0-BCA2-B5332A2419D6},-71.170011154999941,42.288492000000076,40 OPP (STREET_FEA 1841),STREET_FEA 1841,57,derived_50_100_ft,boston-sam,64401,40 Glenham St,Glenham St,42.28835866,-71.16990062,Carroll Street & Glenham Street,36,nearest_address
2874,8CH108,Ansonia Rd,10 Ansonia Rd,IS,,803740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2640; METERED_FL=U; PLACEMENT=MIGRATED,8CH108,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{0B86450B-CD55-5E1F-8B28-EA24D443A777},-71.163203214999953,42.272380028000043,10 (STREET_FEA 263),STREET_FEA 263,39,derived_0_50_ft,boston-sam,3733,10 Ansonia Rd,Ansonia Rd,42.27242865,-71.16333062,Ansonia Road & Macullar Road,57,nearest_address
2880,10CH6,Cutter Rd,1 Cutter Rd,IS,,1003740113,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1229; METERED_FL=U; PLACEMENT=MIGRATED,10CH6,,,MU,MUCENT,1971,,,,1,,1177632000000,blundonr,1255478400000,{CB1DA981-BAEE-5AF6-A8DC-541D44090B32},-71.167873419999978,42.280397227000037,330 OPP (STREET_FEA 384),STREET_FEA 384,93,derived_50_100_ft,boston-sam,45304,1 Cutter Rd,Cutter Rd,42.28060865,-71.16768062,Baker Street & Cutter Road,104,nearest_address
2884,12DH174,Peak Hill Rd,23 Peak Hill Rd,IS,1245715200000,1204740107,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=746; METERED_FL=U; PLACEMENT=MIGRATED,12DH174,,,KE,KEK81-A,2009,,,,1,,1177632000000,chalmersh,1292803200000,{8601EA1E-1F20-5BCE-9D3E-CF1B3907304B},-71.144979690999946,42.291604323000058,25 (STREET_FEA 3264),STREET_FEA 3264,48,derived_0_50_ft,boston-sam,108769,23 Peak Hill Rd,Peak Hill Rd,42.29164866,-71.14481061,Burnside Avenue & Peak Hill Road,171,nearest_address
2940,8DH154,Willet St,27 Willet St,IS,1191974400000,804740060,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=5387; METERED_FL=U; PLACEMENT=mulline,8DH154,,,KE,KEK81-A,2007,,,,1,,1218153600000,denapolipd,1250467200000,{A583C200-5793-579B-9D3C-926E64B37A1B},-71.151012766999941,42.270077271000048,STREET_FEA 5386,STREET_FEA 5386,46,derived_0_50_ft,boston-sam,420936,27 Willet St,Willet St,42.27010344,-71.15084735,Starling Street & Willet Street,81,nearest_address
2965,8DH153,Grouse St,50 Grouse St,IS,1051228800000,804740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1947; METERED_FL=U; PLACEMENT=mulline,8DH153,,,MU,MUCENT,2002,,,,1,,1205107200000,chalmersh,1237161600000,{35CABE84-02C5-50CA-A8C3-0FA1FC9F1536},-71.150371988999950,42.270857340000077,60 (STREET_FEA 2120),STREET_FEA 2120,64,derived_50_100_ft,boston-sam,67310,50 Grouse St,Grouse St,42.27094865,-71.15017062,Grouse Street & Heron Street,82,nearest_address
2973,11DH154,Greaton Rd,3 Greaton Rd,IS,1218499200000,1104740029,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3721; METERED_FL=U; PLACEMENT=MIGRATED,11DH154,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1257984000000,{EE42365F-387E-5DFA-9572-C892F5CED2A9},-71.148708968999983,42.288378907000038,10 (STREET_FEA 1556),STREET_FEA 1556,76,derived_50_100_ft,boston-sam,66185,3 Greaton Rd,Greaton Rd,42.28825866,-71.14894062,Esther Road & Russett Road,138,nearest_address
2987,10CH114,Alberta St,25 Alberta St,IS,,1003740102,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1476; METERED_FL=U; PLACEMENT=MIGRATED,10CH114,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{B5E979DA-0CDD-5490-B589-14FCC6416EEA},-71.159421239999972,42.280852394000078,39 OPP (STREET_FEA 164),STREET_FEA 164,49,derived_0_50_ft,boston-sam,1646,25 Alberta St,Alberta St,42.28080866,-71.15925062,Elgin Street & Hillcrest Street,224,nearest_address
2996,10CH92,Perham St,93 Perham St,IS,410227200000,1003740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3882; METERED_FL=U; PLACEMENT=MIGRATED,10CH92,,,US,USSEN,1983,,,,1,,1177632000000,connorsm,1238976000000,{3D27CABA-0EBA-5FDF-A023-CCC672E9CAFD},-71.164202057999944,42.282961977000070,93 (STREET_FEA 3280),STREET_FEA 3280,45,derived_0_50_ft,boston-sam,109330,93 Perham St,Perham St,42.28305866,-71.16410062,Dent Street & Pender Street,336,nearest_address
2998,10CH54,Sanborn Ave,111 Sanborn Ave,IS,,1003740032,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3712; METERED_FL=U; PLACEMENT=MIGRATED,10CH54,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1236038400000,{DBBBD4FB-CCF6-5C60-A811-2408D1E27EDA},-71.167037989999983,42.282987197000068,98 OPP (STREET_FEA 3785),STREET_FEA 3785,51,derived_50_100_ft,boston-sam,122181,111 Sanborn Ave,Sanborn Ave,42.28300866,-71.16685062,Rumford Road & Sanborn Avenue,227,nearest_address
3003,11CH202,Varick Rd,33 Varick Rd,IS,,1003740153,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=953; METERED_FL=U; PLACEMENT=MIGRATED,11CH202,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1236038400000,{D3CCEB29-E78E-5ECB-84CE-206DA1E9D455},-71.169079379999971,42.283927109000047,29 (STREET_FEA 4281),STREET_FEA 4281,45,derived_0_50_ft,boston-sam,139858,33 Varick Rd,Varick Rd,42.28393466,-71.16924562,Chesbrough Road & Varick Road,95,nearest_address
3005,10BH34,Durant St,40 Durant St,IS,,1002740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=384; METERED_FL=U; PLACEMENT=MIGRATED,10BH34,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1244505600000,{A7DA4268-43F1-55E7-B472-9BC98D01B7A5},-71.171522176999986,42.283431215000064,40 (STREET_FEA 1411),STREET_FEA 1411,67,derived_50_100_ft,boston-sam,402100,40 Durant St,Durant St,42.28343920,-71.17127338,Baker Street & Varick Road,547,nearest_address
3021,13EH14,Hackensack Rd,126 Hackensack Rd,IS,,1305740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2502; METERED_FL=U; PLACEMENT=MIGRATED,13EH14,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{2682E3A0-9CBF-579E-AE65-CAD252DD4409},-71.143670554999972,42.299047936000079,126 (STREET_FEA 1965),STREET_FEA 1965,56,derived_50_100_ft,boston-sam,67959,126 Hackensack Rd,Hackensack Rd,42.29892866,-71.14354061,Hackensack Road & Risley Road,93,nearest_address
3023,12DH128,Church St,160 Church St,IS,899769600000,1204740036,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3554; METERED_FL=U; PLACEMENT=MIGRATED,12DH128,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{755F01F4-2D01-56CA-8C26-EE5A26D2C303},-71.149698097999988,42.293749823000041,160 (STREET_FEA 992),STREET_FEA 992,51,derived_50_100_ft,boston-sam,32753,160 Church St,Church St,42.29370866,-71.14988062,Church Street & Rendall Road,90,nearest_address
3042,7CH34,Crosstown Ave,35 Crosstown Ave,IS,,703740121,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1200; METERED_FL=U; PLACEMENT=MIGRATED,7CH34,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1240963200000,{25B3CA59-DE27-5095-8B9D-1AE56498223E},-71.165004807999935,42.262089085000071,121 (STREET_FEA 4324),STREET_FEA 4324,41,derived_0_50_ft,boston-sam,44575,35 Crosstown Ave,Crosstown Ave,42.26203865,-71.16514062,Crosstown Avenue & Vogel Street,53,nearest_address
3072,11DH66,Centre St,1800 Centre St,IS,,1104740103,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4550; METERED_FL=U; PLACEMENT=MIGRATED,11DH66,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1271808000000,{040EEA72-9F3F-5608-835E-BAB8CBB9C692},-71.152530572999979,42.286326933000055,1810 (STREET_FEA 886),STREET_FEA 886,141,derived_100_150_ft,boston-sam,157307,1800 Centre St,Centre St,42.28630771,-71.15200749,Lord And Lady'S Way & Railroad Street,246,nearest_address
3075,11CH200,Corey St,182 Corey St,IS,,1103740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2848; METERED_FL=U; PLACEMENT=MIGRATED,11CH200,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{3FEDCE80-9D0E-57F3-84C9-832877575EF5},-71.158416042999988,42.289251539000077,182 (STREET_FEA 1138),STREET_FEA 1138,47,derived_0_50_ft,boston-sam,42760,182 Corey St,Corey St,42.28923866,-71.15859062,Corey Street & Ferncroft Road,68,nearest_address
3085,8CH121,Ledge Hill Rd,68 Ledge Hill Rd,IS,,803740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2468; METERED_FL=U; PLACEMENT=MIGRATED,8CH121,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1240963200000,{410A6869-86DF-5658-A574-BF7D6F539346},-71.166463867999937,42.272033894000060,68 (STREET_FEA 2488),STREET_FEA 2488,54,derived_50_100_ft,boston-sam,84795,68 Ledge Hill Rd,Ledge Hill Rd,42.27216865,-71.16638062,Gould Street & Northdale Road,333,nearest_address
3106,7DH28,Rockingham Ave,5-7 Rockingham Ave,IS,631152000000,704740031,,,U,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4401; METERED_FL=U; PLACEMENT=MIGRATED,7DH28,,,MU,U,,,,,1,,1177632000000,mulline,1396828800000,{597FF8CE-D294-5330-AC1D-F86C080D0C9A},-71.154892230999963,42.264477655000064,5 (STREET_FEA 3638),STREET_FEA 3638,73,derived_50_100_ft,boston-sam,341984,5-7 Rockingham Ave,Rockingham Ave,42.26443750,-71.15462827,Rockingham Avenue & Washington Street,233,nearest_address
3122,12DH70,Greaton Rd,111 Greaton Rd,IS,786240000000,1204740093,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3816; METERED_FL=U; PLACEMENT=MIGRATED,12DH70,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{1DC34CB3-0CF4-57B4-A3B2-8CFDFE881211},-71.152474401999939,42.292030368000042,111 (STREET_FEA 1905),STREET_FEA 1905,51,derived_50_100_ft,boston-sam,66164,111 Greaton Rd,Greaton Rd,42.29205866,-71.15229062,Greaton Road & Schirmer Road,317,nearest_address
3123,7DH44,Westmoor Rd,75 Westmoor Rd,IS,,704740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3714; METERED_FL=U; PLACEMENT=MIGRATED,7DH44,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1250208000000,{F118E2BB-F304-5A29-A3E5-3E0807629F76},-71.151520532999939,42.262904818000038,66 OPP (STREET_FEA 4478),STREET_FEA 4478,60,derived_50_100_ft,boston-sam,148665,75 Westmoor Rd,Westmoor Rd,42.26284865,-71.15173062,Running Brook Road & Westmoor Road,135,nearest_address
