objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
3081,21EH40,Corey Rd,171 Corey Rd,IS,1084406400000,2105740024,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4463; METERED_FL=U; PLACEMENT=MIGRATED,21EH40,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{D923625D-9279-5FF9-9997-824A9BAFE7ED},-71.139696918999960,42.343060252000043,170 (STREET_FEA 1134),STREET_FEA 1134,82,derived_50_100_ft,boston-sam,42592,171 Corey Rd,Corey Rd,42.34296967,-71.13941662,Corey Road & Westbourne Terrace,159,nearest_address
3083,23CH126,Beechcroft St,84-86 Beechcroft St,IS,1157932800000,2303740115,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1606; METERED_FL=U; PLACEMENT=MIGRATED,23CH126,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{D2F76C09-ADF1-52A9-9E63-317C1C9479B3},-71.161202737999986,42.351797472000044,88-90 (STREET_FEA 468),STREET_FEA 468,48,derived_0_50_ft,boston-sam,13397,84-86 Beechcroft St,Beechcroft St,42.35173867,-71.16136062,Brock Street & Oakland Street,272,nearest_address
3127,24DH88,N Beacon St,154a-154b N Beacon St,IS,1022889600000,2404740137,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1559; METERED_FL=U; PLACEMENT=MIGRATED,24DH88,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1238371200000,{41EE6289-9EF2-5667-A5C4-6BEC5C3DE21A},-71.146230726999988,42.355357689000073,151 OPP (STREET_FEA 29),STREET_FEA 29,79,derived_50_100_ft,boston-sam,343479,154a-154b N Beacon St,N Beacon St,42.35514056,-71.14626082,Life Street & North Beacon Street,27,nearest_address
3129,24CH56,Riverview Rd,45 Riverview Rd,IS,,2403740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=700; METERED_FL=U; PLACEMENT=MIGRATED,24CH56,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{EC580D1C-156F-5C19-974B-36B28704DAF2},-71.159956990999945,42.357115929000031,45 (STREET_FEA 3612),STREET_FEA 3612,48,derived_0_50_ft,boston-sam,347258,45 Riverview Rd,Riverview Rd,42.35701156,-71.15984663,Ranelegh Road & Riverview Road,241,nearest_address
3136,22CH32,S Crescent Cirt,57-59 S Crescent Cirt,IS,,2203740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3543; METERED_FL=U; PLACEMENT=MIGRATED,22CH32,,,US,USMET250,1988,,,,1,,1177632000000,blundonr,1255478400000,{60645C54-0D9D-5DAA-B339-0F0BD42DCD32},-71.167061582999963,42.347693506000041,57-59 (STREET_FEA 52),STREET_FEA 52,35,derived_0_50_ft,boston-sam,44296,57-59 S Crescent Cirt,S Crescent Cirt,42.34759867,-71.16706063,Regal Street & South Crescent Circuit,48,nearest_address
3143,23CH6,Washington St,602-608 Washington St,IS,-378691200000,2303740157,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=526; METERED_FL=U; PLACEMENT=MIGRATED,23CH6,,,KE,KEK81-A,2004,,,,1,,1177632000000,blundonr,1255478400000,{7592CF24-C8AA-5CE6-B3ED-F879A40758D0},-71.167164153999977,42.350439574000063,615 OPP (STREET_FEA 4391),STREET_FEA 4391,65,derived_50_100_ft,boston-sam,143652,602-608 Washington St,Washington St,42.35037867,-71.16739063,Breck Avenue & Washington Street,144,nearest_address
3171,25EH2,Waverly St,35-37 Waverly St,IS,988070400000,2505740140,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3365; METERED_FL=U; PLACEMENT=MIGRATED,25EH2,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{F9AA7BE5-D921-5600-ABB5-325451A766B6},-71.143235388999983,42.360696337000036,39 (STREET_FEA 4412),STREET_FEA 4412,43,derived_0_50_ft,boston-sam,146504,35-37 Waverly St,Waverly St,42.36057882,-71.14320606,Portsmouth Street & Waverly Street,272,nearest_address
3191,24EH177,Arthur St,100 Arthur St,IS,-2209161600000,2405740190,,,MANUAL,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=649; METERED_FL=U; PLACEMENT=blundonr,24EH177,,,KE,KEK81-A,,,,,1,,1449619200000,blundonr,1449619200000,{26738BEA-6E70-5E14-B930-0443264017B9},-71.140940955999952,42.357346929000073,STREET_FEA 1577,STREET_FEA 1577,20,derived_0_50_ft,boston-sam,354418,100 Arthur St,Arthur St,42.35736868,-71.14100938,Arthur Street & Braintree Street,95,nearest_address
3204,22EH12,Fidelis Way,5-7 Fidelis Way,IS,1276128000000,2205740162,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22EH12,,,KE,U,2009,,,,1,,1177632000000,digiornom,1444953600000,{0857B6B7-C096-571E-91EF-892378CA7E3C},-71.143295172999956,42.345812792000061,9 (STREET_FEA 8719),STREET_FEA 8719,145,derived_100_150_ft,boston-sam,341702,5-7 Fidelis Way,Fidelis Way,42.34562600,-71.14282036,Fidelis Way & Jette Court,75,nearest_address
3223,21DH178,Commonwealth Ave,1645 Commonwealth Ave,IS,965952000000,2104740191,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1021; METERED_FL=U; PLACEMENT=MIGRATED,21DH178,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{D66EF583-FF2F-5BD2-8F7F-281C1A1388D6},-71.144497569999942,42.342583161000050,1645 (STREET_FEA 1090),STREET_FEA 1090,44,derived_0_50_ft,boston-sam,352621,1645 Commonwealth Ave,Commonwealth Ave,42.34270363,-71.14448479,Commonwealth Avenue & Mount Hood Road,157,nearest_address
3248,21EH16,Commonwealth Ave,1642 Commonwealth Ave,IS,,2105740035,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2949; METERED_FL=U; PLACEMENT=MIGRATED,21EH16,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1271808000000,{0CC907DF-3CBF-5CFB-B902-B168344A9E64},-71.143764755999939,42.342418643000030,1642 (STREET_FEA 1090),STREET_FEA 1090,98,derived_50_100_ft,boston-sam,38180,1642 Commonwealth Ave,Commonwealth Ave,42.34228367,-71.14345162,Commonwealth Avenue & Mount Hood Road,100,nearest_address
3253,23CH54,Montfern Ave,33-35 Montfern Ave,IS,1117584000000,2303740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1606; METERED_FL=U; PLACEMENT=MIGRATED,23CH54,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{E8B15CFB-80F4-589B-B4B6-3E558C69CF14},-71.164417007999987,42.351224192000075,37-39 (STREET_FEA 2903),STREET_FEA 2903,42,derived_0_50_ft,boston-sam,96644,33-35 Montfern Ave,Montfern Ave,42.35116167,-71.16428462,Dunboy Street & Faneuil Street,334,nearest_address
3302,21CH22,Commonwealth Avenue,Near Commonwealth Avenue & Greycliff Road,IS,,2103740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1937; METERED_FL=U; PLACEMENT=MIGRATED,21CH22,,,US,USMET250,1988,,,,1,,1177632000000,blundonr,1255478400000,{54B8A8AC-C2D3-5056-BB85-53566F126282},-71.162317577999943,42.340289703000053,STREET_FEA 1090,STREET_FEA 1090,197,intersection_preferred_150_plus_ft,boston-sam,344168,2101 Commonwealth Ave,Commonwealth Ave,42.34076944,-71.16265598,Commonwealth Avenue & Greycliff Road,243,nearest_intersection
3356,23CH82,Hardwick St,37 Hardwick St,IS,,2303740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1413; METERED_FL=U; PLACEMENT=MIGRATED,23CH82,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{9267B29A-85BE-54F5-9E31-951875B36C86},-71.165490810999984,42.354586107000046,37 (STREET_FEA 5172),STREET_FEA 5172,36,derived_0_50_ft,boston-sam,69460,37 Hardwick St,Hardwick St,42.35448867,-71.16551063,Hardwick Street & Hardwick Terrace,94,nearest_address
3385,24EH172,Guest Street,Near Guest Street & West Street,IS,,2405740185,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2747; METERED_FL=U; PLACEMENT=blundonr,24EH172,,,US,USMET250,1996,,,,1,,1240272000000,blundonr,1249430400000,{A234F65B-E074-53FE-B0E7-A814844A1567},-71.138550259999988,42.356950787000073,60 REAR (STREET_FEA 1577),STREET_FEA 1577,207,intersection_preferred_150_plus_ft,boston-sam,455343,400 Guest St,Guest St,42.35647833,-71.13897839,Guest Street & West Street,579,nearest_intersection
3492,23CH156,Arlington St,166 Arlington St,IS,965347200000,2303740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1606; METERED_FL=U; PLACEMENT=MIGRATED,23CH156,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1255478400000,{30A3C9A0-3A95-574B-8841-773009005A99},-71.160225671999967,42.352587723000056,109 (STREET_FEA 3128),STREET_FEA 3128,38,derived_0_50_ft,boston-sam,161626,166 Arlington St,Arlington St,42.35248759,-71.16019167,Arlington Street & Faneuil Street,56,nearest_address
3504,23DH2,Foster St,28-34 Foster St,IS,,2304740189,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4391; METERED_FL=U; PLACEMENT=MIGRATED,23DH2,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{44808854-6632-579D-B4D4-C62BCBECF105},-71.156952339999975,42.349797149000040,34 (STREET_FEA 1705),STREET_FEA 1705,61,derived_50_100_ft,boston-sam,59646,28-34 Foster St,Foster St,42.34988867,-71.15676362,Foster Street & Washington Street,260,nearest_address
3507,23BH8,Nonantum St,151 Nonantum St,IS,,2302740040,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1205; METERED_FL=U; PLACEMENT=MIGRATED,23BH8,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{8F71580B-3FBB-52FC-9E63-962316A497A1},-71.174831207999944,42.350336080000034,151 (STREET_FEA 3078),STREET_FEA 3078,60,derived_50_100_ft,boston-sam,102986,151 Nonantum St,Nonantum St,42.35046167,-71.17468563,Cufflin Street & Nonantum Street,76,nearest_address
3518,21DH98,Wallingford Rd,65 Wallingford Rd,IS,974678400000,2104740020,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2808; METERED_FL=U; PLACEMENT=MIGRATED,21DH98,,,KE,KEK81-A,1997,,,,1,,1177632000000,connorsm,1237766400000,{784C87F9-478C-51D6-9533-8A3C1C1FD53E},-71.151104292999946,42.343690286000026,65 (STREET_FEA 4356),STREET_FEA 4356,65,derived_50_100_ft,boston-sam,141861,65 Wallingford Rd,Wallingford Rd,42.34386867,-71.15108062,Melton Road & Wallingford Road,104,nearest_address
3529,21CH24,Lake St,46 Lake St,IS,,2103740034,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4247; METERED_FL=U; PLACEMENT=MIGRATED,21CH24,,,KE,KEK11,1974,,,,1,,1177632000000,mulline,1250467200000,{3CC221E7-8A59-5114-B2DA-E840C2D5969F},-71.165588666999952,42.342156462000048,46 OPP (STREET_FEA 2430),STREET_FEA 2430,78,derived_50_100_ft,boston-sam,83031,46 Lake St,Lake St,42.34230867,-71.16579063,Lake Street & Undine Road,123,nearest_address
3530,22EH163,Summit Ave,295 Summit Ave,IS,927936000000,2205740210,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4626; METERED_FL=U; PLACEMENT=MIGRATED,22EH163,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{A4F074AA-B7E8-5AC0-B920-B28EBBC1CC47},-71.138844021999944,42.344571770000073,295 (STREET_FEA 4054),STREET_FEA 4054,35,derived_0_50_ft,boston-sam,132102,295 Summit Ave,Summit Ave,42.34465867,-71.13879062,Summit Avenue & Woodstock Avenue,54,nearest_address
3560,21DH192,Foster St,194 Foster St,IS,1280966400000,2104740198,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=samayoa-galvisr,21DH192,,,U,U,,,,,1,,1444953600000,samayoa-galvisr,1444953600000,{A568490A-9504-5618-8EDE-FD7606A472C5},-71.156938694999951,42.343378826000048,188-196 (STREET_FEA 1705),STREET_FEA 1705,79,derived_50_100_ft,boston-sam,341278,194 Foster St,Foster St,42.34356782,-71.15679237,Hatherly Road & Portina Road,260,nearest_address
3601,23BH10,Tip Top St,26-28 Tip Top St,IS,,2302740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4182; METERED_FL=U; PLACEMENT=MIGRATED,23BH10,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{72AE578E-0329-547C-ABEF-E751A96E6B3B},-71.170309049999958,42.350212061000036,42 OPP (STREET_FEA 4210),STREET_FEA 4210,43,derived_0_50_ft,boston-sam,136072,26-28 Tip Top St,Tip Top St,42.35032867,-71.17030063,Tip Top Street & Tremont Street,79,nearest_address
3637,24EH28,Portsmouth St,24-26 Portsmouth St,IS,,2405740034,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2609; METERED_FL=U; PLACEMENT=MIGRATED,24EH28,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{DBBB4255-34E7-57D5-8E2A-026D0F96ABC1},-71.144265803999986,42.359925222000072,24-26 (STREET_FEA 3365),STREET_FEA 3365,34,derived_0_50_ft,boston-sam,112349,24-26 Portsmouth St,Portsmouth St,42.35988867,-71.14415062,Lothrop Street & Portsmouth Street,132,nearest_address
3673,22CH136,Malbert Rd,11 Malbert Rd,IS,,2203740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4391; METERED_FL=U; PLACEMENT=MIGRATED,22CH136,,,WA,WAWB67P,1988,,,,1,,1177632000000,chalmersh,1250121600000,{F80E0981-D197-55F0-B50D-A3BC089C6095},-71.158728206999967,42.349587658000075,11 (STREET_FEA 189),STREET_FEA 189,43,derived_0_50_ft,boston-sam,88695,11 Malbert Rd,Malbert Rd,42.34964867,-71.15859062,Malbert Road & Washington Street,223,nearest_address
3678,22CH12,Kenrick St,117-119 Kenrick St,IS,599616000000,2203740100,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=656; METERED_FL=U; PLACEMENT=MIGRATED,22CH12,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{5E1064A4-A7DC-58F9-8AF0-48A69DD910D1},-71.167438197999957,42.346662236000043,113-115 (STREET_FEA 2379),STREET_FEA 2379,50,derived_0_50_ft,boston-sam,81214,117-119 Kenrick St,Kenrick St,42.34679667,-71.16747963,Brayton Road & Kenrick Street,61,nearest_address
3705,21CH34,Lake Shore Rd,60 Lake Shore Rd,IS,,2103740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2430; METERED_FL=U; PLACEMENT=MIGRATED,21CH34,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{B1476680-A59C-5846-BF84-52530FB56AB8},-71.165107469999953,42.344052765000072,60 (STREET_FEA 2432),STREET_FEA 2432,44,derived_0_50_ft,boston-sam,83351,60 Lake Shore Rd,Lake Shore Rd,42.34399867,-71.16496062,Lake Street & Undine Road,500,nearest_address
3707,21DH50,Embassy Rd,45 Embassy Rd,IS,,2104740057,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=984; METERED_FL=U; PLACEMENT=MIGRATED,21DH50,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1255478400000,{99EA9AB0-EF40-5C50-8F06-FCEFDF86F8F7},-71.156394776999946,42.342235567000046,45 (STREET_FEA 1521),STREET_FEA 1521,34,derived_0_50_ft,boston-sam,53510,45 Embassy Rd,Embassy Rd,42.34232867,-71.15638062,Chiswick Terrace & Embassy Road,94,nearest_address
3719,22CH8,Kenrick St,54A Kenrick St,IS,,2203740108,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2456; METERED_FL=U; PLACEMENT=MIGRATED,22CH8,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{7228C25B-915C-5086-BE49-88B16A8D7410},-71.164314646999969,42.346450287000039,42 OPP (STREET_FEA 2379),STREET_FEA 2379,71,derived_50_100_ft,boston-sam,437940,54A Kenrick St,Kenrick St,42.34628973,-71.16446727,Kenrick Street & Larch Street,152,nearest_address
3751,22CH56,Nonantum St,63 Nonantum St,IS,,2203740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4391; METERED_FL=U; PLACEMENT=MIGRATED,22CH56,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{9298AFDB-45F4-5DB8-95E2-7BC13E39BC5C},-71.169659793999983,42.349486381000077,63 (STREET_FEA 3077),STREET_FEA 3077,48,derived_0_50_ft,boston-sam,103024,63 Nonantum St,Nonantum St,42.34956867,-71.16980063,Bostonia Avenue & Breck Avenue,232,nearest_address
3765,23CH78,Hardwick St,15 Hardwick St,IS,,2303740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1413; METERED_FL=U; PLACEMENT=MIGRATED,23CH78,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{D79D9314-2233-5E7F-AEAF-546ABC009209},-71.166356642999972,42.354761566000036,15 (STREET_FEA 5172),STREET_FEA 5172,46,derived_0_50_ft,boston-sam,69453,15 Hardwick St,Hardwick St,42.35463867,-71.16640063,Durland Street & Hardwick Street,112,nearest_address
3769,24DH56,Leo M. Birmingham Parkway,Near Leo M. Birmingham Parkway & North Beacon Street,IS,,2404740025,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2509; METERED_FL=U; PLACEMENT=MIGRATED,24DH56,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{9C1B9556-6658-5F72-B0B6-E3CB292AD4A2},-71.153867809999952,42.359257991000050,1660-1670 (STREET_FEA 3927),STREET_FEA 3927,197,intersection_preferred_150_plus_ft,boston-sam,156443,1660-1670 Soldiers Field Rd,Soldiers Field Rd,42.35873763,-71.15367107,Leo M. Birmingham Parkway & North Beacon Street,438,nearest_intersection
3776,20DH4,Chestnut Hill Ave,370 Chestnut Hill Ave,IS,567993600000,2004740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1536; METERED_FL=U; PLACEMENT=MIGRATED,20DH4,,,US,USMET250,1989,,,,1,,1177632000000,blundonr,1255478400000,{B6063FE6-097C-5806-90EF-539B5110923D},-71.151338707999969,42.336536405000061,370 (STREET_FEA 970),STREET_FEA 970,70,derived_50_100_ft,boston-sam,342795,370 Chestnut Hill Ave,Chestnut Hill Ave,42.33666006,-71.15113879,Chestnut Hill Avenue & Sutherland Road,159,nearest_address
3811,23DH126,Glencoe St,60-62 Glencoe St,IS,,2304740067,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1836; METERED_FL=U; PLACEMENT=MIGRATED,23DH126,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{EE68857E-98B6-5084-BEE6-7EFF4BE9932A},-71.148727696999970,42.353350318000025,70-72 OPP (STREET_FEA 2898),STREET_FEA 2898,31,derived_0_50_ft,boston-sam,64171,60-62 Glencoe St,Glencoe St,42.35343667,-71.14872862,Glencoe Street & Morrow Road,75,nearest_address
3820,22DH158,Delany Cir,5 Delany Cir,IS,,2204740177,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,22DH158,,,U,U,,,,,1,,1268265600000,mulline,1268265600000,{746DAEDC-898E-54A9-860A-60A036CE5D41},-71.155324525999958,42.346387517000039,11 (STREET_FEA 7729),STREET_FEA 7729,47,derived_0_50_ft,boston-sam,346456,5 Delany Cir,Delany Cir,42.34641303,-71.15549590,Delany Circle & Mount Vernon Street,178,nearest_address
3836,23BH22,Atkins St,4 Atkins St,IS,,2302740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=339; METERED_FL=U; PLACEMENT=MIGRATED,23BH22,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{CE5B317F-CBB9-5246-97D5-2ECFF5101D19},-71.171152721999988,42.351887410000074,676 (STREET_FEA 4391),STREET_FEA 4391,88,derived_50_100_ft,boston-sam,5938,4 Atkins St,Atkins St,42.35205867,-71.17092063,Atkins Street & Washington Street,73,nearest_address
3880,22DH152,Washington St,261-265 Washington St,IS,,2204740171,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=3878; METERED_FL=U; PLACEMENT=mulline,22DH152,,,U,U,,,,,1,,1261440000000,digiornom,1440115200000,{C9F34631-E66B-5C5A-9B00-E8F733D5D59E},-71.149446597999940,42.348462089000066,736 (STREET_FEA 4391),STREET_FEA 4391,139,derived_100_150_ft,boston-sam,143500,261-265 Washington St,Washington St,42.34883971,-71.14951964,Shepard Street & Washington Street,128,nearest_address
3890,22EH78,Boulevard Ter,1-3 Boulevard Ter,IS,,2205740121,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=597; METERED_FL=U; PLACEMENT=MIGRATED,22EH78,,,KE,KEK81-A,2005,,,,1,,1177632000000,blundonr,1255478400000,{49EBA3A1-BA54-573E-B32D-9BCC75523373},-71.138454198999966,42.347081239000033,184-196 (STREET_FEA 206),STREET_FEA 206,61,derived_50_100_ft,boston-sam,17238,1-3 Boulevard Ter,Boulevard Ter,42.34707867,-71.13868262,Allston Street & Boulevard Terrace,88,nearest_address
3902,21DH112,Leamington Rd,51 Leamington Rd,IS,1004659200000,2104740059,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4356; METERED_FL=U; PLACEMENT=MIGRATED,21DH112,,,MH,MH129,1988,,,,1,,1177632000000,blundonr,1255478400000,{6996062E-7C6C-5FF8-894F-646BA671838E},-71.150588464999942,42.342158572000073,51 (STREET_FEA 2485),STREET_FEA 2485,53,derived_50_100_ft,boston-sam,84763,51 Leamington Rd,Leamington Rd,42.34229867,-71.15054062,Leamington Road & Wallingford Road,271,nearest_address
3911,22CH134,Beechcroft St,6 Beechcroft St,IS,1157932800000,2203740008,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4391; METERED_FL=U; PLACEMENT=MIGRATED,22CH134,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{C912ED0B-2A35-55FC-AABD-4D262322C14E},-71.161291081999934,42.349415068000042,6 (STREET_FEA 468),STREET_FEA 468,40,derived_0_50_ft,boston-sam,13385,6 Beechcroft St,Beechcroft St,42.34941867,-71.16144062,Beechcroft Street & Washington Street,168,nearest_address
3930,23EH38,Herrick St,16-18 Herrick St,IS,928195200000,2305740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2130; METERED_FL=U; PLACEMENT=MIGRATED,23EH38,,,MH,MH929,1990,,,,1,,1177632000000,blundonr,1255478400000,{DBA6B4FA-39F2-58DF-965D-3AB4E5A3E964},-71.143054454999969,42.355148246000056,20 OPP (STREET_FEA 2121),STREET_FEA 2121,85,derived_50_100_ft,boston-sam,73102,16-18 Herrick St,Herrick St,42.35512867,-71.14337062,Herrick Street & North Beacon Street,182,nearest_address
3947,22EH24,Fidelis Way,1-3 Fidelis Way,IS,965952000000,2205740163,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1653; METERED_FL=U; PLACEMENT=MIGRATED,22EH24,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{56521668-2748-5097-AC9C-5D2BB67AF87A},-71.141976742999987,42.345692985000028,1522 OPP (STREET_FEA 1090),STREET_FEA 1090,128,derived_100_150_ft,boston-sam,165258,1-3 Fidelis Way,Fidelis Way,42.34543199,-71.14229719,Carol Avenue & Commonwealth Avenue,188,nearest_address
3955,24DH46,Vineland St,52 Vineland St,IS,,2404740055,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=29; METERED_FL=U; PLACEMENT=MIGRATED,24DH46,,,WA,WAWB67P,1989,,,,1,,1177632000000,blundonr,1255478400000,{2CBBE118-467D-5036-8C2C-5BF8AB1BBA73},-71.152478039999949,42.357482620000042,56-58 (STREET_FEA 4315),STREET_FEA 4315,42,derived_0_50_ft,boston-sam,406088,52 Vineland St,Vineland St,42.35742867,-71.15234062,North Beacon Street & Vineland Street,178,nearest_address
3959,21DH108,Commonwealth Ave,1730 Commonwealth Ave,IS,965952000000,2104740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4084; METERED_FL=U; PLACEMENT=MIGRATED,21DH108,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{715729B8-3622-5673-B61C-6627CADE5972},-71.148628506999955,42.341340750000029,1730 (STREET_FEA 1090),STREET_FEA 1090,41,derived_0_50_ft,boston-sam,163792,1730 Commonwealth Ave,Commonwealth Ave,42.34124276,-71.14855107,Commonwealth Avenue & Leamington Road,173,nearest_address
3964,24EH2,Arthur Street,Near Arthur Street & Hichborn Street,IS,599616000000,2405740162,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=310; METERED_FL=U; PLACEMENT=MIGRATED,24EH2,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{8C91803C-6E4D-5E88-B278-8311AC111E23},-71.141657569999950,42.355541077000055,86 (STREET_FEA 2130),STREET_FEA 2130,173,intersection_preferred_150_plus_ft,boston-sam,459990,69 Arthur St,Arthur St,42.35596940,-71.14193745,Arthur Street & Hichborn Street,95,nearest_intersection
3966,21CH8,Caltha Rd,2 Caltha Rd,IS,1193356800000,2103740042,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=782; METERED_FL=U; PLACEMENT=MIGRATED,21CH8,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1241654400000,{DA61825F-934F-5063-B59D-4E5BE9A3D045},-71.166792064999981,42.341988229000037,21 OPP (STREET_FEA 4247),STREET_FEA 4247,35,derived_0_50_ft,boston-sam,24883,2 Caltha Rd,Caltha Rd,42.34190867,-71.16672063,Caltha Road & Undine Road,38,nearest_address
3969,22DH151,Shepard Street,Near Shepard Street & Washington Street,IS,1353024000000,2204740170,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=3878; METERED_FL=U; PLACEMENT=mulline,22DH151,,,KE,U,2012,,,,1,,1261440000000,digiornom,1440115200000,{342D9974-D484-5E0B-9683-B7291423DE59},-71.149046055999975,42.348515756000040,736 (STREET_FEA 4391),STREET_FEA 4391,174,intersection_preferred_150_plus_ft,boston-sam,143500,261-265 Washington St,Washington St,42.34883971,-71.14951964,Shepard Street & Washington Street,224,nearest_intersection
