objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
2119,22HH108,Commonwealth Ave,584-598 Commonwealth Ave,IS,,2208740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1092; METERED_FL=U; PLACEMENT=MIGRATED,22HH108,,,MU,MUCENT,1975,,,,1,,1177632000000,blundonr,1244505600000,{F682A0BC-D7B1-5760-A308-6DEF29149B3A},-71.100160375999963,42.348084514000050,712 (STREET_FEA 447),STREET_FEA 447,115,derived_100_150_ft,boston-sam,344921,584-598 Commonwealth Ave,Commonwealth Ave,42.34827319,-71.09981928,Blandford Mall & Commonwealth Avenue,420,nearest_address
2201,20IH193,Leon Street,Near Leon Street & Ruggles Street,IS,,2009740270,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3709; METERED_FL=U; PLACEMENT=BlundoNR,20IH193,,,MU,MUCENT,2000,,,,1,,1319760000000,BlundoNR,1321574400000,{65677177-D5A1-5E61-A88F-5D56680B8DAA},-71.091159354999945,42.336171380000053,STREET_FEA 2511,STREET_FEA 2511,180,intersection_preferred_150_plus_ft,boston-sam,340856,11 Leon St,Leon St,42.33662964,-71.09091091,Leon Street & Ruggles Street,61,nearest_intersection
2212,23GH54,Bay State Rd,270 Bay State Rd,IS,1269561600000,2307740035,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3405; METERED_FL=U; PLACEMENT=MIGRATED,23GH54,,,KE,KEK81-A,2008,,,,1,,1177632000000,hoffmanr,1456272000000,{53A8240A-1BD6-5F9D-8C12-B890B0E717EE},-71.105681617999949,42.350972888000058,STREET_FEA 436,STREET_FEA 436,88,derived_50_100_ft,boston-sam,161847,270 Bay State Rd,Bay State Rd,42.35078232,-71.10548109,Commonwealth Avenue & Saint Mary's Street,389,nearest_address
2253,23HH28,Bay State Rd,97 Bay State Rd,IS,801964800000,2308740058,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1297; METERED_FL=U; PLACEMENT=MIGRATED,23HH28,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1324252800000,{2785FC38-01B7-5F4F-A1B3-055406297B20},-71.097375159999956,42.350143028000048,97 (STREET_FEA 436),STREET_FEA 436,68,derived_50_100_ft,boston-sam,9183,97 Bay State Rd,Bay State Rd,42.35032867,-71.09738060,Bay State Road & Deerfield Street,77,nearest_address
2310,22IH12,Burbank St,63-65 Burbank St,IS,,2209740272,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2103; METERED_FL=U; PLACEMENT=MIGRATED,22IH12,,,SM,SMH200,1976,,,,1,,1177632000000,blundonr,1255478400000,{D2C8FFF2-0671-5695-AD16-9556812DEA73},-71.088894383999957,42.344540088000031,65 (STREET_FEA 736),STREET_FEA 736,33,derived_0_50_ft,boston-sam,23747,63-65 Burbank St,Burbank St,42.34462967,-71.08889837,Burbank Street & Edgerly Road,225,nearest_address
2376,22HH56,Beacon St,838 Beacon St,IS,,2208740168,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=311; METERED_FL=U; PLACEMENT=MIGRATED,22HH56,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{5F290276-D5A8-5901-AB68-0359DE0DCC68},-71.103267374999973,42.347252132000051,840 (STREET_FEA 447),STREET_FEA 447,49,derived_0_50_ft,boston-sam,12259,838 Beacon St,Beacon St,42.34736862,-71.10317353,Arundel Street & Beacon Street,47,nearest_address
2536,21HH116,Fenway,Near Fenway & Museum Road,IS,1258502400000,2108740193,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=samayoa-galvisr,21HH116,,,KE,U,,,,,1,,1442448000000,samayoa-galvisr,1442448000000,{160B2105-312E-5D53-A5C9-FA13E1E28CD3},-71.095468283999935,42.339030278000052,465 (STREET_FEA 0),STREET_FEA 0,260,intersection_preferred_150_plus_ft,boston-sam,167944,20-26 Museum Rd,Museum Rd,42.33847666,-71.09608017,Fenway & Museum Road,374,nearest_intersection
2564,21IH136,Massachusetts Ave,333 Massachusetts Ave,IS,-915148800000,2109740136,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3744; METERED_FL=U; PLACEMENT=MIGRATED,21IH136,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{09FD187D-E492-52F4-896A-4A8C0F1FB9C1},-71.084335923999959,42.342213587000060,333 (STREET_FEA 2743),STREET_FEA 2743,94,derived_50_100_ft,boston-sam,352882,333 Massachusetts Ave,Massachusetts Ave,42.34227931,-71.08467362,Massachusetts Avenue & Saint Stephen Street,574,nearest_address
2645,22GH10,Beacon St,915 Beacon St,IS,1037318400000,2207740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2389; METERED_FL=U; PLACEMENT=MIGRATED,22GH10,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{58E53DA5-E864-5217-9E40-17EB5B50F09E},-71.106034348999970,42.346151028000065,915 (STREET_FEA 447),STREET_FEA 447,49,derived_0_50_ft,boston-sam,12402,915 Beacon St,Beacon St,42.34601867,-71.10606061,Beacon Street & Keswick Street,48,nearest_address
2646,21IH32,Saint Stephen St,115 Saint Stephen St,IS,,2109740206,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3156; METERED_FL=U; PLACEMENT=MIGRATED,21IH32,,,KE,KEK81-A,1970,,,,1,,1177632000000,blundonr,1255478400000,{BD5578D3-900F-5C76-8C47-340EF940A99A},-71.089170103999948,42.341104907000044,122 (STREET_FEA 3768),STREET_FEA 3768,83,derived_50_100_ft,boston-sam,121560,115 Saint Stephen St,Saint Stephen St,42.34132867,-71.08923060,Opera Place & Saint Stephen Street,56,nearest_address
2729,22HH118,Beacon St,680 Beacon St,IS,,2208740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=447; METERED_FL=U; PLACEMENT=MIGRATED,22HH118,,,MU,MUCENT,2005,,,,1,,1177632000000,hoffmanr,1466035200000,{F60D62C2-6F63-59BC-A28C-9B2C8CD4195B},-71.098138584999958,42.348821817000044,580 (STREET_FEA 1092),STREET_FEA 1092,69,derived_50_100_ft,boston-sam,161924,680 Beacon St,Beacon St,42.34873535,-71.09836484,Beacon Street & Commonwealth Avenue,197,nearest_address
2849,22IH40,Edgerly Rd,39 Edgerly Rd,IS,,2209740239,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3104; METERED_FL=U; PLACEMENT=MIGRATED,22IH40,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{7563C9CA-D2DC-5BA7-A731-499442420857},-71.087587060999965,42.345012878000034,STREET_FEA 1448,STREET_FEA 1448,36,derived_0_50_ft,boston-sam,342660,39 Edgerly Rd,Edgerly Rd,42.34500228,-71.08771933,Edgerly Road & Norway Street,77,nearest_address
2869,21HH72,Park Dr,143 Park Dr,IS,,2108740126,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2394; METERED_FL=U; PLACEMENT=MIGRATED,21HH72,,,MU,MUCENT,1998,,,,1,,1177632000000,blundonr,1255478400000,{87F0F30F-08A7-5AB3-934D-6728DC01B4DB},-71.098083998999982,42.341341822000061,145 (STREET_FEA 3206),STREET_FEA 3206,63,derived_50_100_ft,boston-sam,106738,143 Park Dr,Park Dr,42.34146867,-71.09824060,Kilmarnock Street & Park Drive,195,nearest_address
2885,20IH178,Parker St,480 Parker St,IS,953856000000,2009740255,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3709; METERED_FL=U; PLACEMENT=MIGRATED,20IH178,,,MU,MUCENT,1999,,,,1,,1177632000000,blundonr,1244419200000,{C6D32A29-2985-51C5-BA2D-E6F2CB476EB5},-71.092293892999976,42.336997068000073,STREET_FEA 1656,STREET_FEA 1656,114,derived_100_150_ft,boston-sam,347877,480 Parker St,Parker St,42.33694250,-71.09271160,Annunciation Road & Ruggles Street,215,nearest_address
2912,20HH82,Evans Way,Near Evans Way & Huntington Avenue,IS,757382400000,2008740072,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4143; METERED_FL=U; PLACEMENT=MIGRATED,20HH82,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1231804800000,{E9B0BF01-8064-55ED-B36E-B45891826C4A},-71.098221192999972,42.337149435000072,STREET_FEA 1571,STREET_FEA 1571,235,intersection_preferred_150_plus_ft,boston-sam,54852,30-48 Evans Way,Evans Way,42.33764667,-71.09766260,Evans Way & Huntington Avenue,133,nearest_intersection
2925,23GH38,Commonwealth Ave,725-755 Commonwealth Ave,IS,,2307740057,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4259; METERED_FL=U; PLACEMENT=MIGRATED,23GH38,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1244505600000,{7F4F580A-0DF6-5CFE-AC9B-3C65997911CD},-71.107440777999955,42.350253264000060,755 (STREET_FEA 1092),STREET_FEA 1092,91,derived_50_100_ft,boston-sam,341205,725-755 Commonwealth Ave,Commonwealth Ave,42.35049717,-71.10735987,Commonwealth Avenue & Saint Mary's Street,245,nearest_address
3113,22HH88,Commonwealth Ave,605 Commonwealth Ave,IS,,2208740006,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3881; METERED_FL=U; PLACEMENT=MIGRATED,22HH88,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1244505600000,{B7A31C75-388B-541C-A0C1-186BCBCD9082},-71.100719901999980,42.349458411000057,605 (STREET_FEA 1092),STREET_FEA 1092,80,derived_50_100_ft,boston-sam,155827,605 Commonwealth Ave,Commonwealth Ave,42.34967500,-71.10067885,Blandford Mall & Commonwealth Avenue,48,nearest_address
3155,21HH80,Peterborough St,97 Peterborough St,IS,,2108740033,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2394; METERED_FL=U; PLACEMENT=MIGRATED,21HH80,,,US,USMET250,1990,,,,1,,1177632000000,blundonr,1255478400000,{C8B4640E-4DA8-5BB0-83FD-E41CBDD91DE4},-71.099194973999943,42.343266001000075,85 (STREET_FEA 3291),STREET_FEA 3291,65,derived_50_100_ft,boston-sam,109881,97 Peterborough St,Peterborough St,42.34343867,-71.09926060,Kilmarnock Street & Peterborough Street,121,nearest_address
3180,22HH140,Newbury St,545 Newbury St,IS,1251763200000,2208740135,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2374; METERED_FL=U; PLACEMENT=MIGRATED,22HH140,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1274918400000,{109CE6C1-0B35-55EC-86B7-926CE96A44D5},-71.094786020999948,42.347979265000049,545 OPP (STREET_FEA 3051),STREET_FEA 3051,87,derived_50_100_ft,boston-sam,101982,545 Newbury St,Newbury St,42.34819867,-71.09466060,Kenmore Street & Newbury Street Extension,51,nearest_address
3266,22HH180,Commonwealth Ave,490-496 Commonwealth Ave,IS,1148774400000,2208740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2374; METERED_FL=U; PLACEMENT=MIGRATED,22HH180,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1244505600000,{B64C3CC1-1BD5-55BB-9FD7-239C5A11E0DF},-71.095011280999984,42.348665746000052,500 (STREET_FEA 1092),STREET_FEA 1092,87,derived_50_100_ft,boston-sam,163726,490-496 Commonwealth Ave,Commonwealth Ave,42.34855720,-71.09472440,Commonwealth Avenue & Kenmore Street,53,nearest_address
3326,22HH80,Blandford Mall,23-29 Blandford Mall,IS,,2208740091,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=559; METERED_FL=U; PLACEMENT=MIGRATED,22HH80,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{ADBE38AE-CFC7-577F-BC10-A4ED46E1DE19},-71.100921910999944,42.348428503000036,19 (STREET_FEA 1210),STREET_FEA 1210,95,derived_50_100_ft,boston-sam,162118,23-29 Blandford Mall,Blandford Mall,42.34823924,-71.10116384,Blandford Mall & Commonwealth Avenue,290,nearest_address
3335,22HH10,Beacon St,879 Beacon St,IS,1055116800000,2208740228,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3206; METERED_FL=U; PLACEMENT=MIGRATED,22HH10,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{38442483-265A-58C3-B0B8-05C881021B6D},-71.104746425999963,42.346434970000075,879 (STREET_FEA 447),STREET_FEA 447,35,derived_0_50_ft,boston-sam,12359,879 Beacon St,Beacon St,42.34640867,-71.10462060,Beacon Street & Park Drive,92,nearest_address
3336,22IH44,Stoneholm St,8-16 Stoneholm St,IS,,2209740194,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1448; METERED_FL=U; PLACEMENT=MIGRATED,22IH44,,,SM,SMH205,1976,,,,1,,1177632000000,blundonr,1255478400000,{6657E3B1-E428-5E69-8EA2-AFB1807B209F},-71.088330800999984,42.345806586000037,STREET_FEA 4017,STREET_FEA 4017,49,derived_0_50_ft,boston-sam,130989,8-16 Stoneholm St,Stoneholm St,42.34593667,-71.08829060,Edgerly Road & Stoneholm Street,105,nearest_address
3430,22HH17,Beacon St,868 Beacon St,IS,,2208740203,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3206; METERED_FL=U; PLACEMENT=MIGRATED,22HH17,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{5D64812D-3FE0-5A4F-927F-957964877F17},-71.104404254999963,42.346935504000044,868 (STREET_FEA 447),STREET_FEA 447,62,derived_50_100_ft,boston-sam,12333,868 Beacon St,Beacon St,42.34709867,-71.10447061,Aberdeen Street & Beacon Street,82,nearest_address
3437,23GH24,Carlton Street,Near Carlton Street & Commonwealth Avenue,IS,,2307740046,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=591; METERED_FL=U; PLACEMENT=MIGRATED,23GH24,,,MU,MUCENT,2005,,,,1,,1177632000000,chalmersh,1250208000000,{A64D5B4B-0EC9-5B52-BD24-C612A486ECDC},-71.110476285999937,42.350700874000040,STREET_FEA 1092,STREET_FEA 1092,258,intersection_preferred_150_plus_ft,boston-sam,41260,785-795 Commonwealth Ave,Commonwealth Ave,42.35132778,-71.11003219,Carlton Street & Commonwealth Avenue,226,nearest_intersection
3453,21IH108,Huntington Ave,264 Huntington Ave,IS,,2109740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5739; METERED_FL=U; PLACEMENT=MIGRATED,21IH108,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{0344E9DB-4466-5E59-A93D-8ABE679ED4A1},-71.085556418999943,42.342000511000037,258 (STREET_FEA 2239),STREET_FEA 2239,58,derived_50_100_ft,boston-sam,76253,264 Huntington Ave,Huntington Ave,42.34184367,-71.08559160,Gainsborough Street & Huntington Avenue,319,nearest_address
3633,20HH154,Huntington Ave,525 Huntington Ave,IS,,2008740046,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2614; METERED_FL=U; PLACEMENT=MIGRATED,20HH154,,,KE,KEK81-A,1998,,,,1,,1177632000000,mulline,1231804800000,{569901AC-36AA-52A4-ACD6-2767C89F88E0},-71.096173191999981,42.337623431000054,560 OPP (STREET_FEA 2239),STREET_FEA 2239,65,derived_50_100_ft,boston-sam,76380,525 Huntington Ave,Huntington Ave,42.33774215,-71.09635337,Huntington Avenue & Louis Prang Street,127,nearest_address
3642,21IH12,Fenway,Near Fenway & Forsyth Way,IS,,2109740228,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1640; METERED_FL=U; PLACEMENT=MIGRATED,21IH12,,,WA,WAWB67P,1980,,,,1,,1177632000000,blundonr,1255478400000,{68A444F3-8E05-555C-871A-47E16C2E08F8},-71.092411279999965,42.340771740000037,STREET_FEA 1701,STREET_FEA 1701,170,intersection_preferred_150_plus_ft,boston-sam,57431,140 Fenway,Fenway,42.34078867,-71.09178060,Fenway & Forsyth Way,227,nearest_intersection
3715,21IH110,Huntington Ave,261-289 Huntington Ave,IS,,2109740148,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1769; METERED_FL=U; PLACEMENT=MIGRATED,21IH110,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{4F16C656-01DA-5CFD-B548-48AED694CDCC},-71.086139553999942,42.341967450000027,264 OPP (STREET_FEA 2239),STREET_FEA 2239,88,derived_50_100_ft,boston-sam,341004,261-289 Huntington Ave,Huntington Ave,42.34204581,-71.08644917,Gainsborough Street & Huntington Avenue,201,nearest_address
3770,21HH52,Boylston Street,Near Boylston Street & Brookline Avenue,IS,,2108740024,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=697; METERED_FL=U; PLACEMENT=MIGRATED,21HH52,,,KE,KEK81-A,2003,,,,1,,1177632000000,blundonr,1255478400000,{6B581A58-1A5B-5BBA-BB68-57A853C81F7E},-71.102135145999966,42.343498890000035,1399 (STREET_FEA 620),STREET_FEA 620,155,intersection_preferred_150_plus_ft,boston-sam,162492,1390-1420 Boylston St,Boylston St,42.34316311,-71.10177890,Boylston Street & Brookline Avenue,157,nearest_intersection
3783,21IH150,Westland Ave,10 Westland Ave,IS,,2109740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1448; METERED_FL=U; PLACEMENT=MIGRATED,21IH150,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{6C5843EB-A80A-5F78-AAE8-D05056BC82B7},-71.086594153999954,42.343496037000079,12 OPP (STREET_FEA 4474),STREET_FEA 4474,105,derived_100_150_ft,boston-sam,148474,10 Westland Ave,Westland Ave,42.34320867,-71.08656060,Edgerly Road & Westland Avenue,49,nearest_address
3845,21IH14,Huntington Ave,380 Huntington Ave,IS,,2109740327,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21IH14,,,U,U,,,,,1,,1177632000000,blundonr,1244419200000,{80A637B6-B27F-5BE5-B70F-882F033D225F},-71.089255971999933,42.338966505000030,STREET_FEA 0,STREET_FEA 0,119,derived_100_150_ft,boston-sam,166412,380 Huntington Ave,Huntington Ave,42.33878654,-71.08888499,Forsyth Street & Greenleaf Street,271,nearest_address
3879,23GH32,Commonwealth Avenue,Near Commonwealth Avenue & Saint Mary's Street,IS,,2307740070,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3764; METERED_FL=U; PLACEMENT=MIGRATED,23GH32,,,KE,KEK81-A,2007,,,,1,,1177632000000,BlundoNR,1291248000000,{846C9605-8CC9-5BDB-B54D-3851E3FB5EC9},-71.107215619999977,42.349940776000039,736 (STREET_FEA 1093),STREET_FEA 1093,206,intersection_preferred_150_plus_ft,boston-sam,341205,725-755 Commonwealth Ave,Commonwealth Ave,42.35049717,-71.10735987,Commonwealth Avenue & Saint Mary's Street,167,nearest_intersection
3936,21IH22,Hemenway St,204 Hemenway St,IS,,2109740246,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1700; METERED_FL=U; PLACEMENT=MIGRATED,21IH22,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{15B319ED-C7AC-5387-9329-96A9D3FFA417},-71.090792924999960,42.340464378000036,STREET_FEA 3956,STREET_FEA 3956,129,derived_100_150_ft,boston-sam,72633,204 Hemenway St,Hemenway St,42.34044867,-71.09127060,Forsyth Street & Hemenway Street,168,nearest_address
3971,22HH154,Beacon St,650-660 Beacon St,IS,-1199232000000,2208740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1092; METERED_FL=U; PLACEMENT=MIGRATED,22HH154,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1244505600000,{D5739A14-6698-5461-97ED-E0BA95D87665},-71.096048485999972,42.349160246000054,660 (STREET_FEA 447),STREET_FEA 447,59,derived_50_100_ft,boston-sam,439347,650-660 Beacon St,Beacon St,42.34930615,-71.09595334,Beacon Street & Commonwealth Avenue,31,nearest_address
4009,22HH76,Brookline Ave,73-85 Brookline Ave,IS,,2208740214,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4654; METERED_FL=U; PLACEMENT=MIGRATED,22HH76,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1244505600000,{86A41501-9DF7-53A2-A2EB-2675139C4396},-71.099118606999980,42.346773231000043,STREET_FEA 697,STREET_FEA 697,76,derived_50_100_ft,boston-sam,340788,73-85 Brookline Ave,Brookline Ave,42.34675101,-71.09940125,Brookline Avenue & David Ortiz Drive,40,nearest_address
4041,22HH187,David Ortiz Drive,Near David Ortiz Drive & Maitland Street,IS,1389571200000,2208740336,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4654; METERED_FL=U; PLACEMENT=mulline,22HH187,,,KE,KEK81-A,2014,,,,1,,1399248000000,mulline,1399248000000,{5C0EA51D-9B8C-5D1E-A6BC-C4473886090D},-71.100038986999948,42.347377100000074,85 (STREET_FEA 697),STREET_FEA 697,154,intersection_preferred_150_plus_ft,boston-sam,459246,725 Beacon St,Beacon St,42.34779568,-71.09994851,David Ortiz Drive & Maitland Street,353,nearest_intersection
4095,23HH18,Bay State Rd,152 Bay State Rd,IS,,2308740056,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3881; METERED_FL=U; PLACEMENT=MIGRATED,23HH18,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1244505600000,{8C23CAD8-E611-5386-98F5-BFC27A78DFF1},-71.100304483999935,42.350198198000044,146 (STREET_FEA 436),STREET_FEA 436,79,derived_50_100_ft,boston-sam,8983,152 Bay State Rd,Bay State Rd,42.35011767,-71.10057760,Bay State Road & Silber Way,49,nearest_address
4134,22GH4,Keswick St,17 Keswick St,IS,1037318400000,2207740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2389; METERED_FL=U; PLACEMENT=MIGRATED,22GH4,,,KE,KEK81-A,2012,,,,1,,1177632000000,blundonr,1255478400000,{BE32EACE-D485-54E5-ABD4-7B030AC1B1D6},-71.105755260999956,42.345424691000062,22 OPP (STREET_FEA 2792),STREET_FEA 2792,19,derived_0_50_ft,boston-sam,81489,17 Keswick St,Keswick St,42.34546867,-71.10579061,Keswick Street & Medfield Street,45,nearest_address
4139,21IH38,Fenway,110 Fenway,IS,,2109740172,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1701; METERED_FL=U; PLACEMENT=MIGRATED,21IH38,,,MU,MUCENT,1982,,,,1,,1177632000000,blundonr,1255478400000,{495180F8-E6D7-5C03-A9FA-A5875D51F256},-71.091796690999956,42.341608993000079,110 (STREET_FEA 1640),STREET_FEA 1640,90,derived_50_100_ft,boston-sam,57412,110 Fenway,Fenway,42.34145867,-71.09153060,Forsyth Street & Hemenway Street,320,nearest_address
4157,22HH8,Park Dr,459 Park Dr,IS,1055116800000,2208740258,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2792; METERED_FL=U; PLACEMENT=MIGRATED,22HH8,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{6C5BF515-7C09-5119-B058-64141574832C},-71.104622198999948,42.345947180000053,459 (STREET_FEA 3206),STREET_FEA 3206,79,derived_50_100_ft,boston-sam,106879,459 Park Dr,Park Dr,42.34600867,-71.10434061,Medfield Street & Park Drive,101,nearest_address
4175,21IH58,Fenway,70 Fenway,IS,1417392000000,2109740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=142; METERED_FL=U; PLACEMENT=MIGRATED,21IH58,,,KE,KEK81-A,2012,,,,1,,1177632000000,mulline,1444003200000,{0CF95296-C1D0-56F9-98A5-C265F25599DB},-71.091170541999986,42.343061118000037,68 (STREET_FEA 1640),STREET_FEA 1640,53,derived_50_100_ft,boston-sam,165234,70 Fenway,Fenway,42.34296810,-71.09102086,Agassiz Road & Fenway,109,nearest_address
4306,23HH20,Bay State Road,Near Bay State Road & Silber Way,IS,,2308740001,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,23HH20,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{57D47BAC-6FB4-50F9-9AC5-AF621A3C28BE},-71.101593439999988,42.351070396000068,STREET_FEA 2302,STREET_FEA 2302,151,intersection_preferred_150_plus_ft,boston-sam,9019,181 Bay State Rd,Bay State Rd,42.35065867,-71.10165060,Bay State Road & Silber Way,427,nearest_intersection
4374,21IH112,Saint Stephen St,32 Saint Stephen St,IS,,2109740096,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4097; METERED_FL=U; PLACEMENT=MIGRATED,21IH112,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{BFE44E9E-AB9F-578E-84AD-AFCD4C780614},-71.086508981999941,42.342602284000066,30 (STREET_FEA 3768),STREET_FEA 3768,33,derived_0_50_ft,boston-sam,121597,32 Saint Stephen St,Saint Stephen St,42.34252867,-71.08644060,Saint Stephen Street & Symphony Road,30,nearest_address
4393,21IH2,Forsyth St,45 Forsyth St,IS,,2109740334,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21IH2,,,PO,U,,,,,1,,1177632000000,blundonr,1282694400000,{12255231-D8EE-5F17-A5B7-8C171E5E2EC5},-71.091862028999969,42.338900716000069,STREET_FEA 1210,STREET_FEA 1210,67,derived_50_100_ft,boston-sam,341106,45 Forsyth St,Forsyth St,42.33895461,-71.09162279,Forsyth Way & Huntington Avenue,154,nearest_address
4402,23HH34,Bay State Rd,59 Bay State Rd,IS,801964800000,2308740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3505; METERED_FL=U; PLACEMENT=MIGRATED,23HH34,,,KE,KEK81-A,1995,,,,1,,1177632000000,hoffmanr,1456185600000,{400AC822-A3EB-5AE4-817D-7AF9373CAE3F},-71.095430572999987,42.350018966000050,52 OPP (STREET_FEA 436),STREET_FEA 436,70,derived_50_100_ft,boston-sam,9136,59 Bay State Rd,Bay State Rd,42.35019867,-71.09552060,Bay State Road & Raleigh Street,37,nearest_address
4461,22HH156,Commonwealth Ave,497 Commonwealth Ave,IS,1062115200000,2208740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3505; METERED_FL=U; PLACEMENT=MIGRATED,22HH156,,,KE,KEK81-A,2004,,,,1,,1177632000000,blundonr,1244505600000,{DCAAF889-1F77-5854-B41B-C212CFC9BF56},-71.094921621999958,42.349461083000051,633 (STREET_FEA 447),STREET_FEA 447,75,derived_50_100_ft,boston-sam,41011,497 Commonwealth Ave,Commonwealth Ave,42.34931067,-71.09472960,Beacon Street & Kenmore Street,41,nearest_address
