objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
5696,25KH98,Causeway St,91-99 Causeway St,IS,,2511740080,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=846; METERED_FL=U; PLACEMENT=MIGRATED,25KH98,,,DA,ADB-84-B,1990,,,,1,,1177632000000,BlundoNR,1303862400000,{8460F66D-7CDC-552F-A746-39ED6A72C734},-71.062112167999942,42.364723162000075,205 (STREET_FEA 3364),STREET_FEA 3364,48,derived_0_50_ft,boston-sam,162912,91-99 Causeway St,Causeway St,42.36472118,-71.06193238,Causeway Street & Portland Street,63,nearest_address
5945,25JH8,Charles Street,Near Charles Street & Fruit Street,IS,,2510740070,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1757; METERED_FL=U; PLACEMENT=MIGRATED,25JH8,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1249430400000,{CDE91B95-C91E-5C41-9CE2-A40D85DCC8E0},-71.070740116999957,42.362407241000028,221 (STREET_FEA 909),STREET_FEA 909,178,intersection_preferred_150_plus_ft,boston-sam,163139,243 Charles St,Charles St,42.36277440,-71.07030207,Charles Street & Fruit Street,43,nearest_intersection
5995,25JH20,Charles St,265 Charles St,IS,,2510740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1757; METERED_FL=U; PLACEMENT=MIGRATED,25JH20,,,KE,KEK81-A,2007,,,,1,,1177632000000,dorleansr,1231891200000,{8427C8A1-93A7-590A-A2FA-A145AE9C2C72},-71.070212401999981,42.363255250000066,265 (STREET_FEA 909),STREET_FEA 909,77,derived_50_100_ft,boston-sam,163142,265 Charles St,Charles St,42.36330481,-71.06993578,Charles Street & Fruit Street,297,nearest_address
6200,25KH97,Causeway St,65-71 Causeway St,IS,,2511740107,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2444; METERED_FL=U; PLACEMENT=MIGRATED,25KH97,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{2E100720-CE1F-5872-BC96-AB31E197C170},-71.062736679999944,42.364439277000031,65-67 (STREET_FEA 846),STREET_FEA 846,17,derived_0_50_ft,boston-sam,340675,65-71 Causeway St,Causeway St,42.36445275,-71.06267674,Causeway Street & Lancaster Street,48,nearest_address
6309,26KH40,N Washington St,160-170 N Washington St,IS,1414800000000,2611740059,,,,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=44; METERED_FL=U; PLACEMENT=MIGRATED,26KH40,,,KE,U,,,,,1,,1177632000000,digiornom,1449792000000,{BBBCDDF7-79C9-5FD5-8C79-758664D604DE},-71.058991789999936,42.367287794000049,160 (STREET_FEA 5773),STREET_FEA 5773,88,derived_50_100_ft,boston-sam,146266,160-170 N Washington St,N Washington St,42.36729194,-71.05931938,Causeway Street & Medford Street,353,nearest_address
6382,26KH738,Nashua St,99 Nashua St,IS,,2611740172,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26KH738,,,AM,U,,,,,1,,1177632000000,blundonr,1282694400000,{D3D4FCF9-6703-5616-A9B6-7A32458B119E},-71.063613350999958,42.366690461000076,STREET_FEA 2437,STREET_FEA 2437,141,derived_100_150_ft,boston-sam,167985,99 Nashua St,Nashua St,42.36677383,-71.06412702,Lomasney Way & Martha Road,515,nearest_address
6820,26KH748,Lovejoy Place,Near Lovejoy Place & Lovejoy Wharf,IS,1058486400000,2611740182,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4841; METERED_FL=U; PLACEMENT=MIGRATED,26KH748,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1244505600000,{8E46C1E5-3D4C-5EE9-97E1-B996CC31CB4F},-71.061271535999936,42.367659286000048,STREET_FEA 2324,STREET_FEA 2324,348,intersection_preferred_150_plus_ft,boston-sam,352658,100R Legends Way,Legends Way,42.36693105,-71.06211197,Lovejoy Place & Lovejoy Wharf,493,nearest_intersection
6983,26JH4,Charles Street,Near Charles Street & Storrow Drive,IS,919641600000,2610740009,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4163; METERED_FL=U; PLACEMENT=MIGRATED,26JH4,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1230076800000,{FF10E8FA-301A-5B02-8891-16F1599E18F9},-71.068359961999988,42.365990715000066,365 (STREET_FEA 909),STREET_FEA 909,176,intersection_preferred_150_plus_ft,boston-sam,157202,10 Whittier Pl,Whittier Pl,42.36558496,-71.06800723,Charles Street & Storrow Drive,205,nearest_intersection
7166,25JH18,Fruit Street,Near Fruit Street & North Grove Street,IS,901670400000,2510740062,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=35; METERED_FL=U; PLACEMENT=MIGRATED,25JH18,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1271808000000,{21135B2A-0B55-571F-A43A-85498AC712EB},-71.069643398999972,42.362472352000054,30 OPP (STREET_FEA 1757),STREET_FEA 1757,163,intersection_preferred_150_plus_ft,boston-sam,165465,35 Fruit St,Fruit St,42.36276387,-71.06918501,Fruit Street & North Grove Street,274,nearest_intersection
7169,25KH114,Portland St,129-131 Portland St,IS,1254441600000,2511740172,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5028; METERED_FL=U; PLACEMENT=MIGRATED,25KH114,,,KE,KEK81-A,2009,,,,1,,1177632000000,BlundoNR,1304467200000,{6428137E-CCEC-5E82-9F8F-E4D18EE0DD60},-71.060849708999967,42.363688655000033,131-129 (STREET_FEA 3364),STREET_FEA 3364,34,derived_0_50_ft,boston-sam,112313,129-131 Portland St,Portland St,42.36362867,-71.06075059,Portland Street & Valenti Way,46,nearest_address
7256,25KH34,William Cardinal O'Connell Way,70 William Cardinal O'Connell Way,IS,,2511740202,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2081; METERED_FL=U; PLACEMENT=MIGRATED,25KH34,,,KE,KEK81-A,1998,,,,1,,1177632000000,denapolipd,1247702400000,{654FCD3C-4F05-585F-876A-D85E71A403A6},-71.066080467999939,42.363466694000067,85-95 (STREET_FEA 4593),STREET_FEA 4593,145,derived_100_150_ft,boston-sam,151133,70 William Cardinal O'Connell Way,William Cardinal O'Connell Way,42.36318867,-71.06569459,Hawthorne Place & William Cardinal O'Connell Way,133,nearest_address
7457,26JH10,Leverett Cir,1 Leverett Cir,IS,919641600000,2610740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2727; METERED_FL=U; PLACEMENT=MIGRATED,26JH10,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1230076800000,{BA1F014D-617F-5376-9C06-73486EE9AD43},-71.067776867999953,42.366230478000034,STREET_FEA 2525,STREET_FEA 2525,127,derived_100_150_ft,boston-sam,352368,1 Leverett Cir,Leverett Cir,42.36657700,-71.06771726,Charles River Dam Road & Martha Road,78,nearest_address
7689,25KH26,Cambridge Street,Near Cambridge Street & Staniford Street,IS,,2511740358,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3988; METERED_FL=U; PLACEMENT=MIGRATED,25KH26,,,DR,D5500S,1995,,,,1,,1177632000000,dorleansr,1231891200000,{1251AB8F-821F-5368-8490-1F60879A5385},-71.063641407999967,42.361401553000064,115 (STREET_FEA 789),STREET_FEA 789,188,intersection_preferred_150_plus_ft,boston-sam,25242,131 Cambridge St,Cambridge St,42.36167867,-71.06423059,Cambridge Street & Staniford Street,54,nearest_intersection
7692,25KH42,Longfellow Place,Near Longfellow Place & Staniford Street,IS,,2511740201,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2829; METERED_FL=U; PLACEMENT=MIGRATED,25KH42,,,DR,D5500S,1995,,,,1,,1177632000000,dorleansr,1231891200000,{7A279901-F1D6-5BDA-BA97-E94459D7819F},-71.063547520999975,42.363352527000075,STREET_FEA 3988,STREET_FEA 3988,187,intersection_preferred_150_plus_ft,boston-sam,355286,64-74 Staniford St,Staniford St,42.36304332,-71.06410410,Longfellow Place & Staniford Street,36,nearest_intersection
7776,25KH830,Causeway Street,Near Causeway Street & Legends Way,IS,1058486400000,2511740533,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=6452; METERED_FL=U; PLACEMENT=MIGRATED,25KH830,,,KE,KEK81-A,1998,,,,1,,1177632000000,dorleansr,1231891200000,{77CACF85-CA50-5902-BB14-FF01C798313F},-71.060585377999985,42.365911320000066,80 (STREET_FEA 846),STREET_FEA 846,250,intersection_preferred_150_plus_ft,boston-sam,340676,50-150 Causeway St,Causeway St,42.36571708,-71.06147886,Causeway Street & Legends Way,53,nearest_intersection
7857,25JH65,North Grove Street,Near North Grove Street & Parkman Street,IS,,2510740126,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=789; METERED_FL=U; PLACEMENT=BlundoNR,25JH65,,,MU,MUCENT,2003,,,,1,,1307318400000,BlundoNR,1307318400000,{EC8D1A62-1600-50CB-9A50-ABBF410E6C81},-71.068569395999987,42.362240833000044,55 (STREET_FEA 35),STREET_FEA 35,164,intersection_preferred_150_plus_ft,boston-sam,352677,15 Parkman St,Parkman St,42.36263008,-71.06826512,North Grove Street & Parkman Street,32,nearest_intersection
8382,25JH22,Charles St,275 Charles St,IS,,2510740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=566; METERED_FL=U; PLACEMENT=MIGRATED,25JH22,,,MU,MUCENT,1991,,,,1,,1177632000000,dorleansr,1231804800000,{4B4EEFEB-B88E-58A8-98B5-7B272ACB159B},-71.070006793999937,42.363687127000048,275 (STREET_FEA 909),STREET_FEA 909,116,derived_100_150_ft,boston-sam,29147,275 Charles St,Charles St,42.36378767,-71.06959559,Blossom Street & Charles Street,228,nearest_address
8470,25KH118,Friend St,228-230 Friend St,IS,725846400000,2511740128,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5028; METERED_FL=U; PLACEMENT=MIGRATED,25KH118,,,MU,MUCENT,1993,,,,1,,1177632000000,dorleansr,1231891200000,{61237CA5-E785-5A6B-A235-BC3F7865B287},-71.060910565999961,42.364290375000053,224-222 (STREET_FEA 1748),STREET_FEA 1748,51,derived_50_100_ft,boston-sam,60991,228-230 Friend St,Friend St,42.36427867,-71.06110059,Friend Street & Valenti Way,162,nearest_address
8608,25JH42,Blossom St,30 Blossom St,IS,1223683200000,2510740078,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=789; METERED_FL=U; PLACEMENT=MIGRATED,25JH42,,,KE,KEK81-A,2008,,,,1,,1177632000000,chings,1458691200000,{0386A06F-5C91-5CA3-96F8-6CEE48D815B4},-71.067831241999954,42.362087814000063,31 (STREET_FEA 28),STREET_FEA 28,147,derived_100_150_ft,boston-sam,350522,30 Blossom St,Blossom St,42.36238937,-71.06746570,North Grove Street & Parkman Street,224,nearest_address
8730,26KH749,Lovejoy Place,Near Lovejoy Place & Lovejoy Wharf,IS,1449532800000,2611740183,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5773; METERED_FL=U; PLACEMENT=MIGRATED,26KH749,,,KE,KEK81-A,1998,,,,1,,1177632000000,digiornom,1449792000000,{758A5481-D9D3-5928-A019-E69C50416307},-71.060697185999970,42.367121950000069,131 (STREET_FEA 4698),STREET_FEA 4698,172,intersection_preferred_150_plus_ft,boston-sam,422508,100 Lovejoy Whf,Lovejoy Whf,42.36704289,-71.06006829,Lovejoy Place & Lovejoy Wharf,244,nearest_intersection
8766,25JH64,Emerson Pl,4 Emerson Pl,IS,1189641600000,2510740125,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=909; METERED_FL=U; PLACEMENT=denapolipd,25JH64,,,MU,MUCENT,2004,,,,1,,1247702400000,BlundoNR,1343174400000,{98229D06-FFE9-508E-A092-E6552B6E8211},-71.068462321999959,42.364133689000028,90 OPP (STREET_FEA 566),STREET_FEA 566,117,derived_100_150_ft,boston-sam,172772,4 Emerson Pl,Emerson Pl,42.36435925,-71.06815477,Blossom Street & Emerson Place,33,nearest_address
9043,26KH746,Lovejoy Place,Near Lovejoy Place & Lovejoy Wharf,IS,,2611740180,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=846; METERED_FL=U; PLACEMENT=MIGRATED,26KH746,,,MU,MUCENT,2004,,,,1,,1177632000000,dorleansr,1231891200000,{973BFC91-93EE-5F51-B704-92A112E51695},-71.062343875999943,42.367601922000063,42 (STREET_FEA 6452),STREET_FEA 6452,252,intersection_preferred_150_plus_ft,boston-sam,352658,100R Legends Way,Legends Way,42.36693105,-71.06211197,Lovejoy Place & Lovejoy Wharf,693,nearest_intersection
9065,26KH732,Nashua St,100 Nashua St,IS,,2611740166,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5366; METERED_FL=U; PLACEMENT=MIGRATED,26KH732,,,KE,KEK81-A,1997,,,,1,,1177632000000,dorleansr,1231891200000,{3CC4AE49-3166-5886-B79C-FA5A1AAFE3B2},-71.064936686999943,42.366937413000073,STREET_FEA 3003,STREET_FEA 3003,100,derived_50_100_ft,boston-sam,100243,100 Nashua St,Nashua St,42.36717454,-71.06474815,Amy Court & Martha Road,468,nearest_address
9375,26KH754,Nashua St,99 Nashua St,IS,1085356800000,2611740188,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5366; METERED_FL=U; PLACEMENT=MIGRATED,26KH754,,,KE,KEK81-A,1998,,,,1,,1177632000000,dorleansr,1231891200000,{8EB4EFEB-5A6D-5084-AE52-4311C7C9E45B},-71.064364417999968,42.366758368000035,STREET_FEA 3003,STREET_FEA 3003,64,derived_50_100_ft,boston-sam,167985,99 Nashua St,Nashua St,42.36677383,-71.06412702,Lomasney Way & Martha Road,464,nearest_address
9406,25KH834,Causeway St,123 Causeway St,IS,1261440000000,2511740537,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=801; METERED_FL=U; PLACEMENT=BlundoNR,25KH834,,,KE,KEK81-A,2009,,,,1,,1302652800000,louisjamey,1462233600000,{245ABED1-2DD8-5C09-8F6D-0EBB05300AA7},-71.061390698999958,42.365410498000074,OPP 130 (STREET_FEA 846),STREET_FEA 846,105,derived_100_150_ft,boston-sam,26497,123 Causeway St,Causeway St,42.36513867,-71.06126059,Canal Street & Causeway Street,74,nearest_address
9412,25JH30,N Grove St,36-38 N Grove St,IS,1223683200000,2510740087,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=789; METERED_FL=U; PLACEMENT=MIGRATED,25JH30,,,KE,KEK81-A,2008,,,,1,,1177632000000,mulline,1398124800000,{8CDC77A6-6F69-5EA5-A565-BBF31C82591A},-71.068598379999969,42.361676963000036,275 (STREET_FEA 35),STREET_FEA 35,127,derived_100_150_ft,boston-sam,67596,36-38 N Grove St,N Grove St,42.36182867,-71.06902159,Cambridge Street & North Grove Street,179,nearest_address
9425,25KH30,Staniford St,50 Staniford St,IS,,2511740256,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3988; METERED_FL=U; PLACEMENT=MIGRATED,25KH30,,,MU,MUCENT,1991,,,,1,,1177632000000,dorleansr,1231891200000,{3E2E5F01-41C1-569F-BD9B-1F2951B7393D},-71.065045336999958,42.362591525000028,STREET_FEA 4593,STREET_FEA 4593,149,derived_100_150_ft,boston-sam,169967,50 Staniford St,Staniford St,42.36253396,-71.06449859,Staniford Street & William Cardinal O'Connell Way,345,nearest_address
9544,25KH797,Causeway Street,Near Causeway Street & Haverhill Street,IS,1058486400000,2511740500,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=801; METERED_FL=U; PLACEMENT=MIGRATED,25KH797,,,MU,MUCENT,2004,,,,1,,1177632000000,louisjamey,1462233600000,{BB2B8393-7151-5280-9780-185C7A9A8DE7},-71.060402201999977,42.365754058000050,149 (STREET_FEA 846),STREET_FEA 846,209,intersection_preferred_150_plus_ft,boston-sam,348029,96-120 Beverly St,Beverly St,42.36534723,-71.05985303,Causeway Street & Haverhill Street,62,nearest_intersection
9587,25KH136,Canal St,124 Canal St,IS,315532800000,2511740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5028; METERED_FL=U; PLACEMENT=MIGRATED,25KH136,,,MU,MUCENT,2002,,,,1,,1177632000000,dorleansr,1231891200000,{FB53DF87-AAD8-5F9A-90C7-39B56EA12F18},-71.060399749999988,42.364727365000078,134-126 (STREET_FEA 801),STREET_FEA 801,29,derived_0_50_ft,boston-sam,445205,124 Canal St,Canal St,42.36466978,-71.06047185,Canal Street & Valenti Way,196,nearest_address
9681,25KH831,Canal St,168-180 Canal St,IS,1086048000000,2511740534,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=801; METERED_FL=U; PLACEMENT=chalmersh,25KH831,,,U,U,,,,,1,,1271808000000,louisjamey,1462233600000,{FEC70D02-2642-5455-B691-F51940A7618F},-71.060950132999949,42.365486790000034,95 (STREET_FEA 846),STREET_FEA 846,129,derived_100_150_ft,boston-sam,354272,168-180 Canal St,Canal St,42.36515013,-71.06109770,Canal Street & Causeway Street,48,nearest_address
9694,25KH138,Canal St,168-180 Canal St,IS,,2511740030,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=801; METERED_FL=U; PLACEMENT=MIGRATED,25KH138,,,KE,KEK81-A,1995,,,,1,,1177632000000,louisjamey,1462233600000,{80EF662B-350F-5ADB-B4B4-8D421AB0FC5A},-71.061028430999954,42.365302280000037,168-172 (STREET_FEA 846),STREET_FEA 846,58,derived_50_100_ft,boston-sam,354272,168-180 Canal St,Canal St,42.36515013,-71.06109770,Canal Street & Causeway Street,59,nearest_address
9817,25KH126,Causeway St,101-111 Causeway St,IS,,2511740058,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=801; METERED_FL=U; PLACEMENT=MIGRATED,25KH126,,,US,USMET250,1999,,,,1,,1177632000000,louisjamey,1462233600000,{55539A2B-89CB-5E4B-9125-7F2EABA690B3},-71.061801689999982,42.364996822000080,101-111 (STREET_FEA 846),STREET_FEA 846,48,derived_0_50_ft,boston-sam,26496,101-111 Causeway St,Causeway St,42.36486867,-71.06185059,Causeway Street & Friend Street,44,nearest_address
9956,26KH764,N Washington St,160-170 N Washington St,IS,,2611740198,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=44; METERED_FL=U; PLACEMENT=BlundoNR,26KH764,,,MU,MUCENT,2002,,,,1,,1354579200000,mulline,1396828800000,{3386B4C8-E8CA-5EFA-ABF4-24A359ED96CB},-71.058957985999939,42.367206600000031,160 (STREET_FEA 5773),STREET_FEA 5773,102,derived_100_150_ft,boston-sam,146266,160-170 N Washington St,N Washington St,42.36729194,-71.05931938,Causeway Street & Medford Street,329,nearest_address
9958,25KH835,Causeway St,101-111 Causeway St,IS,1261440000000,2511740538,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=801; METERED_FL=U; PLACEMENT=BlundoNR,25KH835,,,KE,KEK81-A,2009,,,,1,,1302652800000,louisjamey,1462233600000,{65368495-D76B-5696-B3C3-0AD62CB4FD71},-71.062216161999970,42.364971372000070,OPP 99 (STREET_FEA 846),STREET_FEA 846,105,derived_100_150_ft,boston-sam,26496,101-111 Causeway St,Causeway St,42.36486867,-71.06185059,Causeway Street & Portland Street,57,nearest_address
9965,25KH841,Canal St,162-166 Canal St,IS,1245628800000,2511740544,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=801; METERED_FL=U; PLACEMENT=denapolipd,25KH841,,,KE,KEK81-A,2009,,,,1,,1303948800000,louisjamey,1462233600000,{D6485DD0-1CC3-5CCE-8D60-BD625C829AA6},-71.060698225999943,42.365148053000041,162-166 (STREET_FEA 846),STREET_FEA 846,85,derived_50_100_ft,boston-sam,25419,162-166 Canal St,Canal St,42.36502867,-71.06097059,Canal Street & Causeway Street,158,nearest_address
10225,26KH734,Nashua Street,Near Nashua Street & Storrow Drive,IS,,2611740168,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2585; METERED_FL=U; PLACEMENT=MIGRATED,26KH734,,,DA,ADB-84-B,1997,,,,1,,1177632000000,blundonr,1255478400000,{EBE44C2F-0943-5690-A0C9-49EFD1AC90AE},-71.065916419999951,42.367567384000040,STREET_FEA 3003,STREET_FEA 3003,156,intersection_preferred_150_plus_ft,boston-sam,340057,200 Nashua St,Nashua St,42.36720278,-71.06622037,Nashua Street & Storrow Drive,284,nearest_intersection
10256,25KH14,Cambridge St,173-177 Cambridge St,IS,884908800000,2511740361,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=566; METERED_FL=U; PLACEMENT=MIGRATED,25KH14,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1239235200000,{AEF165BC-42E3-5D1F-89F1-EA530856591A},-71.065662454999938,42.361291395000080,200 OPP (STREET_FEA 789),STREET_FEA 789,115,derived_100_150_ft,boston-sam,343773,173-177 Cambridge St,Cambridge St,42.36147275,-71.06601092,Blossom Street & Cambridge Street,321,nearest_address
10459,25KH811,Cambridge St,193-209 Cambridge St,IS,884908800000,2511740514,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=566; METERED_FL=U; PLACEMENT=MIGRATED,25KH811,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1239235200000,{4F12D06B-7045-5828-A97B-994B1FD8DFA7},-71.066512390999947,42.361323420000076,228 OPP (STREET_FEA 789),STREET_FEA 789,25,derived_0_50_ft,boston-sam,340673,193-209 Cambridge St,Cambridge St,42.36136545,-71.06658492,Blossom Street & Cambridge Street,97,nearest_address
10493,26KH741,Legends Way,100R Legends Way,IS,1058486400000,2611740175,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=846; METERED_FL=U; PLACEMENT=MIGRATED,26KH741,,,KE,KEK81-A,1988,,,,1,,1177632000000,blundonr,1271808000000,{D6B02B76-AF12-56E9-BAE5-08D377FD3A61},-71.061690789999943,42.366886126000054,80 (STREET_FEA 6452),STREET_FEA 6452,114,derived_100_150_ft,boston-sam,352658,100R Legends Way,Legends Way,42.36693105,-71.06211197,Lovejoy Place & Lovejoy Wharf,424,nearest_address
10499,25KH110,Friend St,150 Friend St,IS,1086048000000,2511740221,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3033; METERED_FL=U; PLACEMENT=MIGRATED,25KH110,,,KE,KEK81-A,2004,,,,1,,1177632000000,chalmersh,1271376000000,{D764584F-E8E2-5560-83C3-2029D1B1EEEC},-71.059434777999968,42.363192038000079,STREET_FEA 1196,STREET_FEA 1196,97,derived_50_100_ft,boston-sam,343514,150 Friend St,Friend St,42.36319649,-71.05979578,Friend Street & New Chardon Street,39,nearest_address
10504,25KH36,Longfellow Pl,1-2 Longfellow Pl,IS,,2511740180,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4593; METERED_FL=U; PLACEMENT=MIGRATED,25KH36,,,MU,MUCENT,1991,,,,1,,1177632000000,dorleansr,1231891200000,{47D89FCF-3237-5C19-AE91-8FF4B2F6EE51},-71.065245382999933,42.363622005000025,STREET_FEA 4163,STREET_FEA 4163,121,derived_100_150_ft,boston-sam,343334,1-2 Longfellow Pl,Longfellow Pl,42.36363583,-71.06479625,Hawthorne Place & William Cardinal O'Connell Way,364,nearest_address
10513,25KH53,Nashua St,1 Nashua St,IS,,2511740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1156; METERED_FL=U; PLACEMENT=MIGRATED,25KH53,,,MU,MUCENT,2002,,,,1,,1177632000000,dorleansr,1231977600000,{790F4F9D-D958-54AE-BCF9-3C68046A4B0F},-71.063652366999975,42.365689095000050,48 BACK (STREET_FEA 5366),STREET_FEA 5366,135,derived_100_150_ft,boston-sam,347406,1 Nashua St,Nashua St,42.36594676,-71.06329308,Lomasney Way & Nashua Street,196,nearest_address
10659,26KH736,Lomasney Way,Near Lomasney Way & Nashua Street,IS,,2611740170,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3003; METERED_FL=U; PLACEMENT=MIGRATED,26KH736,,,MH,MH929,2004,,,,1,,1177632000000,blundonr,1249430400000,{FDDC736D-794C-5795-A759-8920C9BD34C6},-71.063065546999951,42.366501260000064,STREET_FEA 4841,STREET_FEA 4841,211,intersection_preferred_150_plus_ft,boston-sam,347406,1 Nashua St,Nashua St,42.36594676,-71.06329308,Lomasney Way & Nashua Street,528,nearest_intersection
10799,25JH56,Blossom Court,Near Blossom Court & Blossom Street,IS,,2510740031,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=564; METERED_FL=U; PLACEMENT=MIGRATED,25JH56,,,MU,MUCENT,2005,,,,1,,1177632000000,dorleansr,1231804800000,{5AA4582D-461B-5889-81CD-BA99B1AB7490},-71.067363830999966,42.363850008000043,80 (STREET_FEA 566),STREET_FEA 566,189,intersection_preferred_150_plus_ft,boston-sam,343913,80 Blossom St,Blossom St,42.36338089,-71.06766553,Blossom Court & Blossom Street,47,nearest_intersection
10814,25JH46,Blossom Street,Near Blossom Street & Emerson Place,IS,,2510740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=564; METERED_FL=U; PLACEMENT=MIGRATED,25JH46,,,MU,MUCENT,1991,,,,1,,1177632000000,dorleansr,1231804800000,{03E7DF3C-F352-57D5-A24C-3A3F4AC39C6C},-71.068199577999962,42.363900588000035,STREET_FEA 566,STREET_FEA 566,167,intersection_preferred_150_plus_ft,boston-sam,172772,4 Emerson Pl,Emerson Pl,42.36435925,-71.06815477,Blossom Street & Emerson Place,119,nearest_intersection
10837,25JH59,Cambridge St,317-325 Cambridge St,IS,1096329600000,2510740120,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2591; METERED_FL=U; PLACEMENT=mulline,25JH59,,,MU,MUCENT,2004,,,,1,,1225670400000,orrda,1285632000000,{0A71EA84-875F-5D03-A54B-A3DF3D21D07A},-71.070018658999970,42.361420319000047,327 BACK (STREET_FEA 793),STREET_FEA 793,93,derived_50_100_ft,boston-sam,25288,317-325 Cambridge St,Cambridge St,42.36133867,-71.06969059,Cambridge Street & Charles Street,163,nearest_address
10918,25KH40,Staniford Street,Near Staniford Street & William Cardinal O'Connell Way,IS,,2511740253,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4593; METERED_FL=U; PLACEMENT=MIGRATED,25KH40,,,MU,MUCENT,1991,,,,1,,1177632000000,dorleansr,1231891200000,{02C44002-6556-5366-95F6-7E0CF6A0DF19},-71.063722469999959,42.362661170000081,50 OPP (STREET_FEA 3988),STREET_FEA 3988,173,intersection_preferred_150_plus_ft,boston-sam,355286,64-74 Staniford St,Staniford St,42.36304332,-71.06410410,Staniford Street & William Cardinal O'Connell Way,164,nearest_intersection
