objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
11678,23JH722,Boylston St,585-591 Boylston St,IS,,2310740422,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1265; METERED_FL=U; PLACEMENT=BlundoNR,23JH722,,,KE,KEK81-A,1997,,,,1,,1314921600000,BlundoNR,1314921600000,{644F4825-3C99-58D4-B716-535D8A88316B},-71.076750399999980,42.350330382000038,585 (STREET_FEA 618),STREET_FEA 618,78,derived_50_100_ft,boston-sam,162446,585-591 Boylston St,Boylston St,42.35049182,-71.07693863,Boylston Street & Dartmouth Street,182,nearest_address
11679,22IH32,Commonwealth Ave,400-416 Commonwealth Ave,IS,1226620800000,2209740051,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4678; METERED_FL=U; PLACEMENT=MIGRATED,22IH32,,,KE,U,2009,,,,1,,1177632000000,chalmersh,1273708800000,{28F8CE22-3BFE-56ED-9768-D52C01508ED5},-71.090549053999951,42.348901858000033,400 OPP (STREET_FEA 1091),STREET_FEA 1091,113,derived_100_150_ft,boston-sam,40657,400-416 Commonwealth Ave,Commonwealth Ave,42.34861867,-71.09072060,Charlesgate East & Commonwealth Avenue,278,nearest_address
11683,23IH40,Marlborough St,353 Marlborough St,IS,1059091200000,2309740112,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2118; METERED_FL=U; PLACEMENT=MIGRATED,23IH40,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{A02F15A2-A5F9-59BA-A5C3-3DDECC96789A},-71.086161307999987,42.350911219000068,353 (STREET_FEA 2715),STREET_FEA 2715,55,derived_50_100_ft,boston-sam,91039,353 Marlborough St,Marlborough St,42.35105867,-71.08620060,Hereford Street & Marlborough Street,140,nearest_address
11767,23JH122,Boylston St,330-334 Boylston St,IS,,2310740220,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=301; METERED_FL=U; PLACEMENT=MIGRATED,23JH122,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1224806400000,{2E86EC7A-D962-54A8-993B-16FBAA751AA9},-71.070940513999972,42.351708447000078,332 (STREET_FEA 618),STREET_FEA 618,37,derived_0_50_ft,boston-sam,18305,330-334 Boylston St,Boylston St,42.35165479,-71.07082576,Arlington Street & Boylston Street,96,nearest_address
11898,23JH42,Newbury St,125 Newbury St,IS,,2310740264,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3450; METERED_FL=U; PLACEMENT=MIGRATED,23JH42,,,KE,KEK81-A,1995,,,,1,,1177632000000,orrda,1459468800000,{0CA4D2AB-07F6-5F73-8038-CEBDD1A7208C},-71.076595691999955,42.351257402000044,125 (STREET_FEA 3050),STREET_FEA 3050,60,derived_50_100_ft,boston-sam,101336,125 Newbury St,Newbury St,42.35141867,-71.07664060,Clarendon Street & Newbury Street,280,nearest_address
11914,22IH112,Dalton St,1-7 Dalton St,IS,,2209740181,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=497; METERED_FL=U; PLACEMENT=MIGRATED,22IH112,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{D6ABC00B-3EE1-54E9-B8DF-0B3E8ECD10F4},-71.084063165999964,42.345916874000068,STREET_FEA 496,STREET_FEA 496,58,derived_50_100_ft,boston-sam,351070,1-7 Dalton St,Dalton St,42.34576238,-71.08401213,Belvidere Street & Dalton Street,93,nearest_address
11987,22IH108,Hereford St,52 Hereford St,IS,,2209740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3050; METERED_FL=U; PLACEMENT=MIGRATED,22IH108,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{97C33A96-02D0-57F3-8951-0954D60F2D8E},-71.085597065999934,42.348874877000071,52 (STREET_FEA 2118),STREET_FEA 2118,37,derived_0_50_ft,boston-sam,166192,52 Hereford St,Hereford St,42.34895529,-71.08551034,Hereford Street & Newbury Street,48,nearest_address
11995,23JH80,Berkeley Street,Near Berkeley Street & Saint James Avenue,IS,1192492800000,2310740316,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3755; METERED_FL=U; PLACEMENT=MIGRATED,23JH80,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1229472000000,{F8AC2B04-4B69-5C25-B66D-C23E8537F7CD},-71.072615765999956,42.350589336000041,207 (STREET_FEA 509),STREET_FEA 509,163,intersection_preferred_150_plus_ft,boston-sam,15007,222 Berkeley St,Berkeley St,42.35084867,-71.07311059,Berkeley Street & Saint James Avenue,59,nearest_intersection
12002,23JH76,Berkeley St,175 Berkeley St,IS,1192492800000,2310740356,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4042; METERED_FL=U; PLACEMENT=MIGRATED,23JH76,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1229472000000,{738110E8-2BA5-5E98-93B4-ED32B8AB4F37},-71.072231273999932,42.349766965000072,175 (STREET_FEA 509),STREET_FEA 509,117,derived_100_150_ft,boston-sam,15005,175 Berkeley St,Berkeley St,42.35006867,-71.07208059,Berkeley Street & Stuart Street,86,nearest_address
12025,23IH74,Commonwealth Ave,206 Commonwealth Ave,IS,,2309740108,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23IH74,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{BD394436-0794-5D04-8C9A-7E2F077B1F03},-71.081016894999948,42.350977101000069,206 OPP (STREET_FEA 1091),STREET_FEA 1091,100,derived_50_100_ft,boston-sam,39623,206 Commonwealth Ave,Commonwealth Ave,42.35071867,-71.08089060,Commonwealth Avenue & Exeter Street,203,nearest_address
12152,23JH18,Dartmouth St,265-275 Dartmouth St,IS,,2310740298,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3050; METERED_FL=U; PLACEMENT=MIGRATED,23JH18,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{15BF976D-5A1D-582C-AF1E-D043B194E78B},-71.077593218999937,42.350817721000055,275 (STREET_FEA 1265),STREET_FEA 1265,85,derived_50_100_ft,boston-sam,46340,265-275 Dartmouth St,Dartmouth St,42.35074867,-71.07729060,Dartmouth Street & Newbury Street,49,nearest_address
12232,23JH126,Arlington St,17 Arlington St,IS,,2310740174,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3050; METERED_FL=U; PLACEMENT=MIGRATED,23JH126,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1244505600000,{4F6E45D9-E0A3-5163-9E47-5AC24B13613D},-71.071098655999947,42.352521468000077,16 (STREET_FEA 300),STREET_FEA 300,63,derived_50_100_ft,boston-sam,4828,17 Arlington St,Arlington St,42.35238867,-71.07124659,Arlington Street & Newbury Street,61,nearest_address
12270,22IH92,Dalton St,50 Dalton St,IS,,2209740298,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1245; METERED_FL=U; PLACEMENT=MIGRATED,22IH92,,,KE,KEK81-A,1993,,,,1,,1177632000000,hoffmanr,1455840000000,{7CCD678E-B661-593E-9C71-A4DF44855849},-71.085647105999954,42.346878497000034,STREET_FEA 3826,STREET_FEA 3826,71,derived_50_100_ft,boston-sam,45832,50 Dalton St,Dalton St,42.34707367,-71.08564360,Dalton Street & Scotia Street,158,nearest_address
12378,22JH96,Saint James Avenue,Near Saint James Avenue & Trinity Place,IS,283996800000,2210740006,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3755; METERED_FL=U; PLACEMENT=MIGRATED,22JH96,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{FA5F9A30-5BD3-589A-977D-04D806416FD8},-71.075855959999956,42.349406644000055,STREET_FEA 4225,STREET_FEA 4225,153,intersection_preferred_150_plus_ft,boston-sam,340769,138-148 Saint James Ave,Saint James Ave,42.34905802,-71.07617295,Saint James Avenue & Trinity Place,69,nearest_intersection
12394,22JH254,Huntington Ave,116 Huntington Ave,IS,,2210740380,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2238; METERED_FL=U; PLACEMENT=mulline,22JH254,,,U,WAWB67P,,,,,1,,1428019200000,mulline,1428019200000,{471B40B6-F230-5C85-8191-DA45BD74A6FB},-71.079581706999988,42.346827848000032,116 (STREET_FEA 2011),STREET_FEA 2011,122,derived_100_150_ft,boston-sam,76240,116 Huntington Ave,Huntington Ave,42.34651867,-71.07976060,Harcourt Street & Huntington Avenue,42,nearest_address
12565,23JH124,Boylston St,364-368 Boylston St,IS,631152000000,2310740231,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=301; METERED_FL=U; PLACEMENT=MIGRATED,23JH124,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{AFFAC1F5-AF5E-56DB-BC5A-EF1FE3188A8A},-71.071583589999989,42.351558512000054,366 (STREET_FEA 618),STREET_FEA 618,43,derived_0_50_ft,boston-sam,18312,364-368 Boylston St,Boylston St,42.35145567,-71.07150759,Arlington Street & Boylston Street,269,nearest_address
12595,23JH2,Exeter Plz,1 Exeter Plz,IS,,2310740391,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23JH2,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1224806400000,{31629890-D82A-586C-B1D2-2470C36281EB},-71.079497524999965,42.349689609000052,691 (STREET_FEA 618),STREET_FEA 618,90,derived_50_100_ft,boston-sam,155720,1 Exeter Plz,Exeter Plz,42.34987815,-71.07928136,Boylston Street & Exeter Street,64,nearest_address
12644,22JH166,Stanhope St,13-19 Stanhope St,IS,865123200000,2210740067,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3458; METERED_FL=U; PLACEMENT=MIGRATED,22JH166,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{54D52836-5446-56CB-943C-76D6EB17E966},-71.072551615999942,42.348769247000064,13 (STREET_FEA 3986),STREET_FEA 3986,78,derived_50_100_ft,boston-sam,130164,13-19 Stanhope St,Stanhope St,42.34865867,-71.07280059,Berkeley Street & Stanhope Street,190,nearest_address
12890,22IH94,Boylston St,988-1002 Boylston St,IS,694224000000,2209740115,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3746; METERED_FL=U; PLACEMENT=MIGRATED,22IH94,,,MU,MUCENT,1992,,,,1,,1177632000000,hoffmanr,1455840000000,{530437A5-0DE0-5163-8689-C0834955B182},-71.086103276999950,42.347262265000040,STREET_FEA 786,STREET_FEA 786,101,derived_100_150_ft,boston-sam,420545,988-1002 Boylston St,Boylston St,42.34753752,-71.08606505,Saint Cecilia Street & Scotia Street,141,nearest_address
12931,23JH118,Saint James Ave,1-59 Saint James Ave,IS,599616000000,2310740267,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=301; METERED_FL=U; PLACEMENT=MIGRATED,23JH118,,,US,USH205,2001,,,,1,,1177632000000,mulline,1444089600000,{AAC1038A-61D5-53DC-9831-92490760B17B},-71.071488561999956,42.351170337000042,143 (STREET_FEA 3431),STREET_FEA 3431,79,derived_50_100_ft,boston-sam,121155,1-59 Saint James Ave,Saint James Ave,42.35098347,-71.07133824,Arlington Street & Providence Street,293,nearest_address
13007,22IH80,Massachusetts Ave,136A-136B Massachusetts Ave,IS,,2209740113,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2742; METERED_FL=U; PLACEMENT=MIGRATED,22IH80,,,MU,MUCENT,1993,,,,1,,1177632000000,hoffmanr,1455840000000,{D61DE103-BE19-5271-806A-C854FE962FA3},-71.087114462999978,42.347296045000064,STREET_FEA 618,STREET_FEA 618,84,derived_50_100_ft,boston-sam,167462,136A-136B Massachusetts Ave,Massachusetts Ave,42.34707496,-71.08703146,Boylston Street & Cambria Street,71,nearest_address
13079,22IH74,Saint Germain St,20-22 Saint Germain St,IS,,2209740184,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2743; METERED_FL=U; PLACEMENT=MIGRATED,22IH74,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1244505600000,{549487EB-AD2B-5DAF-81B9-430FEF932EBA},-71.086086784999964,42.345841999000072,22 (STREET_FEA 3753),STREET_FEA 3753,38,derived_0_50_ft,boston-sam,341889,20-22 Saint Germain St,Saint Germain St,42.34594638,-71.08610482,Clearway Street & Massachusetts Avenue,244,nearest_address
13161,23JH106,Beacon St,134 Beacon St,IS,1075939200000,2310740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=509; METERED_FL=U; PLACEMENT=MIGRATED,23JH106,,,KE,KEK81-A,1995,,,,1,,1177632000000,chings,1452729600000,{EDCCFFFF-F43A-59E1-88E9-2B4BEF9C7E40},-71.074981894999951,42.354837171000042,132 (STREET_FEA 445),STREET_FEA 445,62,derived_50_100_ft,boston-sam,9610,134 Beacon St,Beacon St,42.35498067,-71.07510660,Beacon Street & Berkeley Street,52,nearest_address
13162,23IH91,Marlborough St,175 Marlborough St,IS,1059091200000,2309740224,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3465; METERED_FL=U; PLACEMENT=MIGRATED,23IH91,,,MU,MUCENT,2002,,,,1,,1177632000000,chings,1452729600000,{2C3F9EA7-B529-5139-BE9C-7621DC6B98F0},-71.079675748999989,42.352670146000037,175 (STREET_FEA 2715),STREET_FEA 2715,58,derived_50_100_ft,boston-sam,90525,175 Marlborough St,Marlborough St,42.35280867,-71.07978060,Dartmouth Street & Marlborough Street,264,nearest_address
13163,23JH66,Clarendon St,273-275 Clarendon St,IS,1060041600000,2310740125,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2715; METERED_FL=U; PLACEMENT=MIGRATED,23JH66,,,KE,KEK81-A,1994,,,,1,,1177632000000,chings,1452729600000,{D538D130-F2DB-59D7-9B88-A483EE9E5A07},-71.076479859999949,42.353519727000048,273 (STREET_FEA 1008),STREET_FEA 1008,69,derived_50_100_ft,boston-sam,33235,273-275 Clarendon St,Clarendon St,42.35370867,-71.07645060,Clarendon Street & Marlborough Street,37,nearest_address
13166,23JH68,Marlborough St,73 Marlborough St,IS,1059091200000,2310740109,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,23JH68,,,KE,KEK81-A,2010,,,,1,,1177632000000,hoffmanr,1452816000000,{EF9BC91A-FEDC-5F93-A40D-C06050E8DCFF},-71.075480434999974,42.353785747000074,71 (STREET_FEA 2715),STREET_FEA 2715,62,derived_50_100_ft,boston-sam,91531,73 Marlborough St,Marlborough St,42.35392567,-71.07561060,Berkeley Street & Marlborough Street,301,nearest_address
13167,23IH86,Beacon St,286 Beacon St,IS,1075939200000,2309740020,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23IH86,,,MU,MUCENT,2002,,,,1,,1177632000000,hoffmanr,1452729600000,{C0E7C762-1557-5DCD-A185-62398413F9F2},-71.081560917999980,42.353064451000080,282 (STREET_FEA 445),STREET_FEA 445,63,derived_50_100_ft,boston-sam,10822,286 Beacon St,Beacon St,42.35321867,-71.08167060,Beacon Street & Exeter Street,80,nearest_address
13168,23JH70,Clarendon St,285 Clarendon St,IS,1060041600000,2310740076,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=445; METERED_FL=U; PLACEMENT=MIGRATED,23JH70,,,MU,MUCENT,2002,,,,1,,1177632000000,chings,1452729600000,{7416F511-74F9-581A-980A-AE0BA9BE10C2},-71.076808087999950,42.354096165000044,285 (STREET_FEA 1008),STREET_FEA 1008,31,derived_0_50_ft,boston-sam,33261,285 Clarendon St,Clarendon St,42.35404867,-71.07671060,Beacon Street & Clarendon Street,59,nearest_address
13170,23IH68,Beacon St,334-338 Beacon St,IS,1075939200000,2309740034,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1593; METERED_FL=U; PLACEMENT=MIGRATED,23IH68,,,KE,KEK81,1994,,,,1,,1177632000000,hoffmanr,1452729600000,{C3D7A472-759C-5273-87CE-8078D6173D80},-71.083653033999951,42.352503218000038,334 (STREET_FEA 445),STREET_FEA 445,70,derived_50_100_ft,boston-sam,11080,334-338 Beacon St,Beacon St,42.35262467,-71.08385360,Beacon Street & Fairfield Street,37,nearest_address
13171,23IH82,Marlborough St,233 Marlborough St,IS,1059091200000,2309740047,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23IH82,,,KE,KEK81-A,1998,,,,1,,1177632000000,chings,1452729600000,{1727091D-F23B-5BA7-88D5-A0DE666EA4A5},-71.081557085999975,42.352149871000051,233 (STREET_FEA 2715),STREET_FEA 2715,65,derived_50_100_ft,boston-sam,90691,233 Marlborough St,Marlborough St,42.35231867,-71.08163060,Exeter Street & Marlborough Street,193,nearest_address
13174,23JH30,Beacon St,242 Beacon St,IS,1075939200000,2310740120,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1265; METERED_FL=U; PLACEMENT=MIGRATED,23JH30,,,MU,MUCENT,2002,,,,1,,1177632000000,hoffmanr,1452729600000,{C1EBADB4-3BD0-52E7-BF88-28552E308AFC},-71.079520980999973,42.353615018000028,242 (STREET_FEA 445),STREET_FEA 445,69,derived_50_100_ft,boston-sam,10477,242 Beacon St,Beacon St,42.35379067,-71.07961360,Beacon Street & Dartmouth Street,108,nearest_address
13312,23IH76,Commonwealth Ave,215 Commonwealth Ave,IS,,2309740103,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23IH76,,,MH,MH129,1979,,,,1,,1177632000000,palaciolv,1224806400000,{6AC03501-3D3E-59E5-8C8A-A3400A76AEFD},-71.081588244999978,42.351101495000080,217 OPP (STREET_FEA 1091),STREET_FEA 1091,115,derived_100_150_ft,boston-sam,39653,215 Commonwealth Ave,Commonwealth Ave,42.35141467,-71.08163660,Commonwealth Avenue & Fairfield Street,327,nearest_address
13416,23IH34,Beacon St,462 Beacon St,IS,1075939200000,2309740087,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=374; METERED_FL=U; PLACEMENT=MIGRATED,23IH34,,,MU,MUCENT,1993,,,,1,,1177632000000,orrda,1449532800000,{8F79D16D-222C-58B0-A1E3-FF2230296556},-71.087907830999939,42.351360753000051,464 (STREET_FEA 445),STREET_FEA 445,62,derived_50_100_ft,boston-sam,11527,462 Beacon St,Beacon St,42.35152867,-71.08794060,Beacon Street & Hereford Street,252,nearest_address
13434,22IH78,Belvidere St,16-20 Belvidere St,IS,,2209740139,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3826; METERED_FL=U; PLACEMENT=MIGRATED,22IH78,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{84EB9C4F-C178-5CBE-B804-C91757704AC5},-71.086491388999946,42.346835718000079,STREET_FEA 3746,STREET_FEA 3746,114,derived_100_150_ft,boston-sam,161998,16-20 Belvidere St,Belvidere St,42.34653089,-71.08639061,Saint Cecilia Street & Scotia Street,60,nearest_address
13494,23IH2,Commonwealth Ave,419 Commonwealth Ave,IS,1342224000000,2309740209,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4678; METERED_FL=U; PLACEMENT=MIGRATED,23IH2,,,KE,KEK81-A,2009,,,,1,,1177632000000,chings,1456704000000,{78411A4D-BDD4-5D05-A87B-01A425770A60},-71.091390933999946,42.349663350000071,464 (STREET_FEA 2715),STREET_FEA 2715,70,derived_50_100_ft,boston-sam,340120,419 Commonwealth Ave,Commonwealth Ave,42.34947367,-71.09142960,Charlesgate East & Marlborough Street,63,nearest_address
13496,22JH250,Columbus Ave,219-223 Columbus Ave,IS,1294185600000,2210740376,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5429; METERED_FL=U; PLACEMENT=denapolipd,22JH250,,,KE,U,2010,,,,1,,1333065600000,chings,1456704000000,{CC6E992B-5E41-5F47-BA78-E1108B42A7DD},-71.072397576999947,42.348296550000043,209 (STREET_FEA 1075),STREET_FEA 1075,64,derived_50_100_ft,boston-sam,35551,219-223 Columbus Ave,Columbus Ave,42.34829067,-71.07263459,Cahners Place & Columbus Avenue,145,nearest_address
13587,23IH8,Marlborough St,443 Marlborough St,IS,1342224000000,2309740200,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4678; METERED_FL=U; PLACEMENT=MIGRATED,23IH8,,,KE,MUCENT,2010,,,,1,,1177632000000,chings,1456704000000,{7B9FE77F-57FD-53D4-A22C-2D8049379183},-71.090314028999956,42.349857979000035,443 (STREET_FEA 2715),STREET_FEA 2715,37,derived_0_50_ft,boston-sam,91467,443 Marlborough St,Marlborough St,42.34995867,-71.09032060,Marlborough Street & Massachusetts Avenue,338,nearest_address
13649,22IH131,Boylston St,839-843 Boylston St,IS,1037750400000,2209740074,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1857; METERED_FL=U; PLACEMENT=MIGRATED,22IH131,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1271808000000,{153B4A0A-1818-56BD-8E38-ED5E38DDDF32},-71.082679566999957,42.348562258000072,839 OPP (STREET_FEA 618),STREET_FEA 618,127,derived_100_150_ft,boston-sam,18412,839-843 Boylston St,Boylston St,42.34889867,-71.08281060,Boylston Street & Fairfield Street,269,nearest_address
13717,22JH251,Blagden Street,Near Blagden Street & Exeter Street,IS,1322697600000,2210740377,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=552; METERED_FL=U; PLACEMENT=blundonr,22JH251,,,KE,KEK81-A,2011,,,,1,,1366156800000,blundonr,1366156800000,{E5A5983C-B2FF-5988-BA93-D79CDFAFE08F},-71.079155722999985,42.349015408000071,61 (STREET_FEA 1586),STREET_FEA 1586,157,intersection_preferred_150_plus_ft,boston-sam,156199,700 Boylston St,Boylston St,42.34923969,-71.07865925,Blagden Street & Exeter Street,114,nearest_intersection
