objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
825,5GH82,Metropolitan Ave,888 Metropolitan Ave,IS,,507740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2833; METERED_FL=U; PLACEMENT=MIGRATED,5GH82,,,MU,MUCENT,2003,,,,1,,1177632000000,palaciolv,1236211200000,{84273B1C-1CD0-5940-9A6C-90F84CE5D055},-71.112167377999981,42.255823147000058,117 (STREET_FEA 448),STREET_FEA 448,60,derived_50_100_ft,boston-sam,437261,888 Metropolitan Ave,Metropolitan Ave,42.25566480,-71.11222966,Beacon Street & Metropolitan Avenue,61,nearest_address
882,7GH88,Bradlee St,16 Bradlee St,IS,,707740024,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3737; METERED_FL=U; PLACEMENT=MIGRATED,7GH88,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1236816000000,{E8DA1896-900A-529A-8B1B-09D3FB4D44F6},-71.115636266999957,42.266737268000043,16 (STREET_FEA 636),STREET_FEA 636,28,derived_0_50_ft,boston-sam,19041,16 Bradlee St,Bradlee St,42.26672865,-71.11574060,Bradlee Street & Safford Street,182,nearest_address
889,5EH10,Leighton Rd,33 Leighton Rd,IS,,505740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1348; METERED_FL=U; PLACEMENT=MIGRATED,5EH10,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{21778ED4-9281-54DF-80B2-28A13FAC0F0D},-71.143300713999963,42.252159320000032,35 (STREET_FEA 2501),STREET_FEA 2501,38,derived_0_50_ft,boston-sam,84972,33 Leighton Rd,Leighton Rd,42.25225865,-71.14334061,Dodge Road & Leighton Road,155,nearest_address
893,5EH72,Dedham St,50 Dedham St,IS,,505740078,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3556; METERED_FL=U; PLACEMENT=MIGRATED,5EH72,,,DA,ADB-84-B,1986,,,,1,,1177632000000,blundonr,1255478400000,{D60CB91F-3AA0-53E6-B0BA-08EDD954D0C2},-71.135188550999942,42.251951613000074,50 (STREET_FEA 1295),STREET_FEA 1295,41,derived_0_50_ft,boston-sam,46887,50 Dedham St,Dedham St,42.25188865,-71.13506061,Franklin Street & Thompson Street,558,nearest_address
934,4FH108,Truman Pkwy,783 Truman Pkwy,IS,,406740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1250; METERED_FL=U; PLACEMENT=MIGRATED,4FH108,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{8664099C-EB28-57A7-91E7-115FEAD1CA95},-71.122143132999952,42.250289886000076,783 (STREET_FEA 4227),STREET_FEA 4227,60,derived_50_100_ft,boston-sam,170603,783 Truman Pkwy,Truman Pkwy,42.25045110,-71.12218369,Dana Avenue & Truman Parkway,109,nearest_address
947,9GH68,Cummins Hwy,515 Cummins Hwy,IS,,907740062,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=256; METERED_FL=U; PLACEMENT=MIGRATED,9GH68,,,MU,MUCENT,2006,,,,1,,1177632000000,denapolipd,1231891200000,{1913A374-422D-5EEC-B3E9-7958E8E01A78},-71.109882427999935,42.274657920000038,515 (STREET_FEA 1211),STREET_FEA 1211,50,derived_0_50_ft,boston-sam,44889,515 Cummins Hwy,Cummins Hwy,42.27462135,-71.11006099,Cummins Highway & Wood Avenue,219,nearest_address
1005,8GH132,Farrar Ave,51 Farrar Ave,IS,1030320000000,807740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2281; METERED_FL=U; PLACEMENT=MIGRATED,8GH132,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237334400000,{2B4E45A2-4B2A-5541-9169-876A115728CC},-71.112716266999939,42.269353726000077,51 (STREET_FEA 1616),STREET_FEA 1616,39,derived_0_50_ft,boston-sam,56597,51 Farrar Ave,Farrar Ave,42.26944865,-71.11278060,Chapel Road & Farrar Avenue,124,nearest_address
1018,9GH94,American Legion Hwy,970-980 American Legion Hwy,IS,1260576000000,907740094,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,9GH94,,,U,U,,,,,1,,1325116800000,mulline,1325116800000,{B5703963-2F16-5C45-BB27-DD99EF0D85BC},-71.115949506999982,42.274092996000036,950 (STREET_FEA 229),STREET_FEA 229,127,derived_100_150_ft,boston-sam,3214,970-980 American Legion Hwy,American Legion Hwy,42.27402211,-71.11548934,Bradlee Street & Fieldmont Street,911,nearest_address
1027,5FH134,Nott St,1 Nott St,IS,,506740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3108; METERED_FL=U; PLACEMENT=MIGRATED,5FH134,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1236124800000,{79871B24-CA9F-598C-8478-EDDB9AEB53C5},-71.119716950999987,42.254335820000051,STREET_FEA 5478,STREET_FEA 5478,111,derived_100_150_ft,boston-sam,104193,1 Nott St,Nott St,42.25438465,-71.11930860,Nott Street & Second New Way,39,nearest_address
1034,8GH42,Tacoma St,3 Tacoma St,IS,1120780800000,807740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4601; METERED_FL=U; PLACEMENT=MIGRATED,8GH42,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1237334400000,{B9002C6E-26C5-5ED1-8378-893C2F26D27A},-71.111378209999941,42.269021311000074,3 (STREET_FEA 4099),STREET_FEA 4099,54,derived_50_100_ft,boston-sam,133548,3 Tacoma St,Tacoma St,42.26916866,-71.11135060,Oakwood Street & Tacoma Street,109,nearest_address
