objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
3499,21KH148,W Fourth St,171 W Fourth St,IS,738892800000,2111740189,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=369; METERED_FL=U; PLACEMENT=MIGRATED,21KH148,,,MU,MUCENT,1998,,,,1,,1177632000000,blundonr,1220832000000,{AB2B7D30-629C-5A85-B4A0-24EDB0A16790},-71.054901649999977,42.340055191000033,STREET_FEA 84,STREET_FEA 84,43,derived_0_50_ft,boston-sam,173004,171 W Fourth St,W Fourth St,42.34011239,-71.05504179,B Street & Crowley-Rogers Way,40,nearest_address
3521,20LH234,Dresser St,76 Dresser St,IS,,2012330026,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1587; METERED_FL=U; PLACEMENT=MIGRATED,20LH234,,,LO,U,,,,,1,,1177632000000,poyantm,1464739200000,{60819BB2-781F-5D1E-BC1D-4BA625F9E6EA},-71.045234765999965,42.338041926000074,77 (STREET_FEA 1380),STREET_FEA 1380,13,derived_0_50_ft,boston-sam,423411,76 Dresser St,Dresser St,42.33806420,-71.04519527,Dresser Street & F Street,225,nearest_address
3535,20LH104,G St,75 G St,IS,,2012740262,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4158; METERED_FL=U; PLACEMENT=MIGRATED,20LH104,,,MU,MUCENT,2000,,,,1,,1177632000000,palaciolv,1220918400000,{F6FD6FB4-EC37-5CD9-A476-CFC8F4B5B094},-71.044429938999940,42.333212050000043,80 OPP (STREET_FEA 1767),STREET_FEA 1767,109,derived_100_150_ft,boston-sam,61673,75 G St,G St,42.33350912,-71.04438049,G Street & Thomas Park,65,nearest_address
3558,19MH66,M St,159-165 M St,IS,,1913740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=24; METERED_FL=U; PLACEMENT=MIGRATED,19MH66,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1255478400000,{D26B79B7-355B-5442-8468-4AA57C1A37E9},-71.033328666999978,42.332407528000033,165 (STREET_FEA 2637),STREET_FEA 2637,40,derived_0_50_ft,boston-sam,88023,159-165 M St,M St,42.33248867,-71.03343058,East Seventh Street & M Street,35,nearest_address
3559,21LH38,Bolton St,180 Bolton St,IS,,2112740125,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1421; METERED_FL=U; PLACEMENT=MIGRATED,21LH38,,,MU,MUCENT,1976,,,,1,,1177632000000,chalmersh,1220918400000,{7B6ACF74-CC42-516D-AE68-2167CFE86B0D},-71.048711626999989,42.339331852000043,178 (STREET_FEA 583),STREET_FEA 583,39,derived_0_50_ft,boston-sam,16829,180 Bolton St,Bolton St,42.33930867,-71.04857059,Bolton Street & E Street,247,nearest_address
3573,20KH24,Frontage Road Northbound,Near Frontage Road Northbound & South Boston Bypass Road,IS,,2011740086,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1686; METERED_FL=U; PLACEMENT=MIGRATED,20KH24,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1271808000000,{2343D668-C234-5E43-B72C-1FCAC30904B4},-71.063407288999940,42.334588584000073,STREET_FEA 4516,STREET_FEA 4516,157,intersection_preferred_150_plus_ft,boston-sam,165318,2 Foodmart Rd,Foodmart Rd,42.33478167,-71.06288459,Frontage Road Northbound & South Boston Bypass Road,255,nearest_intersection
3581,20NH38,Farragut Rd,47 Farragut Rd,IS,,2014740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=27; METERED_FL=U; PLACEMENT=MIGRATED,20NH38,,,WA,WAWB67P,1989,,,,1,,1177632000000,palaciolv,1221004800000,{DD4E2FF9-D8A2-5ADF-97AB-39AAD41B4FC1},-71.025209208999968,42.336595426000031,47 (STREET_FEA 1614),STREET_FEA 1614,50,derived_0_50_ft,boston-sam,56525,47 Farragut Rd,Farragut Rd,42.33656867,-71.02539058,East Third Street & Farragut Road,45,nearest_address
3602,21LH4,W Broadway,221-241 W Broadway,IS,943401600000,2112740128,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1235; METERED_FL=U; PLACEMENT=MIGRATED,21LH4,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1220918400000,{F5A935B1-3C0E-538B-B39E-B2F2D30D66DA},-71.051679989999968,42.339241046000041,258 OPP (STREET_FEA 71),STREET_FEA 71,44,derived_0_50_ft,boston-sam,353689,221-241 W Broadway,W Broadway,42.33923546,-71.05184447,D Street & West Broadway,272,nearest_address
3612,19KH2,Newmarket Sq,43 Newmarket Sq,IS,1322438400000,1911740122,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2744; METERED_FL=U; PLACEMENT=MIGRATED,19KH2,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1458172800000,{EE82B6D7-5E59-5210-826F-E09779BDB71F},-71.066313083999944,42.328888742000061,42 OPP (STREET_FEA 3063),STREET_FEA 3063,106,derived_100_150_ft,boston-sam,351799,43 Newmarket Sq,Newmarket Sq,42.32917191,-71.06641006,Magazine Street & Massachusetts Avenue,522,nearest_address
3613,20MH180,E Broadway,894 E Broadway,IS,1274918400000,2013740098,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3112; METERED_FL=U; PLACEMENT=MIGRATED,20MH180,,,KE,KEK81-A,2009,,,,1,,1177632000000,BlundoNR,1337904000000,{7D8C9CAE-1877-56B9-AA93-DEDBA0DC71B9},-71.028205488999959,42.335842064000076,898 (STREET_FEA 4976),STREET_FEA 4976,42,derived_0_50_ft,boston-sam,21306,894 E Broadway,E Broadway,42.33593380,-71.02830055,East Broadway & P Street,278,nearest_address
3619,20MH60,E Fourth St,683 E Fourth St,IS,,2013740157,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=16; METERED_FL=U; PLACEMENT=MIGRATED,20MH60,,,KE,KEK81,2010,,,,1,,1177632000000,palaciolv,1221004800000,{65F8D95E-7350-5FF3-B5A4-F269D113E046},-71.037450208999985,42.334637260000079,259 (STREET_FEA 2354),STREET_FEA 2354,26,derived_0_50_ft,boston-sam,59915,683 E Fourth St,E Fourth St,42.33459167,-71.03752658,East Fourth Street & Emerson Street,42,nearest_address
3623,20NH52,P St,50 P St,IS,965001600000,2014740063,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=27; METERED_FL=U; PLACEMENT=MIGRATED,20NH52,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{CFA56622-3FAC-5B0D-9668-BEB38306B3F4},-71.027130276999969,42.336554257000046,50 (STREET_FEA 3190),STREET_FEA 3190,32,derived_0_50_ft,boston-sam,106264,50 P St,P St,42.33654567,-71.02701058,East Third Street & P Street,40,nearest_address
3627,20LH156,Story St,30 Story St,IS,,2012740252,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1767; METERED_FL=U; PLACEMENT=MIGRATED,20LH156,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1220918400000,{C3D62873-0B7E-5B39-AE78-8602A2371DC5},-71.042911059999938,42.333428097000080,30 (STREET_FEA 4023),STREET_FEA 4023,30,derived_0_50_ft,boston-sam,131039,30 Story St,Story St,42.33350867,-71.04294058,Colebrook Street & Howe Avenue,310,nearest_address
3657,21MH20,Summer St,803 Summer St,IS,,2113740031,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5166; METERED_FL=U; PLACEMENT=MIGRATED,21MH20,,,KE,KEK81,2013,,,,1,,1177632000000,Blundonr,1273795200000,{BE7AB5D7-ED43-592B-BC09-7E25D3512E2F},-71.035653055999944,42.339775970000062,776-834 OP (STREET_FEA 4051),STREET_FEA 4051,117,derived_100_150_ft,boston-sam,132053,803 Summer St,Summer St,42.34008867,-71.03576058,Power House Street & Summer Street,49,nearest_address
3711,20LH174,W Broadway,424-426 W Broadway,IS,63072000000,2012740087,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1587; METERED_FL=U; PLACEMENT=MIGRATED,20LH174,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{4FF405C1-EE6B-5D8A-9738-B5EC765F8B5F},-71.047223087999953,42.336585480000053,426 (STREET_FEA 71),STREET_FEA 71,56,derived_50_100_ft,boston-sam,21501,424-426 W Broadway,W Broadway,42.33673867,-71.04722059,F Street & West Broadway,166,nearest_address
3713,21KH138,B St,30 B St,IS,770428800000,2111740228,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=104; METERED_FL=U; PLACEMENT=MIGRATED,21KH138,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1220832000000,{D1C3C050-4960-5F89-8515-2B9716DA6236},-71.056208041999980,42.338956051000025,26-30 (STREET_FEA 369),STREET_FEA 369,51,derived_50_100_ft,boston-sam,352425,30 B St,B St,42.33908881,-71.05615355,B Street & Orton-Marotta Way,30,nearest_address
3727,20LH192,E St,336 E St,IS,1340841600000,2012740007,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=333; METERED_FL=U; PLACEMENT=MIGRATED,20LH192,,,KE,KEK81-A,2010,,,,1,,1177632000000,ChalmersH,1400716800000,{B96D532B-FCA3-5695-9C44-2164344C8C31},-71.048913657999947,42.338221447000080,328-330 (STREET_FEA 1421),STREET_FEA 1421,51,derived_50_100_ft,boston-sam,50623,336 E St,E St,42.33835867,-71.04887059,Athens Street & E Street,25,nearest_address
3730,20LH210,E Broadway,560 E Broadway,IS,820454400000,2012740139,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1960; METERED_FL=U; PLACEMENT=MIGRATED,20LH210,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1220918400000,{EF0D0F0F-9EF7-5F16-BCEC-5BFE76A7E696},-71.041812383999968,42.335618560000057,560 (STREET_FEA 4976),STREET_FEA 4976,30,derived_0_50_ft,boston-sam,21013,560 E Broadway,E Broadway,42.33569867,-71.04184058,East Broadway & H Street,75,nearest_address
3777,20LH160,G St,43 G St,IS,725846400000,2012740198,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1767; METERED_FL=U; PLACEMENT=MIGRATED,20LH160,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{880EE74E-EE20-5D5F-9880-8967D41952CD},-71.044390595999971,42.334511092000071,514 OPP (STREET_FEA 16),STREET_FEA 16,9,derived_0_50_ft,boston-sam,61639,43 G St,G St,42.33448567,-71.04439258,East Fourth Street & G Street,51,nearest_address
3788,19KH54,Major Michael J O'Connor Way,5 Major Michael J O'Connor Way,IS,1177113600000,1911740144,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1359; METERED_FL=U; PLACEMENT=MIGRATED,19KH54,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1241136000000,{472ADD92-B085-557F-B406-56F7B95708ED},-71.056371199999944,42.328061251000065,STREET_FEA 2654,STREET_FEA 2654,61,derived_50_100_ft,boston-sam,419739,5 Major Michael J O'Connor Way,Major Michael J O'Connor Way,42.32789688,-71.05640678,Dorchester Avenue & Father Songin Way,149,nearest_address
3810,20MH198,I St,56 I St,IS,,2013740228,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=27; METERED_FL=U; PLACEMENT=blundonr,20MH198,,,AM,U,,,,,1,,1279756800000,blundonr,1279756800000,{A495A2CA-E3C7-5BE8-BFF5-0233923D4C43},-71.039868025999965,42.336346147000029,54 (STREET_FEA 2251),STREET_FEA 2251,25,derived_0_50_ft,boston-sam,340160,56 I St,I St,42.33633846,-71.03977424,East Third Street & I Street,36,nearest_address
3813,21MH18,Summer St,825 Summer St,IS,,2113740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1482; METERED_FL=U; PLACEMENT=MIGRATED,21MH18,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{915D0C88-15E5-5F42-A037-04DAEB298DC9},-71.035627956999974,42.338997602000063,825 (STREET_FEA 4051),STREET_FEA 4051,104,derived_100_150_ft,boston-sam,170089,825 Summer St,Summer St,42.33910492,-71.03598769,Elkins Street & Summer Street,85,nearest_address
3816,20KH140,Foodmart Road,Near Foodmart Road & Widett Circle,IS,1202947200000,2011740153,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,20KH140,,,U,U,,,,,1,,1235088000000,blundonr,1244419200000,{229A2D1A-BC05-5281-B952-FB9F4D5B7762},-71.060563184999978,42.337043396000070,STREET_FEA 4516,STREET_FEA 4516,436,intersection_preferred_150_plus_ft,boston-sam,59169,1-63 Foodmart Rd,Foodmart Rd,42.33633467,-71.06187059,Foodmart Road & Widett Circle,655,nearest_intersection
3817,20MH170,O St,1-3 O St,IS,,2013740015,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=15; METERED_FL=U; PLACEMENT=MIGRATED,20MH170,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1221004800000,{411B9F41-9C00-5BB3-AA86-1726D0C08033},-71.029371866999952,42.338143329000047,3 (STREET_FEA 3112),STREET_FEA 3112,32,derived_0_50_ft,boston-sam,104306,1-3 O St,O St,42.33815867,-71.02949058,East First Street & O Street,44,nearest_address
3823,19KH60,General Lawrence J Logan Way,53-75 General Lawrence J Logan Way,IS,1181260800000,1911740139,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1798; METERED_FL=U; PLACEMENT=MIGRATED,19KH60,,,MU,MUCENT,2006,,,,1,,1177632000000,mulline,1224115200000,{E6C9B64E-5AF5-5113-9A79-44623D9A46A4},-71.055337781999981,42.328246859000046,46-64 (STREET_FEA 2584),STREET_FEA 2584,104,derived_100_150_ft,boston-sam,350621,53-75 General Lawrence J Logan Way,General Lawrence J Logan Way,42.32829471,-71.05495544,General Lawrence J. Logan Way & Monsignor Dennis F. O'Callaghan Way,97,nearest_address
3826,18LH22,General Lawrence J Logan Way,10-26 General Lawrence J Logan Way,IS,1181260800000,1812740010,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=6388; METERED_FL=U; PLACEMENT=MIGRATED,18LH22,,,MU,MUCENT,2006,,,,1,,1177632000000,mulline,1224115200000,{BD9F206C-6BCF-5DBD-B0EB-14FF186498A9},-71.053563694999980,42.327337574000069,14 (STREET_FEA 2584),STREET_FEA 2584,59,derived_50_100_ft,boston-sam,342527,10-26 General Lawrence J Logan Way,General Lawrence J Logan Way,42.32718287,-71.05349322,Colonel Michael J. Mcdonough Way & General Lawrence J. Logan Way,22,nearest_address
3828,19KH62,General Lawrence J Logan Way,31-41 General Lawrence J Logan Way,IS,1181260800000,1911740152,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5391; METERED_FL=U; PLACEMENT=MIGRATED,19KH62,,,MU,MUCENT,2005,,,,1,,1177632000000,mulline,1224115200000,{B4EABFA9-BA6F-59F0-9B3D-D1F45C395745},-71.054465707999952,42.327809356000046,40 (STREET_FEA 2584),STREET_FEA 2584,127,derived_100_150_ft,boston-sam,343483,31-41 General Lawrence J Logan Way,General Lawrence J Logan Way,42.32800616,-71.05407709,General Lawrence J. Logan Way & Monsignor Dennis F. O'Callaghan Way,75,nearest_address
3842,20KH46,Dorchester Ave,345 Dorchester Ave,IS,536457600000,2011740038,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3144; METERED_FL=U; PLACEMENT=MIGRATED,20KH46,,,DA,ADB-84-B,2001,,,,1,,1177632000000,connorsm,1221177600000,{7C6B450E-1402-521F-AFE9-EEDDCD96B973},-71.057168122999940,42.336384361000057,343 (STREET_FEA 1359),STREET_FEA 1359,78,derived_50_100_ft,boston-sam,164387,345 Dorchester Ave,Dorchester Ave,42.33654721,-71.05735463,C Street & Old Colony Avenue,260,nearest_address
3843,20JH247,Bradston Street,Near Bradston Street & Southampton Street,IS,,2010740369,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3940; METERED_FL=U; PLACEMENT=MIGRATED,20JH247,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1244419200000,{F1851838-2130-5C35-BF50-4FE41CFD7AB9},-71.070597103999944,42.333621828000048,STREET_FEA 639,STREET_FEA 639,152,intersection_preferred_150_plus_ft,boston-sam,19122,33 Bradston St,Bradston St,42.33328967,-71.07025559,Bradston Street & Southampton Street,506,nearest_intersection
3866,20JH248,Bradston St,17 Bradston St,IS,1066003200000,2010740370,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3940; METERED_FL=U; PLACEMENT=MIGRATED,20JH248,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244419200000,{3D564C80-F1E2-5BE5-818B-6BE216E78E1E},-71.071290370999975,42.333050073000038,STREET_FEA 2254,STREET_FEA 2254,115,derived_100_150_ft,boston-sam,19118,17 Bradston St,Bradston St,42.33298867,-71.07087059,Bradston Street & Southampton Street,250,nearest_address
3896,20MH189,Linley Ter,14-16 Linley Ter,IS,,2013740221,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=27; METERED_FL=U; PLACEMENT=MIGRATED,20MH189,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{50A2E481-64ED-5103-A415-3BE8E1A8AAD7},-71.039238636999983,42.335866750000037,14 (STREET_FEA 19),STREET_FEA 19,33,derived_0_50_ft,boston-sam,86563,14-16 Linley Ter,Linley Ter,42.33591467,-71.03913358,East Broadway & Emerson Street,123,nearest_address
3913,20LH66,Thomas Park,25 Thomas Park,IS,,2012740250,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3005; METERED_FL=U; PLACEMENT=MIGRATED,20LH66,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1220918400000,{83005334-263E-5FC3-840B-3E6D07873F7F},-71.046823368999981,42.333451129000025,STREET_FEA 4158,STREET_FEA 4158,113,derived_100_150_ft,boston-sam,135621,25 Thomas Park,Thomas Park,42.33366567,-71.04652158,National Street & Thomas Park,52,nearest_address
3917,20MH134,E Broadway,825 E Broadway,IS,,2013740117,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2995; METERED_FL=U; PLACEMENT=MIGRATED,20MH134,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1221004800000,{C79D0FF2-430C-5BB0-A3FB-389357D25503},-71.031491978999952,42.335593883000058,825 (STREET_FEA 4976),STREET_FEA 4976,29,derived_0_50_ft,boston-sam,21232,825 E Broadway,E Broadway,42.33551667,-71.03151058,East Broadway & N Street,71,nearest_address
3942,19KH84,Dorchester St,340 Dorchester St,IS,,1911740062,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4318; METERED_FL=U; PLACEMENT=MIGRATED,19KH84,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1434499200000,{2DAFF029-7B99-55A7-A942-A76253C42EDD},-71.054281185999969,42.330781912000077,338 (STREET_FEA 1361),STREET_FEA 1361,71,derived_50_100_ft,boston-sam,48998,340 Dorchester St,Dorchester St,42.33068867,-71.05405059,Dorchester Street & Vinton Street,43,nearest_address
3952,20KH88,Dorchester Ave,284 Dorchester Ave,IS,,2011740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=369; METERED_FL=U; PLACEMENT=MIGRATED,20KH88,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1221177600000,{0E66C46D-7131-599E-870C-7961A7AFEB26},-71.056825656999933,42.338214708000066,4 (STREET_FEA 103),STREET_FEA 103,125,derived_100_150_ft,boston-sam,48575,284 Dorchester Ave,Dorchester Ave,42.33855712,-71.05687943,B Street & West Seventh Street,35,nearest_address
3960,20MH124,M St,47 M St,IS,,2013740086,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=27; METERED_FL=U; PLACEMENT=MIGRATED,20MH124,,,KE,KEK81-A,2011,,,,1,,1177632000000,palaciolv,1221004800000,{1E26B628-597D-5654-82D3-3846626F3480},-71.033461628999987,42.336431184000048,47 (STREET_FEA 2637),STREET_FEA 2637,32,derived_0_50_ft,boston-sam,88092,47 M St,M St,42.33642867,-71.03358058,East Third Street & M Street,42,nearest_address
3961,19LH140,Joseph Agri St,1-7 Joseph Agri St,IS,1367452800000,1912740132,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=8158; METERED_FL=U; PLACEMENT=mulline,19LH140,,,KE,KEK81-A,2011,,,,1,,1440115200000,mulline,1440115200000,{C6C4669A-809A-5C2C-9F90-A16CCB86EC60},-71.052160860999948,42.331437013000027,STREET_FEA 8498,STREET_FEA 8498,58,derived_50_100_ft,boston-sam,344362,1-7 Joseph Agri St,Joseph Agri St,42.33151074,-71.05197016,Joseph Agri Street & Mary Boyle Way,48,nearest_address
3962,20MH98,E Broadway,776 E Broadway,IS,,2013740106,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2637; METERED_FL=U; PLACEMENT=MIGRATED,20MH98,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1221004800000,{D4B7D54D-AD4F-5F24-BAAC-5676CDC05960},-71.034424834999982,42.335746796000080,776 (STREET_FEA 4976),STREET_FEA 4976,35,derived_0_50_ft,boston-sam,21184,776 E Broadway,E Broadway,42.33584167,-71.03444458,East Broadway & L Street,271,nearest_address
3995,20LH204,W Third St,324 W Third St,IS,1339977600000,2012740077,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3479; METERED_FL=U; PLACEMENT=MIGRATED,20LH204,,,KE,KEK81-A,2011,,,,1,,1177632000000,orrda,1458086400000,{789F6250-8778-5696-8F96-CEC923FBDCC7},-71.045453912999960,42.336788577000050,322 (STREET_FEA 107),STREET_FEA 107,27,derived_0_50_ft,boston-sam,135413,324 W Third St,W Third St,42.33682867,-71.04537059,Dorchester Street & West Third Street,314,nearest_address
4000,19LH68,Mercer St,33 Mercer St,IS,,1912740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4118; METERED_FL=U; PLACEMENT=MIGRATED,19LH68,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1221091200000,{8FEAC59B-FDE1-5A22-AE5C-A248C8EBEB62},-71.049064704999978,42.332342118000042,33 (STREET_FEA 2820),STREET_FEA 2820,30,derived_0_50_ft,boston-sam,94282,33 Mercer St,Mercer St,42.33236867,-71.04917059,Mercer Street & Telegraph Street,219,nearest_address
4087,20NH22,E Fourth St,924 E Fourth St,IS,,2014740039,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1614; METERED_FL=U; PLACEMENT=MIGRATED,20NH22,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{D87E98B1-1F91-5335-928C-7AFBBD8601F4},-71.026142979999975,42.334975952000036,926 (STREET_FEA 16),STREET_FEA 16,48,derived_0_50_ft,boston-sam,60113,924 E Fourth St,E Fourth St,42.33509967,-71.02607758,Dean Way & East Fourth Street,42,nearest_address
4178,20LH169,E Broadway,492-494 E Broadway,IS,,2012740145,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1361; METERED_FL=U; PLACEMENT=MIGRATED,20LH169,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1220918400000,{663EB0C2-21CF-5376-B14C-781632963588},-71.045193783999935,42.335548330000051,490 (STREET_FEA 4976),STREET_FEA 4976,49,derived_0_50_ft,boston-sam,164647,492-494 E Broadway,E Broadway,42.33563047,-71.04505002,Dorchester Street & East Broadway,50,nearest_address
4235,20MH52,E Sixth St,603 E Sixth St,IS,,2013740213,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2354; METERED_FL=U; PLACEMENT=MIGRATED,20MH52,,,MU,MUCENT,1967,,,,1,,1177632000000,orrda,1461024000000,{F08A27C3-420C-5BCF-B1E5-3ABDA0A5E554},-71.036320316999934,42.333047813000064,603 (STREET_FEA 25),STREET_FEA 25,29,derived_0_50_ft,boston-sam,127673,603 E Sixth St,E Sixth St,42.33297867,-71.03627058,East Sixth Street & L Street,275,nearest_address
4245,21LH473,Saint Casimir St,5-9 Saint Casimir St,IS,,2112740161,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=71; METERED_FL=U; PLACEMENT=mulline,21LH473,,,MU,MUCENT,2003,,,,1,,1179878400000,blundonr,1255478400000,{C5AC122F-E69A-5F5B-A3C7-B7DF939305F6},-71.052713926999957,42.339692744000047,STREET_FEA 2344,STREET_FEA 2344,43,derived_0_50_ft,boston-sam,353734,5-9 Saint Casimir St,Saint Casimir St,42.33968301,-71.05287480,Costello Circle & Saint Casimir Street,82,nearest_address
4259,21KH59,Frontage Road Northbound,Near Frontage Road Northbound & I-93 Frontage Road,IS,1066003200000,2111740174,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3414; METERED_FL=U; PLACEMENT=MIGRATED,21KH59,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1258329600000,{406AA320-236B-5695-91FD-30535B2B0AD7},-71.062679097999933,42.340367349000076,STREET_FEA 1753,STREET_FEA 1753,261,intersection_preferred_150_plus_ft,boston-sam,61029,300 Frontage Rd,Frontage Rd,42.33965479,-71.06258331,Frontage Road Northbound & I-93 Frontage Road,123,nearest_intersection
4260,21MH57,K Street,Near K Street & Power House Street,IS,770428800000,2113740064,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=denapolipd,21MH57,,,MU,U,,,,,1,,1258329600000,denapolipd,1258329600000,{5FECC475-15AE-52F9-9D1F-0196389FC0DF},-71.036708945999976,42.341431544000045,STREET_FEA 0,STREET_FEA 0,234,intersection_preferred_150_plus_ft,boston-sam,170087,775 Summer St,Summer St,42.34080553,-71.03651119,K Street & Power House Street,630,nearest_intersection
4263,20LH96,W Fifth St,187 W Fifth St,IS,,2012740071,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2618; METERED_FL=U; PLACEMENT=MIGRATED,20LH96,,,KE,KEK81,2010,,,,1,,1177632000000,blundonr,1255478400000,{EBDDCF09-6240-5EAA-B3A7-733600CA3607},-71.051577399999985,42.337023732000034,185 OPP (STREET_FEA 82),STREET_FEA 82,67,derived_50_100_ft,boston-sam,58170,187 W Fifth St,W Fifth St,42.33684867,-71.05165059,Lovis Street & West Fifth Street,142,nearest_address
4299,19KH50,Dorchester Ave,613-615 Dorchester Ave,IS,,1911740126,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1798; METERED_FL=U; PLACEMENT=MIGRATED,19KH50,,,DA,ADB-84-B,1986,,,,1,,1177632000000,connorsm,1221091200000,{C1845B9A-E570-58BE-B6EB-4E254E42180A},-71.057016702999988,42.328779445000066,609-611 (STREET_FEA 1359),STREET_FEA 1359,29,derived_0_50_ft,boston-sam,48652,613-615 Dorchester Ave,Dorchester Ave,42.32873867,-71.05711059,Dorchester Avenue & General William H. Devine Way,76,nearest_address
