objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
617,17HH179,Amory Ave,29 Amory Ave,IS,-2492985600000,1708740178,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=240; METERED_FL=U; PLACEMENT=MIGRATED,17HH179,,,MU,MUCENT,2002,,,,1,,1177632000000,louisjamey,1460505600000,{0CC1F63A-67C3-5450-872E-CE6F72D1B20F},-71.100369453999974,42.320829846000038,20 (STREET_FEA 238),STREET_FEA 238,80,derived_50_100_ft,boston-sam,422066,29 Amory Ave,Amory Ave,42.32098853,-71.10057705,Amory Avenue & Amory Terrace,105,nearest_address
627,14GH12,Arborway,388 Arborway,IS,,1407740113,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1997; METERED_FL=U; PLACEMENT=MIGRATED,14GH12,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1237420800000,{A47C985F-0AB7-52D7-9CE8-4296280D564B},-71.115164996999965,42.302339828000072,388 (STREET_FEA 278),STREET_FEA 278,40,derived_0_50_ft,boston-sam,4408,388 Arborway,Arborway,42.30244866,-71.11514061,Arborway & Hampstead Road,121,nearest_address
632,17GH3,Centre St,536-544 Centre St,IS,,1707740156,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=454; METERED_FL=U; PLACEMENT=MIGRATED,17GH3,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{7FD94750-3F30-5DF6-9234-0F3B3ACD8417},-71.113593092999963,42.316876112000045,536 OPP (STREET_FEA 882),STREET_FEA 882,87,derived_50_100_ft,boston-sam,28098,536-544 Centre St,Centre St,42.31686866,-71.11327061,Centre Street & Robinwood Avenue,89,nearest_address
644,13GH104,Morton St,100 Morton St,IS,,1307740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1695; METERED_FL=U; PLACEMENT=MIGRATED,13GH104,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1240444800000,{B41C4F4E-485F-533A-A68D-D5339E7D8EC8},-71.108108387999948,42.300159566000048,100 OPP (STREET_FEA 2932),STREET_FEA 2932,80,derived_50_100_ft,boston-sam,167826,100 Morton St,Morton St,42.30032908,-71.10829939,Catenacci Way & Morton Street,47,nearest_address
651,16HH112,Washington St,3133-3139 Washington St,IS,,1608740100,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3820; METERED_FL=U; PLACEMENT=MIGRATED,16HH112,,,US,USMET250,1991,,,,1,,1177632000000,blundonr,1255478400000,{EC2D4FDA-9F86-5024-A250-BA2C9334E92F},-71.099899280999978,42.314289106000047,3133-3139A (STREET_FEA 4398),STREET_FEA 4398,47,derived_0_50_ft,boston-sam,144629,3133-3139 Washington St,Washington St,42.31441866,-71.09991060,School Street & Washington Street,161,nearest_address
658,15GH118,Elm St,73 Elm St,IS,,1507740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1920; METERED_FL=U; PLACEMENT=MIGRATED,15GH118,,,US,USMET250,1997,,,,1,,1177632000000,chalmersh,1233532800000,{F7299714-EC70-515C-95CB-2636E2E5B1F6},-71.111537720999934,42.309116307000068,73 (STREET_FEA 1500),STREET_FEA 1500,86,derived_50_100_ft,boston-sam,53185,73 Elm St,Elm St,42.30934866,-71.11148061,Elm Street & Greenough Avenue,50,nearest_address
664,14GH83,Arborway,Near Arborway & Morton Street,IS,1033689600000,1407740136,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=279; METERED_FL=U; PLACEMENT=MIGRATED,14GH83,,,MU,MUCENT,2002,,,,1,,1177632000000,chalmersh,1240444800000,{B96FE367-4991-55A1-86D7-F10B48152577},-71.111064304999957,42.301015329000052,STREET_FEA 2932,STREET_FEA 2932,150,intersection_preferred_150_plus_ft,boston-sam,419289,31A-31C Morton St,Morton St,42.30069162,-71.11072180,Arborway & Morton Street,65,nearest_intersection
673,18GH10,Castleton St,11 Castleton St,IS,391737600000,1807740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4661; METERED_FL=U; PLACEMENT=MIGRATED,18GH10,,,KE,KEK81-A,1982,,,,1,,1177632000000,palaciolv,1231718400000,{A9C7DD99-95AC-55FE-A0B7-3CC378AD4841},-71.113274963999970,42.323282921000043,11 (STREET_FEA 841),STREET_FEA 841,53,derived_50_100_ft,boston-sam,26383,11 Castleton St,Castleton St,42.32342866,-71.11325061,Castleton Street & Zamora Street,18,nearest_address
680,16HH40,Brookside Ave,46 Brookside Ave,IS,,1608740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2900; METERED_FL=U; PLACEMENT=MIGRATED,16HH40,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1231372800000,{B1FDB1FB-183E-559A-9A44-D5775EA7D6CD},-71.102851424999983,42.313106620000042,46 (STREET_FEA 2720),STREET_FEA 2720,85,derived_50_100_ft,boston-sam,22595,46 Brookside Ave,Brookside Ave,42.31322866,-71.10312060,Marmion Street & Montebello Road,41,nearest_address
692,15FH80,Prince St,27 Prince St,IS,1342310400000,1506740046,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=278; METERED_FL=U; PLACEMENT=MIGRATED,15FH80,,,KE,WAWB67P,1960,,,,1,,1177632000000,chalmersh,1386201600000,{66DF34CC-17BD-5923-BC19-EDBDFFB4EBE3},-71.120816628999933,42.309973518000049,19-21 (STREET_FEA 3392),STREET_FEA 3392,50,derived_0_50_ft,boston-sam,113075,27 Prince St,Prince St,42.31006866,-71.12068061,Dane Street & Orchard Street,304,nearest_address
695,15FH78,Prince St,43 Prince St,IS,1342310400000,1506740024,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=278; METERED_FL=U; PLACEMENT=MIGRATED,15FH78,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1386201600000,{BA930160-23AD-569A-A20F-08FF8EE80A08},-71.120994042999939,42.310676541000078,47 (STREET_FEA 3392),STREET_FEA 3392,45,derived_0_50_ft,boston-sam,113087,43 Prince St,Prince St,42.31062866,-71.12084061,Dane Street & Orchard Street,209,nearest_address
698,16FH74,Prince St,87 Prince St,IS,1342310400000,1606740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2298; METERED_FL=U; PLACEMENT=MIGRATED,16FH74,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1386201600000,{98286451-3280-5AE0-B2FB-5F65943F405C},-71.121297103999950,42.312267040000052,87 (STREET_FEA 3392),STREET_FEA 3392,32,derived_0_50_ft,boston-sam,113116,87 Prince St,Prince St,42.31231866,-71.12120061,Arborway & Prince Street,289,nearest_address
710,15GH14,Goldsmith St,33 Goldsmith St,IS,,1507740135,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1225; METERED_FL=U; PLACEMENT=MIGRATED,15GH14,,,MU,MUCENT,2000,,,,1,,1177632000000,connorsm,1237420800000,{BA7EFE73-9FFC-500B-9BE2-18B686B89966},-71.118662472999972,42.307694230000038,33 (STREET_FEA 1864),STREET_FEA 1864,35,derived_0_50_ft,boston-sam,65164,33 Goldsmith St,Goldsmith St,42.30768866,-71.11879061,Custer Street & Goldsmith Street,245,nearest_address
728,15GH179,Union Ave,43 Union Ave,IS,,1507740087,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=703; METERED_FL=U; PLACEMENT=MIGRATED,15GH179,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{5B0697F0-E104-5135-BB78-7ADE111277FF},-71.107294699999954,42.308958719000032,43 BACK (STREET_FEA 4248),STREET_FEA 4248,69,derived_50_100_ft,boston-sam,170675,43 Union Ave,Union Ave,42.30881769,-71.10712264,Brookside Avenue Extension & Union Avenue,173,nearest_address
741,15FH68,Hillcroft Rd,14 Hillcroft Rd,IS,,1506740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=865; METERED_FL=U; PLACEMENT=MIGRATED,15FH68,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1233532800000,{2023D0E8-32BD-55C3-94B7-53BE34CD28D5},-71.123562995999976,42.308502015000045,14 OPP (STREET_FEA 2156),STREET_FEA 2156,89,derived_50_100_ft,boston-sam,74018,14 Hillcroft Rd,Hillcroft Rd,42.30841866,-71.12325061,Cedarwood Road & Hillcroft Road,43,nearest_address
747,18GH114,Heath St,251 Heath St,IS,,1807740133,,,GPS,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=2472; METERED_FL=U; PLACEMENT=mulline,18GH114,,,WA,WAWB67P,1992,,,,1,,1247702400000,louisjamey,1447372800000,{A38F39D2-E90C-59D2-A65B-CF64F17A6BE9},-71.108969589999958,42.327481761000058,249 OPP (STREET_FEA 2094),STREET_FEA 2094,142,derived_100_150_ft,boston-sam,72394,251 Heath St,Heath St,42.32773157,-71.10856339,Heath Street & South Huntington Avenue,642,nearest_address
749,14EH8,Allandale St,164 Allandale St,IS,,1405740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3408; METERED_FL=U; PLACEMENT=MIGRATED,14EH8,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1244505600000,{36656832-35FA-5CDE-A7DC-D1A2F7257D65},-71.136026726999944,42.301479747000030,164 OPP (STREET_FEA 187),STREET_FEA 187,115,derived_100_150_ft,boston-sam,2156,164 Allandale St,Allandale St,42.30126866,-71.13571061,Allandale Street & Elwell Road,596,nearest_address
764,13GH111,Woodlawn St,80 Woodlawn St,IS,878515200000,1307740120,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2250; METERED_FL=U; PLACEMENT=MIGRATED,13GH111,,,KE,KEK81,2000,,,,1,,1177632000000,blundonr,1255478400000,{2AC42315-51E2-5F4A-8C9F-5FBB9139B36B},-71.110788970999977,42.297633654000037,80 (STREET_FEA 4617),STREET_FEA 4617,49,derived_0_50_ft,boston-sam,151709,80 Woodlawn St,Woodlawn St,42.29776866,-71.11077060,Wachusett Street & Weld Hill Street,291,nearest_address
774,15FH98,Centre St,866 Centre St,IS,,1506740070,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=277; METERED_FL=U; PLACEMENT=MIGRATED,15FH98,,,US,USMET250,1989,,,,1,,1177632000000,chalmersh,1233532800000,{FD8B6283-F105-5A3D-A9D3-5E90217690A9},-71.119525917999965,42.308799977000035,840 (STREET_FEA 882),STREET_FEA 882,52,derived_50_100_ft,boston-sam,28288,866 Centre St,Centre St,42.30866866,-71.11945061,Arborway Terrace & Centre Street,33,nearest_address
775,17HH9,Wyman St,88-90 Wyman St,IS,,1708740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=960; METERED_FL=U; PLACEMENT=MIGRATED,17HH9,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1231459200000,{A6EFBFC9-1E7F-5E9C-9AF1-097FA89BF259},-71.104602910999972,42.319752514000072,90 (STREET_FEA 4647),STREET_FEA 4647,38,derived_0_50_ft,boston-sam,153132,88-90 Wyman St,Wyman St,42.31985266,-71.10456260,Chestnut Avenue & Wyman Street,32,nearest_address
782,13GH22,South St,380 South St,IS,,1307740019,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2730; METERED_FL=U; PLACEMENT=MIGRATED,13GH22,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{3FF222C4-6AA5-5421-8BCB-B12F4E9479F9},-71.118536959999972,42.299997559000076,380 (STREET_FEA 3937),STREET_FEA 3937,137,derived_100_150_ft,boston-sam,128824,380 South St,South St,42.29985866,-71.11901061,Martinwood Road & South Street,465,nearest_address
795,16GH48,Pond St,44 Pond St,IS,,1607740044,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2298; METERED_FL=U; PLACEMENT=MIGRATED,16GH48,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{09FFF060-BE5F-530E-B8FE-E76D9E1B0A30},-71.116173339999989,42.315348660000041,49 (STREET_FEA 3349),STREET_FEA 3349,94,derived_50_100_ft,boston-sam,111668,44 Pond St,Pond St,42.31510266,-71.11627561,Myrtle Street & Pond Street,156,nearest_address
848,14FH34,Centre St,1100 Centre St,IS,,1406740089,,,U,,,,,PRIV,SERVICE_AR=SEH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,14FH34,,,US,U,,,,,1,,1177632000000,blundonr,1282694400000,{2790C165-5896-5067-98AA-89F984B8D9D2},-71.125242313999934,42.302212413000063,STREET_FEA 3415,STREET_FEA 3415,126,derived_100_150_ft,boston-sam,437851,1100 Centre St,Centre St,42.30253185,-71.12506155,Centre Street & Westchester Road,234,nearest_address
863,15FH1,Centre St,991 Centre St,IS,,1506740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2610; METERED_FL=U; PLACEMENT=MIGRATED,15FH1,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{B675633C-2FC0-51BA-A721-F17D82D52AF3},-71.123739972999942,42.306641280000065,991 OPP (STREET_FEA 882),STREET_FEA 882,119,derived_100_150_ft,boston-sam,28320,991 Centre St,Centre St,42.30673866,-71.12416061,Centre Street & Louder's Lane,163,nearest_address
869,16GH108,Parley Ave,31 Parley Ave,IS,893289600000,1607740068,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4996; METERED_FL=U; PLACEMENT=MIGRATED,16GH108,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{E39591E2-95D0-51A4-B27E-5A91B495889B},-71.111894020999955,42.314569307000056,31 (STREET_FEA 3238),STREET_FEA 3238,53,derived_50_100_ft,boston-sam,108238,31 Parley Ave,Parley Ave,42.31442866,-71.11185061,Parley Avenue & Parley Vale,205,nearest_address
874,15GH124,Roanoke Ave,1 Roanoke Ave,IS,1058313600000,1507740048,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3561; METERED_FL=U; PLACEMENT=MIGRATED,15GH124,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1230076800000,{9B7275F7-04F3-546C-B2A4-B8CBB7A4DF87},-71.111196281999980,42.310120652000080,10 OPP (STREET_FEA 3622),STREET_FEA 3622,67,derived_50_100_ft,boston-sam,169219,1 Roanoke Ave,Roanoke Ave,42.31029799,-71.11112991,Elm Street & Newbern Street,241,nearest_address
883,17FH12,Perkins Street,Near Perkins Street & Sargent Crossway,IS,1400112000000,1706740019,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3408; METERED_FL=U; PLACEMENT=chalmersh,17FH12,,,KE,KEK81-A,2011,,,,1,,1462147200000,chalmersh,1462147200000,{552083B1-8663-5B80-86C4-9BBCC75ADBB4},-71.122846729999935,42.319899193000026,STREET_FEA 3283,STREET_FEA 3283,378,intersection_preferred_150_plus_ft,boston-sam,168687,299 Perkins St,Perkins St,42.32081429,-71.12351145,Perkins Street & Sargent Crossway,313,nearest_intersection
915,12GH16,Hyde Park Ave,282-294 Hyde Park Ave,IS,879897600000,1207740050,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3096; METERED_FL=U; PLACEMENT=MIGRATED,12GH16,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{5446F65F-1494-5B82-AEEC-5BEA9698D0F9},-71.117780621999941,42.291595034000068,282-294 (STREET_FEA 2250),STREET_FEA 2250,90,derived_50_100_ft,boston-sam,77292,282-294 Hyde Park Ave,Hyde Park Ave,42.29181866,-71.11764061,Ashmore Road & Hyde Park Avenue,52,nearest_address
917,13FH38,Martinwood Road,Near Martinwood Road & South Street,IS,,1306740003,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3408; METERED_FL=U; PLACEMENT=MIGRATED,13FH38,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{E03EDD33-AD4B-5867-9533-C150D2548E0B},-71.119616624999935,42.299762305000058,STREET_FEA 3937,STREET_FEA 3937,167,intersection_preferred_150_plus_ft,boston-sam,128824,380 South St,South St,42.29985866,-71.11901061,Martinwood Road & South Street,768,nearest_intersection
921,16HH128,Weld Ave,17 Weld Ave,IS,,1608740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4428; METERED_FL=U; PLACEMENT=MIGRATED,16HH128,,,MU,MUCENT,2003,,,,1,,1177632000000,palaciolv,1231372800000,{AADA6D2E-2738-5736-AFFF-0DBD4AB28E14},-71.099166405999938,42.314428616000043,81-85 (STREET_FEA 3820),STREET_FEA 3820,85,derived_50_100_ft,boston-sam,147030,17 Weld Ave,Weld Ave,42.31450866,-71.09887060,School Street & Weld Avenue,84,nearest_address
984,15FH90,Arborway,164 Arborway,IS,,1506740088,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,15FH90,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1237420800000,{6020411D-31CB-566F-903D-4738D5B4F8EF},-71.119613659999970,42.308052850000081,166 (STREET_FEA 278),STREET_FEA 278,57,derived_50_100_ft,boston-sam,4335,164 Arborway,Arborway,42.30817866,-71.11949061,Arborway Terrace & Centre Street,301,nearest_address
986,16GH189,Agassiz Park,12 Agassiz Park,IS,1055289600000,1607740198,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=750; METERED_FL=U; PLACEMENT=denapolipd,16GH189,,,MU,MUCENT,2002,,,,1,,1220400000000,blundonr,1264377600000,{2654DBA8-40C8-5B13-B162-085EBD65DDB9},-71.117819632999954,42.313024143000064,12 (STREET_FEA 141),STREET_FEA 141,27,derived_0_50_ft,boston-sam,1192,12 Agassiz Park,Agassiz Park,42.31300866,-71.11772061,Agassiz Park & Burroughs Street,263,nearest_address
991,14GH51,South St,138-142 South St,IS,,1407740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3936; METERED_FL=U; PLACEMENT=MIGRATED,14GH51,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1237334400000,{ECF2917A-5096-50B7-A8DB-57FDB4E38F47},-71.114533564999988,42.305389123000054,3 (STREET_FEA 623),STREET_FEA 623,49,derived_0_50_ft,boston-sam,128689,138-142 South St,South St,42.30525792,-71.11449984,Boynton Street & South Street,39,nearest_address
997,14GH108,Arborway,500 Arborway,IS,,1407740121,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1694; METERED_FL=U; PLACEMENT=MIGRATED,14GH108,,,US,USSEN,1980,,,,1,,1177632000000,connorsm,1237420800000,{8C277005-A868-5744-8A8C-253D51E4C5F6},-71.108733236999967,42.301606346000028,500 (STREET_FEA 278),STREET_FEA 278,109,derived_100_150_ft,boston-sam,155791,500 Arborway,Arborway,42.30187234,-71.10855096,Arborway & Dunning Way,217,nearest_address
999,17FH5,Perkins Street,Near Perkins Street & Sargent Crossway,IS,1400112000000,1706740012,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3794; METERED_FL=U; PLACEMENT=MIGRATED,17FH5,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1462147200000,{707778B1-73C9-5408-A1D5-5603AE7A1FD4},-71.123722404999967,42.319489652000073,STREET_FEA 3283,STREET_FEA 3283,212,intersection_preferred_150_plus_ft,boston-sam,109525,329 Perkins St,Perkins St,42.31964866,-71.12448061,Perkins Street & Sargent Crossway,37,nearest_intersection
1008,16GH126,Spring Park Ave,55 Spring Park Ave,IS,,1607740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=747; METERED_FL=U; PLACEMENT=MIGRATED,16GH126,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1233705600000,{AEBF00F3-45D6-5F6B-A223-C1C10C85CFA6},-71.109459780999941,42.316454731000078,55 (STREET_FEA 3969),STREET_FEA 3969,42,derived_0_50_ft,boston-sam,129702,55 Spring Park Ave,Spring Park Ave,42.31633866,-71.10947061,Burr Street & Spring Park Avenue,32,nearest_address
1021,16GH114,Rockview St,77 Rockview St,IS,1054425600000,1607740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3238; METERED_FL=U; PLACEMENT=MIGRATED,16GH114,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1230076800000,{226748DA-841A-504C-8454-28AD37180305},-71.110341879999964,42.313735820000034,77 (STREET_FEA 3650),STREET_FEA 3650,57,derived_50_100_ft,boston-sam,117889,77 Rockview St,Rockview St,42.31386866,-71.11045061,Parley Avenue & Rockview Street,75,nearest_address
1028,17HH74,Amory St,89-97 Amory St,IS,,1708740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1342; METERED_FL=U; PLACEMENT=MIGRATED,17HH74,,,KE,KEK81,2011,,,,1,,1177632000000,palaciolv,1231459200000,{F24DB382-23D4-50D0-97F0-A714A79C8841},-71.099714978999941,42.319711093000080,101 OPP (STREET_FEA 240),STREET_FEA 240,108,derived_100_150_ft,boston-sam,340787,89-97 Amory St,Amory St,42.32000464,-71.09966435,Amory Street & Dimock Street,64,nearest_address
1039,12GH82,Walk Hill St,55 Walk Hill St,IS,,1207740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4331; METERED_FL=U; PLACEMENT=MIGRATED,12GH82,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1240444800000,{39822C7D-063F-5319-BD6C-989CFCC10EEE},-71.114579275999972,42.294145808000053,55 OPP (STREET_FEA 4350),STREET_FEA 4350,81,derived_50_100_ft,boston-sam,141653,55 Walk Hill St,Walk Hill St,42.29396866,-71.11476061,Wachusett Street & Walk Hill Street,267,nearest_address
1066,16FH18,Conry Cres,6 Conry Cres,IS,893721600000,1606740051,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3349; METERED_FL=U; PLACEMENT=MIGRATED,16FH18,,,DA,ADB-84-B,1990,,,,1,,1177632000000,chalmersh,1233705600000,{D10EA861-78FD-593F-8143-4F14304CF240},-71.128722202999938,42.311994567000056,6 (STREET_FEA 1109),STREET_FEA 1109,48,derived_0_50_ft,boston-sam,42218,6 Conry Cres,Conry Cres,42.31186866,-71.12878061,Conry Crescent & Pond Street,197,nearest_address
1067,17GH152,Cranston St,36-38 Cranston St,IS,,1707740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4136; METERED_FL=U; PLACEMENT=MIGRATED,17GH152,,,KE,KEK81-A,1997,,,,1,,1177632000000,palaciolv,1231459200000,{29BE3FAA-CA44-51C6-A6FB-F992D467BC68},-71.107916530999944,42.320481466000047,36-38 (STREET_FEA 1175),STREET_FEA 1175,36,derived_0_50_ft,boston-sam,44041,36-38 Cranston St,Cranston St,42.32054566,-71.10781561,Cranston Street & Termine Avenue,203,nearest_address
1078,16GH18,Burroughs Street,Near Burroughs Street & Jamaicaway,IS,,1607740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=750; METERED_FL=U; PLACEMENT=MIGRATED,16GH18,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1233792000000,{E0A0D02C-05E8-5C27-BEB3-158C9FD8E1AC},-71.118091733999961,42.314949880000029,STREET_FEA 2298,STREET_FEA 2298,212,intersection_preferred_150_plus_ft,boston-sam,398375,75 Burroughs St,Burroughs St,42.31441866,-71.11777061,Burroughs Street & Jamaicaway,191,nearest_intersection
1085,18HH56,Parker St,960-964 Parker St,IS,,1808740135,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=522; METERED_FL=U; PLACEMENT=MIGRATED,18HH56,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{5FCA6ECF-DF89-517E-9C2C-BF839561E46D},-71.101176238999983,42.323906884000053,STREET_FEA 3225,STREET_FEA 3225,123,derived_100_150_ft,boston-sam,168546,960-964 Parker St,Parker St,42.32390474,-71.10071793,Bickford Street & Parker Street,225,nearest_address
1106,15FH42,Moss Hill Rd,93 Moss Hill Rd,IS,,1506740085,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4616; METERED_FL=U; PLACEMENT=MIGRATED,15FH42,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1233532800000,{2F6398EC-10CF-5D94-8B09-B8C4FA410BE4},-71.124664027999984,42.308197128000074,93 (STREET_FEA 2937),STREET_FEA 2937,59,derived_50_100_ft,boston-sam,98000,93 Moss Hill Rd,Moss Hill Rd,42.30832866,-71.12479061,Cedarwood Road & Hillcroft Road,298,nearest_address
1117,15GH174,Washington St,3440-3446 Washington St,IS,,1507740138,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2383; METERED_FL=U; PLACEMENT=MIGRATED,15GH174,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{38ECC139-A87A-5860-80B3-3041D1E8B385},-71.106597841999985,42.307488718000059,STREET_FEA 4395,STREET_FEA 4395,90,derived_50_100_ft,boston-sam,460309,3440-3446 Washington St,Washington St,42.30746137,-71.10626404,Kenton Road & Washington Street,45,nearest_address
1125,17FH8,Chestnut Street,Near Chestnut Street & Perkins Street,IS,,1706740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=967; METERED_FL=U; PLACEMENT=MIGRATED,17FH8,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1461801600000,{E26A7ED4-689F-56E5-AE8F-D817F9E7FD59},-71.121470246999934,42.320970894000027,STREET_FEA 3283,STREET_FEA 3283,257,intersection_preferred_150_plus_ft,boston-sam,168643,191 Perkins St,Perkins St,42.32163582,-71.12179652,Chestnut Street & Perkins Street,527,nearest_intersection
1135,17HH2,Danforth St,45 Danforth St,IS,1059696000000,1708740171,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=621; METERED_FL=U; PLACEMENT=MIGRATED,17HH2,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1231459200000,{569CBDB2-FAA9-52D7-987F-E735125E8CC2},-71.105521065999937,42.317412317000048,48 OPP (STREET_FEA 1255),STREET_FEA 1255,50,derived_0_50_ft,boston-sam,46118,45 Danforth St,Danforth St,42.31754666,-71.10555160,Boylston Street & Danforth Street,166,nearest_address
1158,14EH6,Allandale Street,Near Allandale Street & Elwell Road,IS,,1405740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3417; METERED_FL=U; PLACEMENT=MIGRATED,14EH6,,,MU,MUCENT,2015,,,,1,,1177632000000,blundonr,1255478400000,{7B85FD5A-8296-5950-98F7-5FB065B5F979},-71.137649067999973,42.301369152000063,STREET_FEA 187,STREET_FEA 187,294,intersection_preferred_150_plus_ft,boston-sam,437684,228-230 Allandale St,Allandale St,42.30064092,-71.13812366,Allandale Street & Elwell Road,1035,nearest_intersection
