objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
2525,19GH2,Eugene Cir,9 Eugene Cir,IS,,1907740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2472; METERED_FL=U; PLACEMENT=MIGRATED,19GH2,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{B057A6C3-1356-57AC-B5F4-8E36739D1BF1},-71.109063771999956,42.327923006000049,111 (STREET_FEA 2094),STREET_FEA 2094,51,derived_50_100_ft,boston-sam,396207,9 Eugene Cir,Eugene Cir,42.32804867,-71.10898061,Eugene Circle & Heath Street,68,nearest_address
2567,19HH104,Oscar St,2 Oscar St,IS,,1908740103,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3175; METERED_FL=U; PLACEMENT=MIGRATED,19HH104,,,DA,ADB-84-B,2001,,,,1,,1177632000000,blundonr,1255478400000,{210CA85C-678E-590E-8116-3494FE477F5E},-71.096977856999956,42.330152676000068,STREET_FEA 4137,STREET_FEA 4137,87,derived_50_100_ft,boston-sam,419282,2 Oscar St,Oscar St,42.33011633,-71.09729873,Oscar Street & Terrace Street,29,nearest_address
2588,19HH60,Terrace St,100 Terrace St,IS,,1908740154,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=856; METERED_FL=U; PLACEMENT=MIGRATED,19HH60,,,KE,KEK81-A,1998,,,,1,,1177632000000,mulline,1231459200000,{B9A13CBA-EFC6-5C0A-AFF9-F59B78BACEA6},-71.098021249999988,42.328689294000071,100 (STREET_FEA 4137),STREET_FEA 4137,56,derived_50_100_ft,boston-sam,134497,100 Terrace St,Terrace St,42.32864867,-71.09782060,New Cedar Street & Terrace Street,46,nearest_address
2657,19HH22,Calumet St,190 Calumet St,IS,,1908740138,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2018; METERED_FL=U; PLACEMENT=MIGRATED,19HH22,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{4438F256-FCA4-502D-879B-2DF509032321},-71.101115961999938,42.329267511000069,186-188 (STREET_FEA 783),STREET_FEA 783,47,derived_0_50_ft,boston-sam,355682,190 Calumet St,Calumet St,42.32928667,-71.10094204,Calumet Street & Harleston Street,266,nearest_address
2684,19HH52,Calumet St,40 Calumet St,IS,,1908740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3278; METERED_FL=U; PLACEMENT=MIGRATED,19HH52,,,DA,ADB-84-B,1988,,,,1,,1177632000000,mulline,1231372800000,{2EEC3180-B543-5312-A622-888085246FDB},-71.105459714999938,42.332598220000079,40 (STREET_FEA 783),STREET_FEA 783,34,derived_0_50_ft,boston-sam,24982,40 Calumet St,Calumet St,42.33256867,-71.10534060,Calumet Street & Darling Street,80,nearest_address
2710,20HH202,Huntington Ave,660 Huntington Ave,IS,,2008740284,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4642; METERED_FL=U; PLACEMENT=blundonr,20HH202,,,MH,MH129,1979,,,,1,,1247616000000,blundonr,1249430400000,{4551999B-229C-55EB-8396-18D6A86A47F6},-71.101300022999965,42.335313926000026,660 (STREET_FEA 2239),STREET_FEA 2239,67,derived_50_100_ft,boston-sam,76398,660 Huntington Ave,Huntington Ave,42.33518810,-71.10148200,Huntington Avenue & Worthington Street,64,nearest_address
2732,20HH148,Huntington Avenue,Near Huntington Avenue & Vancouver Street,IS,,2008740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4279; METERED_FL=U; PLACEMENT=MIGRATED,20HH148,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231804800000,{0D2D4366-F036-521B-A27E-755A4E26BD71},-71.097541124999964,42.336790400000041,553 OPP (STREET_FEA 2239),STREET_FEA 2239,161,intersection_preferred_150_plus_ft,boston-sam,341459,578 Huntington Ave,Huntington Ave,42.33663896,-71.09697776,Huntington Avenue & Vancouver Street,141,nearest_intersection
2888,20HH206,Mcgreevey Way,69 Mcgreevey Way,IS,,2008740288,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5336; METERED_FL=U; PLACEMENT=BlundoNR,20HH206,,,MU,MUCENT,2000,,,,1,,1307318400000,BlundoNR,1307318400000,{81667BE7-F071-5896-B8D8-76DA48E1504D},-71.099066142999959,42.335512110000025,1 (STREET_FEA 5338),STREET_FEA 5338,72,derived_50_100_ft,boston-sam,93440,69 Mcgreevey Way,Mcgreevey Way,42.33564767,-71.09887260,Longwood Avenue & Saint Alphonsus Street,136,nearest_address
2910,19HH42,Hillside St,94 Hillside St,IS,,1908740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=783; METERED_FL=U; PLACEMENT=MIGRATED,19HH42,,,KE,KEK11,1980,,,,1,,1177632000000,blundonr,1255478400000,{3B0ABE94-31CC-5C62-B0DB-F709505897E9},-71.103412048999985,42.330539810000062,85-87 OPP (STREET_FEA 2162),STREET_FEA 2162,39,derived_0_50_ft,boston-sam,74281,94 Hillside St,Hillside St,42.33048867,-71.10354060,Calumet Street & Hillside Street,92,nearest_address
2929,20HH100,Mcgreevey Way,1-15 Mcgreevey Way,IS,,2008740201,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5514; METERED_FL=U; PLACEMENT=MIGRATED,20HH100,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1231891200000,{1AC3D8ED-52D4-5B8B-83F7-18CE3DFCE2C3},-71.096383412999955,42.334455460000072,STREET_FEA 2994,STREET_FEA 2994,46,derived_0_50_ft,boston-sam,352938,1-15 Mcgreevey Way,Mcgreevey Way,42.33458057,-71.09636327,Mcgreevey Way & Turquoise Way,154,nearest_address
2960,20HH104,Cornelia St,7-21 Cornelia St,IS,,2008740153,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5336; METERED_FL=U; PLACEMENT=MIGRATED,20HH104,,,KE,KEK81-A,2008,,,,1,,1177632000000,mulline,1231891200000,{7EBC7560-120F-5D2A-AC4E-051BDBBB19D8},-71.098452181999960,42.335244880000062,STREET_FEA 5338,STREET_FEA 5338,145,derived_100_150_ft,boston-sam,353129,7-21 Cornelia St,Cornelia St,42.33489176,-71.09870237,Cornelia Court & McGreevey Way,57,nearest_address
2995,20GH14,Saint Albans Rd,26 Saint Albans Rd,IS,1099872000000,2007740108,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2878; METERED_FL=U; PLACEMENT=MIGRATED,20GH14,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1231804800000,{4791A29B-5E22-506F-9709-382031B1E3BD},-71.107026434999966,42.333805393000034,28 (STREET_FEA 3739),STREET_FEA 3739,30,derived_0_50_ft,boston-sam,341270,26 Saint Albans Rd,Saint Albans Rd,42.33377177,-71.10692440,Mission Park Drive & Saint Albans Road,95,nearest_address
3067,19GH95,Ellingwood St,27-49 Ellingwood St,IS,,1907740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1555; METERED_FL=U; PLACEMENT=MIGRATED,19GH95,,,US,USMET250,1987,,,,1,,1177632000000,mulline,1231372800000,{55CC2913-A8E6-507A-9E00-78EC55DA2B09},-71.108510441999954,42.328570130000060,25 (STREET_FEA 1490),STREET_FEA 1490,54,derived_50_100_ft,boston-sam,52905,27-49 Ellingwood St,Ellingwood St,42.32871767,-71.10852260,Eugene Circle & Heath Street,307,nearest_address
3082,19GH28,Huntington Ave,878 Huntington Ave,IS,,1907740018,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=55; METERED_FL=U; PLACEMENT=MIGRATED,19GH28,,,US,USMET250,1987,,,,1,,1177632000000,blundonr,1255478400000,{92481072-5C0F-5E94-B105-2190B16DC924},-71.111181085999988,42.332413111000051,878 (STREET_FEA 2241),STREET_FEA 2241,38,derived_0_50_ft,boston-sam,76466,878 Huntington Ave,Huntington Ave,42.33233867,-71.11108061,Colburn Street & Huntington Avenue,49,nearest_address
3152,19GH58,Parker Hill Ave,80 Parker Hill Ave,IS,631152000000,1907740115,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1667; METERED_FL=U; PLACEMENT=MIGRATED,19GH58,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231372800000,{22A1D09F-7DEC-54C9-B490-B18B02B2E051},-71.108401969999989,42.330528489000073,91 (STREET_FEA 3226),STREET_FEA 3226,95,derived_50_100_ft,boston-sam,108002,80 Parker Hill Ave,Parker Hill Ave,42.33075867,-71.10857061,Fisher Avenue & Parker Hill Avenue,38,nearest_address
3160,20GH16,Fenwood Rd,17 Fenwood Rd,IS,,2007740102,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3739; METERED_FL=U; PLACEMENT=MIGRATED,20GH16,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1231804800000,{EDBCDD35-7453-5035-8227-3FDEFF452938},-71.106256999999971,42.334278335000079,17 (STREET_FEA 1642),STREET_FEA 1642,49,derived_0_50_ft,boston-sam,57567,17 Fenwood Rd,Fenwood Rd,42.33434867,-71.10610060,Fenwood Road & Saint Albans Road,128,nearest_address
3184,20IH16,Annunciation Rd,40-48 Annunciation Rd,IS,,2009740133,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3408; METERED_FL=U; PLACEMENT=MIGRATED,20IH16,,,MU,MUCENT,1988,,,,1,,1177632000000,pullenn,1252540800000,{A92ABC08-D979-5376-AA11-8EECC8B79210},-71.092593582999939,42.335652883000080,40 (STREET_FEA 259),STREET_FEA 259,61,derived_50_100_ft,boston-sam,3698,40-48 Annunciation Rd,Annunciation Rd,42.33549867,-71.09250060,Annunciation Road & Parker Street,614,nearest_address
3320,20HH8,Tremont St,1643-1649 Tremont St,IS,1059350400000,2008740235,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=783; METERED_FL=U; PLACEMENT=MIGRATED,20HH8,,,MU,MUCENT,1993,,,,1,,1177632000000,mulline,1231891200000,{03254C48-066A-5452-BD87-55214D8E5524},-71.104293319999954,42.333924624000076,1643 OPP (STREET_FEA 4214),STREET_FEA 4214,85,derived_50_100_ft,boston-sam,170530,1643-1649 Tremont St,Tremont St,42.33414300,-71.10417879,Huntington Avenue & Tremont Street,124,nearest_address
3384,19HH148,Tremont St,1456 Tremont St,IS,738892800000,1908740037,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3225; METERED_FL=U; PLACEMENT=MIGRATED,19HH148,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{41B908DA-C26B-58D2-BF9F-1BF1207E30F5},-71.097289591999981,42.331701426000052,1456 (STREET_FEA 4214),STREET_FEA 4214,60,derived_50_100_ft,boston-sam,136840,1456 Tremont St,Tremont St,42.33157867,-71.09744060,Parker Street & Tremont Street,48,nearest_address
3409,18HH96,Terrace St,165 Terrace St,IS,,1808740040,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3039; METERED_FL=U; PLACEMENT=MIGRATED,18HH96,,,US,USMET250,1991,,,,1,,1177632000000,blundonr,1255478400000,{9B167C2A-9ACD-5ED0-9FEB-BFD1D1BA0BDA},-71.099859806999973,42.326495335000061,STREET_FEA 3225,STREET_FEA 3225,85,derived_50_100_ft,boston-sam,134512,165 Terrace St,Terrace St,42.32654367,-71.09955160,Heath Street Rotary & New Heath Street,100,nearest_address
3506,20IH181,Annunciation Rd,50-58 Annunciation Rd,IS,,2009740258,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3223; METERED_FL=U; PLACEMENT=MIGRATED,20IH181,,,MU,MUCENT,1997,,,,1,,1177632000000,blundonr,1244419200000,{FA6C1EC4-F214-5C92-BFAA-4AA09998FC81},-71.092503799999974,42.334874587000058,44 (STREET_FEA 259),STREET_FEA 259,126,derived_100_150_ft,boston-sam,3699,50-58 Annunciation Rd,Annunciation Rd,42.33508867,-71.09287060,Albert Street & Prentiss Street,500,nearest_address
3512,19GH56,Iroquois Street,Near Iroquois Street & Sachem Street,IS,,1907740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3734; METERED_FL=U; PLACEMENT=MIGRATED,19GH56,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231372800000,{97F6BBE4-B980-5F3F-A99D-188DF7A2F8E5},-71.107722457999955,42.330348938000043,101 (STREET_FEA 3226),STREET_FEA 3226,234,intersection_preferred_150_plus_ft,boston-sam,340758,91-109 Parker Hill Ave,Parker Hill Ave,42.32973391,-71.10797601,Iroquois Street & Sachem Street,220,nearest_intersection
3543,19GH57,Parker Hill Ave,80 Parker Hill Ave,IS,,1907740067,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3734; METERED_FL=U; PLACEMENT=MIGRATED,19GH57,,,WA,WAWB67P,1988,,,,1,,1177632000000,mulline,1231372800000,{189BF5EC-F427-5904-BDAB-3C10FC6761E5},-71.108312382999941,42.330510919000062,101 (STREET_FEA 3226),STREET_FEA 3226,114,derived_100_150_ft,boston-sam,108002,80 Parker Hill Ave,Parker Hill Ave,42.33075867,-71.10857061,Fisher Avenue & Parker Hill Avenue,61,nearest_address
3555,19HH176,Saint Alphonsus St,129 Saint Alphonsus St,IS,,1908740193,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4213; METERED_FL=U; PLACEMENT=mulline,19HH176,,,DA,ADB-84-B,1990,,,,1,,1247616000000,blundonr,1249430400000,{B673EDC6-745E-5B9E-BC94-81DCB23CB531},-71.101462327999968,42.332883323000033,129 (STREET_FEA 3741),STREET_FEA 3741,35,derived_0_50_ft,boston-sam,169918,129 Saint Alphonsus St,Saint Alphonsus St,42.33286656,-71.10159180,Saint Alphonsus Street & Tremont Street,51,nearest_address
3603,19GH64,Hillside St,200 Hillside St,IS,,1907740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3226; METERED_FL=U; PLACEMENT=MIGRATED,19GH64,,,KE,KEK81-A,2003,,,,1,,1177632000000,mulline,1231372800000,{DB589E87-0FD2-5292-A086-537FC72130C2},-71.109419081999988,42.332076919000031,STREET_FEA 2162,STREET_FEA 2162,45,derived_0_50_ft,boston-sam,460163,200 Hillside St,Hillside St,42.33196106,-71.10936510,Copenger Street & Parker Hill Avenue,50,nearest_address
3614,19GH66,Eldora St,12 Eldora St,IS,,1907740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4075; METERED_FL=U; PLACEMENT=MIGRATED,19GH66,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231372800000,{B5E20060-F46B-5B26-AB88-2A8CEBB3E741},-71.107943348999981,42.331311739000057,12 (STREET_FEA 1472),STREET_FEA 1472,36,derived_0_50_ft,boston-sam,52622,12 Eldora St,Eldora St,42.33121867,-71.10790061,Eldora Street & Sunset Street,170,nearest_address
3615,19GH50,Parker Hill Ter,3 Parker Hill Ter,IS,,1907740040,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3226; METERED_FL=U; PLACEMENT=MIGRATED,19GH50,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231372800000,{5176AAD1-5F84-56E7-B7BA-E3024E68AA03},-71.110250354999948,42.331460904000039,3 OPP (STREET_FEA 3227),STREET_FEA 3227,63,derived_50_100_ft,boston-sam,108007,3 Parker Hill Ter,Parker Hill Ter,42.33162867,-71.11031061,Parker Hill Avenue & Parker Hill Terrace,177,nearest_address
3638,19GH60,Sunset St,13-15 Sunset St,IS,,1907740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1472; METERED_FL=U; PLACEMENT=MIGRATED,19GH60,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231372800000,{F09331FD-F65F-5255-87B1-D5539851B97E},-71.108731916999943,42.331188168000040,13-15 (STREET_FEA 4075),STREET_FEA 4075,43,derived_0_50_ft,boston-sam,132704,13-15 Sunset St,Sunset St,42.33128067,-71.10883261,Eldora Street & Sunset Street,132,nearest_address
3851,20HH88,Smith St,14-24 Smith St,IS,,2008740271,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5514; METERED_FL=U; PLACEMENT=MIGRATED,20HH88,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1231891200000,{8C6C36F7-38B9-59A0-8DA6-50873442F855},-71.097358645999975,42.333172912000066,STREET_FEA 3919,STREET_FEA 3919,88,derived_50_100_ft,boston-sam,422147,14-24 Smith St,Smith St,42.33307043,-71.09765499,Smith Street & Turquoise Way,138,nearest_address
3967,19HH26,Iroquois St,11 Iroquois St,IS,,1908740106,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=783; METERED_FL=U; PLACEMENT=MIGRATED,19HH26,,,MH,MH929,1988,,,,1,,1177632000000,mulline,1231459200000,{5037CD3A-B1F7-55F3-B18C-40B4257F9F81},-71.103297078999958,42.329918196000051,11 (STREET_FEA 2279),STREET_FEA 2279,40,derived_0_50_ft,boston-sam,78869,11 Iroquois St,Iroquois St,42.33002867,-71.10328060,Calumet Street & Iroquois Street,183,nearest_address
4063,20GH4,Colburn Street,Near Colburn Street & Huntington Avenue,IS,,2007740105,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2241; METERED_FL=U; PLACEMENT=MIGRATED,20GH4,,,MU,MUCENT,2005,,,,1,,1177632000000,mulline,1231804800000,{ADEA0FDF-5612-51E0-ACD9-1C344B9D554B},-71.111497637999946,42.333716151000033,352 (STREET_FEA 3614),STREET_FEA 3614,171,intersection_preferred_150_plus_ft,boston-sam,169210,364 Riverway,Riverway,42.33324767,-71.11147961,Colburn Street & Huntington Avenue,434,nearest_intersection
4137,19HH40,Hillside St,74 Hillside St,IS,,1908740092,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2162; METERED_FL=U; PLACEMENT=MIGRATED,19HH40,,,KE,KEK11,1980,,,,1,,1177632000000,blundonr,1255478400000,{593F311B-9DB6-5891-A685-EDB6D51FA6E5},-71.102467400999956,42.330331304000026,74 (STREET_FEA 3355),STREET_FEA 3355,37,derived_0_50_ft,boston-sam,74267,74 Hillside St,Hillside St,42.33022867,-71.10246060,Hillside Street & Pontiac Street,48,nearest_address
4193,19HH162,Gurney St,30 Gurney St,IS,,1908740021,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1956; METERED_FL=U; PLACEMENT=MIGRATED,19HH162,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{C3B549EB-2C56-5DC6-85CC-FE2566FCB977},-71.095791844999951,42.332264602000066,STREET_FEA 4138,STREET_FEA 4138,60,derived_50_100_ft,boston-sam,343235,30 Gurney St,Gurney St,42.33218302,-71.09598590,Gurney Street & Terrace Street,242,nearest_address
4261,19HH78,Saint Alphonsus St,170 Saint Alphonsus St,IS,,1908740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=783; METERED_FL=U; PLACEMENT=MIGRATED,19HH78,,,MH,MH929,1988,,,,1,,1177632000000,mulline,1231372800000,{0FC69874-92A1-5675-BBA3-C0072D889B7C},-71.102159634999964,42.331590195000047,170 (STREET_FEA 3741),STREET_FEA 3741,42,derived_0_50_ft,boston-sam,120523,170 Saint Alphonsus St,Saint Alphonsus St,42.33150867,-71.10205060,Alleghany Street & Saint Alphonsus Street,38,nearest_address
4310,19HH118,Gore St,2 Gore St,IS,,1908740073,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1877; METERED_FL=U; PLACEMENT=MIGRATED,19HH118,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{A8F4409C-83EC-5255-8596-CAF78BD446DB},-71.096442791999948,42.330843089000041,30 (STREET_FEA 4137),STREET_FEA 4137,96,derived_50_100_ft,boston-sam,65540,2 Gore St,Gore St,42.33070867,-71.09675060,Gore Street & Terrace Street,40,nearest_address
4336,20HH130,Annunciation Rd,60-68 Annunciation Rd,IS,,2008740180,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3223; METERED_FL=U; PLACEMENT=MIGRATED,20HH130,,,MU,MUCENT,1988,,,,1,,1177632000000,blundonr,1244419200000,{141ABA37-5AF7-5B42-9E35-70AAAC506053},-71.093214736999983,42.334886929000049,60 (STREET_FEA 259),STREET_FEA 259,87,derived_50_100_ft,boston-sam,3701,60-68 Annunciation Rd,Annunciation Rd,42.33464867,-71.09321060,Halleck Street & Prentiss Street,420,nearest_address
4337,18HH104,Terrace St,166 Terrace St,IS,,1808740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4137; METERED_FL=U; PLACEMENT=MIGRATED,18HH104,,,WA,WAWB67P,1989,,,,1,,1177632000000,palaciolv,1231718400000,{8A112F7A-AB92-5FB4-84B4-7570950855DF},-71.098988127999974,42.326408817000072,STREET_FEA 3039,STREET_FEA 3039,123,derived_100_150_ft,boston-sam,134513,166 Terrace St,Terrace St,42.32661167,-71.09862160,New Heath Street & Terrace Street,28,nearest_address
4596,20HH110,Halleck Street,Near Halleck Street & Prentiss Street,IS,,2008740241,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3377; METERED_FL=U; PLACEMENT=MIGRATED,20HH110,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1231891200000,{487229EF-2811-593F-B578-FB636AAD59D9},-71.094154026999945,42.333776906000026,STREET_FEA 1980,STREET_FEA 1980,164,intersection_preferred_150_plus_ft,boston-sam,341696,31-41 Prentiss St,Prentiss St,42.33397840,-71.09360787,Halleck Street & Prentiss Street,59,nearest_intersection
4607,18HH70,Wensley St,65 Wensley St,IS,,1808740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=521; METERED_FL=U; PLACEMENT=MIGRATED,18HH70,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1231718400000,{42085C5F-41CC-5FAC-937B-A9E2ECEC14A0},-71.102657665999971,42.327260540000054,65 OPP (STREET_FEA 4449),STREET_FEA 4449,86,derived_50_100_ft,boston-sam,147799,65 Wensley St,Wensley St,42.32746866,-71.10281060,Bickford Avenue & Wensley Street,27,nearest_address
4914,20HH108,Gurney Street,Near Gurney Street & Halleck Street,IS,,2008740267,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4000; METERED_FL=U; PLACEMENT=MIGRATED,20HH108,,,WA,WAWB67P,1988,,,,1,,1177632000000,mulline,1231891200000,{BBDC322E-CDDE-58B4-A750-E9EDCB03FA13},-71.094671389999974,42.333204167000076,STREET_FEA 1980,STREET_FEA 1980,205,intersection_preferred_150_plus_ft,boston-sam,68209,133 Halleck St,Halleck St,42.33304167,-71.09540160,Gurney Street & Halleck Street,185,nearest_intersection
5035,20HH96,Parker St,632 Parker St,IS,,2008740260,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5201; METERED_FL=U; PLACEMENT=MIGRATED,20HH96,,,KE,KEK81-A,1997,,,,1,,1177632000000,mulline,1231891200000,{EE58BD91-D280-530C-803F-722B39D2A1D8},-71.095865601999947,42.333446267000056,STREET_FEA 3225,STREET_FEA 3225,81,derived_50_100_ft,boston-sam,459253,632 Parker St,Parker St,42.33324024,-71.09574944,Horadan Way & Parker Street,23,nearest_address
5068,19HH34,Parker St,805 Parker St,IS,,1908740151,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2162; METERED_FL=U; PLACEMENT=MIGRATED,19HH34,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231459200000,{DF0604FA-F890-5FD2-BCFC-095F49C5ADE0},-71.099063834999981,42.328775611000026,805 (STREET_FEA 3225),STREET_FEA 3225,41,derived_0_50_ft,boston-sam,107875,805 Parker St,Parker St,42.32880867,-71.09921060,Hillside Street & Parker Street,140,nearest_address
5120,19HH16,Parker Hill Ave,152-154 Parker Hill Ave,IS,,1908740129,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5276; METERED_FL=U; PLACEMENT=MIGRATED,19HH16,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231459200000,{C47BED6A-1FD2-5B28-96A8-49FAAFB7C8B7},-71.104612668999948,42.329475804000026,152-154 OP (STREET_FEA 3226),STREET_FEA 3226,95,derived_50_100_ft,boston-sam,107954,152-154 Parker Hill Ave,Parker Hill Ave,42.32973067,-71.10467960,Hillside Street & Oswald Street,501,nearest_address
5197,19HH164,Mindoro Street,Near Mindoro Street & Station Street,IS,,1908740011,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2871; METERED_FL=U; PLACEMENT=MIGRATED,19HH164,,,KE,KEK81-A,1995,,,,1,,1177632000000,mulline,1231372800000,{13BB142B-BCD6-53D2-BA9C-48E9BF38A194},-71.094521485999962,42.332561153000029,STREET_FEA 4000,STREET_FEA 4000,193,intersection_preferred_150_plus_ft,boston-sam,437879,1 Halleck St,Halleck St,42.33242170,-71.09521208,Mindoro Street & Station Street,37,nearest_intersection
5201,20HH26,Worthington St,16 Worthington St,IS,,2008740224,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4214; METERED_FL=U; PLACEMENT=MIGRATED,20HH26,,,DA,ADB-84-B,1990,,,,1,,1177632000000,mulline,1231891200000,{DF3CD1AE-5A99-5CCB-B804-38B4BD9228D9},-71.102268564999974,42.334181314000034,16 (STREET_FEA 4642),STREET_FEA 4642,36,derived_0_50_ft,boston-sam,152829,16 Worthington St,Worthington St,42.33421867,-71.10239060,Smith Street & Worthington Street,237,nearest_address
5235,20HH10,Huntington Ave,724-742 Huntington Ave,IS,,2008740238,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=783; METERED_FL=U; PLACEMENT=MIGRATED,20HH10,,,MU,MUCENT,2000,,,,1,,1177632000000,mulline,1231891200000,{28AACFC4-2748-53AF-97AE-2483124E5C79},-71.105266464999943,42.333840414000065,724 (STREET_FEA 2241),STREET_FEA 2241,61,derived_50_100_ft,boston-sam,76411,724-742 Huntington Ave,Huntington Ave,42.33384967,-71.10503860,Fenwood Road & Huntington Avenue,98,nearest_address
5386,20GH72,Vining St,20A Vining St,IS,1370044800000,2007740142,,,AS BUILT,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=1642; METERED_FL=U; PLACEMENT=blundonr,20GH72,,,KE,KEK81-A,2011,,,,1,,1386115200000,blundonr,1386115200000,{21A925C9-DC6E-5092-BE41-A1BFC057CEA5},-71.108224084999961,42.334504881000043,20A (STREET_FEA 4316),STREET_FEA 4316,60,derived_50_100_ft,boston-sam,344350,20A Vining St,Vining St,42.33456967,-71.10842948,Kempton Street & Mission Park Drive,179,nearest_address
