objectid,facilityid,streetname,address,lifecyclestatus,source_lifecyclestatus_assumption,owner,comments,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,globalid,lon,lat,source,source_exported_at,source_record_number,source_x,source_y,source_projection,facilityid_basis,water_nd,record_id,node_type,person,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
536,STH-HYD-5CC2E3E73E,Daniel Drive,6 Daniel Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0536-5CC2E3E73E,-71.09205427,42.46882538,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,536,766233.500000,2996135.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2633,5830,HYD,FEITIAN,,,55,derived_50_100_ft,massgis-stoneham,2614975,6 Daniel Drive,Daniel Drive,42.46892941,-71.09190499,,,nearest_address
537,STH-HYD-8BD330DE8F,Dapper Darby Drive,23 Dapper Darby Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0537-8BD330DE8F,-71.09311631,42.46879964,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,537,765947.000000,2996124.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2636,6564,HYD,,,,49,derived_0_50_ft,massgis-stoneham,2612978,23 Dapper Darby Drive,Dapper Darby Drive,42.46879016,-71.09329761,,,nearest_address
538,STH-HYD-F97762FB44,Citation Avenue,10 Citation Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0538-F97762FB44,-71.08759790,42.46877796,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,538,767435.937500,2996124.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2637,5982,HYD,FEITIAN,,,51,derived_50_100_ft,massgis-stoneham,2609060,10 Citation Avenue,Citation Avenue,42.46873278,-71.08741722,,,nearest_address
539,STH-HYD-811C6FC702,Main Street,577 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0539-811C6FC702,-71.10067977,42.46877740,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,539,763906.375000,2996107.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2640,4235,HYD,YVETTE,,,70,derived_50_100_ft,massgis-stoneham,2609939,577 Main Street,Main Street,42.46864934,-71.10087675,,,nearest_address
540,STH-HYD-60F4EBC2EA,Perkins Street,45 Perkins Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0540-60F4EBC2EA,-71.07981980,42.46857493,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,540,769534.875000,2996060.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2646,5535,HYD,FEITIAN,,,52,derived_50_100_ft,massgis-stoneham,2614025,45 Perkins Street,Perkins Street,42.46843943,-71.07987932,,,nearest_address
541,STH-HYD-536AD8DF53,Fallon Road,221 Fallon Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0541-536AD8DF53,-71.10880178,42.46867081,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,541,761715.187500,2996058.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2647,4103,HYD,YVETTE,,,90,derived_50_100_ft,massgis-stoneham,2614654,221 Fallon Road,Fallon Road,42.46888514,-71.10896815,,,nearest_address
542,STH-HYD-B8F44E73BB,Fallon Road,200 Fallon Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0542-B8F44E73BB,-71.11202052,42.46863299,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,542,760846.812500,2996040.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2651,4095,HYD,YVETTE,,,241,intersection_preferred_150_plus_ft,massgis-stoneham,4350048,200 Fallon Road,Fallon Road,42.46797341,-71.11192480,,,nearest_address
543,STH-HYD-8D09CF242B,Fallon Road,225 Fallon Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0543-8D09CF242B,-71.11083862,42.46860087,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,543,761165.750000,2996030.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2652,4101,HYD,YVETTE,,,249,intersection_preferred_150_plus_ft,massgis-stoneham,2613805,225 Fallon Road,Fallon Road,42.46925617,-71.11057199,,,nearest_address
544,STH-HYD-406B410BA7,Kenwood Avenue,10 Kenwood Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0544-406B410BA7,-71.10224183,42.46840070,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,544,763485.562500,2995967.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2665,4243,HYD,YVETTE,,,37,derived_0_50_ft,massgis-stoneham,2610931,10 Kenwood Avenue,Kenwood Avenue,42.46831955,-71.10215735,,,nearest_address
545,STH-HYD-13A483575F,Avalon Road,26 Avalon Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0545-13A483575F,-71.08453395,42.46831007,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,545,768263.437500,2995957.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2668,5961,HYD,FEITIAN,,,46,derived_0_50_ft,massgis-stoneham,2615449,26 Avalon Road,Avalon Road,42.46820783,-71.08443516,,,nearest_address
546,STH-HYD-512035F6F9,Orchard Street,10 Orchard Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0546-512035F6F9,-71.10573853,42.46828992,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,546,762542.312500,2995923.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2673,4252,HYD,YVETTE,,,107,derived_100_150_ft,massgis-stoneham,2613557,10 Orchard Street,Orchard Street,42.46854053,-71.10553222,,,nearest_address
547,STH-HYD-7F5758D2B7,Rockville Park,5 Rockville Park,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0547-7F5758D2B7,-71.10468279,42.46823554,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,547,762827.250000,2995904.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2677,4250,HYD,YVETTE,,,115,derived_100_150_ft,massgis-stoneham,2612244,5 Rockville Park,Rockville Park,42.46854173,-71.10457049,,,nearest_address
548,STH-HYD-A3AC8BFAAC,Stonewood Avenue,4 Stonewood Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0548-A3AC8BFAAC,-71.08385885,42.46814711,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,548,768445.875000,2995899.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2679,6171,HYD,,,,38,derived_0_50_ft,massgis-stoneham,2615711,4 Stonewood Avenue,Stonewood Avenue,42.46824046,-71.08379166,,,nearest_address
549,STH-HYD-8FD2B3A06D,Mauriello Drive,11 Mauriello Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0549-8FD2B3A06D,-71.10300173,42.46812686,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,549,763281.000000,2995867.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2684,6339,HYD,,,,36,derived_0_50_ft,massgis-stoneham,2613586,11 Mauriello Drive,Mauriello Drive,42.46802890,-71.10299811,,,nearest_address
550,STH-HYD-7651FAFCAB,Sparhawk Circle,19 Sparhawk Circle,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0550-7651FAFCAB,-71.08801474,42.46783894,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,550,767325.125000,2995781.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2691,5988,HYD,FEITIAN,,,82,derived_50_100_ft,massgis-stoneham,2610171,19 Sparhawk Circle,Sparhawk Circle,42.46806538,-71.08801715,,,nearest_address
551,STH-HYD-EE0BB4C09E,Gorham Avenue,61 Gorham Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0551-EE0BB4C09E,-71.09716194,42.46776359,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,551,764857.250000,2995742.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2705,5767,HYD,FEITIAN,,,39,derived_0_50_ft,massgis-stoneham,2611505,61 Gorham Avenue,Gorham Avenue,42.46766374,-71.09720982,,,nearest_address
552,STH-HYD-E65571C397,Gorham Avenue,17 Gorham Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0552-E65571C397,-71.09903175,42.46773101,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,552,764352.812500,2995727.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2706,6146,HYD,,,,31,derived_0_50_ft,massgis-stoneham,2614501,17 Gorham Avenue,Gorham Avenue,42.46766969,-71.09911328,,,nearest_address
553,STH-HYD-3FCC599132,Mauriello Drive,23 Mauriello Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0553-3FCC599132,-71.10147738,42.46755907,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,553,763693.250000,2995662.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2710,6336,HYD,,,,60,derived_50_100_ft,massgis-stoneham,2613810,23 Mauriello Drive,Mauriello Drive,42.46759647,-71.10125918,,,nearest_address
554,STH-HYD-8CBB19E255,Perkins Street,59 Perkins Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0554-8CBB19E255,-71.07963882,42.46726263,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,554,769586.062500,2995582.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2713,5380,HYD,FEITIAN,,,59,derived_50_100_ft,massgis-stoneham,2614059,59 Perkins Street,Perkins Street,42.46725676,-71.07985663,,,nearest_address
555,STH-HYD-D4524C8F11,Wilson Road,26 Wilson Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0555-D4524C8F11,-71.09778421,42.46727870,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,555,764690.187500,2995564.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2715,5885,HYD,FEITIAN,,,50,derived_0_50_ft,massgis-stoneham,2612029,26 Wilson Road,Wilson Road,42.46739713,-71.09769085,,,nearest_address
556,STH-HYD-359EA94BD5,Stockwell Road,3 Stockwell Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0556-359EA94BD5,-71.08265403,42.46720567,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,556,768772.625000,2995557.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2717,5484,HYD,FEITIAN,,,68,derived_50_100_ft,massgis-stoneham,2615625,3 Stockwell Road,Stockwell Road,42.46706528,-71.08282316,,,nearest_address
557,STH-HYD-289FC81E7B,Wilson Road,4 Wilson Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0557-289FC81E7B,-71.10026336,42.46726195,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,557,764021.312500,2995555.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2719,4276,HYD,YVETTE,,,48,derived_0_50_ft,massgis-stoneham,4237932,4 Wilson Road,Wilson Road,42.46735994,-71.10014413,,,nearest_address
558,STH-HYD-5A0693FE53,Wilson Road,33 Wilson Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0558-5A0693FE53,-71.09666249,42.46715061,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,558,764993.062500,2995519.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2731,5786,HYD,FEITIAN,,,54,derived_50_100_ft,massgis-stoneham,2614737,33 Wilson Road,Wilson Road,42.46708641,-71.09684516,,,nearest_address
559,STH-HYD-1E42A505E2,Martin Louis Way,5 Martin Louis Way,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0559-1E42A505E2,-71.08074211,42.46705742,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,559,769288.750000,2995506.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2735,6261,HYD,,,,87,derived_50_100_ft,massgis-stoneham,2613939,5 Martin Louis Way,Martin Louis Way,42.46724742,-71.08054670,,,nearest_address
560,STH-HYD-AC6166A834,Fairview Road,29 Fairview Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0560-AC6166A834,-71.09874994,42.46709547,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,560,764429.937500,2995496.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2737,6142,HYD,,,,50,derived_0_50_ft,massgis-stoneham,4273401,29 Fairview Road,Fairview Road,42.46699285,-71.09887236,,,nearest_address
561,STH-HYD-7087C83F52,Citation Avenue,25 Citation Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0561-7087C83F52,-71.08630529,42.46704666,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,561,767787.750000,2995494.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2738,6011,HYD,FEITIAN,,,45,derived_0_50_ft,massgis-stoneham,2610210,25 Citation Avenue,Citation Avenue,42.46692418,-71.08629388,,,nearest_address
562,STH-HYD-47D380893A,Mauriello Drive,5 Mauriello Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0562-47D380893A,-71.10453784,42.46700641,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,562,762868.437500,2995456.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2743,4260,HYD,YVETTE,,,427,intersection_preferred_150_plus_ft,massgis-stoneham,2609531,5 Mauriello Drive,Mauriello Drive,42.46806213,-71.10384289,,,nearest_address
563,STH-HYD-D46BED8720,Main Street,607 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0563-D46BED8720,-71.10071556,42.46678057,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,563,763900.125000,2995379.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2755,4329,HYD,YVETTE,,,76,derived_50_100_ft,massgis-stoneham,2615798,607 Main Street,Main Street,42.46669054,-71.10097246,,,nearest_address
