facilityid,streetname,address,lifecyclestatus,address_distance_ft,lon,lat,source,source_pulled_at,source_address,source_streetname,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
HYD-00140.0,Burma Road,20 Burma Road,In Service,48,-71.02866585996887,42.406899150431194,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,14 Burma Road,Burma Road,derived_0_50_ft,massgis-chelsea,3684903,20 Burma Road,Burma Road,42.40680141,-71.02878838,Exeter Street & Saipan Road,162,nearest_address
HYD-00141.0,Garfield Avenue,114 Garfield Avenue,In Service,52,-71.02955676343011,42.40730433480277,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,114 Garfield Avenue,Garfield Avenue,derived_50_100_ft,massgis-chelsea,3691121,114 Garfield Avenue,Garfield Avenue,42.40731462,-71.02974934,Exeter Street & Garfield Avenue,92,nearest_address
HYD-00142.0,Adams Street,24 Adams Street,In Service,77,-71.02912784037895,42.40481313562672,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,26 Adams Street,Adams Street,derived_50_100_ft,massgis-chelsea,3688397,24 Adams Street,Adams Street,42.40502360,-71.02910335,Adams Street & Revere Beach Parkway,100,nearest_address
HYD-00143.0,Webster Court,3 Webster Court,In Service,101,-71.02725522470678,42.403620926819066,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,3 Webster Court,Webster Court,derived_100_150_ft,massgis-chelsea,3688640,3 Webster Court,Webster Court,42.40367906,-71.02762425,Locke Street & Webster Court,23,nearest_address
HYD-00144.0,Addison Street,127 Addison Street,In Service,51,-71.03645233410414,42.400054470386024,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,127 Addison Street,Addison Street,derived_50_100_ft,massgis-chelsea,3692292,127 Addison Street,Addison Street,42.40019235,-71.03641577,Addison Street & Maple Street,244,nearest_address
HYD-00145.0,Bloomingdale Street,13 Bloomingdale Street,In Service,74,-71.031821384608,42.39797561325887,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,13 Bloomingdale Street,Bloomingdale Street,derived_50_100_ft,massgis-chelsea,3684729,13 Bloomingdale Street,Bloomingdale Street,42.39801410,-71.03154975,Bloomingdale Street & Eden Street,49,nearest_address
HYD-00146.0,Eden Street,38 Eden Street,In Service,26,-71.03251705625917,42.397562110371766,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,38 Eden Street,Eden Street,derived_0_50_ft,massgis-chelsea,3689216,38 Eden Street,Eden Street,42.39751697,-71.03259357,Eden Street & Orange Street,44,nearest_address
HYD-00147.0,Spruce Street,314 Spruce Street,In Service,49,-71.03361354347689,42.39865060490537,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,314 Spruce Street,Spruce Street,derived_0_50_ft,massgis-chelsea,3687593,314 Spruce Street,Spruce Street,42.39878625,-71.03361392,Orange Street & Spruce Street,27,nearest_address
HYD-00148.0,Heard Street,30 Heard Street,In Service,41,-71.03383015607669,42.39613116228421,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,30 Heard Street,Heard Street,derived_0_50_ft,massgis-chelsea,3689387,30 Heard Street,Heard Street,42.39603208,-71.03390543,Arlington Street & Heard Street,35,nearest_address
HYD-00149.0,Highland Street,181 Highland Street,In Service,80,-71.02817116142413,42.39320010852531,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,181 Highland Street,Highland Street,derived_50_100_ft,massgis-chelsea,3694652,181 Highland Street,Highland Street,42.39298698,-71.02809333,Gerrish Avenue & Highland Street,57,nearest_address
HYD-00150.0,Poplar Street,190 Poplar Street,In Service,84,-71.0353328579118,42.393777693943825,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,190 Poplar Street,Poplar Street,derived_50_100_ft,massgis-chelsea,3687292,190 Poplar Street,Poplar Street,42.39395939,-71.03513820,Fifth Street & Poplar Street,16,nearest_address
HYD-00151.0,Walnut Street,177 Walnut Street,In Service,128,-71.03605599541888,42.39395027852969,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,177 Walnut Street,Walnut Street,derived_100_150_ft,massgis-chelsea,3687262,177 Walnut Street,Walnut Street,42.39362291,-71.03623283,Fifth Street & Walnut Street,131,nearest_address
HYD-00152.0,Willow Street,80 Willow Street,In Service,27,-71.02683468059485,42.38904899148083,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,80 Willow Street,Willow Street,derived_0_50_ft,massgis-chelsea,3702758,80 Willow Street,Willow Street,42.38912041,-71.02686770,Watts Street & Willow Street,28,nearest_address
HYD-00153.0,Cottage Street,165 Cottage Street,In Service,120,-71.02475246671894,42.38977296946824,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,165 Cottage Street,Cottage Street,derived_100_150_ft,massgis-chelsea,3694265,165 Cottage Street,Cottage Street,42.38945520,-71.02463765,Cottage Street & Silver Line Busway,47,nearest_address
HYD-00154.0,Congress Avenue,250 Congress Avenue,In Service,69,-71.02963987569139,42.387511296466755,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,250 Congress Avenue,Congress Avenue,derived_50_100_ft,massgis-chelsea,3696787,250 Congress Avenue,Congress Avenue,42.38769848,-71.02967972,Congress Avenue & Highland Street,279,nearest_address
HYD-00155.0,Marginal Street,88 Marginal Street,In Service,57,-71.03561999008365,42.38711870737414,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,88 Marginal Street,Marginal Street,derived_50_100_ft,massgis-chelsea,3685380,88 Marginal Street,Marginal Street,42.38726261,-71.03553999,Marginal Street & Shurtleff Street,288,nearest_address
HYD-00156.0,Marginal Street,2 Marginal Street,In Service,42,-71.03836355420061,42.3879483057491,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,2 Marginal Street,Marginal Street,derived_0_50_ft,massgis-chelsea,4544892,2 Marginal Street,Marginal Street,42.38803920,-71.03845688,Marginal Street & Pearl Street,97,nearest_address
HYD-00157.0,Orange Street,152 Orange Street,In Service,36,-71.03676205909004,42.40116799864266,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,152 Orange Street,Orange Street,derived_0_50_ft,massgis-chelsea,3693066,152 Orange Street,Orange Street,42.40107127,-71.03679636,Carter Street & Orange Street,44,nearest_address
HYD-00158.0,Addison Street,23 Addison Street,In Service,26,-71.03275108826146,42.39733464433649,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,23 Addison Street,Addison Street,derived_0_50_ft,massgis-chelsea,3687347,23 Addison Street,Addison Street,42.39736821,-71.03283503,Addison Street & Eden Street,40,nearest_address
HYD-00159.0,Blossom Street,98 Blossom Street,In Service,44,-71.03567214027615,42.398577046775095,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,98 Blossom Street,Blossom Street,derived_0_50_ft,massgis-chelsea,3684627,98 Blossom Street,Blossom Street,42.39860441,-71.03583196,Addison Street & Carmel Street,250,nearest_address
HYD-00160.0,Spruce Street,313 Spruce Street,In Service,24,-71.03351895607733,42.39852448787898,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,313 Spruce Street,Spruce Street,derived_0_50_ft,massgis-chelsea,3689921,313 Spruce Street,Spruce Street,42.39851369,-71.03342919,Orange Street & Spruce Street,41,nearest_address
HYD-00161.0,Orange Street,62 Orange Street,In Service,30,-71.03377588359999,42.39856589508786,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,62 Orange Street,Orange Street,derived_0_50_ft,massgis-chelsea,3687575,62 Orange Street,Orange Street,42.39856163,-71.03388566,Orange Street & Spruce Street,34,nearest_address
HYD-00162.0,Silver Line Busway,Near Silver Line Busway & Spruce Street,In Service,295,-71.03745982478179,42.395793058518834,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,201 Spruce Street,Spruce Street,intersection_preferred_150_plus_ft,massgis-chelsea,3684135,201 Spruce Street,Spruce Street,42.39639412,-71.03672620,Silver Line Busway & Spruce Street,192,nearest_intersection
HYD-00163.0,Heard Street,56 Heard Street,In Service,47,-71.03482717746505,42.396865586727465,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,56 Heard Street,Heard Street,derived_0_50_ft,massgis-chelsea,3701519,56 Heard Street,Heard Street,42.39675934,-71.03492686,Eden Street & Heard Street,223,nearest_address
HYD-00164.0,Blossom Street,35 Blossom Street,In Service,37,-71.0334674487561,42.396925253870315,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,33 Blossom Street,Blossom Street,derived_0_50_ft,massgis-chelsea,4163452,35 Blossom Street,Blossom Street,42.39702574,-71.03348657,Blossom Street & Eden Street,34,nearest_address
HYD-00165.0,Arlington Street,214 Arlington Street,In Service,119,-71.0354645969202,42.39525083317775,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,214 Arlington Street,Arlington Street,derived_100_150_ft,massgis-chelsea,4411932,214 Arlington Street,Arlington Street,42.39537986,-71.03587041,Arlington Street & Silver Line Busway,232,nearest_address
HYD-00166.0,Arlington Street,143 Arlington Street,In Service,67,-71.03793063664467,42.39372926704832,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,143 Arlington Street,Arlington Street,derived_50_100_ft,massgis-chelsea,3688027,143 Arlington Street,Arlington Street,42.39361378,-71.03812643,Arlington Street & Fourth Street,51,nearest_address
HYD-00167.0,Marginal Street,68 Marginal Street,In Service,51,-71.03639733288213,42.38746103752302,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,68 Marginal Street,Marginal Street,derived_50_100_ft,massgis-chelsea,3688983,68 Marginal Street,Marginal Street,42.38758715,-71.03631420,Marginal Street & Shurtleff Street,49,nearest_address
HYD-00168.0,Charles Street,Near Charles Street & Marginal Street,In Service,181,-71.03346655156655,42.386626626736266,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,110 Marginal Street,Marginal Street,intersection_preferred_150_plus_ft,massgis-chelsea,3685097,110 Marginal Street,Marginal Street,42.38688812,-71.03404063,Charles Street & Marginal Street,256,nearest_intersection
HYD-00169.0,Arlington Street,48 Arlington Street,In Service,125,-71.04124408190688,42.391695638088756,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,48 Arlington Street,Arlington Street,derived_100_150_ft,massgis-chelsea,3687891,48 Arlington Street,Arlington Street,42.39193241,-71.04157945,Arlington Street & Second Street,86,nearest_address
HYD-00170.0,Front Street,6 Front Street,In Service,34,-71.04344660931471,42.387026463539435,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,6 Front Street,Front Street,derived_0_50_ft,massgis-chelsea,3685918,6 Front Street,Front Street,42.38710537,-71.04351732,Broadway & Front Street,237,nearest_address
HYD-00171.0,Spencer Avenue,212 Spencer Avenue,In Service,33,-71.02097967461017,42.399872590957386,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,212 Spencer Avenue,Spencer Avenue,derived_0_50_ft,massgis-chelsea,3687325,212 Spencer Avenue,Spencer Avenue,42.39994249,-71.02105793,Louis Street & Spencer Avenue,253,nearest_address
HYD-00172.0,Washington Avenue,592 Washington Avenue,In Service,34,-71.03037105201274,42.410113932690734,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,592 Washington Avenue,Washington Avenue,derived_0_50_ft,massgis-chelsea,3686719,592 Washington Avenue,Washington Avenue,42.41012665,-71.03049550,Annese Road & Washington Avenue,185,nearest_address
HYD-00173.0,Wesley Street,5 Wesley Street,In Service,56,-71.02920173621395,42.40538107523137,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,5 Wesley Street,Wesley Street,derived_50_100_ft,massgis-chelsea,3688663,5 Wesley Street,Wesley Street,42.40530853,-71.02938504,Garfield Avenue & Sagamore Avenue,180,nearest_address
HYD-00175.0,Gardner Street,12 Gardner Street,In Service,74,-71.03040592554443,42.39843197447795,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,12 Gardner Street,Gardner Street,derived_50_100_ft,massgis-chelsea,3692864,12 Gardner Street,Gardner Street,42.39862538,-71.03032557,Cary Avenue & Forsyth Street,145,nearest_address
HYD-00178.0,Eastern Avenue,429 Eastern Avenue,In Service,47,-71.0195674562195,42.40045168545318,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,429 Eastern Avenue,Eastern Avenue,derived_0_50_ft,massgis-chelsea,3698793,429 Eastern Avenue,Eastern Avenue,42.40055393,-71.01946333,Eastern Avenue & Louis Street,51,nearest_address
HYD-00179.0,Eastern Avenue,481 Eastern Avenue,In Service,71,-71.01888024915827,42.402447239250385,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,479 Eastern Avenue,Eastern Avenue,derived_50_100_ft,massgis-chelsea,3689404,481 Eastern Avenue,Eastern Avenue,42.40225658,-71.01892663,Broadway & Clinton Street,85,nearest_address
HYD-00180.0,Washburn Street,52 Washburn Street,In Service,22,-71.01728190367848,42.402085463442454,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,52 Washburn Street,Washburn Street,derived_0_50_ft,massgis-chelsea,3699655,52 Washburn Street,Washburn Street,42.40202476,-71.01728752,Clinton Street & Washburn Street,45,nearest_address
HYD-00181.0,Clark Avenue,226 Clark Avenue,In Service,39,-71.02160732787165,42.4015222761868,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,226 Clark Avenue,Clark Avenue,derived_0_50_ft,massgis-chelsea,3697076,226 Clark Avenue,Clark Avenue,42.40156042,-71.02174111,Clark Avenue & Stockton Street,99,nearest_address
HYD-00182.0,Gillooly Road,87 Gillooly Road,In Service,44,-71.02161451863431,42.402250115401564,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,87 Gillooly Road,Gillooly Road,derived_0_50_ft,massgis-chelsea,3690124,87 Gillooly Road,Gillooly Road,42.40214826,-71.02152429,Gillooly Road & Stockton Street,298,nearest_address
HYD-00184.0,Louis Street,Near Louis Street & Washburn Street,In Service,240,-71.0173246353214,42.39920919608812,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,43 Louis Street,Louis Street,intersection_preferred_150_plus_ft,massgis-chelsea,3685796,43 Louis Street,Louis Street,42.39983250,-71.01702936,Louis Street & Washburn Street,342,nearest_intersection
HYD-00185.0,Dudley Street,33 Dudley Street,In Service,50,-71.02121022435462,42.398464084736304,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,33 Dudley Street,Dudley Street,derived_0_50_ft,massgis-chelsea,3686774,33 Dudley Street,Dudley Street,42.39837446,-71.02106766,Dudley Street & Webster Avenue,137,nearest_address
HYD-00186.0,Cherry Street,192 Cherry Street,In Service,50,-71.0354221375081,42.39270119750349,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,192 Cherry Street,Cherry Street,derived_0_50_ft,massgis-chelsea,3689620,192 Cherry Street,Cherry Street,42.39272174,-71.03560718,Cherry Street & Luther Place,84,nearest_address
HYD-00187.0,Palmer Street,36 Palmer Street,In Service,56,-71.03208505211357,42.409831469153026,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,36 Palmer Street,Palmer Street,derived_50_100_ft,massgis-chelsea,3690010,36 Palmer Street,Palmer Street,42.40968038,-71.03205641,Annese Road & Palmer Court,213,nearest_address
HYD-00188.0,Orange Street,205 Orange Street,In Service,50,-71.03812650013451,42.40197535396784,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,205 Orange Street,Orange Street,derived_0_50_ft,massgis-chelsea,3689659,205 Orange Street,Orange Street,42.40210185,-71.03820296,Bassett Street & County Road,273,nearest_address
HYD-00190.0,Fifth Street,16 Fifth Street,In Service,33,-71.03466277180434,42.39313737372581,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,16 Fifth Street,Fifth Street,derived_0_50_ft,massgis-chelsea,3693375,16 Fifth Street,Fifth Street,42.39308642,-71.03476615,Cherry Street & Fifth Street,30,nearest_address
HYD-00191.0,Walnut Street,136 Walnut Street,In Service,55,-71.03812548216592,42.392770144946475,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,136 Walnut Street,Walnut Street,derived_50_100_ft,massgis-chelsea,3683991,136 Walnut Street,Walnut Street,42.39292146,-71.03813978,Ash Street & Everett Avenue,203,nearest_address
HYD-00192.0,Beacon Street,5 Beacon Street,In Service,20,-71.04036945842704,42.38754831946535,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,5 Beacon Street,Beacon Street,derived_0_50_ft,massgis-chelsea,3687069,5 Beacon Street,Beacon Street,42.38757243,-71.04043568,Beacon Street & Winnisimmet Street,49,nearest_address
HYD-00193.0,Marginal Street,Near Marginal Street & Pearl Street,In Service,164,-71.03894140899457,42.38732511037231,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,2 Williams Street,Williams Street,intersection_preferred_150_plus_ft,massgis-chelsea,3689640,2 Williams Street,Williams Street,42.38777271,-71.03899879,Marginal Street & Pearl Street,222,nearest_intersection
HYD-00194.0,Garfield Avenue,140 Garfield Avenue,In Service,70,-71.02970446620915,42.40833969755019,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,140 Garfield Avenue,Garfield Avenue,derived_50_100_ft,massgis-chelsea,3688023,140 Garfield Avenue,Garfield Avenue,42.40824111,-71.02992803,Bell Street & Garfield Avenue,93,nearest_address
HYD-00195.0,Washington Avenue,582 Washington Avenue,In Service,54,-71.03062967977323,42.40976802808536,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,582 Washington Avenue,Washington Avenue,derived_50_100_ft,massgis-chelsea,3685903,582 Washington Avenue,Washington Avenue,42.40982856,-71.03044502,Annese Road & Washington Avenue,151,nearest_address
HYD-00196.0,Saipan Road,14 Saipan Road,In Service,72,-71.02860104323183,42.405958136541884,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,12 Saipan Road,Saipan Road,derived_50_100_ft,massgis-chelsea,3686364,14 Saipan Road,Saipan Road,42.40606185,-71.02837131,Clyde Street & Exeter Street,40,nearest_address
HYD-00197.0,George Street,11 George Street,In Service,43,-71.02884882085218,42.39735506571335,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,11 George Street,George Street,derived_0_50_ft,massgis-chelsea,3685879,11 George Street,George Street,42.39729260,-71.02898308,Fitz Terrace & George Street,34,nearest_address
HYD-00198.0,Cary Avenue,18 Cary Avenue,In Service,72,-71.0301652007283,42.397490955626914,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,18 Cary Avenue,Cary Avenue,derived_50_100_ft,massgis-chelsea,3688843,18 Cary Avenue,Cary Avenue,42.39758706,-71.02992939,Cary Avenue & Tudor Street,43,nearest_address
HYD-00199.0,Washington Avenue,148 Washington Avenue,In Service,27,-71.03130615006508,42.397510398952846,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,148 Washington Avenue,Washington Avenue,derived_0_50_ft,massgis-chelsea,3686386,148 Washington Avenue,Washington Avenue,42.39753284,-71.03139996,Bloomingdale Street & Washington Avenue,41,nearest_address
HYD-00200.0,Cary Avenue,59 Cary Avenue,In Service,33,-71.02812605332497,42.395344430680595,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,61 Cary Avenue,Cary Avenue,derived_0_50_ft,massgis-chelsea,3700726,59 Cary Avenue,Cary Avenue,42.39542236,-71.02818761,Crescent Avenue & Spencer Avenue,49,nearest_address
HYD-00202.0,Gerrish Avenue,62 Gerrish Avenue,In Service,90,-71.02830671582223,42.39334959757168,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,62 Gerrish Avenue,Gerrish Avenue,derived_50_100_ft,massgis-chelsea,3700875,62 Gerrish Avenue,Gerrish Avenue,42.39358902,-71.02838780,Gerrish Avenue & Highland Street,33,nearest_address
HYD-00203.0,Walnut Street,173 Walnut Street,In Service,74,-71.03663394605789,42.39362274201893,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,173 Walnut Street,Walnut Street,derived_50_100_ft,massgis-chelsea,3694886,173 Walnut Street,Walnut Street,42.39344904,-71.03648957,Northeast Expressway & Tobin Bridge,234,nearest_address
HYD-00204.0,Chestnut Street,231 Chestnut Street,In Service,44,-71.03557225653013,42.39303129610254,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,231 Chestnut Street,Chestnut Street,derived_0_50_ft,massgis-chelsea,3696211,231 Chestnut Street,Chestnut Street,42.39292296,-71.03549574,Cherry Street & Luther Place,147,nearest_address
HYD-00205.0,Everett Avenue,45 Everett Avenue,In Service,97,-71.03857838527463,42.39204859651467,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,45 Everett Avenue,Everett Avenue,derived_50_100_ft,massgis-chelsea,3699945,45 Everett Avenue,Everett Avenue,42.39230549,-71.03848628,Northeast Expressway & Tobin Bridge,47,nearest_address
HYD-00206.0,Suffolk Street,90 Suffolk Street,In Service,52,-71.03241911756943,42.387102231143416,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,90 Suffolk Street,Suffolk Street,derived_50_100_ft,massgis-chelsea,3687825,90 Suffolk Street,Suffolk Street,42.38724482,-71.03243677,Charles Street & Suffolk Street,22,nearest_address
HYD-00207.0,Williams Street,143 Williams Street,In Service,88,-71.04297609214721,42.3911194418948,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,143 Williams Street,Williams Street,derived_50_100_ft,massgis-chelsea,3684011,143 Williams Street,Williams Street,42.39132195,-71.04279922,Mulberry Street & Williams Street,142,nearest_address
