facilityid,streetname,address,lifecyclestatus,address_distance_ft,lon,lat,source,source_pulled_at,source_address,source_streetname,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
HYD-00001.0,East Locust Street,Near East Locust Street & Second Street,In Service,153,-71.0470364530165,42.39728271080847,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,263 Second Street,Second Street,intersection_preferred_150_plus_ft,massgis-chelsea,3685220,263 Second Street,Second Street,42.39721623,-71.04647604,East Locust Street & Second Street,98,nearest_intersection
HYD-00002.0,Third Street,328 Third Street,In Service,109,-71.04544163268389,42.3984143057913,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,328 Third Street,Third Street,derived_100_150_ft,massgis-chelsea,3687607,328 Third Street,Third Street,42.39814525,-71.04562154,Carter Street & Third Street,552,nearest_address
HYD-00003.0,Carter Street,Near Carter Street & Third Street,In Service,266,-71.04434776728974,42.396806043790974,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,300 Third Street,Third Street,intersection_preferred_150_plus_ft,massgis-chelsea,3687044,300 Third Street,Third Street,42.39707279,-71.04527098,Carter Street & Third Street,126,nearest_intersection
HYD-00004.0,Second Street,237 Second Street,In Service,136,-71.04507367360208,42.39638089569146,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,237 Second Street,Second Street,derived_100_150_ft,massgis-chelsea,3687622,237 Second Street,Second Street,42.39636204,-71.04558061,Carter Street & Second Street,204,nearest_address
HYD-00005.0,East Locust Street,Near East Locust Street & Second Street,In Service,342,-71.04751455801767,42.39776842648858,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,285 Second Street,Second Street,intersection_preferred_150_plus_ft,massgis-chelsea,3687857,285 Second Street,Second Street,42.39775616,-71.04624186,East Locust Street & Second Street,123,nearest_intersection
HYD-00006.0,Second Street,237 Second Street,In Service,117,-71.04588694553959,42.396135412626705,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,237 Second Street,Second Street,derived_100_150_ft,massgis-chelsea,3687622,237 Second Street,Second Street,42.39636204,-71.04558061,Carter Street & Second Street,46,nearest_address
HYD-00007.0,Carter Street,Near Carter Street & Second Street,In Service,177,-71.04639331968097,42.396620695543774,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,270 Second Street,Second Street,intersection_preferred_150_plus_ft,massgis-chelsea,4401803,270 Second Street,Second Street,42.39615212,-71.04657320,Carter Street & Second Street,263,nearest_intersection
HYD-00008.0,Carter Street,Near Carter Street & Second Street,In Service,168,-71.04525508589032,42.395520276088675,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,240 Second Street,Second Street,intersection_preferred_150_plus_ft,massgis-chelsea,3688403,240 Second Street,Second Street,42.39505997,-71.04526591,Carter Street & Second Street,244,nearest_intersection
HYD-00010.0,Beacham Street,410 Beacham Street,In Service,141,-71.04640768683454,42.39366235621156,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,410 Beacham Street,Beacham Street,derived_100_150_ft,massgis-chelsea,4285929,410 Beacham Street,Beacham Street,42.39404729,-71.04646193,Beacham Street & Williams Street,117,nearest_address
HYD-00011.0,Beacham Street,410 Beacham Street,In Service,128,-71.04642800656873,42.39369771394424,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,410 Beacham Street,Beacham Street,derived_100_150_ft,massgis-chelsea,4285929,410 Beacham Street,Beacham Street,42.39404729,-71.04646193,Beacham Street & Williams Street,125,nearest_address
HYD-00014.0,Beacham Street,Near Beacham Street & Market Street,In Service,181,-71.04929712419593,42.39536094248196,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,145 Market Street,Market Street,intersection_preferred_150_plus_ft,massgis-chelsea,3687188,145 Market Street,Market Street,42.39504643,-71.04877460,Beacham Street & Market Street,205,nearest_intersection
HYD-00019.0,Eastern Avenue,294 Eastern Avenue,In Service,88,-71.02110546893091,42.39630148322097,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,294 Eastern Avenue,Eastern Avenue,derived_50_100_ft,massgis-chelsea,3685430,294 Eastern Avenue,Eastern Avenue,42.39629600,-71.02143143,Eastern Avenue & Eastern Avenue Extension,283,nearest_address
HYD-00020.0,Carter Street,158 Carter Street,In Service,46,-71.04029867150577,42.39917387848917,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,158 Carter Street,Carter Street,derived_0_50_ft,massgis-chelsea,3688807,158 Carter Street,Carter Street,42.39916365,-71.04012973,Everett Avenue & Fifth Street,118,nearest_address
HYD-00021.0,Chester Avenue,77 Chester Avenue,In Service,25,-71.03138840660716,42.39060904110322,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,77 Chester Avenue,Chester Avenue,derived_0_50_ft,massgis-chelsea,3701850,77 Chester Avenue,Chester Avenue,42.39057797,-71.03147069,Chester Avenue & Lynn Street,35,nearest_address
HYD-00022.0,Crescent Avenue,110 Crescent Avenue,In Service,48,-71.02576812339895,42.39570474840628,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,110 Crescent Avenue,Crescent Avenue,derived_0_50_ft,massgis-chelsea,3684299,110 Crescent Avenue,Crescent Avenue,42.39572011,-71.02594700,Crescent Avenue & Parker Street,38,nearest_address
HYD-00023.0,Everett Avenue,Near Everett Avenue & Silver Line Busway,In Service,252,-71.04136735097454,42.396085054044704,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,148 Everett Avenue,Everett Avenue,intersection_preferred_150_plus_ft,massgis-chelsea,3687198,148 Everett Avenue,Everett Avenue,42.39616941,-71.04043666,Everett Avenue & Silver Line Busway,425,nearest_intersection
HYD-00024.0,Webster Avenue,1 Webster Avenue,In Service,97,-71.01993511381889,42.399382509628715,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,1 Webster Avenue,Webster Avenue,derived_50_100_ft,massgis-chelsea,3690739,1 Webster Avenue,Webster Avenue,42.39939636,-71.02029472,Eastern Avenue & Stockton Street,255,nearest_address
HYD-00025.0,Crescent Avenue,196 Crescent Avenue,In Service,76,-71.02240366413649,42.397104690246074,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,196 Crescent Avenue,Crescent Avenue,derived_50_100_ft,massgis-chelsea,3684113,196 Crescent Avenue,Crescent Avenue,42.39706163,-71.02268140,Crescent Avenue & Vila Street,35,nearest_address
HYD-00026.0,Crescent Avenue,188 Crescent Avenue,In Service,72,-71.02318007742858,42.39671328534442,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,188 Crescent Avenue,Crescent Avenue,derived_50_100_ft,massgis-chelsea,3684874,188 Crescent Avenue,Crescent Avenue,42.39687442,-71.02302794,Crescent Avenue & Vernon Street,35,nearest_address
HYD-00027.0,Crescent Avenue,157 Crescent Avenue,In Service,124,-71.02392719218196,42.39637153075786,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,157 Crescent Avenue,Crescent Avenue,derived_100_150_ft,massgis-chelsea,3689556,157 Crescent Avenue,Crescent Avenue,42.39603692,-71.02383192,Crescent Avenue & Eleanor Street,31,nearest_address
HYD-00028.0,Eastern Avenue,Near Eastern Avenue & Willoughby Street,In Service,442,-71.02165607721447,42.39337189393662,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,123 Eastern Avenue,Eastern Avenue,intersection_preferred_150_plus_ft,massgis-chelsea,4345705,140 Eastern Avenue,Eastern Avenue,42.39348508,-71.02329196,Eastern Avenue & Willoughby Street,605,nearest_intersection
HYD-00029.0,Eastern Avenue,20 Eastern Avenue,In Service,57,-71.02402191848195,42.387143179935954,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,20 Eastern Avenue,Eastern Avenue,derived_50_100_ft,massgis-chelsea,3685688,20 Eastern Avenue,Eastern Avenue,42.38716573,-71.02423041,Chelsea Street & Eastern Avenue,196,nearest_address
HYD-00030.0,Beech Street,145 Beech Street,In Service,146,-71.03978085170964,42.399473902547676,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,145 Beech Street,Beech Street,derived_100_150_ft,massgis-chelsea,4288571,145 Beech Street,Beech Street,42.39931075,-71.03928327,Beech Street & Carter Street,35,nearest_address
HYD-00031.0,Bryson Road,Near Bryson Road & Heard Street,In Service,238,-71.0389203837718,42.399965159475364,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,172 Heard Street,Heard Street,intersection_preferred_150_plus_ft,massgis-chelsea,3685644,172 Heard Street,Heard Street,42.39969031,-71.03811709,Bryson Road & Heard Street,228,nearest_intersection
HYD-00032.0,Beech Street,Near Beech Street & Maple Street,In Service,262,-71.03847014834744,42.39796092512962,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,177 Everett Avenue,Everett Avenue,intersection_preferred_150_plus_ft,massgis-chelsea,3684082,177 Everett Avenue,Everett Avenue,42.39724592,-71.03858283,Beech Street & Maple Street,36,nearest_intersection
HYD-00033.0,Ash Street,Near Ash Street & Everett Avenue,In Service,156,-71.0397455524994,42.392760583331494,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,99 Arlington Street,Arlington Street,intersection_preferred_150_plus_ft,massgis-chelsea,3690176,99 Arlington Street,Arlington Street,42.39267519,-71.03917656,Ash Street & Everett Avenue,233,nearest_intersection
HYD-00034.0,Fourth Street,99 Fourth Street,In Service,49,-71.03860439893897,42.39437850184861,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,99 Fourth Street,Fourth Street,derived_0_50_ft,massgis-chelsea,3704349,99 Fourth Street,Fourth Street,42.39448952,-71.03850258,Everett Avenue & Fourth Street,234,nearest_address
HYD-00035.0,Congress Avenue,250 Congress Avenue,In Service,91,-71.02857092846122,42.387301856204324,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,250 Congress Avenue,Congress Avenue,derived_50_100_ft,massgis-chelsea,3696796,250 Congress Avenue,Congress Avenue,42.38755114,-71.02858930,Congress Avenue & Willow Street,301,nearest_address
HYD-00036.0,Willow Street,30 Willow Street,In Service,134,-71.02746501346785,42.38728988328358,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,30 Willow Street,Willow Street,derived_100_150_ft,massgis-chelsea,3686229,30 Willow Street,Willow Street,42.38748389,-71.02788943,Congress Avenue & Willow Street,59,nearest_address
HYD-00037.0,Willow Street,60 Willow Street,In Service,66,-71.02739469541443,42.387808335109696,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,60 Willow Street,Willow Street,derived_50_100_ft,massgis-chelsea,3687568,60 Willow Street,Willow Street,42.38796825,-71.02751013,Maverick Street & Willow Street,49,nearest_address
HYD-00038.0,Congress Avenue,Near Congress Avenue & Willow Street,In Service,174,-71.0275443956728,42.387079162269536,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,30 Willow Street,Willow Street,intersection_preferred_150_plus_ft,massgis-chelsea,3686229,30 Willow Street,Willow Street,42.38748389,-71.02788943,Congress Avenue & Willow Street,26,nearest_intersection
HYD-00039.0,Everett Avenue,Near Everett Avenue & Fifth Street,In Service,212,-71.04076081871408,42.39981256695717,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,299 Everett Avenue,Everett Avenue,intersection_preferred_150_plus_ft,massgis-chelsea,3686222,299 Everett Avenue,Everett Avenue,42.40007257,-71.04005412,Everett Avenue & Fifth Street,230,nearest_intersection
HYD-00040.0,Everett Avenue,340 Everett Avenue,In Service,68,-71.04129302149053,42.40121177666779,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,340 Everett Avenue,Everett Avenue,derived_50_100_ft,massgis-chelsea,3689997,340 Everett Avenue,Everett Avenue,42.40117567,-71.04154070,Everett Avenue & Locust Street,129,nearest_address
HYD-00041.0,Vale Street,343 Vale Street,In Service,51,-71.04276362765857,42.399702190568405,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,339 Vale Street,Vale Street,derived_50_100_ft,massgis-chelsea,3688448,343 Vale Street,Vale Street,42.39978035,-71.04260692,Locust Street & Vale Street,105,nearest_address
HYD-00042.0,Everett Avenue,228 Everett Avenue,In Service,80,-71.04095542833723,42.397959697614745,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,228 Everett Avenue,Everett Avenue,derived_50_100_ft,massgis-chelsea,3684160,228 Everett Avenue,Everett Avenue,42.39808264,-71.04071091,Carter Street & Vale Street,257,nearest_address
HYD-00043.0,Carter Street,157 Carter Street,In Service,87,-71.04148889589804,42.398590928982266,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,157 Carter Street,Carter Street,derived_50_100_ft,massgis-chelsea,3686415,157 Carter Street,Carter Street,42.39843652,-71.04124075,Carter Street & Vale Street,44,nearest_address
HYD-00044.0,Carter Street,Near Carter Street & Vale Street,In Service,221,-71.04199976086187,42.39820390937348,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,157 Carter Street,Carter Street,intersection_preferred_150_plus_ft,massgis-chelsea,3686415,157 Carter Street,Carter Street,42.39843652,-71.04124075,Carter Street & Vale Street,153,nearest_intersection
HYD-00045.0,Second Street,Near Second Street & Spruce Street,In Service,190,-71.04172900265323,42.39409945779737,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,90 Everett Avenue,Everett Avenue,intersection_preferred_150_plus_ft,massgis-chelsea,4345707,90 Everett Avenue,Everett Avenue,42.39367869,-71.04131090,Second Street & Spruce Street,401,nearest_intersection
HYD-00046.0,Everett Avenue,Near Everett Avenue & Fourth Street,In Service,254,-71.0410987135614,42.39445952019429,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,100 Everett Avenue,Everett Avenue,intersection_preferred_150_plus_ft,massgis-chelsea,3690464,100 Everett Avenue,Everett Avenue,42.39437024,-71.04016062,Everett Avenue & Fourth Street,451,nearest_intersection
HYD-00047.0,Auburn Street,Near Auburn Street & Spruce Street,In Service,151,-71.04301170655953,42.39236876814514,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,124 Second Street,Second Street,intersection_preferred_150_plus_ft,massgis-chelsea,3687971,124 Second Street,Second Street,42.39278344,-71.04302733,Auburn Street & Spruce Street,258,nearest_intersection
HYD-00049.0,Carter Street,Near Carter Street & Second Street,In Service,198,-71.04454382872507,42.39485394756591,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,200 Second Street,Second Street,intersection_preferred_150_plus_ft,massgis-chelsea,3686505,200 Second Street,Second Street,42.39431190,-71.04446528,Carter Street & Second Street,551,nearest_intersection
HYD-00050.0,Second Street,Near Second Street & Spruce Street,In Service,161,-71.04390944796492,42.39447889917513,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,200 Second Street,Second Street,intersection_preferred_150_plus_ft,massgis-chelsea,3686505,200 Second Street,Second Street,42.39431190,-71.04446528,Second Street & Spruce Street,490,nearest_intersection
HYD-00051.0,Second Street,Near Second Street & Spruce Street,In Service,171,-71.04369683298404,42.39404408145626,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,180 Second Street,Second Street,intersection_preferred_150_plus_ft,massgis-chelsea,4368604,180 Second Street,Second Street,42.39357544,-71.04365453,Second Street & Spruce Street,331,nearest_intersection
HYD-00052.0,Auburn Street,Near Auburn Street & Spruce Street,In Service,170,-71.04361598294741,42.393018054193,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,215 Williams Street,Williams Street,intersection_preferred_150_plus_ft,massgis-chelsea,3689678,215 Williams Street,Williams Street,42.39293212,-71.04423866,Auburn Street & Spruce Street,40,nearest_intersection
HYD-00053.0,Eastern Avenue,80 Eastern Avenue,In Service,121,-71.02353418100768,42.38962082073906,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,80 Eastern Avenue,Eastern Avenue,derived_100_150_ft,massgis-chelsea,3686939,80 Eastern Avenue,Eastern Avenue,42.38994242,-71.02365234,Cottage Street & Eastern Avenue,127,nearest_address
HYD-00054.0,Burma Road,77 Burma Road,In Service,104,-71.02894528264473,42.40813956894662,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,57 Burma Road,Burma Road,derived_100_150_ft,massgis-chelsea,3701846,77 Burma Road,Burma Road,42.40830324,-71.02862630,Bell Street & Garfield Avenue,171,nearest_address
HYD-00055.0,Exeter Street,50 Exeter Street,In Service,62,-71.02810522130173,42.40695414893606,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,44 Exeter Street,Exeter Street,derived_50_100_ft,massgis-chelsea,4288241,50 Exeter Street,Exeter Street,42.40706341,-71.02828023,Exeter Street & Saipan Road,163,nearest_address
HYD-00056.0,Addison Street,66 Addison Street,In Service,34,-71.03444691093432,42.398235371579375,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,64 Addison Street,Addison Street,derived_0_50_ft,massgis-chelsea,4285850,66 Addison Street,Addison Street,42.39819594,-71.03456235,Addison Street & Spruce Street,36,nearest_address
HYD-00057.0,Arlington Street,Near Arlington Street & Fifth Street,In Service,156,-71.03640599378814,42.39491315709237,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,212 Arlington Street,Arlington Street,intersection_preferred_150_plus_ft,massgis-chelsea,3695241,212 Arlington Street,Arlington Street,42.39521498,-71.03599401,Arlington Street & Fifth Street,49,nearest_intersection
HYD-00058.0,Sixth Street,27 Sixth Street,In Service,37,-71.03417443811956,42.39512844573391,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,27 Sixth Street,Sixth Street,derived_0_50_ft,massgis-chelsea,4506986,27 Sixth Street,Sixth Street,42.39515049,-71.03404146,Sixth Street & Walnut Street,48,nearest_address
HYD-00059.0,Arlington Street,Near Arlington Street & Fourth Street,In Service,181,-71.03712589505616,42.39426579216426,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,180 Walnut Street,Walnut Street,intersection_preferred_150_plus_ft,massgis-chelsea,3688851,180 Walnut Street,Walnut Street,42.39380796,-71.03685927,Arlington Street & Fourth Street,310,nearest_intersection
HYD-00060.0,Fifth Street,Near Fifth Street & Walnut Street,In Service,247,-71.03590785923915,42.3943312713613,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,190 Poplar Street,Poplar Street,intersection_preferred_150_plus_ft,massgis-chelsea,3687292,190 Poplar Street,Poplar Street,42.39395939,-71.03513820,Fifth Street & Walnut Street,102,nearest_intersection
HYD-00061.0,Arlington Street,99 Arlington Street,In Service,87,-71.03902295129517,42.39288542771304,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,99 Arlington Street,Arlington Street,derived_50_100_ft,massgis-chelsea,3690176,99 Arlington Street,Arlington Street,42.39267519,-71.03917656,Ash Street & Everett Avenue,49,nearest_address
HYD-00063.0,Marginal Street,100 Marginal Street,In Service,65,-71.03464699471915,42.386805902405854,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,100 Marginal Street,Marginal Street,derived_50_100_ft,massgis-chelsea,3688276,100 Marginal Street,Marginal Street,42.38695394,-71.03478539,Marginal Street & Shawmut Street,39,nearest_address
HYD-00064.0,Broadway,1018 Broadway,In Service,79,-71.01832766345996,42.40310657801209,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,1018 Broadway,Broadway,derived_50_100_ft,massgis-chelsea,3685846,1018 Broadway,Broadway,42.40326500,-71.01853061,Broadway & Clinton Street,334,nearest_address
HYD-00065.0,Louis Street,11R Louis Street,In Service,56,-71.01945815567655,42.39993141929969,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,11R Louis Street,Louis Street,derived_50_100_ft,massgis-chelsea,3684696,11R Louis Street,Louis Street,42.40002519,-71.01929471,Eastern Avenue & Stockton Street,119,nearest_address
HYD-00066.0,Eastern Avenue,413 Eastern Avenue,In Service,72,-71.01971578161573,42.399982793653855,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,415 Eastern Avenue,Eastern Avenue,derived_50_100_ft,massgis-chelsea,3689437,413 Eastern Avenue,Eastern Avenue,42.40015290,-71.01957683,Eastern Avenue & Stockton Street,51,nearest_address
HYD-00067.0,Eastern Avenue,Near Eastern Avenue & Webster Avenue,In Service,154,-71.01986148082618,42.3982653371904,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,311 Eastern Avenue,Eastern Avenue,intersection_preferred_150_plus_ft,massgis-chelsea,3685155,311 Eastern Avenue,Eastern Avenue,42.39784254,-71.01989150,Eastern Avenue & Webster Avenue,132,nearest_intersection
HYD-00068.0,Webster Avenue,8 Webster Avenue,In Service,90,-71.0204444020031,42.39853858064749,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,8 Webster Avenue,Webster Avenue,derived_50_100_ft,massgis-chelsea,3686121,8 Webster Avenue,Webster Avenue,42.39850699,-71.02077768,Eastern Avenue & Webster Avenue,35,nearest_address
HYD-00069.0,Eastern Avenue,300 Eastern Avenue,In Service,119,-71.02054678103511,42.39737521805627,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,300 Eastern Avenue,Eastern Avenue,derived_100_150_ft,massgis-chelsea,3689390,300 Eastern Avenue,Eastern Avenue,42.39741581,-71.02098521,Eastern Avenue & Eastern Avenue Extension,137,nearest_address
HYD-00070.0,Dudley Street,4 Dudley Street,In Service,75,-71.022262741072,42.397802747022695,https://services9.arcgis.com/diuwWhOq89A0FdTw/arcgis/rest/services/Public_Facing_Water_Distribution_System_View/FeatureServer/501007,2026-05-09T18:16:22+00:00,4 Dudley Street,Dudley Street,derived_50_100_ft,massgis-chelsea,3687910,4 Dudley Street,Dudley Street,42.39783747,-71.02253738,Dudley Street & Vila Street,174,nearest_address
