objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
2770,23FH146,Commonwealth Ave,949 Commonwealth Ave,IS,1054512000000,2306740119,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,23FH146,,,MU,U,,,,,1,,1177632000000,blundonr,1247961600000,{0F6BAC6B-B273-51E0-B2A5-3205C7356DB6},-71.118500820999941,42.352109027000040,STREET_FEA 1768,STREET_FEA 1768,96,derived_50_100_ft,boston-sam,41309,949 Commonwealth Ave,Commonwealth Ave,42.35189667,-71.11870961,Braves Field Way & Harry Agganis Way,45,nearest_address
2813,25EH88,Holmes St,30-32 Holmes St,IS,,2505740087,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3526; METERED_FL=U; PLACEMENT=MIGRATED,25EH88,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{B80960AF-DBF4-5087-914C-9A93EA724B7E},-71.132051223999952,42.362186120000047,32 (STREET_FEA 3609),STREET_FEA 3609,22,derived_0_50_ft,boston-sam,74788,30-32 Holmes St,Holmes St,42.36217367,-71.13213261,Holmes Street & Raymond Street,330,nearest_address
2867,24EH148,Franklin St,115-117 Franklin St,IS,,2405740026,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=663; METERED_FL=U; PLACEMENT=MIGRATED,24EH148,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{3A39CF8E-08AE-5AE9-B0F8-D85553485983},-71.132763750999970,42.360059377000027,115-117 (STREET_FEA 1726),STREET_FEA 1726,54,derived_50_100_ft,boston-sam,60595,115-117 Franklin St,Franklin St,42.35995167,-71.13262761,Brentwood Street & Franklin Street,19,nearest_address
2886,23FH26,Reedsdale St,11 Reedsdale St,IS,,2306740133,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=672; METERED_FL=U; PLACEMENT=MIGRATED,23FH26,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{7233293E-D91B-5382-AD12-F01F0F22DFF2},-71.129526016999932,42.352030976000037,11 (STREET_FEA 3542),STREET_FEA 3542,44,derived_0_50_ft,boston-sam,115089,11 Reedsdale St,Reedsdale St,42.35210867,-71.12965061,Brighton Avenue & Reedsdale Street,224,nearest_address
2911,26FH2,Harvard Way,Near Harvard Way & Kresge Way,IS,,2606740026,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4469; METERED_FL=U; PLACEMENT=MIGRATED,26FH2,,,KE,KEK11,2010,,,,1,,1177632000000,pullenn,1273104000000,{F513CCD4-7492-5901-9E73-A57AB19381FE},-71.118520076999971,42.366976940000029,STREET_FEA 3927,STREET_FEA 3927,172,intersection_preferred_150_plus_ft,boston-sam,343759,53 Harvard Way,Harvard Way,42.36673184,-71.11906803,Harvard Way & Kresge Way,572,nearest_intersection
2914,25GH2,Cambridge Street,Near Cambridge Street & River Street,IS,,2507740010,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3927; METERED_FL=U; PLACEMENT=MIGRATED,25GH2,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{63F55EA0-7F44-5AFD-85F0-136E661C2B72},-71.117868303999956,42.360740154000041,STREET_FEA 787,STREET_FEA 787,223,intersection_preferred_150_plus_ft,boston-sam,345097,1 Cambridge St,Cambridge St,42.36125308,-71.11741204,Cambridge Street & River Street,70,nearest_intersection
2947,25EH68,Westford St,16 Westford St,IS,,2505740075,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3526; METERED_FL=U; PLACEMENT=MIGRATED,25EH68,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1271808000000,{8B52C159-2382-5ADC-A04A-06EB4493EEDF},-71.134786121999980,42.362513563000050,16 (STREET_FEA 4471),STREET_FEA 4471,55,derived_50_100_ft,boston-sam,148230,16 Westford St,Westford St,42.36252867,-71.13499062,Westford Place & Westford Street,126,nearest_address
2980,22EH80,Kelton St,166 Kelton St,IS,1004400000000,2205740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=206; METERED_FL=U; PLACEMENT=MIGRATED,22EH80,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{FF57B5F9-DDFF-55C8-8BB1-8CC3D7F5783A},-71.138669060999973,42.347874283000067,166 (STREET_FEA 2364),STREET_FEA 2364,43,derived_0_50_ft,boston-sam,80890,166 Kelton St,Kelton St,42.34798867,-71.13863062,Kelton Street & Lorraine Terrace,72,nearest_address
3008,23FH96,Gardner St,87 Gardner St,IS,891820800000,2306740054,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1782; METERED_FL=U; PLACEMENT=MIGRATED,23FH96,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{BD6240AD-8D0D-5E5F-AA98-0C61DA9E0F17},-71.126015457999983,42.353432266000027,87 (STREET_FEA 1779),STREET_FEA 1779,40,derived_0_50_ft,boston-sam,62630,87 Gardner St,Gardner St,42.35333867,-71.12609061,Gardner Street & Gardner Terrace,76,nearest_address
3057,25EH102,Soldiers Field Rd,1120 Soldiers Field Rd,IS,,2505740001,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1577; METERED_FL=U; PLACEMENT=MIGRATED,25EH102,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{CAED7722-F6DF-59C8-8CDB-03C5302B1C04},-71.132578237999951,42.366061482000077,1120 (STREET_FEA 3927),STREET_FEA 3927,114,derived_100_150_ft,boston-sam,169771,1120 Soldiers Field Rd,Soldiers Field Rd,42.36610362,-71.13215695,Mcdonald Avenue & Speedway Avenue,751,nearest_address
3090,22EH126,Commonwealth Ave,1322 Commonwealth Ave,IS,936316800000,2205740077,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3537; METERED_FL=U; PLACEMENT=MIGRATED,22EH126,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{B8389F04-58BF-52FC-ABCB-B6F7780F1F42},-71.134778255999947,42.348220623000032,1322 (STREET_FEA 1090),STREET_FEA 1090,53,derived_50_100_ft,boston-sam,37351,1322 Commonwealth Ave,Commonwealth Ave,42.34807867,-71.13473061,Commonwealth Avenue & Redford Street,74,nearest_address
3095,24FH32,Lincoln St,510 Lincoln St,IS,,2406740078,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2772; METERED_FL=U; PLACEMENT=MIGRATED,24FH32,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1255478400000,{334676E8-84B8-5575-8F60-2E0664F5FDD7},-71.128721024999948,42.357744824000065,510 (STREET_FEA 2550),STREET_FEA 2550,53,derived_50_100_ft,boston-sam,85993,510 Lincoln St,Lincoln St,42.35774950,-71.12891958,Empire Street & Lincoln Street,72,nearest_address
3117,23EH110,Cambridge St,446-450 Cambridge St,IS,1160092800000,2305740037,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1525; METERED_FL=U; PLACEMENT=MIGRATED,23EH110,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1238371200000,{D62B96DC-561F-5E6D-919A-F0CA98C5FDB9},-71.135582938999960,42.354242737000050,442 (STREET_FEA 787),STREET_FEA 787,22,derived_0_50_ft,boston-sam,350701,446-450 Cambridge St,Cambridge St,42.35420993,-71.13551359,Cambridge Street & Emery Road,35,nearest_address
3132,24FH68,Hopedale St,13 Hopedale St,IS,,2406740035,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=37; METERED_FL=U; PLACEMENT=MIGRATED,24FH68,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{86320EF3-8D59-5B37-87B9-49BA18A5F778},-71.126845816999946,42.359584928000061,13 (STREET_FEA 2199),STREET_FEA 2199,33,derived_0_50_ft,boston-sam,75203,13 Hopedale St,Hopedale St,42.35949867,-71.12681061,Hopedale Street & North Harvard Street,204,nearest_address
3154,24FH64,Empire St,100 Empire St,IS,,2406740056,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=37; METERED_FL=U; PLACEMENT=MIGRATED,24FH64,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{656CC3E2-A0E8-5E33-B798-35F07D39848E},-71.125764737999987,42.358818693000046,102 (STREET_FEA 1530),STREET_FEA 1530,36,derived_0_50_ft,boston-sam,344181,100 Empire St,Empire St,42.35887545,-71.12587347,Cambridge Street & Sorrento Street,303,nearest_address
3193,25EH100,Mcdonald Avenue,Near Mcdonald Avenue & Speedway Avenue,IS,,2505740003,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1577; METERED_FL=U; PLACEMENT=MIGRATED,25EH100,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1255478400000,{157E99E1-9FCA-5CE2-991F-D2A9CFAF1FF8},-71.133663346999981,42.365431951000062,1170 (STREET_FEA 3927),STREET_FEA 3927,220,intersection_preferred_150_plus_ft,boston-sam,128289,1170 Soldiers Field Rd,Soldiers Field Rd,42.36486867,-71.13337062,Mcdonald Avenue & Speedway Avenue,481,nearest_intersection
3227,23EH162,Highgate St,30 Highgate St,IS,,2305740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1618; METERED_FL=U; PLACEMENT=MIGRATED,23EH162,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1271808000000,{D0C1D655-58D4-5165-AA32-DD5CAFED12B0},-71.131468923999932,42.354755395000041,32 (STREET_FEA 2140),STREET_FEA 2140,47,derived_0_50_ft,boston-sam,73597,30 Highgate St,Highgate St,42.35484867,-71.13135061,Farrington Avenue & Highgate Street,137,nearest_address
3255,23GH8,Commonwealth Avenue,Near Commonwealth Avenue & Pleasant Street,IS,1083110400000,2307740015,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=726; METERED_FL=U; PLACEMENT=MIGRATED,23GH8,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1378425600000,{B95C9D35-8112-551E-A466-D2F1DFB7C14B},-71.117209987999956,42.351458753000031,915 (STREET_FEA 1090),STREET_FEA 1090,209,intersection_preferred_150_plus_ft,boston-sam,341246,905 Commonwealth Ave,Commonwealth Ave,42.35173709,-71.11652913,Commonwealth Avenue & Pleasant Street,284,nearest_intersection
3256,23GH10,Buick Street,Near Buick Street & Commonwealth Avenue,IS,1083110400000,2307740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=726; METERED_FL=U; PLACEMENT=MIGRATED,23GH10,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1378425600000,{51B9E97D-83BA-50FD-BB3F-14ABE9DB8AFC},-71.115946249999979,42.351310692000027,885 (STREET_FEA 1090),STREET_FEA 1090,197,intersection_preferred_150_plus_ft,boston-sam,41280,881 Commonwealth Ave,Commonwealth Ave,42.35145867,-71.11524061,Buick Street & Commonwealth Avenue,58,nearest_intersection
3261,23FH54,Commonwealth Ave,1168 Commonwealth Ave,IS,936316800000,2306740212,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4165; METERED_FL=U; PLACEMENT=MIGRATED,23FH54,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1271808000000,{82C946E2-A509-58FD-8C7C-EA3065B03802},-71.128177576999974,42.350193809000075,1168 (STREET_FEA 1090),STREET_FEA 1090,67,derived_50_100_ft,boston-sam,37073,1168 Commonwealth Ave,Commonwealth Ave,42.35003867,-71.12804061,Commonwealth Avenue & Fordham Road,167,nearest_address
3289,23FH68,Commonwealth Ave,1139 Commonwealth Ave,IS,965952000000,2306740191,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3759; METERED_FL=U; PLACEMENT=MIGRATED,23FH68,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{D0214A40-2CDE-5F6C-B49F-6BE007E13B39},-71.127149084999985,42.350889105000078,1139 (STREET_FEA 1090),STREET_FEA 1090,66,derived_50_100_ft,boston-sam,37026,1139 Commonwealth Ave,Commonwealth Ave,42.35103167,-71.12699961,Commonwealth Avenue & Saint Lukes Road,51,nearest_address
3312,23FH7,Commonwealth Ave,1207 Commonwealth Ave,IS,965952000000,2306740192,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3542; METERED_FL=U; PLACEMENT=MIGRATED,23FH7,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{46F4BACB-BA09-501F-ADAC-28F1C9D2C104},-71.130298315999937,42.350811477000036,1207 (STREET_FEA 1090),STREET_FEA 1090,87,derived_50_100_ft,boston-sam,37119,1207 Commonwealth Ave,Commonwealth Ave,42.35102967,-71.13043161,Commonwealth Avenue & Linden Street,123,nearest_address
3327,24EH88,Braintree St,10 Braintree St,IS,,2405740133,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4562; METERED_FL=U; PLACEMENT=MIGRATED,24EH88,,,KE,KEK81-A,1999,,,,1,,1177632000000,blundonr,1255478400000,{4F6768C1-B11A-57CB-ABA0-3B3DB29D816A},-71.133989735999933,42.356165085000043,35 (STREET_FEA 649),STREET_FEA 649,116,derived_100_150_ft,boston-sam,353005,10 Braintree St,Braintree St,42.35597768,-71.13434026,Braintree Street & Wilton Street,17,nearest_address
3342,25FH32,Seattle St,79 Seattle St,IS,,2506740068,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2199; METERED_FL=U; PLACEMENT=MIGRATED,25FH32,,,KE,KEK81,2010,,,,1,,1177632000000,blundonr,1255478400000,{F4AF47A5-F7AB-59B0-9BF0-37D099E3A4DD},-71.125927335999961,42.361346391000041,79 (STREET_FEA 3836),STREET_FEA 3836,95,derived_50_100_ft,boston-sam,459998,79 Seattle St,Seattle St,42.36135059,-71.12557393,Academic Way & Science Drive,214,nearest_address
3347,24FH80,Seattle St,40 Seattle St,IS,,2406740007,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3836; METERED_FL=U; PLACEMENT=MIGRATED,24FH80,,,KE,KEK81,2010,,,,1,,1177632000000,blundonr,1255478400000,{D30F0FA0-4E5B-5E75-A4A3-573C69579896},-71.125232386999983,42.360389224000073,47 (STREET_FEA 2199),STREET_FEA 2199,28,derived_0_50_ft,boston-sam,124123,40 Seattle St,Seattle St,42.36031367,-71.12525961,Hopedale Street & Seattle Street,46,nearest_address
3368,25FH28,Western Ave,168 Western Ave,IS,,2506740047,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4206; METERED_FL=U; PLACEMENT=MIGRATED,25FH28,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{27B15BCE-457A-547C-B8F2-402259857375},-71.128658570999960,42.363213677000033,168 (STREET_FEA 4469),STREET_FEA 4469,81,derived_50_100_ft,boston-sam,148161,168 Western Ave,Western Ave,42.36301867,-71.12851061,Travis Street & Western Avenue,39,nearest_address
3373,24FH60,Cambridge St,219 Cambridge St,IS,707356800000,2406740077,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=37; METERED_FL=U; PLACEMENT=MIGRATED,24FH60,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{CA71EA61-0A3E-5041-9813-A4694555E4C0},-71.126030638999964,42.357909098000050,STREET_FEA 787,STREET_FEA 787,133,derived_100_150_ft,boston-sam,25092,219 Cambridge St,Cambridge St,42.35823367,-71.12625661,Cambridge Street & North Harvard Street,108,nearest_address
3381,24FH30,Cambridge Street,Near Cambridge Street & Lincoln Street,IS,,2406740090,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2772; METERED_FL=U; PLACEMENT=MIGRATED,24FH30,,,KE,KEK81-A,2003,,,,1,,1177632000000,blundonr,1271808000000,{34C162A3-F801-502C-AF7A-4CD1D3F5719C},-71.128117554999960,42.357172652000031,STREET_FEA 787,STREET_FEA 787,164,intersection_preferred_150_plus_ft,boston-sam,25105,257-259 Cambridge St,Cambridge St,42.35761867,-71.12804061,Cambridge Street & Lincoln Street,45,nearest_intersection
3405,24EH152,Myrick St,17-19 Myrick St,IS,1042502400000,2405740031,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=437; METERED_FL=U; PLACEMENT=MIGRATED,24EH152,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{BC45296C-6D9C-5052-AFDC-527A7885CCC7},-71.131499399999939,42.359903530000054,18 OPP (STREET_FEA 2985),STREET_FEA 2985,25,derived_0_50_ft,boston-sam,423063,17-19 Myrick St,Myrick St,42.35987760,-71.13141364,Bayard Street & Myrick Street,102,nearest_address
3455,23EH120,Allston St,18-20 Allston St,IS,,2305740100,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2131; METERED_FL=U; PLACEMENT=MIGRATED,23EH120,,,WA,WAWB67P,1996,,,,1,,1177632000000,blundonr,1255478400000,{4061386E-DE63-52E8-BC00-0D3FA3691A8F},-71.134960056999944,42.352446819000079,23 OPP (STREET_FEA 206),STREET_FEA 206,61,derived_50_100_ft,boston-sam,2359,18-20 Allston St,Allston St,42.35248867,-71.13474062,Allston Street & Higgins Street,46,nearest_address
3486,24FH76,Cambridge St,163 Cambridge St,IS,1066262400000,2406740052,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3836; METERED_FL=U; PLACEMENT=MIGRATED,24FH76,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1271808000000,{AAE3E3B5-7079-54CB-BAD6-15DD6C07E62C},-71.123961162999933,42.358946323000055,163 (STREET_FEA 787),STREET_FEA 787,54,derived_50_100_ft,boston-sam,25080,163 Cambridge St,Cambridge St,42.35907867,-71.12387061,Cambridge Street & Seattle Street,46,nearest_address
3503,23EH144,Brighton Ave,180-190A Brighton Ave,IS,,2305740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3496; METERED_FL=U; PLACEMENT=MIGRATED,23EH144,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{350DE26A-2D87-5B51-95C8-907C80E07457},-71.133607422999944,42.353058419000035,180-190 (STREET_FEA 672),STREET_FEA 672,55,derived_50_100_ft,boston-sam,162571,180-190A Brighton Ave,Brighton Ave,42.35300210,-71.13379888,Brighton Avenue & Park Vale Avenue,121,nearest_address
3561,24FH38,Hooker St,44 Hooker St,IS,757382400000,2406740064,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2062; METERED_FL=U; PLACEMENT=MIGRATED,24FH38,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{0C026929-D984-512F-B291-C8DA25CEFF19},-71.128396315999964,42.358399566000060,44 (STREET_FEA 2196),STREET_FEA 2196,51,derived_50_100_ft,boston-sam,75174,44 Hooker St,Hooker St,42.35853867,-71.12842061,Haskell Street & Hooker Street,65,nearest_address
3570,25FH33,Hopedale St,69 Hopedale St,IS,,2506740076,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4570; METERED_FL=U; PLACEMENT=MIGRATED,25FH33,,,KE,KEK81,2012,,,,1,,1177632000000,mulline,1250035200000,{318189BC-7A2B-59F5-BE24-5D0919C8F489},-71.124138630999937,42.361088230000064,69 (STREET_FEA 2199),STREET_FEA 2199,49,derived_0_50_ft,boston-sam,75239,69 Hopedale St,Hopedale St,42.36095867,-71.12409061,Hopedale Street & Windom Street,140,nearest_address
3580,26FH18,Harvard Way,Near Harvard Way & North Harvard Street,IS,1131494400000,2606740008,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=37; METERED_FL=U; PLACEMENT=MIGRATED,26FH18,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1238371200000,{831C91F8-98AD-57B6-9109-3090DFA0272E},-71.124781602999974,42.368568559000039,STREET_FEA 3927,STREET_FEA 3927,196,intersection_preferred_150_plus_ft,boston-sam,168210,45 N Harvard St,N Harvard St,42.36822509,-71.12534115,Harvard Way & North Harvard Street,418,nearest_intersection
3624,24EH90,Cambridge St,382-386A Cambridge St,IS,1160092800000,2405740173,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2044; METERED_FL=U; PLACEMENT=MIGRATED,24EH90,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1238371200000,{D8CC211A-2C26-55FE-885D-483F664DED05},-71.132996019999950,42.355341954000039,382 (STREET_FEA 787),STREET_FEA 787,17,derived_0_50_ft,boston-sam,341942,382-386A Cambridge St,Cambridge St,42.35529642,-71.13298256,Cambridge Street & Wilton Street,75,nearest_address
3659,23EH14,Ridgemont St,3 Ridgemont St,IS,,2305740130,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1875; METERED_FL=U; PLACEMENT=MIGRATED,23EH14,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{0E8F34E7-5854-5942-9E34-D080A6FA2B7B},-71.140449458999967,42.351484046000053,3 (STREET_FEA 3587),STREET_FEA 3587,42,derived_0_50_ft,boston-sam,423275,3 Ridgemont St,Ridgemont St,42.35158867,-71.14038062,Gordon Street & Ridgemont Street,98,nearest_address
3674,23EH84,Allston St,68-70 Allston St,IS,,2305740159,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1938; METERED_FL=U; PLACEMENT=MIGRATED,23EH84,,,MU,MUCENT,1971,,,,1,,1177632000000,blundonr,1255478400000,{BD424CE6-146F-5497-8ED3-9DAE15B28CF3},-71.135955580999962,42.350999819000037,68-70 (STREET_FEA 206),STREET_FEA 206,44,derived_0_50_ft,boston-sam,2644,68-70 Allston St,Allston St,42.35092667,-71.13582362,Allston Street & Greylock Road,88,nearest_address
3704,23EH48,N Beacon St,62 N Beacon St,IS,1054425600000,2305740040,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1875; METERED_FL=U; PLACEMENT=MIGRATED,23EH48,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1238371200000,{BDBD1438-D2AB-5B46-8462-EF339D43C6EA},-71.141058493999935,42.354030928000043,62 (STREET_FEA 29),STREET_FEA 29,32,derived_0_50_ft,boston-sam,12798,62 N Beacon St,N Beacon St,42.35395068,-71.14110736,Gordon Street & North Beacon Street,104,nearest_address
3736,24FH86,Cambridge St,60 Cambridge St,IS,,2406740020,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2753; METERED_FL=U; PLACEMENT=MIGRATED,24FH86,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1250467200000,{AFD97C4B-944D-5A66-8066-57F36356F5AD},-71.119745534999936,42.360051349000059,60 (STREET_FEA 787),STREET_FEA 787,133,derived_100_150_ft,boston-sam,25174,60 Cambridge St,Cambridge St,42.35993567,-71.11927561,Cambridge Street & River Street,615,nearest_address
3739,25FH46,Stadium Road,Near Stadium Road & Western Avenue,IS,,2506740010,,,GPS,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=37; METERED_FL=U; PLACEMENT=MIGRATED,25FH46,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255564800000,{2B2BB261-D959-57CB-835E-5E88C080AB9A},-71.126297238999939,42.364600434000067,STREET_FEA 4906,STREET_FEA 4906,308,intersection_preferred_150_plus_ft,boston-sam,148157,135 Western Ave,Western Ave,42.36386267,-71.12573661,Stadium Road & Western Avenue,442,nearest_intersection
3747,24EH140,Brentwood St,61-63 Brentwood St,IS,612662400000,2405740009,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=268; METERED_FL=U; PLACEMENT=MIGRATED,24EH140,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{F4A588A1-F36B-5CBC-8869-AF9AD85C357A},-71.133651764999968,42.360365147000039,63 OPP (STREET_FEA 663),STREET_FEA 663,70,derived_50_100_ft,boston-sam,19983,61-63 Brentwood St,Brentwood St,42.36017867,-71.13372062,Appian Way & Brentwood Street,225,nearest_address
3834,26FH30,N Harvard St,60 N Harvard St,IS,,2606740035,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26FH30,,,AM,U,,,,,1,,1177632000000,blundonr,1282694400000,{75FC3A82-F04A-5955-B6B7-EE5F1820E4F1},-71.123334413999942,42.366158945000052,STREET_FEA 3251,STREET_FEA 3251,86,derived_50_100_ft,boston-sam,168214,60 N Harvard St,N Harvard St,42.36592387,-71.12333878,Albert H. Gordon Road & Batten Way,358,nearest_address
3874,23EH140,Park Vale Ave,25 Park Vale Ave,IS,1242864000000,2305740120,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1850; METERED_FL=U; PLACEMENT=MIGRATED,23EH140,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1273795200000,{BC67C220-A4CB-5299-BE81-A11735B2909C},-71.133059644999946,42.351743717000033,25 (STREET_FEA 3220),STREET_FEA 3220,54,derived_50_100_ft,boston-sam,107619,25 Park Vale Ave,Park Vale Ave,42.35172300,-71.13286159,Quint Avenue & Radcliffe Road,396,nearest_address
3897,25FH26,Ivy Lane,Near Ivy Lane & North Harvard Street,IS,1131148800000,2506740031,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4469; METERED_FL=U; PLACEMENT=MIGRATED,25FH26,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{077AC84B-115E-5F62-83FF-18CEDBAA22C5},-71.129169753999975,42.363528735000045,STREET_FEA 37,STREET_FEA 37,158,intersection_preferred_150_plus_ft,boston-sam,148163,176-178 Western Ave,Western Ave,42.36309867,-71.12910061,Ivy Lane & North Harvard Street,31,nearest_intersection
3929,22EH138,Commonwealth Ave,1299 Commonwealth Ave,IS,965952000000,2205740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2588; METERED_FL=U; PLACEMENT=MIGRATED,22EH138,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{CDC203CE-5CDF-5D9A-A3F2-5A34C51272FD},-71.134060829999953,42.349150088000044,1293-1293A (STREET_FEA 1090),STREET_FEA 1090,43,derived_0_50_ft,boston-sam,37282,1299 Commonwealth Ave,Commonwealth Ave,42.34921067,-71.13419762,Commonwealth Avenue & Griggs Street,130,nearest_address
3950,23EH28,Saunders St,30 Saunders St,IS,1029456000000,2305740085,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1955; METERED_FL=U; PLACEMENT=MIGRATED,23EH28,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{6382885F-DD61-5572-8829-85C64A291986},-71.142042964999973,42.352957874000026,30 (STREET_FEA 3797),STREET_FEA 3797,40,derived_0_50_ft,boston-sam,122974,30 Saunders St,Saunders St,42.35288867,-71.14216062,Guilford Street & Saunders Street,49,nearest_address
