objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
5963,25FH16,N Harvard St,222 N Harvard St,IS,,2506740063,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2405; METERED_FL=U; PLACEMENT=MIGRATED,25FH16,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{9B80C461-5E6D-511B-8E83-A15D98A99ADD},-71.130289818999984,42.362050890000035,222 (STREET_FEA 37),STREET_FEA 37,38,derived_0_50_ft,boston-sam,70966,222 N Harvard St,N Harvard St,42.36206867,-71.13015061,Franklin Street & Kingsley Street,41,nearest_address
5966,25GH6,Soldiers Field Road,Near Soldiers Field Road & Western Avenue,IS,,2507740006,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4469; METERED_FL=U; PLACEMENT=MIGRATED,25GH6,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{65F06914-CAA7-5227-84EA-43CDA1DD9E42},-71.118256910999946,42.363269113000058,STREET_FEA 3927,STREET_FEA 3927,188,intersection_preferred_150_plus_ft,boston-sam,128312,500 Soldiers Field Rd,Soldiers Field Rd,42.36279867,-71.11854861,Soldiers Field Road & Western Avenue,193,nearest_intersection
6013,24GH1,Soldiers Field Rd,400 Soldiers Field Rd,IS,,2407740001,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24GH1,,,MU,U,,,,,1,,1177632000000,blundonr,1282694400000,{97B2EBB9-DAAF-591D-BAAB-E948BEA14DF8},-71.117771653999966,42.360012398000038,STREET_FEA 935,STREET_FEA 935,148,derived_100_150_ft,boston-sam,128311,400 Soldiers Field Rd,Soldiers Field Rd,42.36002867,-71.11832061,Cambridge Street & River Street,331,nearest_address
6033,25EH70,Western Ave,300 Western Ave,IS,879984000000,2505740045,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1577; METERED_FL=U; PLACEMENT=MIGRATED,25EH70,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{3E1A0B1E-6473-5556-91D5-A58A5071EC37},-71.135068932999957,42.363126177000026,304 (STREET_FEA 4469),STREET_FEA 4469,82,derived_50_100_ft,boston-sam,171738,300 Western Ave,Western Ave,42.36290916,-71.13499305,Everett Street & Western Avenue,74,nearest_address
6086,25FH18,Travis St,25 Travis St,IS,,2506740059,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2405; METERED_FL=U; PLACEMENT=MIGRATED,25FH18,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{DB1F3243-B085-54B5-8116-6FBA6D320410},-71.128649339999981,42.362151897000047,25 (STREET_FEA 4206),STREET_FEA 4206,97,derived_50_100_ft,boston-sam,136614,25 Travis St,Travis St,42.36225867,-71.12898061,Kingsley Street & Travis Street,81,nearest_address
6172,22EH110,Commonwealth Ave,1371 Commonwealth Ave,IS,965952000000,2205740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=206; METERED_FL=U; PLACEMENT=MIGRATED,22EH110,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{DD42EA5D-C0F2-5E34-A51F-7B26776B5CBF},-71.136678062999977,42.348448209000026,1371 (STREET_FEA 1090),STREET_FEA 1090,39,derived_0_50_ft,boston-sam,37438,1371 Commonwealth Ave,Commonwealth Ave,42.34851867,-71.13657062,Commonwealth Avenue & Scottfield Road,98,nearest_address
6174,24FH78,Seattle St,24 Seattle St,IS,,2406740029,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=227; METERED_FL=U; PLACEMENT=MIGRATED,24FH78,,,KE,KEK11,1972,,,,1,,1177632000000,blundonr,1255478400000,{6A32B3FB-BDF3-5CF4-BEF5-5D7F9C1F9457},-71.124643298999956,42.359707705000062,24 (STREET_FEA 3836),STREET_FEA 3836,32,derived_0_50_ft,boston-sam,124112,24 Seattle St,Seattle St,42.35964867,-71.12473061,Goddard Street & Seattle Street,43,nearest_address
6270,26FH29,Harvard Way,20 Harvard Way,IS,,2606740034,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26FH29,,,AM,U,,,,,1,,1177632000000,blundonr,1247961600000,{A13B8831-F690-55E3-9981-DD79D05E408A},-71.123201037999934,42.366841031000035,STREET_FEA 2057,STREET_FEA 2057,81,derived_50_100_ft,boston-sam,341968,20 Harvard Way,Harvard Way,42.36705449,-71.12327967,Harvard Way & North Harvard Street,431,nearest_address
6320,24FH74,Eatonia St,34-36 Eatonia St,IS,1028851200000,2406740001,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=105; METERED_FL=U; PLACEMENT=MIGRATED,24FH74,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{FA5F24D8-1253-5E8C-A618-DD2DEA15E224},-71.126710170999957,42.360543151000059,34-36 (STREET_FEA 1440),STREET_FEA 1440,37,derived_0_50_ft,boston-sam,51022,34-36 Eatonia St,Eatonia St,42.36061567,-71.12680561,Eatonia Street & West Sorrento Street,70,nearest_address
6373,23EH166,Brighton Ave,154-162A Brighton Ave,IS,,2305740087,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2044; METERED_FL=U; PLACEMENT=MIGRATED,23EH166,,,US,USMET250,1995,,,,1,,1177632000000,blundonr,1255478400000,{34602104-B43F-56BD-A73B-E256A6D8DA8C},-71.132335938999972,42.352913069000067,156-162 (STREET_FEA 672),STREET_FEA 672,52,derived_50_100_ft,boston-sam,20077,154-162A Brighton Ave,Brighton Ave,42.35286267,-71.13251562,Brighton Avenue & Harvard Avenue,69,nearest_address
6388,23EH159,Cambridge St,406 Cambridge St,IS,1160092800000,2305740008,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4562; METERED_FL=U; PLACEMENT=MIGRATED,23EH159,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1238371200000,{6E736EA5-C6F9-584C-8B10-9BCF210F5F8B},-71.133710676999954,42.355025609000052,406 (STREET_FEA 787),STREET_FEA 787,69,derived_50_100_ft,boston-sam,162849,406 Cambridge St,Cambridge St,42.35483799,-71.13374651,Cambridge Street & Thor Terrace,91,nearest_address
6426,22EH148,Royce Rd,11 Royce Rd,IS,,2205740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1090; METERED_FL=U; PLACEMENT=MIGRATED,22EH148,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{0A199176-0C85-57F9-A469-3980D03E3975},-71.131650519999937,42.349149268000076,11 (STREET_FEA 3702),STREET_FEA 3702,67,derived_50_100_ft,boston-sam,119328,11 Royce Rd,Royce Rd,42.34900867,-71.13181061,Commonwealth Avenue & Royce Road,197,nearest_address
6442,25EH90,Riverdale St,51-53 Riverdale St,IS,738892800000,2505740099,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3526; METERED_FL=U; PLACEMENT=MIGRATED,25EH90,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1271808000000,{023346BA-7493-5807-9DAA-0DEE84C53FF2},-71.132840219999935,42.361976412000047,53 (STREET_FEA 3609),STREET_FEA 3609,48,derived_0_50_ft,boston-sam,116816,51-53 Riverdale St,Riverdale St,42.36207867,-71.13295062,Raymond Street & Riverdale Street,205,nearest_address
6445,23FH62,Brighton Ave,56 Brighton Ave,IS,,2306740107,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1689; METERED_FL=U; PLACEMENT=MIGRATED,23FH62,,,US,USMET250,1990,,,,1,,1177632000000,blundonr,1255478400000,{CA8F07EF-4428-592E-8685-810219E7B302},-71.127947614999982,42.352378895000072,60 (STREET_FEA 672),STREET_FEA 672,37,derived_0_50_ft,boston-sam,20142,56 Brighton Ave,Brighton Ave,42.35228567,-71.12789161,Brighton Avenue & Fordham Road,65,nearest_address
6531,23GH2,Commonwealth Avenue,Near Commonwealth Avenue & Pleasant Street,IS,,2307740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=727; METERED_FL=U; PLACEMENT=MIGRATED,23GH2,,,US,USMET250,1990,,,,1,,1177632000000,BlundoNR,1291248000000,{D6014A04-B2A2-5F62-A64E-21F7787C8DFC},-71.117693479999957,42.351217808000058,925 OPP (STREET_FEA 1090),STREET_FEA 1090,348,intersection_preferred_150_plus_ft,boston-sam,156282,925 Commonwealth Ave,Commonwealth Ave,42.35217502,-71.11768095,Commonwealth Avenue & Pleasant Street,166,nearest_intersection
6557,23FH28,Brighton Ave,87 Brighton Ave,IS,,2306740077,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2558; METERED_FL=U; PLACEMENT=MIGRATED,23FH28,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{CD6EBC96-04B5-5136-88FA-DF9D818CEF10},-71.129547265999975,42.352829714000052,87 (STREET_FEA 672),STREET_FEA 672,47,derived_0_50_ft,boston-sam,20181,87 Brighton Ave,Brighton Ave,42.35294867,-71.12948061,Brighton Avenue & Reedsdale Street,104,nearest_address
6594,24EH100,Adamson St,1 Adamson St,IS,,2405740076,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=132; METERED_FL=U; PLACEMENT=MIGRATED,24EH100,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{3DBBBCBC-C691-5B2C-8431-DBA896B22423},-71.137240144999964,42.358493179000050,STREET_FEA 1577,STREET_FEA 1577,56,derived_50_100_ft,boston-sam,1026,1 Adamson St,Adamson St,42.35845241,-71.13703919,Adamson Street & Old Everett Street,37,nearest_address
6598,23FH30,Brighton Ave,78-80 Brighton Ave,IS,,2306740097,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3542; METERED_FL=U; PLACEMENT=MIGRATED,23FH30,,,US,USMET250,1982,,,,1,,1177632000000,blundonr,1255478400000,{9F77E18B-5E22-5DA3-AAB3-E31E2B16840F},-71.129064747999962,42.352511743000036,78-80 (STREET_FEA 672),STREET_FEA 672,47,derived_0_50_ft,boston-sam,156849,78-80 Brighton Ave,Brighton Ave,42.35243140,-71.12892973,Brighton Avenue & Reedsdale Street,71,nearest_address
6604,24EH167,Eric Rd,5 Eric Rd,IS,1022198400000,2405740180,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2550; METERED_FL=U; PLACEMENT=MIGRATED,24EH167,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{2070096F-0192-5D5A-8EEF-579166678094},-71.134464384999944,42.357266933000062,5 (STREET_FEA 1542),STREET_FEA 1542,44,derived_0_50_ft,boston-sam,165022,5 Eric Rd,Eric Rd,42.35734967,-71.13434487,Eric Road & Lincoln Street,42,nearest_address
6623,26FH31,Harvard Way,30 Harvard Way,IS,,2606740036,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26FH31,,,AM,U,,,,,1,,1177632000000,blundonr,1247961600000,{30CC209E-E36D-5A8F-941E-F5DE1DF76BE6},-71.122259982999935,42.366690054000060,STREET_FEA 2057,STREET_FEA 2057,87,derived_50_100_ft,boston-sam,341971,30 Harvard Way,Harvard Way,42.36677464,-71.12195808,Harvard Way & Kresge Way,448,nearest_address
6625,26FH32,Harvard Way,35 Harvard Way,IS,,2606740037,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26FH32,,,AM,U,,,,,1,,1177632000000,blundonr,1282694400000,{C91DF040-A7B5-5623-A0C9-59CA55652ACC},-71.122122908999984,42.366272345000027,STREET_FEA 2057,STREET_FEA 2057,132,derived_100_150_ft,boston-sam,156898,35 Harvard Way,Harvard Way,42.36591098,-71.12206446,Harvard Way & Kresge Way,432,nearest_address
6666,22EH116,Walbridge St,15-19 Walbridge St,IS,1321920000000,2205740109,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=648; METERED_FL=U; PLACEMENT=MIGRATED,22EH116,,,KE,KEK81-A,2010,,,,1,,1177632000000,chings,1456790400000,{355B8E82-EBD9-580F-B642-A4E03B2556CC},-71.135220144999948,42.347379152000030,15 OPP (STREET_FEA 4339),STREET_FEA 4339,79,derived_50_100_ft,boston-sam,141366,15-19 Walbridge St,Walbridge St,42.34721867,-71.13542062,Brainerd Road & Walbridge Street,242,nearest_address
6728,25EH72,Raymond St,42-44 Raymond St,IS,738892800000,2505740108,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3609; METERED_FL=U; PLACEMENT=MIGRATED,25EH72,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{EF9BBB4F-9D82-57A5-9A49-EAF83B0BD8AE},-71.133458338999958,42.361550544000067,29 OPP (STREET_FEA 3526),STREET_FEA 3526,52,derived_50_100_ft,boston-sam,114832,42-44 Raymond St,Raymond St,42.36165467,-71.13332362,Raymond Street & Riverdale Street,125,nearest_address
6809,23FH44,Chester St,32A-32 Chester St,IS,923356800000,2306740140,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=672; METERED_FL=U; PLACEMENT=MIGRATED,23FH44,,,KE,KEK81-A,2004,,,,1,,1177632000000,blundonr,1255478400000,{AABC1C94-ED13-540B-BDD2-FC6557F7CF85},-71.128632463999963,42.351894346000051,32 (STREET_FEA 957),STREET_FEA 957,59,derived_50_100_ft,boston-sam,163289,32A-32 Chester St,Chester St,42.35186052,-71.12884858,Brighton Avenue & Chester Street,235,nearest_address
6824,24EH108,Holton St,57-59 Holton St,IS,,2405740014,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2189; METERED_FL=U; PLACEMENT=MIGRATED,24EH108,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1255478400000,{2FB1997F-B79E-54A3-BAED-B3ECC83D112C},-71.136457484999937,42.360347716000035,STREET_FEA 1577,STREET_FEA 1577,103,derived_100_150_ft,boston-sam,341150,57-59 Holton St,Holton St,42.36029316,-71.13608050,Everett Street & Holton Street,79,nearest_address
6887,23EH146,Brighton Ave,177 Brighton Ave,IS,,2305740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2044; METERED_FL=U; PLACEMENT=MIGRATED,23EH146,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{9B860186-2C87-5D8E-8F09-C029FDA9C7A1},-71.133321671999965,42.353283180000062,173 (STREET_FEA 672),STREET_FEA 672,61,derived_50_100_ft,boston-sam,20080,177 Brighton Ave,Brighton Ave,42.35344867,-71.13335761,Brighton Avenue & Park Vale Avenue,88,nearest_address
6988,23EH44,N Beacon St,80 N Beacon St,IS,,2305740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3797; METERED_FL=U; PLACEMENT=MIGRATED,23EH44,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{79F3B0EC-5181-5EC0-863A-915898F1862F},-71.142139063999934,42.354297239000061,STREET_FEA 29,STREET_FEA 29,13,derived_0_50_ft,boston-sam,439399,80 N Beacon St,N Beacon St,42.35426237,-71.14213192,North Beacon Street & Saunders Street,128,nearest_address
7034,25FH24,Western Ave,194-216 Western Ave,IS,,2506740050,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3978; METERED_FL=U; PLACEMENT=MIGRATED,25FH24,,,DA,ADB-84-B,2000,,,,1,,1177632000000,blundonr,1255478400000,{510517AA-52F5-5DC9-BC16-07AD75B04D7A},-71.130709986999989,42.363036924000028,216 (STREET_FEA 4469),STREET_FEA 4469,87,derived_50_100_ft,boston-sam,148165,194-216 Western Ave,Western Ave,42.36294503,-71.13041317,South Campus Drive & Western Avenue,93,nearest_address
7097,23FH108,Brighton Avenue,Near Brighton Avenue & Commonwealth Avenue,IS,1059696000000,2306740113,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=169; METERED_FL=U; PLACEMENT=MIGRATED,23FH108,,,MU,MUCENT,2002,,,,1,,1177632000000,connorsm,1237852800000,{EFEF90D9-8D08-50F4-A5B5-984D458ED2B2},-71.124016360999974,42.352271440000038,1092 OPP (STREET_FEA 1090),STREET_FEA 1090,172,intersection_preferred_150_plus_ft,boston-sam,163735,1079-1089 Commonwealth Ave,Commonwealth Ave,42.35251584,-71.12456169,Brighton Avenue & Commonwealth Avenue,33,nearest_intersection
7103,22EH70,Kelton St,248 Kelton St,IS,1004400000000,2205740147,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=648; METERED_FL=U; PLACEMENT=MIGRATED,22EH70,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{BE6B92C7-7E06-5666-B97A-24A58542BFC7},-71.135659170999986,42.346330462000026,248 (STREET_FEA 2364),STREET_FEA 2364,43,derived_0_50_ft,boston-sam,423026,248 Kelton St,Kelton St,42.34644904,-71.13565946,Brainerd Road & Corey Road,33,nearest_address
7118,23GH18,Amory Street,Near Amory Street & Commonwealth Avenue,IS,,2307740045,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=727; METERED_FL=U; PLACEMENT=MIGRATED,23GH18,,,US,USMET250,1990,,,,1,,1177632000000,connorsm,1237852800000,{F267CFBB-6619-5765-9A82-E19DF1C5A0BE},-71.113579291999940,42.350705649000076,850 (STREET_FEA 1093),STREET_FEA 1093,240,intersection_preferred_150_plus_ft,boston-sam,341949,855-861 Commonwealth Ave,Commonwealth Ave,42.35134082,-71.11381434,Amory Street & Commonwealth Avenue,58,nearest_intersection
7120,23EH54,Cambridge Ter,5 Cambridge Ter,IS,,2305740109,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=787; METERED_FL=U; PLACEMENT=MIGRATED,23EH54,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{699053BA-2E4F-5985-A91F-A1AA47009600},-71.139373981999938,42.352158910000071,5 (STREET_FEA 792),STREET_FEA 792,38,derived_0_50_ft,boston-sam,25302,5 Cambridge Ter,Cambridge Ter,42.35218867,-71.13951062,Armington Street & Imrie Road,185,nearest_address
7159,22EH98,Commonwealth Ave,1394-1398 Commonwealth Ave,IS,965952000000,2205740070,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=206; METERED_FL=U; PLACEMENT=MIGRATED,22EH98,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1271808000000,{E6DFF172-DF81-5B99-A0A4-C59AB12EE85C},-71.138174237999976,42.348420176000047,1394-1398 (STREET_FEA 1090),STREET_FEA 1090,46,derived_0_50_ft,boston-sam,350845,1394-1398 Commonwealth Ave,Commonwealth Ave,42.34829334,-71.13819169,Allston Street & Commonwealth Avenue,111,nearest_address
7248,25EH94,Western Ave,250 Western Ave,IS,879984000000,2505740038,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3609; METERED_FL=U; PLACEMENT=MIGRATED,25EH94,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{F29F1247-198D-5BA4-9982-D58CCC93F752},-71.132795147999957,42.363272766000080,254 (STREET_FEA 4469),STREET_FEA 4469,75,derived_50_100_ft,boston-sam,454194,250 Western Ave,Western Ave,42.36313059,-71.13299761,Riverdale Street & Western Avenue,157,nearest_address
7273,24FH4,Linden St,11 Linden St,IS,,2406740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=787; METERED_FL=U; PLACEMENT=MIGRATED,24FH4,,,DA,ADB-84-B,2006,,,,1,,1177632000000,blundonr,1255478400000,{AE6375D2-8178-5DF8-BB4E-3C6811C475A4},-71.131071535999979,42.355538685000056,11 (STREET_FEA 2558),STREET_FEA 2558,28,derived_0_50_ft,boston-sam,86411,11 Linden St,Linden St,42.35549867,-71.13116061,Cambridge Street & Linden Street,201,nearest_address
7283,23GH6,Commonwealth Ave,949 Commonwealth Ave,IS,1059696000000,2307740011,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1768; METERED_FL=U; PLACEMENT=MIGRATED,23GH6,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{D71FE2E9-C71E-5A06-ABC7-12CB4BAE61D0},-71.118371796999952,42.351593899000079,925 (STREET_FEA 1090),STREET_FEA 1090,143,derived_100_150_ft,boston-sam,41309,949 Commonwealth Ave,Commonwealth Ave,42.35189667,-71.11870961,Commonwealth Avenue & Pleasant Street,43,nearest_address
7325,23EH170,Brighton Ave,201-207 Brighton Ave,IS,,2305740194,,,MANUAL,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=787; METERED_FL=U; PLACEMENT=blundonr,23EH170,,,WA,WAWB67P,1980,,,,1,,1247616000000,blundonr,1249430400000,{C25FC5DE-E831-549A-B71E-F6BDA166CCCC},-71.134282049999968,42.353672556000049,201 (STREET_FEA 672),STREET_FEA 672,67,derived_50_100_ft,boston-sam,20110,201-207 Brighton Ave,Brighton Ave,42.35353867,-71.13445061,Allston Street & Brighton Avenue,126,nearest_address
7338,23FH148,Ashford St,134 Ashford St,IS,,2306740220,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=318; METERED_FL=U; PLACEMENT=dorleansr,23FH148,,,KE,KEK81-A,2007,,,,1,,1236643200000,blundonr,1264377600000,{E6E82736-7F64-5FF0-B402-E7B679D272E6},-71.120809492999967,42.354410051000059,316 (STREET_FEA 371),STREET_FEA 371,133,derived_100_150_ft,boston-sam,161646,134 Ashford St,Ashford St,42.35425904,-71.12126031,Ashford Street & Babcock Street,213,nearest_address
7392,23EH150,Harvard Ave,128-136 Harvard Ave,IS,1320192000000,2305740106,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=672; METERED_FL=U; PLACEMENT=MIGRATED,23EH150,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1354233600000,{A93F6192-0A30-5C62-AF0C-B8E87847BB56},-71.131770768999957,42.352270311000041,128 (STREET_FEA 2044),STREET_FEA 2044,47,derived_0_50_ft,boston-sam,70340,128-136 Harvard Ave,Harvard Ave,42.35217820,-71.13164674,Brighton Avenue & Harvard Avenue,258,nearest_address
7402,24EH158,Alcott St,10 Alcott St,IS,,2405740093,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2676; METERED_FL=U; PLACEMENT=MIGRATED,24EH158,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{5453C293-DB67-51E6-81A5-76FE55DAA0C2},-71.131963253999970,42.357949933000043,10 (STREET_FEA 170),STREET_FEA 170,33,derived_0_50_ft,boston-sam,1734,10 Alcott St,Alcott St,42.35785867,-71.13196061,Alcott Street & Mansfield Street,217,nearest_address
7434,22EH106,Allston St,114 Allston St,IS,,2205740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1850; METERED_FL=U; PLACEMENT=MIGRATED,22EH106,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{587626FD-6F0F-5919-83E6-EA5D47BCD65D},-71.136996657999987,42.349429871000041,STREET_FEA 206,STREET_FEA 206,20,derived_0_50_ft,boston-sam,2350,114 Allston St,Allston St,42.34938967,-71.13694562,Allston Street & Glenville Avenue,80,nearest_address
7441,24EH84,Denby Rd,29 Denby Rd,IS,870220800000,2405740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3708; METERED_FL=U; PLACEMENT=MIGRATED,24EH84,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1255478400000,{F5070D15-07B5-5164-B988-D8FAB440A855},-71.135040243999981,42.356306316000030,61 (STREET_FEA 649),STREET_FEA 649,117,derived_100_150_ft,boston-sam,47259,29 Denby Rd,Denby Rd,42.35602867,-71.13482061,Braintree Street & Rugg Road,63,nearest_address
7446,24FH66,Hooker St,91-93 Hooker St,IS,,2406740047,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=37; METERED_FL=U; PLACEMENT=MIGRATED,24FH66,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{CDB5B07B-E93B-52BD-B664-1CA5A704F1BF},-71.126388469999938,42.359080566000046,91-93 (STREET_FEA 2196),STREET_FEA 2196,34,derived_0_50_ft,boston-sam,75187,91-93 Hooker St,Hooker St,42.35898767,-71.12637961,Hooker Street & North Harvard Street,188,nearest_address
7492,25FH58,Kresge Way,Near Kresge Way & Western Avenue,IS,,2506740019,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3927; METERED_FL=U; PLACEMENT=MIGRATED,25FH58,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{3753B3F0-586D-5BDD-B677-6FE866637523},-71.119876287999944,42.363936390000049,111 OPP (STREET_FEA 4469),STREET_FEA 4469,197,intersection_preferred_150_plus_ft,boston-sam,148150,1 Western Ave,Western Ave,42.36432429,-71.11936299,Kresge Way & Western Avenue,91,nearest_intersection
7524,23DH170,Cambridge St,677 Cambridge St,IS,865123200000,2304740145,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1415; METERED_FL=U; PLACEMENT=MIGRATED,23DH170,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1238371200000,{A2439F73-F568-5EAE-BA30-1170F068ECAC},-71.145393591999948,42.350782126000070,677 OPP (STREET_FEA 787),STREET_FEA 787,115,derived_100_150_ft,boston-sam,25188,677 Cambridge St,Cambridge St,42.35104867,-71.14562062,Cambridge Street & Dustin Street,62,nearest_address
7533,26FH11,Harvard Way,Near Harvard Way & North Harvard Street,IS,1182729600000,2606740010,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=37; METERED_FL=U; PLACEMENT=MIGRATED,26FH11,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1241654400000,{4661C9CC-9839-53E5-972B-3644FE9F7CC5},-71.122558554999955,42.367813165000030,700 (STREET_FEA 3927),STREET_FEA 3927,153,intersection_preferred_150_plus_ft,boston-sam,344688,26 Harvard Way,Harvard Way,42.36745252,-71.12285334,Harvard Way & North Harvard Street,565,nearest_intersection
7601,23EH106,Hano St,100-102 Hano St,IS,,2305740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3277; METERED_FL=U; PLACEMENT=MIGRATED,23EH106,,,MU,MUCENT,1991,,,,1,,1177632000000,chings,1456444800000,{9CDDDF31-AB59-544E-81B6-07517D541508},-71.136918392999974,42.354542135000031,100 OPP (STREET_FEA 2002),STREET_FEA 2002,75,derived_50_100_ft,boston-sam,68980,100-102 Hano St,Hano St,42.35459867,-71.13665062,Hano Street & Penniman Road,62,nearest_address
