objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
4737,21JH216,Union Park,43 Union Park,IS,,2110740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4217; METERED_FL=U; PLACEMENT=MIGRATED,21JH216,,,SM,SMH205,1976,,,,1,,1177632000000,chalmersh,1225238400000,{B062A27C-984E-5EFE-B83D-BB1230E9518F},-71.071733307999978,42.343275650000066,41 (STREET_FEA 4249),STREET_FEA 4249,42,derived_0_50_ft,boston-sam,139186,43 Union Park,Union Park,42.34338867,-71.07170059,Tremont Street & Union Park,198,nearest_address
4738,22JH142,Berkeley Street,Near Berkeley Street & Warren Avenue,IS,126230400000,2210740284,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4217; METERED_FL=U; PLACEMENT=MIGRATED,22JH142,,,SM,SMH205,1974,,,,1,,1177632000000,chalmersh,1250208000000,{0B224D9E-F962-5007-B4E3-9F0128146E16},-71.070021032999989,42.345417476000080,STREET_FEA 511,STREET_FEA 511,191,intersection_preferred_150_plus_ft,boston-sam,143049,7 Warren Ave,Warren Ave,42.34560567,-71.07068459,Berkeley Street & Warren Avenue,60,nearest_intersection
4789,21JH178,Tremont St,598 Tremont St,IS,252460800000,2110740054,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4265; METERED_FL=U; PLACEMENT=MIGRATED,21JH178,,,US,USH205,1978,,,,1,,1177632000000,Blundonr,1273795200000,{8796DF15-F1B0-58A7-9505-44EDD8166BE5},-71.073353400999963,42.342918705000045,598 (STREET_FEA 4217),STREET_FEA 4217,42,derived_0_50_ft,boston-sam,137742,598 Tremont St,Tremont St,42.34283867,-71.07324059,Tremont Street & Upton Street,111,nearest_address
4793,20JH237,Harrison Ave,731 Harrison Ave,IS,966988800000,2010740359,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=21; METERED_FL=U; PLACEMENT=MIGRATED,20JH237,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1268611200000,{93EDD3CF-D114-5566-BF64-BF8EEA6E3878},-71.071944970999937,42.338062143000059,STREET_FEA 194,STREET_FEA 194,62,derived_50_100_ft,boston-sam,70025,731 Harrison Ave,Harrison Ave,42.33804267,-71.07171559,East Newton Street & Father Francis J. Gilday Street,194,nearest_address
4797,22JH146,Berkeley St,41 Berkeley St,IS,,2210740239,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=269; METERED_FL=U; PLACEMENT=MIGRATED,22JH146,,,KE,KEK11,1974,,,,1,,1177632000000,blundonr,1255478400000,{33900431-06E8-584F-91E0-07433EE097E5},-71.070397051999976,42.346091872000045,47-43 (STREET_FEA 511),STREET_FEA 511,53,derived_50_100_ft,boston-sam,341084,41 Berkeley St,Berkeley St,42.34608502,-71.07019940,Appleton Street & Berkeley Street,83,nearest_address
4800,21KH20,Albany Street,Near Albany Street & Thayer Street,IS,,2111740119,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5021; METERED_FL=U; PLACEMENT=MIGRATED,21KH20,,,KE,KEK81-A,2003,,,,1,,1177632000000,blundonr,1255478400000,{679E8A6F-640D-56D8-953B-5E1ED262117D},-71.063178076999975,42.341847903000030,STREET_FEA 160,STREET_FEA 160,171,intersection_preferred_150_plus_ft,boston-sam,161412,365 Albany St,Albany St,42.34231494,-71.06309466,Albany Street & Thayer Street,61,nearest_intersection
4857,21JH70,W Newton St,142 W Newton St,IS,,2110740097,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3416; METERED_FL=U; PLACEMENT=MIGRATED,21JH70,,,KE,KEK81-A,1995,,,,1,,1177632000000,louisjamey,1461024000000,{892B8E0F-BC6A-503D-B695-791AFB1BD452},-71.077503902999979,42.342203946000041,142 (STREET_FEA 5793),STREET_FEA 5793,35,derived_0_50_ft,boston-sam,102408,142 W Newton St,W Newton St,42.34213867,-71.07760060,Tremont Street & West Newton Street,406,nearest_address
4900,20JH238,Cumston St,2-14 Cumston St,IS,965088000000,2010740360,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=76; METERED_FL=U; PLACEMENT=MIGRATED,20JH238,,,MU,MUCENT,1999,,,,1,,1177632000000,chalmersh,1225238400000,{7A89615D-25C7-5A2D-BBDF-C3C95FD4B0B6},-71.075438222999935,42.338467715000036,14 (STREET_FEA 1215),STREET_FEA 1215,75,derived_50_100_ft,boston-sam,347462,2-14 Cumston St,Cumston St,42.33855793,-71.07518877,Cumston Street & West Concord Street,40,nearest_address
4931,21JH106,Pembroke St,141 Pembroke St,IS,599616000000,2110740034,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4379; METERED_FL=U; PLACEMENT=MIGRATED,21JH106,,,US,USSEN,1980,,,,1,,1177632000000,blundonr,1255478400000,{558460CB-F907-55C6-94A4-4028E6F92281},-71.077384320999954,42.343366472000071,141 (STREET_FEA 3273),STREET_FEA 3273,39,derived_0_50_ft,boston-sam,109074,141 Pembroke St,Pembroke St,42.34340867,-71.07725060,Columbus Square & Pembroke Street,47,nearest_address
5028,20JH212,Harrison Ave,731 Harrison Ave,IS,63072000000,2010740036,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=21; METERED_FL=U; PLACEMENT=MIGRATED,20JH212,,,WA,WAWB67P,1980,,,,1,,1177632000000,chalmersh,1225152000000,{BD8137A7-443C-5AA5-A2F9-7280D75C066C},-71.071524136999983,42.337956343000030,731 (STREET_FEA 2032),STREET_FEA 2032,60,derived_50_100_ft,boston-sam,70025,731 Harrison Ave,Harrison Ave,42.33804267,-71.07171559,East Brookline Street & Harrison Avenue,202,nearest_address
5075,21JH263,Washington St,1361-1375 Washington St,IS,959817600000,2110740335,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=BlundoNR,21JH263,,,MU,MUCENT,2000,,,,1,,1327449600000,chings,1456099200000,{7AE3CAEB-579A-5A46-8B67-EE15E6300108},-71.069750452999983,42.341515823000066,26 (STREET_FEA 4253),STREET_FEA 4253,45,derived_0_50_ft,boston-sam,144181,1361-1375 Washington St,Washington St,42.34158193,-71.06960815,Union Park Street & Washington Street,74,nearest_address
5085,21KH52,Washington St,1134-1140 Washington St,IS,,2111740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1; METERED_FL=U; PLACEMENT=MIGRATED,21KH52,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{AB340FE0-260B-56DA-A66D-BC365F91496C},-71.065937660999964,42.343796406000081,1136 (STREET_FEA 4400),STREET_FEA 4400,26,derived_0_50_ft,boston-sam,143835,1134-1140 Washington St,Washington St,42.34380567,-71.06584359,East Berkeley Street & Washington Street,60,nearest_address
5105,20JH234,Albany St,670 Albany St,IS,704419200000,2010740356,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=21; METERED_FL=U; PLACEMENT=MIGRATED,20JH234,,,MU,MUCENT,2004,,,,1,,1177632000000,mulline,1256601600000,{5C4DF712-B1FB-5A39-A45F-554FCF83E7A5},-71.069928779999941,42.334898826000028,710 BACK (STREET_FEA 160),STREET_FEA 160,131,derived_100_150_ft,boston-sam,1565,670 Albany St,Albany St,42.33524567,-71.06980459,Bio Square Drive & East Stoughton Street,48,nearest_address
5113,21JH140,W Brookline St,194 W Brookline St,IS,,2110740048,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4953; METERED_FL=U; PLACEMENT=MIGRATED,21JH140,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1225238400000,{4B7C5ED8-783E-5A63-A0C2-17ADFF2B89EC},-71.076596012999971,42.343183182000075,194 (STREET_FEA 72),STREET_FEA 72,33,derived_0_50_ft,boston-sam,22321,194 W Brookline St,W Brookline St,42.34314867,-71.07671060,Warren Avenue & West Brookline Street,189,nearest_address
5145,21KH16,Albany Street,Near Albany Street & Frontage Road Southbound,IS,,2111740149,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3515; METERED_FL=U; PLACEMENT=MIGRATED,21KH16,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{F34554B6-EF78-5594-B564-421B202DD52B},-71.063666001999934,42.340820393000058,STREET_FEA 160,STREET_FEA 160,204,intersection_preferred_150_plus_ft,boston-sam,172349,30 Randolph St,Randolph St,42.34127325,-71.06411377,Albany Street & Frontage Road Southbound,25,nearest_intersection
5157,21JH255,Columbus Sq,11-12 Columbus Sq,IS,1163030400000,2110740327,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=denapolipd,21JH255,,,MU,MUCENT,2004,,,,1,,1193356800000,blundonr,1224460800000,{3850ACA1-E77C-5A90-AA53-A9F9F0B207E6},-71.078338944999985,42.343213496000033,12-11 (STREET_FEA 1078),STREET_FEA 1078,76,derived_50_100_ft,boston-sam,36082,11-12 Columbus Sq,Columbus Sq,42.34308867,-71.07811060,Columbus Avenue & Columbus Square,50,nearest_address
5167,21JH2,Massachusetts Ave,544 Massachusetts Ave,IS,126230400000,2110740315,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,21JH2,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{CF79BAC3-DCCF-59C8-ABC8-51C9C35549D7},-71.078885755999977,42.338551921000033,544 (STREET_FEA 2746),STREET_FEA 2746,47,derived_0_50_ft,boston-sam,92362,544 Massachusetts Ave,Massachusetts Ave,42.33860867,-71.07873060,Ward Way & West Springfield Street,153,nearest_address
5195,21JH54,W Newton St,39 W Newton St,IS,567993600000,2110740272,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,21JH54,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{24B33D42-FB29-5943-8E29-62F14A5BA342},-71.073983969999972,42.339265817000069,39 OPP (STREET_FEA 91),STREET_FEA 91,86,derived_50_100_ft,boston-sam,102605,39 W Newton St,W Newton St,42.33909867,-71.07421060,East Newton Street & Washington Street,173,nearest_address
5273,22JH156,Berkeley St,86 Berkeley St,IS,1123200000000,2210740154,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=897; METERED_FL=U; PLACEMENT=MIGRATED,22JH156,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1224460800000,{534B3D16-3F2B-5A95-9ADA-01B999D664D1},-71.071029303999978,42.347370972000078,99 (STREET_FEA 511),STREET_FEA 511,94,derived_50_100_ft,boston-sam,15063,86 Berkeley St,Berkeley St,42.34726867,-71.07135059,Berkeley Street & Chandler Street,145,nearest_address
5279,21JH252,Dwight St,4 Dwight St,IS,,2110740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1418; METERED_FL=U; PLACEMENT=MIGRATED,21JH252,,,MU,MUCENT,1975,,,,1,,1177632000000,chalmersh,1225238400000,{0387B524-ED45-5414-BB1A-C5647507C379},-71.067875609999987,42.343824276000078,231 (STREET_FEA 3868),STREET_FEA 3868,17,derived_0_50_ft,boston-sam,50386,4 Dwight St,Dwight St,42.34385867,-71.06792059,Dwight Street & Shawmut Avenue,46,nearest_address
5305,22JH154,Berkeley St,84-84H Berkeley St,IS,1123200000000,2210740159,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=897; METERED_FL=U; PLACEMENT=MIGRATED,22JH154,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1224460800000,{1AD8B2C3-9A78-5C38-8AEE-974E4DEFEA76},-71.071221370999979,42.347257158000048,84 (STREET_FEA 511),STREET_FEA 511,34,derived_0_50_ft,boston-sam,162052,84-84H Berkeley St,Berkeley St,42.34720614,-71.07132533,Berkeley Street & Chandler Street,123,nearest_address
5308,22KH18,Washington St,1001 Washington St,IS,,2211740101,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,22KH18,,,MH,MH929,1988,,,,1,,1177632000000,mulline,1442966400000,{F3F2D475-1861-5277-9D61-CC8274EDB3D8},-71.064774855999985,42.346617835000075,50 (STREET_FEA 2115),STREET_FEA 2115,142,derived_100_150_ft,boston-sam,460407,1001 Washington St,Washington St,42.34626197,-71.06499186,Herald Street & Washington Street,47,nearest_address
5407,22KH16,Washington Street,Near Washington Street & William E. Mullins Way,IS,,2211740139,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4531; METERED_FL=U; PLACEMENT=MIGRATED,22KH16,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{5EED1CBB-E654-5319-850D-4ACF16BAFBA9},-71.064960296999971,42.345424457000036,STREET_FEA 4400,STREET_FEA 4400,156,intersection_preferred_150_plus_ft,boston-sam,459234,1033 Washington St,Washington St,42.34571677,-71.06538196,Washington Street & William E. Mullins Way,117,nearest_intersection
5538,20JH152,Albany St,700 Albany St,IS,567993600000,2010740197,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=21; METERED_FL=U; PLACEMENT=MIGRATED,20JH152,,,DA,ADB-84-B,1990,,,,1,,1177632000000,chalmersh,1225152000000,{FDBA25C7-AEC3-54A5-B6FF-C1E1C6EF34E4},-71.070602954999970,42.335446431000037,700 (STREET_FEA 160),STREET_FEA 160,107,derived_100_150_ft,boston-sam,1566,700 Albany St,Albany St,42.33548867,-71.07021059,Albany Street & East Stoughton Street,48,nearest_address
5564,21JH102,Pembroke St,91 Pembroke St,IS,,2110740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=508; METERED_FL=U; PLACEMENT=MIGRATED,21JH102,,,US,USSEN,1981,,,,1,,1177632000000,blundonr,1255478400000,{7372621C-0E01-550D-A1E5-FE136D0B7FFE},-71.076384918999963,42.342191118000073,93 (STREET_FEA 3273),STREET_FEA 3273,35,derived_0_50_ft,boston-sam,109091,91 Pembroke St,Pembroke St,42.34221867,-71.07626060,Aguadilla Street & Pembroke Street,225,nearest_address
5621,21JH176,W Dedham St,1-7 W Dedham St,IS,1379376000000,2110740155,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,21JH176,,,KE,KEK81-A,2011,,,,1,,1177632000000,hoffmanr,1455148800000,{C9C08381-5296-599B-B4B1-E65C62E397E2},-71.071078599999964,42.341079432000072,11-15 OPP (STREET_FEA 3270),STREET_FEA 3270,112,derived_100_150_ft,boston-sam,171534,1-7 W Dedham St,W Dedham St,42.34121158,-71.07145536,Pelham Street & Pelham Terrace,87,nearest_address
5623,21JH261,Columbus Ave,430 Columbus Ave,IS,,2110740333,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=626; METERED_FL=U; PLACEMENT=MIGRATED,21JH261,,,MU,MUCENT,1993,,,,1,,1177632000000,louisjamey,1450656000000,{D8CB29A6-0EB2-5338-8E73-8948A15F009E},-71.077415965999933,42.343986692000044,430 (STREET_FEA 1077),STREET_FEA 1077,50,derived_0_50_ft,boston-sam,163612,430 Columbus Ave,Columbus Ave,42.34397945,-71.07723209,Columbus Avenue & Holyoke Street,125,nearest_address
5626,20JH243,Bio Square Drive,Near Bio Square Drive & East Stoughton Street,IS,1066003200000,2010740365,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2328; METERED_FL=U; PLACEMENT=MIGRATED,20JH243,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1244419200000,{746D1645-65BC-5852-ADAD-0986133B5EBA},-71.069547941999986,42.334660406000069,STREET_FEA 2256,STREET_FEA 2256,192,intersection_preferred_150_plus_ft,boston-sam,19119,20 Bradston St,Bradston St,42.33423867,-71.06912059,Bio Square Drive & East Stoughton Street,112,nearest_intersection
5679,22JH18,W Canton St,184 W Canton St,IS,,2210740367,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4379; METERED_FL=U; PLACEMENT=MIGRATED,22JH18,,,DA,ADB-84-B,1988,,,,1,,1177632000000,palaciolv,1224806400000,{8D24A803-DD7C-5994-A732-FD989BD5AA94},-71.076024001999940,42.344019418000073,184 (STREET_FEA 74),STREET_FEA 74,34,derived_0_50_ft,boston-sam,25601,184 W Canton St,W Canton St,42.34408867,-71.07611060,Warren Avenue & West Canton Street,49,nearest_address
5683,21JH190,Washington St,1395-1405 Washington St,IS,,2110740150,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4253; METERED_FL=U; PLACEMENT=MIGRATED,21JH190,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{05C34960-02D2-5555-9B8C-7D0BD6B530CF},-71.070275125999956,42.341172298000060,1405 (STREET_FEA 4400),STREET_FEA 4400,37,derived_0_50_ft,boston-sam,447460,1395-1405 Washington St,Washington St,42.34126518,-71.07021907,Monsignor Reynolds Way & Pelham Street,174,nearest_address
5700,21JH1,Haven St,4 Haven St,IS,,2110740281,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3729; METERED_FL=U; PLACEMENT=MIGRATED,21JH1,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{1DB0039A-0694-58BB-B611-C46074F7310A},-71.074491935999959,42.339109774000065,4 OPP (STREET_FEA 2073),STREET_FEA 2073,33,derived_0_50_ft,boston-sam,71310,4 Haven St,Haven St,42.33904867,-71.07458059,Cumston Street & Rutland Street,129,nearest_address
5703,20JH192,E Newton St,65 E Newton St,IS,,2010740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2032; METERED_FL=U; PLACEMENT=MIGRATED,20JH192,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1225152000000,{ED3ABCD1-AE3B-59DB-82A8-B3D8F152771A},-71.071441032999985,42.337137636000080,74 (STREET_FEA 21),STREET_FEA 21,71,derived_50_100_ft,boston-sam,341869,65 E Newton St,E Newton St,42.33700276,-71.07162996,East Newton Street & Harrison Avenue,194,nearest_address
5721,22JH110,Lawrence St,14 Lawrence St,IS,,2210740216,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=511; METERED_FL=U; PLACEMENT=MIGRATED,22JH110,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{FB538449-4463-542B-B33E-35DB4FB8D81B},-71.071994051999980,42.346339935000060,13 (STREET_FEA 2479),STREET_FEA 2479,23,derived_0_50_ft,boston-sam,84598,14 Lawrence St,Lawrence St,42.34627867,-71.07202059,Cazenove Street & Chandler Street,148,nearest_address
5729,20JH190,E Newton St,100 E Newton St,IS,,2010740128,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=160; METERED_FL=U; PLACEMENT=MIGRATED,20JH190,,,MU,MUCENT,1986,,,,1,,1177632000000,chalmersh,1225152000000,{AA4D64F5-DC83-5A3F-A0B2-E449129E2034},-71.070578759999933,42.336459713000067,85 OPP (STREET_FEA 21),STREET_FEA 21,108,derived_100_150_ft,boston-sam,155992,100 E Newton St,E Newton St,42.33631774,-71.07022464,Albany Street & East Newton Street,235,nearest_address
5730,22KH782,Albany St,213 Albany St,IS,1251849600000,2211740254,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2115; METERED_FL=U; PLACEMENT=MIGRATED,22KH782,,,KE,KEK81-A,2003,,,,1,,1177632000000,connorsm,1321228800000,{B24486BB-D62B-5660-8ACC-1CBB339F4771},-71.061109406999947,42.345875089000060,STREET_FEA 158,STREET_FEA 158,99,derived_50_100_ft,boston-sam,437716,213 Albany St,Albany St,42.34586372,-71.06147674,Albany Street & Herald Street,49,nearest_address
5761,21JH238,Tremont St,550 Tremont St,IS,,2110740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4367; METERED_FL=U; PLACEMENT=MIGRATED,21JH238,,,WA,WAWB67P,1980,,,,1,,1177632000000,chalmersh,1225238400000,{C1040ABD-69C3-55B3-B13A-B868E58D405A},-71.071383544999946,42.343912306000050,550 (STREET_FEA 4217),STREET_FEA 4217,32,derived_0_50_ft,boston-sam,137629,550 Tremont St,Tremont St,42.34390367,-71.07126359,Tremont Street & Waltham Street,62,nearest_address
5786,21JH92,W Brookline St,90 W Brookline St,IS,,2110740168,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3784; METERED_FL=U; PLACEMENT=MIGRATED,21JH92,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{15353C5D-0A73-5F97-AAF0-E5CF09DD40CF},-71.074193966999985,42.340923518000068,90 (STREET_FEA 72),STREET_FEA 72,31,derived_0_50_ft,boston-sam,370355,90 W Brookline St,W Brookline St,42.34085867,-71.07427060,San Juan Street & West Brookline Street,50,nearest_address
5939,21JH232,Shawmut Ave,269-271 Shawmut Ave,IS,,2110740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=587; METERED_FL=U; PLACEMENT=MIGRATED,21JH232,,,SM,SMH205,1975,,,,1,,1177632000000,orrda,1458000000000,{8658AD2B-AEB3-53E6-8E4B-92E60478DC98},-71.069216198999982,42.343110352000053,271 (STREET_FEA 2007),STREET_FEA 2007,32,derived_0_50_ft,boston-sam,126096,269-271 Shawmut Ave,Shawmut Ave,42.34319867,-71.06923059,Hanson Street & Shawmut Avenue,48,nearest_address
6045,21KH26,Albany St,274 Albany St,IS,865555200000,2111740037,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1; METERED_FL=U; PLACEMENT=MIGRATED,21KH26,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{457864A6-87C8-5A2F-81CA-D681D831A4C5},-71.062519200999986,42.343157040000051,275 (STREET_FEA 160),STREET_FEA 160,117,derived_100_150_ft,boston-sam,354160,274 Albany St,Albany St,42.34327557,-71.06211527,Albany Street & East Berkeley Street,51,nearest_address
6070,22KH770,Washington St,1000-1020 Washington St,IS,707356800000,2211740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,22KH770,,,MU,MUCENT,1989,,,,1,,1177632000000,hoffmanr,1457913600000,{153685E9-FFFE-50BB-A6EE-EC9D824C49D4},-71.064262294999935,42.345678324000062,STREET_FEA 4531,STREET_FEA 4531,81,derived_50_100_ft,boston-sam,155672,1000-1020 Washington St,Washington St,42.34586590,-71.06442676,Washington Street & William E. Mullins Way,173,nearest_address
6268,22JH224,Herald St,120 Herald St,IS,,2210740365,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,22JH224,,,MU,MUCENT,1991,,,,1,,1177632000000,mulline,1442966400000,{37C235CC-ED5C-57D3-86E8-4758656C2F76},-71.066795351999986,42.347053076000066,120 (STREET_FEA 2115),STREET_FEA 2115,70,derived_50_100_ft,boston-sam,72954,120 Herald St,Herald St,42.34688567,-71.06692359,Herald Street & Shawmut Avenue,255,nearest_address
6278,20JH144,Worcester St,17 Worcester St,IS,,2010740039,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1283; METERED_FL=U; PLACEMENT=MIGRATED,20JH144,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{7DEDF4C2-7210-5F1D-9B49-739984B38AE7},-71.076171983999984,42.337966250000079,17 (STREET_FEA 4636),STREET_FEA 4636,44,derived_0_50_ft,boston-sam,152404,17 Worcester St,Worcester St,42.33802867,-71.07603060,Deacon Street & Worcester Street,48,nearest_address
6327,21IH178,Claremont Park,15 Claremont Park,IS,,2109740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,21IH178,,,MU,MUCENT,1988,,,,1,,1177632000000,chalmersh,1225238400000,{0FB751D1-4DA4-5CFB-B621-9BFC983FE069},-71.081200160999970,42.342186438000056,15 (STREET_FEA 1005),STREET_FEA 1005,46,derived_0_50_ft,boston-sam,33031,15 Claremont Park,Claremont Park,42.34228867,-71.08110060,Claremont Park & Claremont Street,226,nearest_address
6415,20JH165,E Concord St,57 E Concord St,IS,,2010740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2032; METERED_FL=U; PLACEMENT=MIGRATED,20JH165,,,WA,WAWB67P,1988,,,,1,,1177632000000,chalmersh,1225152000000,{80455944-08ED-5B8E-882E-BCF79A2D9B39},-71.073291373999950,42.336617133000061,57 OPP (STREET_FEA 7),STREET_FEA 7,76,derived_50_100_ft,boston-sam,41839,57 E Concord St,E Concord St,42.33651867,-71.07354059,East Concord Street & Harrison Avenue,52,nearest_address
6460,22JH36,Appleton St,151 Appleton St,IS,,2210740313,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=74; METERED_FL=U; PLACEMENT=MIGRATED,22JH36,,,MH,MH129,1980,,,,1,,1177632000000,palaciolv,1224720000000,{BCD4A1A4-E0D1-5D58-B58E-6670A72C5B66},-71.075639631999934,42.344976940000038,150 (STREET_FEA 269),STREET_FEA 269,23,derived_0_50_ft,boston-sam,3947,151 Appleton St,Appleton St,42.34503867,-71.07562060,Columbus Avenue & Yarmouth Street,156,nearest_address
6484,22JH114,Cazenove St,17 Cazenove St,IS,,2210740150,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=897; METERED_FL=U; PLACEMENT=MIGRATED,22JH114,,,SM,SMH205,1974,,,,1,,1177632000000,blundonr,1255478400000,{6CBE87A8-471B-5A3B-BC48-2212872AF81F},-71.072815229999946,42.347309392000057,17 (STREET_FEA 849),STREET_FEA 849,39,derived_0_50_ft,boston-sam,26643,17 Cazenove St,Cazenove St,42.34722867,-71.07291059,Clarendon Street & Columbus Avenue,196,nearest_address
6497,22JH74,Clarendon St,29 Clarendon St,IS,,2210740309,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4379; METERED_FL=U; PLACEMENT=MIGRATED,22JH74,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{C276567A-7328-5FF3-95E7-0F32D6312F10},-71.072362166999937,42.345033739000030,29 (STREET_FEA 1009),STREET_FEA 1009,27,derived_0_50_ft,boston-sam,163453,29 Clarendon St,Clarendon St,42.34509690,-71.07230639,Clarendon Street & Warren Avenue,56,nearest_address
6607,20JH82,Washington St,1750-1752 Washington St 1,IS,,2010740134,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,20JH82,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1225152000000,{9DBFB5AC-5A5A-5BB7-B335-28E99165AD3A},-71.076651131999938,42.336384865000070,644 (STREET_FEA 2746),STREET_FEA 2746,31,derived_0_50_ft,boston-sam,144435,1750-1752 Washington St 1,Washington St,42.33643832,-71.07656061,Massachusetts Avenue & Washington Street,92,nearest_address
