objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
1498,22JH64,Dartmouth St,131 Dartmouth St,IS,,2210740204,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,22JH64,,,MH,MH929,2003,,,,1,,1177632000000,blundonr,1255478400000,{8507A2AE-941B-524B-8CAC-3BEA8A7604CF},-71.075691472999949,42.346602531000030,108 (STREET_FEA 1265),STREET_FEA 1265,90,derived_50_100_ft,boston-sam,46311,131 Dartmouth St,Dartmouth St,42.34658782,-71.07535836,Chandler Street & Columbus Avenue,273,nearest_address
1545,21JH100,Tremont St,667-667A Tremont St,IS,347155200000,2110740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4956; METERED_FL=U; PLACEMENT=MIGRATED,21JH100,,,SM,SMH205,1987,,,,1,,1177632000000,blundonr,1255478400000,{F8AD7B0C-6434-554D-8CA8-D4FAD170B0A2},-71.075905627999987,42.341799676000051,669 (STREET_FEA 4217),STREET_FEA 4217,48,derived_0_50_ft,boston-sam,137871,667-667A Tremont St,Tremont St,42.34192867,-71.07594060,Aguadilla Street & Pembroke Street,49,nearest_address
1557,20JH202,Saint George St,15 Saint George St,IS,,2010740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3752; METERED_FL=U; PLACEMENT=MIGRATED,20JH202,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1225152000000,{D2F3CA29-9810-5485-B136-C13F3CAAD0A0},-71.072706915999959,42.338179408000030,STREET_FEA 21,STREET_FEA 21,94,derived_50_100_ft,boston-sam,121053,15 Saint George St,Saint George St,42.33808867,-71.07238059,East Newton Street & Father Francis J. Gilday Street,39,nearest_address
1615,22JH84,Columbus Ave,278-284A Columbus Ave,IS,,2210740177,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,22JH84,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{4B88E344-4456-5E78-AE12-547760C8F5AB},-71.073509268999942,42.347067174000074,78 (STREET_FEA 1009),STREET_FEA 1009,62,derived_50_100_ft,boston-sam,163591,278-284A Columbus Ave,Columbus Ave,42.34691607,-71.07361778,Clarendon Street & Columbus Avenue,67,nearest_address
1620,21JH264,Tremont St,652A-652 Tremont St,IS,,2110740336,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=72; METERED_FL=U; PLACEMENT=BlundoNR,21JH264,,,KE,KEK81-A,1994,,,,1,,1331251200000,BlundoNR,1331251200000,{543799FE-42F6-505C-83D3-4E50D9C4CBF8},-71.075135248999970,42.341985635000071,640 (STREET_FEA 4217),STREET_FEA 4217,84,derived_50_100_ft,boston-sam,170460,652A-652 Tremont St,Tremont St,42.34177838,-71.07526954,Tremont Street & West Brookline Street,55,nearest_address
1629,21JH60,W Newton St,85 W Newton St,IS,,2110740176,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5188; METERED_FL=U; PLACEMENT=MIGRATED,21JH60,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{1D537288-E07C-539B-8969-BA62D9DC2820},-71.075757128999953,42.340747212000053,88 OPP (STREET_FEA 91),STREET_FEA 91,81,derived_50_100_ft,boston-sam,102645,85 W Newton St,W Newton St,42.34096740,-71.07581174,Tremont Street & West Newton Street,304,nearest_address
1643,22JH68,Yarmouth Place,Near Yarmouth Place & Yarmouth Street,IS,,2210740179,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,22JH68,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{6ADE345D-09EA-5CFA-A846-15176736456B},-71.075945368999953,42.347028415000068,STREET_FEA 1265,STREET_FEA 1265,225,intersection_preferred_150_plus_ft,boston-sam,46311,131 Dartmouth St,Dartmouth St,42.34658782,-71.07535836,Yarmouth Place & Yarmouth Street,421,nearest_intersection
1662,22JH176,Village Ct,1-9 Village Ct,IS,1180656000000,2210740291,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1; METERED_FL=U; PLACEMENT=MIGRATED,22JH176,,,KE,KEK81-A,2007,,,,1,,1177632000000,denapolipd,1279497600000,{978C9155-65FD-590E-8265-1F11ACE5AE1C},-71.068914441999937,42.345254150000073,11-19 OPP (STREET_FEA 4309),STREET_FEA 4309,131,derived_100_150_ft,boston-sam,341656,1-9 Village Ct,Village Ct,42.34501610,-71.06855134,East Berkeley Street & Village Court,97,nearest_address
1689,22JH20,Columbus Ave,402 Columbus Ave,IS,,2210740337,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=269; METERED_FL=U; PLACEMENT=MIGRATED,22JH20,,,MH,MH929,1986,,,,1,,1177632000000,blundonr,1255478400000,{5CBD3108-5A66-5A1E-9DEB-3BFB3479C841},-71.076347133999946,42.344551404000072,200 (STREET_FEA 74),STREET_FEA 74,34,derived_0_50_ft,boston-sam,35675,402 Columbus Ave,Columbus Ave,42.34450867,-71.07646060,Appleton Street & West Canton Street,47,nearest_address
1767,21JH224,Rollins St,1 Rollins St,IS,,2110740128,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,21JH224,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{B7FB3A4E-02BD-5987-B1AF-BFDD2DF8DFED},-71.068592102999958,42.341587793000031,21 (STREET_FEA 4367),STREET_FEA 4367,78,derived_50_100_ft,boston-sam,419675,1 Rollins St,Rollins St,42.34160785,-71.06830322,Waltham Street & Washington Street,58,nearest_address
1816,21IH190,Greenwich Park,20 Greenwich Park,IS,,2109740100,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,21IH190,,,SM,SMH205,1977,,,,1,,1177632000000,chalmersh,1225238400000,{86B970C0-7329-536A-B341-30C4246ADEEA},-71.080619435999949,42.342608740000060,20 (STREET_FEA 1927),STREET_FEA 1927,41,derived_0_50_ft,boston-sam,66774,20 Greenwich Park,Greenwich Park,42.34251867,-71.08071060,Claremont Street & Greenwich Park,238,nearest_address
1822,20KH142,Albany Street,Near Albany Street & Plympton Street,IS,,2011740155,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3339; METERED_FL=U; PLACEMENT=denapolipd,20KH142,,,U,U,,,,,1,,1247529600000,denapolipd,1253491200000,{7ED844A2-60AE-5CF6-8C57-D31A2F5FC406},-71.066047267999977,42.337567032000038,520 REAR (STREET_FEA 160),STREET_FEA 160,201,intersection_preferred_150_plus_ft,boston-sam,439440,520 Albany St,Albany St,42.33790186,-71.06664184,Albany Street & Plympton Street,333,nearest_intersection
1835,21JH174,Monsignor Reynolds Way,19 Monsignor Reynolds Way,IS,865123200000,2110740189,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,21JH174,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{4D430AB6-29D8-5FC5-9C4D-76F9F0069E85},-71.070164306999970,42.340483198000072,15 (STREET_FEA 2893),STREET_FEA 2893,117,derived_100_150_ft,boston-sam,173629,19 Monsignor Reynolds Way,Monsignor Reynolds Way,42.34019360,-71.07035253,Monsignor Reynolds Way & Pelham Street,179,nearest_address
1887,22JH174,Castle Ct,2-14 Castle Ct,IS,1059955200000,2210740289,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1; METERED_FL=U; PLACEMENT=MIGRATED,22JH174,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{832C1083-4180-5DAE-8366-B83E2B0CA733},-71.068012771999975,42.345267007000075,STREET_FEA 4756,STREET_FEA 4756,40,derived_0_50_ft,boston-sam,341673,2-14 Castle Ct,Castle Ct,42.34528268,-71.06786620,Castle Court & East Berkeley Street,217,nearest_address
1891,21JH82,East Brookline Street,Near East Brookline Street & Washington Street,IS,,2110740262,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4400; METERED_FL=U; PLACEMENT=MIGRATED,21JH82,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{38FC5F5A-5127-5D75-BA11-1911F279626F},-71.072339970999963,42.339368958000080,2 OPP (STREET_FEA 4),STREET_FEA 4,180,intersection_preferred_150_plus_ft,boston-sam,342450,1530 Washington St,Washington St,42.33895507,-71.07270669,East Brookline Street & Washington Street,100,nearest_intersection
1893,21JH84,Washington St,1496-1514 Washington St none,IS,567993600000,2110740248,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4; METERED_FL=U; PLACEMENT=MIGRATED,21JH84,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{A5FE3EAD-7A98-5E6B-8F06-A7454244DEB8},-71.072252926999965,42.339586809000025,1514 (STREET_FEA 4400),STREET_FEA 4400,132,derived_100_150_ft,boston-sam,343784,1496-1514 Washington St none,Washington St,42.33975994,-71.07182258,East Brookline Street & Washington Street,68,nearest_address
1933,22JH46,Yarmouth St,34 Yarmouth St,IS,,2210740232,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=810; METERED_FL=U; PLACEMENT=MIGRATED,22JH46,,,DA,ADB-84-B,1986,,,,1,,1177632000000,blundonr,1255478400000,{3977129D-DC02-58E7-AF9F-C0EAD6CC4F34},-71.077071613999976,42.346286203000034,34 OPP (STREET_FEA 4653),STREET_FEA 4653,75,derived_50_100_ft,boston-sam,153264,34 Yarmouth St,Yarmouth St,42.34612867,-71.07725060,Yarmouth Place & Yarmouth Street,53,nearest_address
2060,20JH160,E Concord St,72 E Concord St,IS,,2010740151,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2032; METERED_FL=U; PLACEMENT=MIGRATED,20JH160,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1225324800000,{C52BB980-B604-55B1-B8CD-444C671BCD74},-71.072642798999937,42.336068729000033,78 (STREET_FEA 7),STREET_FEA 7,66,derived_50_100_ft,boston-sam,343246,72 E Concord St,E Concord St,42.33621093,-71.07248796,East Concord Street & Harrison Avenue,218,nearest_address
2097,21KH54,Washington St,1180-1200 Washington St,IS,,2111740052,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3286; METERED_FL=U; PLACEMENT=MIGRATED,21KH54,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{295CEE86-05B1-541F-ACE1-316FFEE1006A},-71.066476452999950,42.343136154000035,1180 (STREET_FEA 4400),STREET_FEA 4400,63,derived_50_100_ft,boston-sam,143898,1180-1200 Washington St,Washington St,42.34317867,-71.06625059,Perry Street & Washington Street,193,nearest_address
2187,21JH240,Washington St,1293-1317 Washington St,IS,,2110740079,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3806; METERED_FL=U; PLACEMENT=MIGRATED,21JH240,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{97EBF5C4-8444-5619-BE6B-5C135A82EC34},-71.067734343999973,42.342428253000037,1264 OPP (STREET_FEA 4400),STREET_FEA 4400,119,derived_100_150_ft,boston-sam,144017,1293-1317 Washington St,Washington St,42.34231967,-71.06815259,Savoy Street & Washington Street,118,nearest_address
2200,21IH174,Worcester St,147 Worcester St,IS,,2109740190,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5699; METERED_FL=U; PLACEMENT=MIGRATED,21IH174,,,US,USSEN,1986,,,,1,,1177632000000,blundonr,1255478400000,{BF1B4E48-3DC1-5B4C-860B-96F9C0A645B7},-71.079865237999968,42.341261242000030,149 (STREET_FEA 4636),STREET_FEA 4636,34,derived_0_50_ft,boston-sam,152380,147 Worcester St,Worcester St,42.34129867,-71.07975060,Claremont Park & Columbus Avenue,208,nearest_address
2203,21JH118,Washington St,1511-1525 Washington St,IS,,2110740212,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2992; METERED_FL=U; PLACEMENT=MIGRATED,21JH118,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1271808000000,{586711AB-4418-5634-BEC3-0BBDBC8C5D3B},-71.072093849999987,42.340033477000077,1496 OPP (STREET_FEA 4400),STREET_FEA 4400,72,derived_50_100_ft,boston-sam,144256,1511-1525 Washington St,Washington St,42.34001867,-71.07236059,Mystic Street & Washington Street,73,nearest_address
2211,21JH108,Columbus Ave,437-437A Columbus Ave,IS,,2110740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=626; METERED_FL=U; PLACEMENT=MIGRATED,21JH108,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1225238400000,{79D48BD2-0E2E-586B-B64E-FF1A82A3D55B},-71.077963674999978,42.343879026000025,437 (STREET_FEA 1077),STREET_FEA 1077,25,derived_0_50_ft,boston-sam,35717,437-437A Columbus Ave,Columbus Ave,42.34394867,-71.07797060,Braddock Park & Columbus Avenue,59,nearest_address
2213,20JH200,East Newton Street,Near East Newton Street & Father Francis J. Gilday Street,IS,,2010740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=7; METERED_FL=U; PLACEMENT=MIGRATED,20JH200,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1225152000000,{D3DC1CFA-7E4C-5CB3-B6BC-2AF0AD9A0D00},-71.073250627999982,42.337605113000052,21 (STREET_FEA 6066),STREET_FEA 6066,220,intersection_preferred_150_plus_ft,boston-sam,460236,16 E Concord St,E Concord St,42.33756739,-71.07406500,East Newton Street & Father Francis J. Gilday Street,232,nearest_intersection
2218,21IH162,Columbus Ave,563-567 Columbus Ave,IS,,2109740198,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4936; METERED_FL=U; PLACEMENT=MIGRATED,21IH162,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1225238400000,{E1401AE9-637D-5616-95A2-66DFF8F59D90},-71.081296612999950,42.341169067000067,563 (STREET_FEA 1077),STREET_FEA 1077,53,derived_50_100_ft,boston-sam,35991,563-567 Columbus Ave,Columbus Ave,42.34114867,-71.08149060,Columbus Avenue & Wellington Street,56,nearest_address
2233,22JH12,Holyoke St,35 Holyoke St,IS,,2210740300,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=810; METERED_FL=U; PLACEMENT=MIGRATED,22JH12,,,KE,KEK81-A,1971,,,,1,,1177632000000,palaciolv,1224720000000,{6E5C4DFE-4D40-5F28-B7E3-D3C72E8CBE0E},-71.078343771999982,42.345174573000065,35 (STREET_FEA 2191),STREET_FEA 2191,30,derived_0_50_ft,boston-sam,74938,35 Holyoke St,Holyoke St,42.34521867,-71.07825060,Carleton Street & Holyoke Street,45,nearest_address
2243,21JH64,Tremont St,677 Tremont St,IS,,2110740132,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=91; METERED_FL=U; PLACEMENT=MIGRATED,21JH64,,,SM,SMH205,1976,,,,1,,1177632000000,blundonr,1255478400000,{76780041-2D30-5969-B7D8-132670138194},-71.076431923999962,42.341530625000075,679 (STREET_FEA 4217),STREET_FEA 4217,50,derived_0_50_ft,boston-sam,137904,677 Tremont St,Tremont St,42.34166867,-71.07642060,Tremont Street & West Newton Street,78,nearest_address
2271,22KH808,Traveler St,30-36 Traveler St,IS,1418688000000,2211740280,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4205; METERED_FL=U; PLACEMENT=digiornom,22KH808,,,U,U,,,,,1,,1438905600000,digiornom,1438905600000,{DF614800-E48D-55F0-9C12-D04BB604B1C7},-71.063631858999941,42.344874305000076,300 (STREET_FEA 2032),STREET_FEA 2032,136,derived_100_150_ft,boston-sam,344270,30-36 Traveler St,Traveler St,42.34462453,-71.06325809,Harrison Avenue & Traveler Street,165,nearest_address
2289,21KH44,Fay St,35 Fay St,IS,,2111740058,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3252; METERED_FL=U; PLACEMENT=MIGRATED,21KH44,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{C5C0183B-414B-5835-ABE0-7A70365590A4},-71.065259600999980,42.342886530000044,433 (STREET_FEA 2032),STREET_FEA 2032,75,derived_50_100_ft,boston-sam,56838,35 Fay St,Fay St,42.34309096,-71.06522267,Harrison Avenue & Paul Sullivan Way,59,nearest_address
2372,22JH180,Appleton St,5 Appleton St,IS,852076800000,2210740212,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4217; METERED_FL=U; PLACEMENT=MIGRATED,22JH180,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1250208000000,{864E4176-4AA7-52A3-9EBE-C058D445F6AB},-71.069902644999956,42.346501615000079,6 OPP (STREET_FEA 269),STREET_FEA 269,74,derived_50_100_ft,boston-sam,4033,5 Appleton St,Appleton St,42.34669867,-71.06984059,Appleton Street & Tremont Street,209,nearest_address
2448,21JH248,Milford St,10 Milford St,IS,1068163200000,2110740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=587; METERED_FL=U; PLACEMENT=MIGRATED,21JH248,,,MU,MUCENT,2000,,,,1,,1177632000000,chalmersh,1225238400000,{524F0824-0598-5C53-ABF3-97F284FD319E},-71.069531546999940,42.343907882000053,10 (STREET_FEA 2852),STREET_FEA 2852,24,derived_0_50_ft,boston-sam,95319,10 Milford St,Milford St,42.34387867,-71.06961059,Bond Street & Milford Street,153,nearest_address
2449,22JH7,Columbus Ave,350-358 Columbus Ave,IS,,2210740275,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1266; METERED_FL=U; PLACEMENT=MIGRATED,22JH7,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{D878E66E-C53D-516B-8294-A7EC31729A5A},-71.075404971999944,42.345592980000049,350 (STREET_FEA 1077),STREET_FEA 1077,24,derived_0_50_ft,boston-sam,163601,350-358 Columbus Ave,Columbus Ave,42.34553483,-71.07536048,Dartmouth Street & Lawrence Street,85,nearest_address
2514,20JH120,Massachusetts Ave,586-588 Massachusetts Ave,IS,,2010740073,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2746; METERED_FL=U; PLACEMENT=MIGRATED,20JH120,,,MU,MUCENT,1994,,,,1,,1177632000000,chalmersh,1225152000000,{EF035A1F-0D13-5ECA-8055-3F4A98F512BE},-71.077948871999979,42.337512864000075,529 (STREET_FEA 3868),STREET_FEA 3868,44,derived_0_50_ft,boston-sam,167495,586-588 Massachusetts Ave,Massachusetts Ave,42.33762180,-71.07787568,Massachusetts Avenue & Shawmut Avenue,43,nearest_address
2598,20JH88,Massachusetts Ave,564 Massachusetts Ave,IS,,2010740032,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,20JH88,,,US,USSEN,1981,,,,1,,1177632000000,chalmersh,1225152000000,{6853A887-72DC-581B-994B-F6DDA5D6F5C6},-71.078430230999970,42.337977878000061,562 (STREET_FEA 2746),STREET_FEA 2746,38,derived_0_50_ft,boston-sam,92413,564 Massachusetts Ave,Massachusetts Ave,42.33797867,-71.07829060,Massachusetts Avenue & Shawmut Avenue,243,nearest_address
2673,22JH10,Holyoke St,17 Holyoke St,IS,,2210740317,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4872; METERED_FL=U; PLACEMENT=MIGRATED,22JH10,,,KE,KEK81,2012,,,,1,,1177632000000,palaciolv,1224720000000,{899F56E5-ABC4-50FA-A5D4-1680E60396D2},-71.077867505999961,42.344829140000058,19 (STREET_FEA 2191),STREET_FEA 2191,36,derived_0_50_ft,boston-sam,74887,17 Holyoke St,Holyoke St,42.34487867,-71.07775060,Carleton Street & Holyoke Street,215,nearest_address
2711,21KH206,Albany St,480 Albany St,IS,,2111740299,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=4253; METERED_FL=U; PLACEMENT=blundonr,21KH206,,,MU,MUCENT,2000,,,,1,,1223251200000,blundonr,1271203200000,{1C48E303-4AE5-5D00-A3DF-52841CB47A60},-71.065064924999945,42.339382214000068,480 (STREET_FEA 160),STREET_FEA 160,34,derived_0_50_ft,boston-sam,1543,480 Albany St,Albany St,42.33939359,-71.06493900,Albany Street & Union Park Street,82,nearest_address
2755,21JH120,Shawmut Ave,383-387 Shawmut Ave,IS,,2110740161,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,21JH120,,,KE,KEK81,2010,,,,1,,1177632000000,blundonr,1255478400000,{100CA5D9-31E4-5416-A39B-BE0A770DF705},-71.072838459999957,42.341026851000038,2 (STREET_FEA 3784),STREET_FEA 3784,37,derived_0_50_ft,boston-sam,126231,383-387 Shawmut Ave,Shawmut Ave,42.34102867,-71.07270059,San Juan Street & Shawmut Avenue,72,nearest_address
2804,22JH2,Braddock Park,21 Braddock Park,IS,,2210740355,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5689; METERED_FL=U; PLACEMENT=MIGRATED,22JH2,,,US,USSEN,1980,,,,1,,1177632000000,palaciolv,1224806400000,{FDF39D3C-C0E0-5090-B0A0-8E9D62EA325C},-71.078538004999984,42.344315174000030,23 (STREET_FEA 626),STREET_FEA 626,37,derived_0_50_ft,boston-sam,18783,21 Braddock Park,Braddock Park,42.34436867,-71.07842060,Braddock Park & Carleton Street,210,nearest_address
2814,22JH4,Braddock Park,41 Braddock Park,IS,,2210740325,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=810; METERED_FL=U; PLACEMENT=MIGRATED,22JH4,,,US,USSEN,1981,,,,1,,1177632000000,palaciolv,1224806400000,{CF56E509-2B8F-5469-B54F-2E72F6A45BE7},-71.079050281999969,42.344669957000065,43 (STREET_FEA 626),STREET_FEA 626,35,derived_0_50_ft,boston-sam,18820,41 Braddock Park,Braddock Park,42.34473867,-71.07896060,Braddock Park & Carleton Street,30,nearest_address
2847,22JH172,Castle Ct,11-23 Castle Ct,IS,,2210740320,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1; METERED_FL=U; PLACEMENT=MIGRATED,22JH172,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1224720000000,{B3BE0299-8195-5614-9198-E8EFDFB72084},-71.066940393999971,42.344767302000037,15 (STREET_FEA 3868),STREET_FEA 3868,66,derived_50_100_ft,boston-sam,341666,11-23 Castle Ct,Castle Ct,42.34492858,-71.06705074,East Berkeley Street & Shawmut Avenue,167,nearest_address
2853,21IH188,Columbus Ave,511 Columbus Ave,IS,,2109740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1927; METERED_FL=U; PLACEMENT=MIGRATED,21IH188,,,MU,MUCENT,1968,,,,1,,1177632000000,chalmersh,1225238400000,{AE902D15-389D-5BD1-9F27-2843B6E90460},-71.079914712999937,42.342284387000063,511 (STREET_FEA 1077),STREET_FEA 1077,43,derived_0_50_ft,boston-sam,35818,511 Columbus Ave,Columbus Ave,42.34239867,-71.07996060,Columbus Avenue & Concord Square,56,nearest_address
2873,21JH214,Union Park,22 Union Park,IS,,2110740074,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4253; METERED_FL=U; PLACEMENT=MIGRATED,21JH214,,,SM,SMH205,1976,,,,1,,1177632000000,blundonr,1255478400000,{7AEFB28F-884E-5325-93A7-83095B4D9C2C},-71.071449046999987,42.342622700000049,22 (STREET_FEA 4249),STREET_FEA 4249,12,derived_0_50_ft,boston-sam,139117,22 Union Park,Union Park,42.34260902,-71.07148781,Shawmut Avenue & Union Park,288,nearest_address
2900,21JH86,East Brookline Street,Near East Brookline Street & Washington Street,IS,1065052800000,2110740249,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=72; METERED_FL=U; PLACEMENT=MIGRATED,21JH86,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1388016000000,{0A70B857-3286-5BDF-B1BD-B56544E19D6A},-71.072789074999946,42.339585089000025,STREET_FEA 4400,STREET_FEA 4400,163,intersection_preferred_150_plus_ft,boston-sam,341541,1535 Washington St,Washington St,42.33952499,-71.07338811,East Brookline Street & Washington Street,77,nearest_intersection
2969,20KH118,Albany Street,Near Albany Street & East Dedham Street,IS,,2011740131,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,20KH118,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244419200000,{34B675FC-964F-57F8-B6C8-18D89C2F83C7},-71.066006773999959,42.336474467000073,STREET_FEA 2256,STREET_FEA 2256,217,intersection_preferred_150_plus_ft,boston-sam,1560,610 Albany St,Albany St,42.33613842,-71.06667516,Albany Street & East Dedham Street,618,nearest_intersection
2974,21JH236,Waltham St,79 Waltham St,IS,,2110740036,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3597; METERED_FL=U; PLACEMENT=MIGRATED,21JH236,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{2F861BFF-3433-5C20-A402-5236274A53E4},-71.070660619999956,42.343321019000030,81 (STREET_FEA 4367),STREET_FEA 4367,35,derived_0_50_ft,boston-sam,142453,79 Waltham St,Waltham St,42.34335867,-71.07054059,Ringgold Street & Waltham Street,177,nearest_address
3006,22JH130,Milford St,34 Milford St,IS,1068163200000,2210740345,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4217; METERED_FL=U; PLACEMENT=MIGRATED,22JH130,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{C6B6A5A6-24C3-5F87-86BE-211EE360DE9C},-71.070353613999941,42.344327821000036,34 (STREET_FEA 2852),STREET_FEA 2852,24,derived_0_50_ft,boston-sam,95388,34 Milford St,Milford St,42.34426867,-71.07039059,Milford Street & Tremont Street,99,nearest_address
3014,21JH160,Dartmouth St,12 Dartmouth St,IS,,2110740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2904; METERED_FL=U; PLACEMENT=MIGRATED,21JH160,,,MH,MH929,1986,,,,1,,1177632000000,blundonr,1255478400000,{DFB9AA16-DEEB-575B-ABBD-10933CAA5E71},-71.074037862999944,42.343237614000031,12 (STREET_FEA 1266),STREET_FEA 1266,33,derived_0_50_ft,boston-sam,46305,12 Dartmouth St,Dartmouth St,42.34319867,-71.07415059,Dartmouth Street & Montgomery Street,118,nearest_address
